key,name,pos,team,bye,std,half_ppr,ppr,rush_yds,df_points_allowed_per_game,rush_tds,df_sacks,pass_yds,reception_tds,reception_yds,kick_extra_points,pass_ints,kick_30_39,fumbles,kick_40_49,df_fumbles,df_ints,kick_20_29,kick_0_19,df_tds,receptions,pass_tds,df_safeties,kick_50,two_pts
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,13,1.0,1.0,1.0,1064.4,,8.1,,,4.3,835.5,,0.0,,2.2,,,,,,,98.9,,,,0.5
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,10,2.5,3.0,3.0,1250.6,,9.3,,,2.4,485.1,,0.0,,2.6,,,,,,,60.1,,,,
barkley_RB_NYG,Saquon Barkley,RB,NYG,11,2.5,2.0,2.0,1203.1,,8.7,,,2.4,506.8,,0.0,,3.0,,,,,,,62.2,,,,0.5
henry_RB_TEN,Derrick Henry,RB,TEN,7,5.0,6.0,7.3,1482.6,,11.1,,,0.9,174.2,,0.0,,2.4,,,,,,,20.6,,,,
cook_RB_MIN,Dalvin Cook,RB,MIN,7,5.0,6.0,4.7,1096.5,,9.6,,,1.3,509.1,,0.0,,2.7,,,,,,,58.1,,,,0.0
thomas_WR_NO,Michael Thomas,WR,NO,6,5.5,5.0,5.3,0.9,,0.0,,,9.2,1509.5,,0.0,,0.5,,,,,,,126.2,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,6,6.5,5.0,5.0,901.8,,7.3,,,2.4,623.3,,0.0,,1.7,,,,,,0.1,84.7,,,,1.4
adams_WR_GB,Davante Adams,WR,GB,5,11.0,8.5,11.0,0.2,,0.0,,,9.3,1319.7,,0.0,,1.0,,,,,,,103.7,,,,
hill_WR_KC,Tyreek Hill,WR,KC,10,12.0,11.0,14.7,81.1,,0.8,,,8.5,1168.3,,0.0,,0.5,,,,,,1.0,82.7,,,,
chubb_RB_CLE,Nick Chubb,RB,CLE,9,12.0,13.0,14.3,1281.0,,9.1,,,1.0,185.3,,0.0,,2.1,,,,,,,23.0,,,,0.0
mixon_RB_CIN,Joe Mixon,RB,CIN,9,12.5,10.0,13.7,1166.2,,7.7,,,1.4,292.2,,0.0,,1.8,,,,,,,36.6,,,,
jacobs_RB_LV,Josh Jacobs,RB,LV,6,14.0,16.5,13.7,1203.5,,9.2,,,0.6,259.7,,0.0,,2.1,,,,,,,32.9,,,,0.1
jones_WR_ATL,Julio Jones,WR,ATL,10,14.0,12.5,15.7,7.7,,0.0,,,7.0,1406.1,,0.0,,1.0,,,,,,,100.6,,,,
edwardshelaire_RB_KC,Clyde Edwards-Helaire,RB,KC,10,15.0,16.5,16.0,890.8,,8.1,,,3.2,445.5,,0.0,,2.2,,,,,,,47.3,,,,0.2
jones_RB_GB,Aaron Jones,RB,GB,5,15.5,20.0,17.0,904.0,,9.3,,,2.0,350.8,,0.0,,1.6,,,,,,,41.5,,,,0.0
mahomes_QB_KC,Patrick Mahomes,QB,KC,10,17.0,18.5,20.3,355.1,,3.7,,4530.8,,,,11.0,,1.2,,,,,,,,33.4,,,1.0
hopkins_WR_ARI,DeAndre Hopkins,WR,ARI,8,17.0,15.5,14.0,11.7,,0.0,,,7.3,1155.6,,0.0,,0.5,,,,,,,92.5,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,8,17.0,19.0,20.7,976.7,,5.3,,3533.4,,,,12.0,,2.4,,,,,,,,28.4,,,0.3
kelce_TE_KC,Travis Kelce,TE,KC,10,17.0,16.5,18.0,14.1,,0.1,,,8.3,1142.4,,0.0,,0.5,,,,,,,93.6,,,,
godwin_WR_TB,Chris Godwin,WR,TB,13,19.0,19.0,20.0,5.0,,0.0,,,7.7,1202.2,,0.0,,0.5,,,,,,,81.1,,,,
drake_RB_ARI,Kenyan Drake,RB,ARI,8,19.5,16.5,16.0,886.2,,7.8,,,2.1,407.7,,0.0,,1.7,,,,,,,55.6,,,,0.2
sanders_RB_PHI,Miles Sanders,RB,PHI,9,21.5,21.5,13.7,1021.0,,6.1,,,2.4,455.7,,0.0,,2.1,,,,,,0.1,49.6,,,,0.1
kittle_TE_SF,George Kittle,TE,SF,11,21.5,19.0,22.3,21.4,,0.6,,,5.8,1029.6,,0.0,,0.5,,,,,,,84.2,,,,
ekeler_RB_LAC,Austin Ekeler,RB,LAC,10,22.0,21.5,15.0,696.4,,4.0,,,4.2,673.8,,0.0,,1.3,,,,,,,63.5,,,,0.1
golladay_WR_DET,Kenny Golladay,WR,DET,5,23.0,23.5,25.3,2.7,,0.0,,,8.2,1122.3,,0.0,,1.0,,,,,,,66.9,,,,
evans_WR_TB,Mike Evans,WR,TB,13,24.0,25.5,25.7,1.7,,0.0,,,7.9,1175.4,,0.0,,1.0,,,,,,,72.4,,,,
cooper_WR_DAL,Amari Cooper,WR,DAL,10,28.5,33.5,33.7,11.9,,0.0,,,7.2,1109.8,,0.0,,0.5,,,,,,,76.3,,,,
gurley_RB_ATL,Todd Gurley,RB,ATL,10,28.5,32.0,31.0,828.7,,7.1,,,2.2,329.2,,0.0,,1.4,,,,,,,41.8,,,,1.4
beckham_WR_CLE,Odell Beckham Jr.,WR,CLE,9,30.5,27.5,30.7,17.3,,0.0,,,6.3,1021.7,,0.0,,1.0,,,,,,,71.8,,,,
smithschuster_WR_PIT,JuJu Smith-Schuster,WR,PIT,8,32.0,32.0,33.3,3.2,,0.0,,,5.9,995.7,,0.0,,1.0,,,,,,,79.0,,,,
carson_RB_SEA,Chris Carson,RB,SEA,6,32.5,34.0,32.0,1101.0,,8.0,,,1.5,242.7,,0.0,,2.4,,,,,,,31.9,,,,0.5
thielen_WR_MIN,Adam Thielen,WR,MIN,7,35.5,33.0,33.3,24.9,,0.4,,,6.9,1047.8,,0.0,,0.5,,,,,,,74.7,,,,
brown_WR_TEN,A.J. Brown,WR,TEN,7,37.0,36.5,41.3,37.6,,0.4,,,7.0,1050.8,,0.0,,0.5,,,,,,,60.6,,,,
taylor_RB_IND,Jonathan Taylor,RB,IND,7,37.5,40.0,45.3,819.5,,5.9,,,1.1,227.8,,0.0,,2.0,,,,,,,24.9,,,,0.2
fournette_RB_TB,Leonard Fournette,RB,TB,13,37.5,44.0,50.0,570.2,,5.6,,,0.6,191.5,,,,2.0,,,,,,,24.1,,,,0.0
andrews_TE_BAL,Mark Andrews,TE,BAL,8,38.5,36.5,42.7,0.5,,0.0,,,7.9,830.3,,0.0,,1.0,,,,,,,60.6,,,,
robinson_WR_CHI,Allen Robinson,WR,CHI,11,38.5,27.0,31.3,9.2,,0.0,,,6.3,1060.4,,0.0,,0.5,,,,,,,85.7,,,,
kupp_WR_LAR,Cooper Kupp,WR,LAR,9,39.5,39.5,37.7,15.7,,0.0,,,7.9,1062.6,,0.0,,0.5,,,,,,,86.0,,,,
johnson_RB_HOU,David Johnson,RB,HOU,8,40.5,50.0,38.0,823.2,,5.0,,,3.4,445.0,,0.0,,1.9,,,,,,,43.0,,,,0.5
moore_WR_CAR,D.J. Moore,WR,CAR,13,42.5,34.0,29.7,63.4,,0.0,,,5.0,1198.5,,0.0,,1.0,,,,,,0.4,86.4,,,,
watson_QB_HOU,Deshaun Watson,QB,HOU,8,42.5,57.0,57.0,523.5,,4.6,,4048.8,,,,12.7,,1.8,,,,,,,,26.2,,,1.9
conner_RB_PIT,James Conner,RB,PIT,8,44.0,41.0,39.0,889.0,,6.8,,,1.8,342.0,,0.0,,2.4,,,,,,,42.0,,,,0.0
ridley_WR_ATL,Calvin Ridley,WR,ATL,10,44.0,44.0,43.0,19.9,,0.0,,,7.7,1049.8,,0.0,,0.5,,,,,,,77.0,,,,
ingram_RB_BAL,Mark Ingram II,RB,BAL,8,45.0,48.5,58.7,787.2,,6.1,,,2.0,213.3,,0.0,,1.6,,,,,,,23.8,,,,0.9
prescott_QB_DAL,Dak Prescott,QB,DAL,10,45.5,49.0,54.0,244.6,,3.7,,4501.0,,,,12.7,,2.3,,,,,,,,28.5,,,1.4
gordon_RB_DEN,Melvin Gordon,RB,DEN,8,46.0,37.5,41.3,712.4,,6.8,,,2.0,400.2,,0.0,,1.4,,,,,,,48.7,,,,0.5
mostert_RB_SF,Raheem Mostert,RB,SF,11,47.0,57.0,58.0,838.6,,7.5,,,0.9,135.6,,0.0,,2.2,,,,,,,15.8,,,,0.1
lockett_WR_SEA,Tyler Lockett,WR,SEA,6,48.0,48.5,51.3,21.7,,0.0,,,7.5,1080.4,,0.0,,1.0,,,,,,0.5,73.8,,,,
sutton_WR_DEN,Courtland Sutton,WR,DEN,8,49.0,48.0,44.0,14.9,,0.0,,,6.5,1019.7,,0.0,,0.5,,,,,,,67.9,,,,
bell_RB_NYJ,Le'Veon Bell,RB,NYJ,11,49.0,45.0,38.3,818.3,,4.5,,,1.6,464.8,,0.0,,1.9,,,,,,,59.8,,,,
ertz_TE_PHI,Zach Ertz,TE,PHI,9,50.0,41.0,38.7,0.5,,0.0,,,6.1,902.0,,0.0,,1.0,,,,,,,82.2,,,,
allen_WR_LAC,Keenan Allen,WR,LAC,10,51.0,50.5,49.0,33.2,,0.0,,,5.9,1068.3,,0.0,,0.5,,,,,,,86.9,,,,
woods_WR_LAR,Robert Woods,WR,LAR,9,51.5,54.5,46.3,106.6,,0.9,,,4.4,1112.4,,0.0,,0.5,,,,,,,88.0,,,,
metcalf_WR_SEA,D.K. Metcalf,WR,SEA,6,51.5,51.5,53.3,8.8,,0.0,,,7.6,999.5,,0.0,,1.5,,,,,,,65.2,,,,
wilson_QB_SEA,Russell Wilson,QB,SEA,6,52.5,52.5,58.7,387.4,,2.2,,3846.6,,,,8.7,,1.6,,,,,,,,29.0,,,1.0
parker_WR_MIA,DeVante Parker,WR,MIA,11,52.5,55.0,59.0,0.3,,0.0,,,6.6,1056.2,,0.0,,1.0,,,,,,,69.7,,,,
diggs_WR_BUF,Stefon Diggs,WR,BUF,11,56.0,61.5,61.0,53.8,,0.1,,,6.1,970.4,,0.0,,0.5,,,,,,,64.1,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,8,56.0,55.5,56.3,490.3,,3.5,,3829.2,,,,13.1,,1.9,,,,,,,,25.0,,,2.2
chark_WR_JAX,D.J. Chark,WR,JAX,7,58.0,52.0,56.0,10.1,,0.0,,,5.9,942.4,,0.0,,0.5,,,,,,,70.5,,,,
singletary_RB_BUF,Devin Singletary,RB,BUF,11,58.5,60.0,51.3,827.3,,3.7,,,1.5,310.5,,0.0,,1.6,,,,,,,37.2,,,,0.1
waller_TE_LV,Darren Waller,TE,LV,6,60.0,55.0,55.7,6.2,,0.0,,,4.7,904.3,,0.0,,0.5,,,,,,,73.9,,,,
akers_RB_LAR,Cam Akers,RB,LAR,9,61.0,67.0,57.7,708.5,,6.0,,,1.0,234.0,,0.0,,1.9,,,,,,,26.6,,,,0.1
hilton_WR_IND,T.Y. Hilton,WR,IND,7,61.0,59.5,56.3,0.7,,0.0,,,6.2,1010.2,,0.0,,1.0,,,,,,,71.1,,,,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,8,61.5,52.5,57.7,0.9,,0.0,,,6.3,1063.4,,0.0,,1.0,,,,,,,71.0,,,,
green_WR_CIN,A.J. Green,WR,CIN,9,63.0,72.5,70.0,1.5,,0.0,,,5.9,992.6,,0.0,,2.0,,,,,,,68.6,,,,
montgomery_RB_CHI,David Montgomery,RB,CHI,11,66.0,64.0,66.0,846.0,,5.8,,,0.9,165.7,,0.0,,1.9,,,,,,,20.6,,,,0.1
swift_RB_DET,D'Andre Swift,RB,DET,5,68.5,65.5,64.7,523.1,,3.5,,,1.3,297.0,,,,1.7,,,,,,,32.0,,,,0.1
landry_WR_CLE,Jarvis Landry,WR,CLE,9,70.5,77.5,67.3,14.8,,0.3,,,5.6,982.0,,0.0,,1.0,,,,,,,74.9,,,,
brees_QB_NO,Drew Brees,QB,NO,6,71.5,75.5,85.7,16.0,,1.2,,4136.4,,,,9.9,,0.7,,,,,,,,29.5,,,0.5
hunt_RB_CLE,Kareem Hunt,RB,CLE,9,71.5,73.5,60.0,448.0,,3.9,,,2.8,419.0,,,,2.0,,,,,,,46.2,,,,0.0
gallup_WR_DAL,Michael Gallup,WR,DAL,10,73.5,75.0,74.7,0.2,,0.0,,,6.3,1059.3,,0.0,,1.0,,,,,,,65.2,,,,
gronkowski_TE_TB,Rob Gronkowski,TE,TB,13,74.0,82.0,81.3,0.6,,0.0,,,3.9,709.0,,0.0,,1.0,,,,,,,48.1,,,,
brown_WR_BAL,Marquise Brown,WR,BAL,8,74.5,78.0,72.7,60.6,,0.5,,,6.6,863.9,,0.0,,1.0,,,,,,0.0,62.6,,,,
allen_QB_BUF,Josh Allen,QB,BUF,11,75.5,72.0,89.7,635.0,,6.2,,3483.1,,,,13.5,,2.9,,,,,,,,20.4,,,2.2
edelman_WR_NE,Julian Edelman,WR,NE,6,75.5,83.5,73.3,65.8,,0.1,,,4.8,905.6,,0.0,,0.5,,,,,,,76.7,,,,
ryan_QB_ATL,Matt Ryan,QB,ATL,10,76.0,77.0,84.0,134.3,,1.6,,4656.7,,,,13.9,,3.2,,,,,,,,28.3,,,3.0
boyd_WR_CIN,Tyler Boyd,WR,CIN,9,78.0,77.5,72.3,20.9,,0.0,,,5.3,959.2,,0.0,,0.5,,,,,,0.1,76.8,,,,
brady_QB_TB,Tom Brady,QB,TB,13,78.0,86.5,80.7,29.4,,1.7,,4396.6,,,,10.8,,0.9,,,,,,,,29.3,,,0.5
engram_TE_NYG,Evan Engram,TE,NYG,11,79.5,80.0,72.3,24.6,,0.1,,,4.9,772.0,,0.0,,0.5,,,,,,,67.6,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,5,80.5,91.0,97.3,195.3,,1.2,,4005.6,,,,8.0,,2.4,,,,,,,,26.3,,,3.1
cook_TE_NO,Jared Cook,TE,NO,6,81.0,80.0,101.0,1.2,,0.0,,,6.5,696.6,,0.0,,0.0,,,,,,,49.6,,,,
henry_TE_LAC,Hunter Henry,TE,LAC,10,81.0,72.0,84.7,0.4,,0.0,,,5.4,716.9,,0.0,,1.0,,,,,,,58.5,,,,
samuel_WR_SF,Deebo Samuel,WR,SF,11,83.0,82.5,83.3,156.0,,1.2,,,3.9,746.9,,0.0,,0.5,,,,,,,56.4,,,,
cooks_WR_HOU,Brandin Cooks,WR,HOU,8,83.0,99.0,87.0,40.7,,0.1,,,4.3,858.1,,0.0,,0.5,,,,,,,58.0,,,,
fuller_WR_HOU,Will Fuller,WR,HOU,8,83.5,86.5,76.7,0.7,,0.0,,,5.1,877.7,,0.0,,1.0,,,,,,,62.3,,,,
howard_RB_MIA,Jordan Howard,RB,MIA,11,87.0,93.0,93.0,672.0,,5.5,,,0.8,139.7,,,,1.2,,,,,,,19.1,,,,0.0
jones_WR_DET,Marvin Jones,WR,DET,5,88.5,95.0,86.7,8.7,,0.0,,,7.3,893.1,,0.0,,0.5,,,,,,,63.4,,,,
dobbins_RB_BAL,J.K. Dobbins,RB,BAL,8,89.5,95.5,90.3,630.1,,3.8,,,0.8,142.3,,,,1.8,,,,,,,17.1,,,,0.1
johnson_RB_DET,Kerryon Johnson,RB,DET,5,90.0,115.5,97.7,643.2,,5.2,,,1.0,228.4,,0.0,,1.8,,,,,,,26.6,,,,0.1
wentz_QB_PHI,Carson Wentz,QB,PHI,9,90.5,94.0,103.7,202.4,,1.6,,3978.6,,,,10.9,,4.2,,,,,,,,27.0,,,2.7
jones_RB_TB,Ronald Jones II,RB,TB,13,91.0,91.0,95.7,721.0,,5.5,,,0.8,274.1,,0.0,,1.5,,,,,,,31.7,,,,0.1
mack_RB_IND,Marlon Mack,RB,IND,7,92.5,106.5,106.0,769.9,,5.9,,,0.4,98.8,,,,1.2,,,,,,,14.1,,,,0.9
michel_RB_NE,Sony Michel,RB,NE,6,94.5,94.5,117.3,715.4,,5.0,,,0.2,79.3,,0.0,,1.4,,,,,,,11.0,,,,0.0
higbee_TE_LAR,Tyler Higbee,TE,LAR,9,94.5,69.0,80.7,0.4,,0.0,,,4.5,785.2,,0.0,,1.0,,,,,,,68.3,,,,
lindsay_RB_DEN,Phillip Lindsay,RB,DEN,8,96.0,98.5,87.7,676.9,,4.3,,,0.8,224.6,,,,2.0,,,,,,,32.8,,,,0.0
white_RB_NE,James White,RB,NE,6,96.5,98.5,84.3,250.1,,1.8,,,3.3,519.3,,,,1.0,,,,,,,59.8,,,,0.5
lamb_WR_DAL,CeeDee Lamb,WR,DAL,10,98.0,110.0,108.7,11.9,,0.0,,,4.9,816.5,,0.0,,1.0,,,,,,,56.4,,,,
vaughn_RB_TB,Ke'Shawn Vaughn,RB,TB,13,98.0,110.0,184.0,49.1,,0.5,,,0.0,27.9,,,,0.0,,,,,,,3.8,,,,
hooper_TE_CLE,Austin Hooper,TE,CLE,9,98.5,104.5,114.0,0.4,,0.0,,,4.7,624.8,,0.0,,1.0,,,,,,,54.5,,,,
kirk_WR_ARI,Christian Kirk,WR,ARI,8,102.5,125.5,97.7,72.2,,0.0,,,4.8,776.0,,0.0,,0.5,,,,,,0.1,69.6,,,,
sanders_WR_NO,Emmanuel Sanders,WR,NO,6,103.0,119.0,107.7,13.6,,0.0,,,4.8,740.9,,0.0,,1.0,,,,,,,58.9,,,,
stafford_QB_DET,Matthew Stafford,QB,DET,5,103.5,104.5,111.7,104.2,,0.7,,4180.3,,,,12.7,,3.1,,,,,,,,26.2,,,0.5
slayton_WR_NYG,Darius Slayton,WR,NYG,11,108.0,114.0,114.0,0.3,,0.0,,,6.3,822.1,,0.0,,1.0,,,,,,,55.6,,,,
brown_WR_BUF,John Brown,WR,BUF,11,109.0,105.0,105.3,9.2,,0.0,,,5.7,856.9,,0.0,,0.5,,,,,,,55.6,,,,
jeudy_WR_DEN,Jerry Jeudy,WR,DEN,8,109.5,119.5,115.0,6.8,,0.0,,,4.1,754.3,,0.0,,1.0,,,,,,,53.7,,,,
cohen_RB_CHI,Tarik Cohen,RB,CHI,11,110.5,117.0,86.7,300.3,,1.4,,,2.7,537.8,,,,1.4,,,,,,,69.7,,,,0.0
shepard_WR_NYG,Sterling Shepard,WR,NYG,11,112.0,122.0,102.7,42.5,,0.0,,,5.0,862.1,,0.0,,0.5,,,,,,,74.3,,,,
breida_RB_MIA,Matt Breida,RB,MIA,11,114.0,96.0,100.3,560.7,,2.5,,,1.2,243.2,,0.0,,1.5,,,,,,,31.9,,,,0.0
jones_QB_NYG,Daniel Jones,QB,NYG,11,114.5,137.0,128.0,297.8,,2.6,,3887.7,,,,16.6,,7.9,,,,,,,,24.9,,,1.9
ers_DST_SF,49ers,DST,SF,11,116.5,97.5,107.0,,18.9,,44.7,,,,,,,13.4,,13.4,14.6,,,2.3,,,0.3,,
murray_RB_NO,Latavius Murray,RB,NO,6,116.5,128.0,109.3,546.5,,4.6,,,0.5,175.2,,,,2.0,,,,,,,24.3,,,,
mayfield_QB_CLE,Baker Mayfield,QB,CLE,9,116.5,131.0,145.7,154.9,,1.9,,3782.7,,,,14.3,,1.9,,,,,,,,25.3,,,2.1
hurst_TE_ATL,Hayden Hurst,TE,ATL,10,117.0,118.0,114.0,1.1,,0.0,,,4.0,646.1,,0.0,,1.0,,,,,,,55.1,,,,
johnson_WR_PIT,Diontae Johnson,WR,PIT,8,117.0,112.5,103.0,25.5,,0.0,,,5.8,827.4,,0.0,,1.0,,,,,,0.2,71.0,,,,
tate_WR_NYG,Golden Tate,WR,NYG,11,117.5,157.5,132.7,17.7,,0.0,,,5.0,818.5,,0.0,,0.5,,,,,,,66.7,,,,
fant_TE_DEN,Noah Fant,TE,DEN,8,118.0,118.5,112.0,15.4,,0.0,,,4.3,655.7,,0.0,,0.5,,,,,,,51.4,,,,
steelers_DST_PIT,Steelers,DST,PIT,8,118.5,109.0,115.0,,19.1,,47.2,,,,,,,13.9,,13.9,14.6,,,2.4,,,0.4,,
coleman_RB_SF,Tevin Coleman,RB,SF,11,119.0,120.0,115.7,584.8,,4.5,,,0.8,114.2,,,,2.0,,,,,,,13.0,,,,
roethlisberger_QB_PIT,Ben Roethlisberger,QB,PIT,8,119.5,120.5,135.0,77.1,,1.4,,3871.4,,,,13.9,,1.3,,,,,,,,24.1,,,2.9
goedert_TE_PHI,Dallas Goedert,TE,PHI,9,121.0,161.0,151.0,0.3,,0.0,,,4.3,545.9,,,,1.0,,,,,,,51.5,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,7,123.0,140.0,123.3,8.3,,0.0,,,4.2,694.4,,0.0,,0.5,,,,,,,50.2,,,,
moss_RB_BUF,Zack Moss,RB,BUF,11,123.0,122.5,112.3,662.3,,4.3,,,0.8,153.4,,,,1.8,,,,,,,18.3,,,,0.1
goff_QB_LAR,Jared Goff,QB,LAR,9,123.5,147.0,140.3,79.2,,1.4,,4358.1,,,,14.6,,2.6,,,,,,,,24.5,,,0.9
crowder_WR_NYJ,Jamison Crowder,WR,NYJ,11,125.0,122.0,101.3,8.7,,0.0,,,5.8,860.2,,0.0,,1.0,,,,,,0.1,74.0,,,,
williams_WR_LAC,Mike Williams,WR,LAC,10,126.0,138.0,143.3,8.0,,0.3,,,4.6,744.3,,0.0,,0.0,,,,,,,42.0,,,,
jeffery_WR_PHI,Alshon Jeffery,WR,PHI,9,126.0,123.0,165.0,1.1,,0.3,,,4.1,583.4,,0.0,,0.0,,,,,,,46.4,,,,
ravens_DST_BAL,Ravens,DST,BAL,8,126.5,110.5,123.7,,18.8,,40.2,,,,,,,11.7,,11.7,15.0,,,2.3,,,0.3,,
hardman_WR_KC,Mecole Hardman,WR,KC,10,128.5,148.0,139.0,22.3,,0.0,,,4.6,564.7,,0.0,,1.0,,,,,,0.0,37.5,,,,
ruggs_WR_LV,Henry Ruggs III,WR,LV,6,128.5,136.0,118.7,17.4,,0.0,,,4.4,751.6,,0.0,,1.0,,,,,,,50.6,,,,
tucker_K_BAL,Justin Tucker,K,BAL,8,130.5,119.5,131.3,,,,,,,,43.8,,8.6,,9.0,,,8.6,0.4,,,,,3.9,
hockenson_TE_DET,T.J. Hockenson,TE,DET,5,132.5,141.0,129.7,0.4,,0.0,,,3.3,597.1,,0.0,,1.0,,,,,,,52.3,,,,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,7,132.5,149.5,150.7,249.8,,2.5,,3529.5,,,,11.1,,2.8,,,,,,,,24.6,,,1.4
gesicki_TE_MIA,Mike Gesicki,TE,MIA,11,133.0,129.5,131.3,0.4,,0.0,,,4.2,619.0,,0.0,,2.0,,,,,,,54.5,,,,
mattison_RB_MIN,Alexander Mattison,RB,MIN,7,134.5,132.0,127.7,547.1,,3.1,,,0.5,100.0,,,,1.4,,,,,,,12.1,,,,0.0
butker_K_KC,Harrison Butker,K,KC,10,134.5,121.0,132.3,,,,,,,,46.5,,8.5,,9.3,,,8.6,0.4,,,,,3.8,
henderson_RB_LAR,Darrell Henderson,RB,LAR,9,136.0,128.5,127.0,450.9,,2.9,,,0.9,210.0,,0.0,,1.3,,,,,,,26.2,,,,0.1
miller_WR_CHI,Anthony Miller,WR,CHI,11,137.0,117.0,139.0,10.3,,0.0,,,4.5,727.6,,0.0,,0.5,,,,,,0.1,56.6,,,,
peterson_RB_DET,Adrian Peterson,RB,DET,5,138.0,162.0,180.7,283.8,,1.8,,,0.2,77.0,,,,0.2,,,,,,,8.5,,,,0.0
williams_WR_MIA,Preston Williams,WR,MIA,11,139.0,153.5,125.7,1.5,,0.0,,,5.8,862.2,,0.0,,2.0,,,,,,,63.3,,,,
bills_DST_BUF,Bills,DST,BUF,11,139.5,125.5,128.3,,19.0,,40.8,,,,,,,11.5,,11.5,13.9,,,2.2,,,0.3,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,7,141.5,161.0,169.0,72.7,,1.2,,3755.6,,,,10.5,,3.3,,,,,,,,24.3,,,2.8
burrow_QB_CIN,Joe Burrow,QB,CIN,9,143.5,135.5,153.0,263.6,,2.0,,3819.9,,,,14.7,,3.6,,,,,,,,22.1,,,1.4
ebron_TE_PIT,Eric Ebron,TE,PIT,8,145.0,161.0,149.3,1.4,,0.0,,,4.2,530.4,,0.0,,0.0,,,,,,,47.7,,,,
lutz_K_NO,Wil Lutz,K,NO,6,145.0,135.0,145.3,,,,,,,,46.3,,8.5,,9.8,,,8.0,0.4,,,,,3.8,
anderson_WR_CAR,Robby Anderson,WR,CAR,13,146.0,118.0,127.7,5.3,,0.0,,,4.7,812.4,,0.0,,0.5,,,,,,,54.5,,,,
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,11,146.0,142.0,155.3,91.5,,1.5,,3818.1,,,,15.6,,2.8,,,,,,,,26.1,,,2.1
reagor_WR_PHI,Jalen Reagor,WR,PHI,9,146.0,151.5,174.7,12.0,,0.0,,,3.7,632.2,,0.0,,1.0,,,,,,,47.0,,,,
jarwin_TE_DAL,Blake Jarwin,TE,DAL,10,147.0,167.5,166.3,0.4,,0.0,,,3.9,512.3,,0.0,,0.0,,,,,,,44.9,,,,
doyle_TE_IND,Jack Doyle,TE,IND,7,147.0,142.0,156.0,0.5,,0.0,,,4.4,522.8,,0.0,,1.0,,,,,,,50.3,,,,
perriman_WR_NYJ,Breshad Perriman,WR,NYJ,11,148.5,141.0,162.7,10.8,,0.0,,,5.6,829.4,,0.0,,0.0,,,,,,,46.2,,,,
smith_TE_TEN,Jonnu Smith,TE,TEN,7,149.5,159.0,158.3,17.5,,0.0,,,4.5,502.7,,0.0,,0.5,,,,,,,43.7,,,,
rivers_QB_IND,Philip Rivers,QB,IND,7,150.0,154.5,178.0,36.5,,0.1,,3795.5,,,,12.5,,1.7,,,,,,,,25.7,,,3.3
watkins_WR_KC,Sammy Watkins,WR,KC,10,151.0,149.5,158.3,25.6,,0.0,,,4.1,802.6,,0.0,,0.5,,,,,,,56.2,,,,
scott_RB_PHI,Boston Scott,RB,PHI,9,153.0,166.5,143.0,359.3,,4.0,,,0.6,262.4,,,,1.1,,,,,,0.1,32.2,,,,0.0
jackson_WR_PHI,DeSean Jackson,WR,PHI,9,155.0,157.0,145.3,21.3,,0.4,,,4.8,768.8,,0.0,,0.5,,,,,,,50.6,,,,
pittman_WR_IND,Michael Pittman Jr.,WR,IND,7,155.0,172.0,168.7,8.2,,0.0,,,3.8,586.6,,0.0,,0.5,,,,,,,41.6,,,,
lock_QB_DEN,Drew Lock,QB,DEN,8,156.0,159.0,179.3,200.6,,0.9,,3741.1,,,,13.5,,3.0,,,,,,,,22.9,,,1.1
patriots_DST_NE,Patriots,DST,NE,6,156.5,143.5,144.0,,19.1,,41.6,,,,,,,11.0,,11.0,17.2,,,2.4,,,0.3,,
bears_DST_CHI,Bears,DST,CHI,11,157.0,133.5,152.7,,20.4,,36.4,,,,,,,11.5,,11.5,13.0,,,2.3,,,0.2,,
gibson_RB_WSH,Antonio Gibson,RB,WSH,8,157.5,160.0,118.3,723.9,,4.2,,,1.7,410.2,,0.0,,1.9,,,,,,,45.8,,,,0.2
pollard_RB_DAL,Tony Pollard,RB,DAL,10,159.0,152.5,139.0,448.1,,2.7,,,1.3,187.6,,,,1.4,,,,,,,24.8,,,,0.5
edmonds_RB_ARI,Chase Edmonds,RB,ARI,8,159.0,162.5,151.7,356.7,,3.3,,,0.8,127.1,,,,0.5,,,,,,,17.1,,,,0.0
samuel_WR_CAR,Curtis Samuel,WR,CAR,13,160.0,172.0,157.7,133.0,,1.4,,,4.1,562.2,,0.0,,0.5,,,,,,,45.6,,,,
harry_WR_NE,N'Keal Harry,WR,NE,6,160.5,152.0,162.7,71.1,,0.1,,,4.5,588.0,,0.0,,0.5,,,,,,,49.1,,,,
thompson_RB_JAX,Chris Thompson,RB,JAX,7,160.5,211.5,189.3,351.3,,1.7,,,1.4,427.4,,0.0,,0.5,,,,,,,49.6,,,,0.1
