key,name,pos,team,bye,std,half_ppr,ppr,rush_yds,df_points_allowed_per_game,rush_tds,df_sacks,pass_yds,reception_tds,reception_yds,kick_extra_points,pass_ints,kick_30_39,fumbles,kick_40_49,df_fumbles,df_ints,kick_20_29,kick_0_19,df_tds,receptions,pass_tds,df_safeties,kick_50,two_pts
anderson_TE_LAC,Stephen Anderson,TE,LAC,,-1.0,-1.0,-1.0,0.6,,,,,0.4,60.6,,,,,,,,,,,4.3,,,,
armah_RB_CAR,Alex Armah,RB,CAR,13,-1.0,-1.0,492.0,19.8,,0.7,,,0.0,7.2,,,,0.0,,,,,,,2.2,,,,0.0
arnold_TE_ARI,Dan Arnold,TE,ARI,8,-1.0,348.0,309.5,0.2,,0.0,,,2.6,348.1,,,,0.0,,,,,,,28.0,,,,
auclair_TE_TB,Antony Auclair,TE,TB,,-1.0,-1.0,-1.0,0.3,,0.0,,,0.4,49.2,,,,0.0,,,,,,,4.8,,,,
barkley_QB_BUF,Matt Barkley,QB,BUF,11,-1.0,-1.0,272.0,5.7,,0.0,,201.2,,,,1.1,,0.0,,,,,,,,1.2,,,0.4
batson_WR_TEN,Cameron Batson,WR,TEN,,-1.0,-1.0,-1.0,0.1,,0.0,,,0.0,19.4,,,,,,,,,,,1.6,,,,
baugh_TE_WSH,Marcus Baugh,TE,WSH,,-1.0,-1.0,-1.0,0.8,,,,,0.6,72.4,,,,,,,,,,,6.3,,,,
beck_TE_DEN,Andrew Beck,TE,DEN,8,-1.0,-1.0,417.0,5.0,,0.0,,,0.9,119.5,,,,0.0,,,,,,,11.7,,,,
beebe_WR_MIN,Chad Beebe,WR,MIN,7,-1.0,-1.0,399.0,1.5,,0.0,,,0.1,42.4,,,,,,,,,,0.1,2.3,,,,
bell_TE_DAL,Blake Bell,TE,DAL,10,-1.0,-1.0,317.0,0.2,,0.0,,,0.9,102.4,,,,0.0,,,,,,,10.6,,,,
bengals_DST_CIN,Bengals,DST,CIN,9,-1.0,208.0,208.0,,24.7,,36.9,,,,,,,9.2,,9.2,13.5,,,2.1,,,0.3,,
berrios_WR_NYJ,Braxton Berrios,WR,NYJ,,-1.0,-1.0,-1.0,4.2,,0.0,,,0.4,97.2,,,,0.0,,,,,,0.1,7.7,,,,
blake_WR_ATL,Christian Blake,WR,ATL,,-1.0,-1.0,-1.0,0.7,,0.0,,,1.0,176.4,,,,,,,,,,,16.5,,,,
blankenship_K_IND,Rodrigo Blankenship,K,IND,7,-1.0,372.0,239.0,,,,,,,,36.1,,7.3,,7.7,,,7.0,0.6,,,,,3.7,
blasingame_RB_TEN,Khari Blasingame,RB,TEN,,-1.0,-1.0,-1.0,29.0,,0.0,,,0.7,69.0,,,,0.0,,,,,,,8.2,,,,0.1
blough_QB_DET,David Blough,QB,DET,,-1.0,-1.0,-1.0,17.0,,0.0,,159.0,,,,1.0,,0.0,,,,,,,,1.0,,,
board_WR_NYG,C.J. Board,WR,NYG,,-1.0,-1.0,-1.0,0.8,,0.0,,,0.3,77.7,,,,,,,,,,,5.9,,,,
booker_RB_LV,Devontae Booker,RB,LV,,-1.0,-1.0,-1.0,165.8,,1.2,,,0.5,103.3,,,,0.0,,,,,,0.0,12.6,,,,
boyle_QB_GB,Tim Boyle,QB,GB,5,-1.0,-1.0,415.0,1.0,,0.1,,109.8,,,,0.4,,0.2,,,,,,,,0.7,,,0.5
boyle_TE_BAL,Nick Boyle,TE,BAL,8,-1.0,-1.0,285.0,0.5,,0.0,,,2.6,309.1,,0.0,,0.0,,,,,,,31.6,,,,
brissett_QB_IND,Jacoby Brissett,QB,IND,,-1.0,-1.0,-1.0,13.7,,0.1,,264.8,,,,0.8,,0.1,,,,,,,,1.3,,,0.5
brown_TE_CLE,Pharaoh Brown,TE,CLE,,-1.0,-1.0,-1.0,,,,,,1.0,115.0,,,,0.0,,,,,,,10.0,,,,
brown_WR_DAL,Noah Brown,WR,DAL,10,-1.0,-1.0,368.0,0.3,,0.0,,,1.0,115.5,,,,,,,,,,,9.2,,,,
brown_WR_GB,Equanimeous St. Brown,WR,GB,,-1.0,-1.0,-1.0,2.9,,0.0,,,2.6,393.6,,,,0.0,,,,,,0.1,29.3,,,,
bryant_TE_CLE,Harrison Bryant,TE,CLE,9,-1.0,-1.0,331.0,0.6,,0.0,,,1.3,164.4,,,,1.0,,,,,,,14.1,,,,
bryant_TE_DET,Hunter Bryant,TE,DET,,-1.0,-1.0,-1.0,0.5,,0.0,,,0.3,71.4,,,,,,,,,,,6.2,,,,
burton_RB_NO,Michael Burton,RB,NO,6,-1.0,-1.0,467.0,0.8,,0.0,,,0.1,21.3,,,,,,,,,,,3.4,,,,0.0
butt_TE_DEN,Jake Butt,TE,DEN,8,-1.0,-1.0,251.0,0.0,,0.0,,,0.0,49.0,,,,0.0,,,,,,,5.0,,,,
byrd_WR_NE,Damiere Byrd,WR,NE,6,-1.0,360.0,354.0,0.4,,0.0,,,2.7,420.9,,,,,,,,,,,32.7,,,,
calais_RB_TB,Raymond Calais,RB,TB,,-1.0,-1.0,-1.0,15.0,,0.0,,,0.0,0.0,,,,,,,,,,,0.0,,,,
callaway_WR_NO,Marquez Callaway,WR,NO,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,21.0,,,,,,,,,,,2.0,,,,
cannon_RB_CAR,Trenton Cannon,RB,CAR,,-1.0,-1.0,-1.0,62.2,,0.2,,,0.2,48.4,,,,0.1,,,,,,,6.0,,,,0.0
carlson_TE_CLE,Stephen Carlson,TE,CLE,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.5,55.6,,,,0.0,,,,,,,5.1,,,,
carrier_TE_LV,Derek Carrier,TE,LV,,-1.0,-1.0,-1.0,0.1,,0.0,,,0.7,48.2,,,,0.0,,,,,,,5.3,,,,
carter_RB_CIN,Cethan Carter,RB,CIN,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,34.0,,,,,,,,,,,4.0,,,,
carter_TE_CIN,Cethan Carter,TE,CIN,,-1.0,-1.0,-1.0,0.6,,,,,0.5,57.1,,,,,,,,,,,7.2,,,,
carter_WR_HOU,DeAndre Carter,WR,HOU,,-1.0,-1.0,-1.0,3.6,,0.0,,,0.3,74.0,,,,0.0,,,,,,0.1,4.6,,,,
chisena_WR_MIN,Dan Chisena,WR,MIN,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,19.0,,,,,,,,,,,2.0,,,,
clement_RB_PHI,Corey Clement,RB,PHI,9,-1.0,385.0,378.0,133.0,,1.0,,,0.1,54.0,,,,0.5,,,,,,,7.1,,,,1.1
cleveland_WR_DEN,Tyrie Cleveland,WR,DEN,8,-1.0,-1.0,459.0,0.0,,0.0,,,0.0,2.0,,,,,,,,,,,0.0,,,,
cole_WR_JAX,Keelan Cole,WR,JAX,,-1.0,-1.0,-1.0,5.5,,0.0,,,1.7,316.3,,,,0.5,,,,,,,21.0,,,,
conklin_TE_MIN,Tyler Conklin,TE,MIN,7,-1.0,-1.0,461.0,0.3,,0.0,,,0.5,83.1,,,,0.0,,,,,,,7.8,,,,
cooper_WR_CAR,Pharoh Cooper,WR,CAR,,-1.0,-1.0,-1.0,1.3,,0.0,,,0.8,112.6,,,,,,,,,,,9.7,,,,
coulter_WR_HOU,Isaiah Coulter,WR,HOU,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,18.0,,,,,,,,,,,1.0,,,,
coutee_WR_HOU,Keke Coutee,WR,HOU,,-1.0,-1.0,-1.0,1.7,,0.0,,,0.1,26.2,,,,,,,,,,,2.8,,,,
cox_RB_MIA,Chandler Cox,RB,MIA,11,-1.0,-1.0,371.0,28.1,,0.0,,,0.5,44.6,,,,0.0,,,,,,,7.1,,,,0.0
dallas_RB_SEA,DeeJay Dallas,RB,SEA,6,-1.0,382.0,375.0,124.9,,0.8,,,0.4,103.2,,,,0.6,,,,,,,10.9,,,,0.0
dalton_QB_DAL,Andy Dalton,QB,DAL,10,-1.0,-1.0,323.0,11.2,,0.1,,277.9,,,,1.3,,0.0,,,,,,,,1.4,,,0.6
daniel_QB_DET,Chase Daniel,QB,DET,,-1.0,-1.0,-1.0,11.0,,0.0,,268.6,,,,1.3,,0.0,,,,,,,,1.4,,,0.3
daniels_TE_ARI,Darrell Daniels,TE,ARI,,-1.0,-1.0,-1.0,0.2,,0.0,,,0.2,39.4,,,,,,,,,,,2.9,,,,
davis_RB_CAR,Mike Davis,RB,CAR,13,-1.0,377.0,320.0,236.8,,1.8,,,0.1,110.4,,,,0.5,,,,,,,16.0,,,,0.5
davis_TE_JAX,Tyler Davis,TE,JAX,,-1.0,-1.0,-1.0,0.6,,0.0,,,0.6,80.3,,,,0.0,,,,,,,8.0,,,,
davis_WR_BUF,Gabriel Davis,WR,BUF,11,-1.0,-1.0,475.0,2.8,,0.0,,,0.9,147.5,,,,0.0,,,,,,,10.8,,,,
deguara_TE_GB,Josiah Deguara,TE,GB,5,-1.0,363.0,389.0,0.6,,0.0,,,1.0,124.6,,,,1.0,,,,,,,12.2,,,,
dinucci_QB_DAL,Ben DiNucci,QB,DAL,10,-1.0,-1.0,493.0,5.1,,0.0,,18.9,,,,0.1,,0.0,,,,,,,,0.1,,,0.0
dowdle_RB_DAL,Rico Dowdle,RB,DAL,,-1.0,-1.0,-1.0,104.0,,1.0,,,0.0,38.0,,,,0.0,,,,,,,4.0,,,,
driskel_QB_DEN,Jeff Driskel,QB,DEN,,-1.0,-1.0,-1.0,21.1,,0.1,,242.5,,,,1.3,,0.1,,,,,,,,1.3,,,0.6
dulin_WR_IND,Ashton Dulin,WR,IND,,-1.0,-1.0,-1.0,0.1,,0.0,,,0.0,15.8,,,,,,,,,,,1.1,,,,
dwelley_TE_SF,Ross Dwelley,TE,SF,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.4,52.0,,,,0.0,,,,,,,4.7,,,,
eason_QB_IND,Jacob Eason,QB,IND,,-1.0,-1.0,-1.0,2.0,,0.0,,64.0,,,,0.0,,0.0,,,,,,,,0.0,,,
erickson_WR_CIN,Alex Erickson,WR,CIN,,-1.0,-1.0,-1.0,3.9,,0.0,,,0.2,45.7,,,,,,,,,,,4.3,,,,
ervin_RB_GB,Tyler Ervin,RB,GB,5,-1.0,-1.0,491.0,23.0,,0.0,,,0.0,34.0,,,,,,,,,,,4.0,,,,
falcons_DST_ATL,Falcons,DST,ATL,10,-1.0,214.0,228.5,,24.5,,33.1,,,,,,,9.8,,9.8,12.6,,,2.1,,,0.3,,
fales_QB_NYJ,David Fales,QB,NYJ,,-1.0,-1.0,-1.0,0.0,,0.0,,6.0,,,,0.0,,0.0,,,,,,,,0.0,,,
fells_TE_HOU,Darren Fells,TE,HOU,8,-1.0,328.0,303.5,0.4,,0.0,,,4.1,329.5,,0.0,,0.0,,,,,,,32.9,,,,
finley_QB_CIN,Ryan Finley,QB,CIN,,-1.0,-1.0,-1.0,7.7,,0.0,,187.7,,,,1.0,,0.1,,,,,,,,0.9,,,0.6
firkser_TE_TEN,Anthony Firkser,TE,TEN,,-1.0,-1.0,-1.0,0.4,,0.0,,,2.2,291.3,,,,0.0,,,,,,,21.9,,,,
flacco_QB_NYJ,Joe Flacco,QB,NYJ,11,-1.0,-1.0,314.0,4.7,,0.0,,175.0,,,,0.6,,0.0,,,,,,,,0.9,,,0.5
folk_K_NE,Nick Folk,K,NE,6,-1.0,-1.0,279.0,,,,,,,,34.0,,,,9.0,,,,,,,,,5.0,
ford_WR_MIA,Isaiah Ford,WR,MIA,,-1.0,-1.0,-1.0,8.8,,0.0,,,2.2,413.4,,,,0.5,,,,,,,35.5,,,,
fromm_QB_BUF,Jake Fromm,QB,BUF,11,-1.0,-1.0,328.0,1.0,,0.0,,27.0,,,,0.0,,0.0,,,,,,,,0.0,,,
gabbert_QB_TB,Blaine Gabbert,QB,TB,13,-1.0,-1.0,484.0,8.9,,0.1,,316.1,,,,1.8,,0.0,,,,,,,,1.8,,,0.5
gafford_WR_LV,Rico Gafford,WR,LV,,-1.0,-1.0,-1.0,1.0,,0.0,,,0.2,41.8,,,,,,,,,,0.0,3.4,,,,
gallman_RB_NYG,Wayne Gallman,RB,NYG,11,-1.0,356.0,349.0,66.9,,0.7,,,0.0,21.6,,,,0.0,,,,,,,2.9,,,,
gandygolden_WR_WSH,Antonio Gandy-Golden,WR,WSH,8,-1.0,343.0,341.0,24.7,,0.0,,,1.8,391.2,,,,0.0,,,,,,,27.9,,,,
gaskin_RB_MIA,Myles Gaskin,RB,MIA,,-1.0,-1.0,-1.0,98.4,,0.4,,,0.1,59.7,,,,0.1,,,,,,,7.9,,,,0.0
gentry_TE_PIT,Zach Gentry,TE,PIT,8,-1.0,-1.0,423.0,0.3,,0.0,,,0.5,58.6,,,,0.0,,,,,,,6.5,,,,
giants_DST_NYG,Giants,DST,NYG,11,-1.0,364.0,294.5,,25.0,,36.6,,,,,,,9.3,,9.3,13.4,,,2.0,,,0.3,,
gilliam_RB_BUF,Reggie Gilliam,RB,BUF,11,-1.0,-1.0,365.0,7.7,,0.0,,,0.0,11.3,,,,0.0,,,,,,,1.6,,,,0.0
ginn_WR_CHI,Ted Ginn,WR,CHI,11,-1.0,375.0,369.0,20.1,,0.1,,,2.1,427.4,,0.0,,0.0,,,,,,,30.0,,,,
gordon_WR_SEA,Josh Gordon,WR,SEA,6,-1.0,199.0,240.7,0.5,,0.0,,,2.5,430.0,,,,0.0,,,,,,,25.0,,,,
graham_TE_ATL,Jaeden Graham,TE,ATL,10,-1.0,-1.0,348.0,0.5,,0.0,,,0.9,130.6,,0.0,,0.0,,,,,,,10.5,,,,
grant_WR_MIA,Jakeem Grant,WR,MIA,,-1.0,-1.0,-1.0,32.5,,0.7,,,2.1,491.0,,0.0,,0.5,,,,,,1.4,43.3,,,,
green_TE_LAC,Virgil Green,TE,LAC,,-1.0,-1.0,-1.0,0.7,,0.0,,,1.3,143.4,,0.0,,1.0,,,,,,,13.6,,,,
griffin_QB_BAL,Robert Griffin,QB,BAL,8,-1.0,-1.0,277.0,20.6,,0.1,,148.9,,,,1.1,,0.1,,,,,,,,0.9,,,0.4
griffin_TE_NYJ,Ryan Griffin,TE,NYJ,11,-1.0,-1.0,376.0,0.4,,0.0,,,2.0,281.8,,,,0.0,,,,,,,27.0,,,,
guyton_WR_LAC,Jalen Guyton,WR,LAC,,-1.0,-1.0,-1.0,1.8,,0.0,,,0.9,174.9,,,,,,,,,,,13.2,,,,
hall_WR_DET,Marvin Hall,WR,DET,,-1.0,-1.0,-1.0,5.9,,0.0,,,0.8,123.8,,,,0.0,,,,,,,7.6,,,,
ham_RB_MIN,C.J. Ham,RB,MIN,,-1.0,-1.0,-1.0,26.3,,0.1,,,0.9,125.0,,,,0.5,,,,,,,14.0,,,,0.0
hamilton_WR_DEN,DaeSean Hamilton,WR,DEN,,-1.0,-1.0,-1.0,0.6,,0.0,,,0.8,162.1,,,,,,,,,,0.1,15.1,,,,
harris_TE_CHI,Demetrius Harris,TE,CHI,11,-1.0,-1.0,406.0,0.3,,0.0,,,1.6,145.6,,,,0.0,,,,,,,14.7,,,,
harris_WR_NO,Deonte Harris,WR,NO,6,-1.0,386.0,363.0,23.2,,0.1,,,0.8,102.3,,,,0.0,,,,,,0.2,7.8,,,,
henne_QB_KC,Chad Henne,QB,KC,10,-1.0,-1.0,495.0,3.8,,0.0,,165.6,,,,0.6,,0.1,,,,,,,,0.8,,,0.3
herbert_QB_LAC,Justin Herbert,QB,LAC,10,-1.0,302.0,291.0,155.5,,0.9,,1577.7,,,,6.5,,0.4,,,,,,,,8.5,,,0.9
higgins_WR_CLE,Rashard Higgins,WR,CLE,9,-1.0,376.0,374.5,0.5,,0.0,,,0.7,114.3,,,,,,,,,,,8.1,,,,
hill_QB_NO,Taysom Hill,QB,NO,6,-1.0,-1.0,210.0,164.5,,1.0,,53.5,,,,0.2,,0.2,,,,,,,,0.6,,,0.1
hill_TE_NO,Josh Hill,TE,NO,6,-1.0,-1.0,299.0,108.0,,2.0,,,1.5,204.5,,0.0,,0.0,,,,,,,21.8,,,,
hill_WR_LAC,K.J. Hill,WR,LAC,10,-1.0,-1.0,329.0,2.6,,0.0,,,0.5,119.4,,,,0.0,,,,,,,9.6,,,,
hodge_WR_CLE,KhaDarel Hodge,WR,CLE,,-1.0,-1.0,-1.0,0.3,,0.0,,,0.9,114.9,,,,,,,,,,,8.9,,,,
hogan_WR_NYJ,Chris Hogan,WR,NYJ,,-1.0,-1.0,-1.0,2.4,,0.0,,,1.6,337.1,,0.0,,,,,,,,,24.0,,,,
hollins_WR_MIA,Mack Hollins,WR,MIA,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.0,42.0,,,,,,,,,,,2.6,,,,
hollister_WR_TEN,Cody Hollister,WR,TEN,,-1.0,-1.0,-1.0,1.6,,0.0,,,0.2,64.0,,,,,,,,,,,3.8,,,,
holtz_TE_CHI,J.P. Holtz,TE,CHI,,-1.0,-1.0,-1.0,0.2,,0.0,,,0.4,52.4,,,,0.0,,,,,,,4.8,,,,
homer_RB_SEA,Travis Homer,RB,SEA,6,-1.0,-1.0,387.0,26.0,,0.1,,,0.1,17.3,,,,0.0,,,,,,,1.7,,,,0.0
hopkins_TE_LAR,Brycen Hopkins,TE,LAR,9,-1.0,-1.0,354.0,0.0,,0.0,,,0.5,83.5,,,,0.0,,,,,,,8.0,,,,
howell_RB_HOU,Buddy Howell,RB,HOU,,-1.0,-1.0,-1.0,81.3,,0.6,,,0.1,26.4,,,,0.0,,,,,,,3.9,,,,0.0
hoyer_QB_NE,Brian Hoyer,QB,NE,6,-1.0,-1.0,452.0,4.0,,0.0,,72.5,,,,0.0,,0.0,,,,,,,,0.5,,,0.0
hundley_QB_ARI,Brett Hundley,QB,ARI,,-1.0,-1.0,-1.0,11.5,,0.2,,195.0,,,,1.0,,0.1,,,,,,,,1.3,,,0.4
huntley_RB_PHI,Jason Huntley,RB,PHI,,-1.0,-1.0,-1.0,14.4,,0.0,,,0.0,4.3,,,,0.0,,,,,,,0.5,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,9,-1.0,227.0,244.5,124.9,,1.3,,382.6,,,,1.4,,3.2,,,,,,,,2.4,,,0.7
ingold_RB_LV,Alec Ingold,RB,LV,,-1.0,-1.0,-1.0,46.6,,0.2,,,0.2,41.2,,0.0,,0.1,,,,,,,5.8,,,,0.1
inman_WR_WSH,Dontrelle Inman,WR,WSH,,-1.0,-1.0,-1.0,0.5,,0.0,,,2.6,566.1,,0.0,,,,,,,,,39.1,,,,
izzo_TE_NE,Ryan Izzo,TE,NE,6,-1.0,-1.0,396.0,0.3,,0.0,,,0.8,78.2,,,,0.0,,,,,,,6.6,,,,
jackson_WR_LAR,Trishton Jackson,WR,LAR,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,22.0,,,,,,,,,,,2.0,,,,
james_TE_DET,Jesse James,TE,DET,5,-1.0,-1.0,360.0,0.4,,0.0,,,1.0,237.2,,0.0,,0.0,,,,,,,20.9,,,,
james_WR_SF,Richie James Jr.,WR,SF,,-1.0,-1.0,-1.0,23.0,,0.0,,,0.0,25.0,,,,,,,,,,,2.0,,,,
janovich_RB_CLE,Andy Janovich,RB,CLE,9,-1.0,-1.0,437.0,22.4,,0.5,,,0.8,82.5,,,,0.0,,,,,,,8.2,,,,0.0
johnson_RB_CLE,D'Ernest Johnson,RB,CLE,,-1.0,-1.0,-1.0,62.4,,0.7,,,0.0,35.8,,,,0.0,,,,,,0.0,3.6,,,,
johnson_RB_NE,Jakob Johnson,RB,NE,,-1.0,-1.0,-1.0,18.0,,0.0,,,0.0,17.0,,,,,,,,,,,2.0,,,,
johnson_WR_ARI,KeeSean Johnson,WR,ARI,8,-1.0,-1.0,435.0,0.1,,0.0,,,0.5,66.4,,,,,,,,,,0.0,5.5,,,,
johnson_WR_JAX,Collin Johnson,WR,JAX,7,-1.0,-1.0,464.0,0.2,,0.0,,,0.0,13.9,,,,,,,,,,,1.3,,,,
johnson_WR_MIN,Olabisi Johnson,WR,MIN,7,-1.0,357.0,351.0,5.1,,0.0,,,2.3,297.3,,,,0.0,,,,,,,26.1,,,,
johnson_WR_TB,Tyler Johnson,WR,TB,,-1.0,-1.0,-1.0,3.1,,0.0,,,0.7,160.4,,,,0.0,,,,,,,12.5,,,,
jones_RB_BUF,Taiwan Jones,RB,BUF,11,-1.0,-1.0,476.0,3.9,,0.0,,,0.3,59.1,,,,,,,,,,,5.2,,,,
jones_RB_LAR,Xavier Jones,RB,LAR,,-1.0,-1.0,-1.0,21.8,,0.1,,,0.0,13.9,,,,0.0,,,,,,,1.8,,,,0.0
jones_WR_LV,Zay Jones,WR,LV,6,-1.0,-1.0,496.0,0.5,,0.0,,,0.9,107.0,,,,,,,,,,,9.8,,,,
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,11,-1.0,342.0,324.0,24.5,,0.0,,,1.5,236.6,,0.0,,0.5,,,,,,,23.8,,,,
keene_TE_NE,Dalton Keene,TE,NE,,-1.0,-1.0,-1.0,0.7,,0.0,,,1.3,173.1,,,,1.0,,,,,,,17.6,,,,
keenum_QB_CLE,Case Keenum,QB,CLE,,-1.0,-1.0,-1.0,3.1,,0.0,,250.4,,,,0.9,,0.0,,,,,,,,1.5,,,0.5
keizer_TE_KC,Nick Keizer,TE,KC,,-1.0,-1.0,-1.0,0.1,,,,,0.0,3.8,,,,,,,,,,,0.2,,,,
kemp_WR_KC,Marcus Kemp,WR,KC,10,-1.0,-1.0,401.0,0.2,,0.0,,,0.0,21.2,,,,,,,,,,,1.6,,,,
kirkwood_WR_CAR,Keith Kirkwood,WR,CAR,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,62.0,,,,,,,,,,,5.0,,,,
kroft_TE_BUF,Tyler Kroft,TE,BUF,11,-1.0,-1.0,428.0,0.3,,0.0,,,1.2,165.6,,,,0.0,,,,,,,15.5,,,,
laird_RB_MIA,Patrick Laird,RB,MIA,11,-1.0,326.0,317.0,92.7,,0.5,,,0.3,84.0,,,,0.1,,,,,,,9.4,,,,0.0
lewis_TE_GB,Marcedes Lewis,TE,GB,5,-1.0,-1.0,313.0,0.4,,0.0,,,1.0,151.0,,0.0,,0.0,,,,,,,14.7,,,,
love_QB_GB,Jordan Love,QB,GB,5,-1.0,366.0,332.5,2.5,,0.0,,104.0,,,,0.5,,0.0,,,,,,,,1.0,,,
luton_QB_JAX,Jake Luton,QB,JAX,,-1.0,-1.0,-1.0,6.1,,0.0,,270.4,,,,1.2,,0.1,,,,,,,,1.4,,,0.6
manhertz_TE_CAR,Chris Manhertz,TE,CAR,13,-1.0,-1.0,469.0,0.3,,0.0,,,0.8,103.6,,,,0.0,,,,,,,9.4,,,,
mannion_QB_MIN,Sean Mannion,QB,MIN,,-1.0,-1.0,-1.0,6.4,,0.1,,198.3,,,,1.0,,0.2,,,,,,,,0.8,,,0.4
mariota_QB_LV,Marcus Mariota,QB,LV,6,-1.0,333.0,329.0,34.8,,0.2,,436.5,,,,1.4,,0.1,,,,,,,,2.3,,,0.5
mccarron_QB_HOU,AJ McCarron,QB,HOU,,-1.0,-1.0,-1.0,8.8,,0.1,,239.0,,,,1.2,,0.1,,,,,,,,1.3,,,0.4
mccloud_WR_PIT,Ray-Ray McCloud,WR,PIT,8,-1.0,-1.0,343.0,6.6,,0.0,,,0.2,49.2,,,,0.0,,,,,,0.1,3.2,,,,
mccoy_QB_NYG,Colt McCoy,QB,NYG,11,-1.0,-1.0,374.0,6.1,,0.0,,179.4,,,,0.9,,0.0,,,,,,,,0.8,,,0.4
mckenzie_WR_BUF,Isaiah McKenzie,WR,BUF,,-1.0,-1.0,-1.0,26.0,,0.0,,,0.0,80.0,,,,,,,,,,,8.0,,,,
mckeon_TE_DAL,Sean McKeon,TE,DAL,,-1.0,-1.0,-1.0,0.1,,0.0,,,0.0,24.1,,,,,,,,,,,2.4,,,,
meyers_WR_NE,Jakobi Meyers,WR,NE,6,-1.0,340.0,338.0,0.0,,0.0,,,2.0,319.0,,,,,,,,,,,24.0,,,,
mickens_WR_TB,Jaydon Mickens,WR,TB,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.0,27.2,,,,,,,,,,0.1,2.1,,,,
mooney_WR_CHI,Darnell Mooney,WR,CHI,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,60.0,,,,,,,,,,,5.0,,,,
moore_WR_BAL,Chris Moore,WR,BAL,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,34.0,,,,,,,,,,,3.0,,,,
moore_WR_LAC,Jason Moore,WR,LAC,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.5,52.7,,,,,,,,,,,3.6,,,,
moreau_TE_LV,Foster Moreau,TE,LV,6,-1.0,-1.0,479.0,0.4,,0.0,,,1.0,130.6,,,,0.0,,,,,,,14.4,,,,
morgan_QB_NYJ,James Morgan,QB,NYJ,,-1.0,-1.0,-1.0,0.6,,0.0,,44.2,,,,0.2,,0.0,,,,,,,,0.1,,,0.1
mullens_QB_SF,Nick Mullens,QB,SF,,-1.0,-1.0,-1.0,1.8,,0.0,,157.5,,,,1.0,,0.0,,,,,,,,0.8,,,0.6
mundt_TE_LAR,Johnny Mundt,TE,LAR,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.3,53.2,,,,,,,,,,,6.2,,,,
nall_RB_CHI,Ryan Nall,RB,CHI,,-1.0,-1.0,-1.0,147.9,,1.1,,,0.3,90.4,,,,0.2,,,,,,,10.4,,,,0.1
natson_WR_CLE,JoJo Natson,WR,CLE,,-1.0,-1.0,-1.0,1.1,,0.0,,,0.0,13.3,,,,,,,,,,,0.3,,,,
okwuegbunam_TE_DEN,Albert Okwuegbunam,TE,DEN,8,-1.0,387.0,348.0,0.4,,0.0,,,0.5,64.0,,,,0.0,,,,,,,5.9,,,,
ollison_RB_ATL,Qadree Ollison,RB,ATL,,-1.0,-1.0,-1.0,70.5,,1.5,,,0.0,23.0,,,,0.0,,,,,,,3.0,,,,
olszewski_WR_NE,Gunner Olszewski,WR,NE,,-1.0,-1.0,-1.0,2.0,,0.0,,,1.4,265.3,,0.0,,,,,,,,,22.9,,,,
osborn_WR_MIN,K.J. Osborn,WR,MIN,,-1.0,-1.0,-1.0,0.0,,0.0,,,0.0,38.0,,,,,,,,,,,3.0,,,,
oshaughnessy_TE_JAX,James O'Shaughnessy,TE,JAX,,-1.0,-1.0,-1.0,0.3,,0.0,,,1.2,232.4,,,,0.0,,,,,,,23.5,,,,
parham_TE_LAC,Donald Parham,TE,LAC,,-1.0,-1.0,-1.0,0.4,,0.0,,,0.5,71.6,,,,0.0,,,,,,,6.5,,,,
parkinson_TE_SEA,Colby Parkinson,TE,SEA,,-1.0,-1.0,-1.0,,,,,,1.0,67.0,,,,0.0,,,,,,,6.0,,,,
patmon_WR_IND,Dezmon Patmon,WR,IND,,-1.0,-1.0,-1.0,2.9,,0.0,,,0.5,88.5,,,,0.0,,,,,,,6.7,,,,
patrick_WR_DEN,Tim Patrick,WR,DEN,8,-1.0,-1.0,385.0,2.0,,0.0,,,1.1,167.5,,,,,,,,,,,11.6,,,,
penny_RB_NYG,Elijhaa Penny,RB,NYG,,-1.0,-1.0,-1.0,38.8,,0.1,,,0.1,29.1,,,,0.0,,,,,,,4.0,,,,0.0
peoplesjones_WR_CLE,Donovan Peoples-Jones,WR,CLE,9,-1.0,-1.0,324.0,3.0,,0.0,,,0.5,103.3,,,,0.0,,,,,,,8.5,,,,
perine_RB_CIN,Samaje Perine,RB,CIN,,-1.0,-1.0,-1.0,13.9,,0.0,,,0.0,10.1,,,,0.0,,,,,,,1.2,,,,
perry_RB_MIA,Malcolm Perry,RB,MIA,,-1.0,-1.0,-1.0,99.0,,1.0,,,0.0,38.0,,,,0.0,,,,,,,4.0,,,,
