key,name,pos,team,bye,std,half_ppr,ppr,kick_extra_points,rush_yds,kick_40_49,df_fumbles,pass_ints,pass_yds,rush_tds,two_pts,reception_yds,kick_0_19,df_tds,kick_50,receptions,reception_tds,fumbles,pass_tds,df_ints,kick_20_29,df_points_allowed_per_game,df_safeties,df_sacks,kick_30_39
taylor_RB_IND,Jonathan Taylor,RB,IND,14.0,1,1,1,,1536.6,,,0.0,,13.7,0.0,339.4,,,,40.7,1.4,2.8,,,,,,,
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,13.0,3,3,2,,976.7,,,0.0,,6.4,0.5,743.9,,,,86.5,3.6,3.0,,,,,,,
ekeler_RB_LAC,Austin Ekeler,RB,LAC,8.0,2,2,3,,978.7,,,0.0,,9.2,0.5,685.3,,,,72.8,5.2,3.0,,,,,,,
kupp_WR_LAR,Cooper Kupp,WR,LAR,7.0,4,5,4,,31.3,,,0.0,,0.2,,1659.6,,0.1,,125.8,12.9,0.5,,,,,,,
henry_RB_TEN,Derrick Henry,RB,TEN,6.0,5,4,5,,1599.6,,,0.0,,11.8,1.1,216.2,,,,28.1,0.7,2.9,,,,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,7.0,6,6,6,,26.3,,,0.0,,0.1,,1484.8,,,,102.4,9.2,0.5,,,,,,,
harris_RB_PIT,Najee Harris,RB,PIT,9.0,7,8,7,,1135.3,,,0.0,,7.7,0.1,380.8,,,,58.7,2.1,4.0,,,,,,,
cook_RB_MIN,Dalvin Cook,RB,MIN,7.0,8,7,8,,1272.9,,,0.0,,10.0,2.1,340.0,,,,44.6,0.9,3.1,,,,,,,
chase_WR_CIN,Ja'Marr Chase,WR,CIN,10.0,9,9,9,,64.5,,,0.0,,0.4,,1367.7,,,,88.5,9.6,0.5,,,,,,,
adams_WR_LV,Davante Adams,WR,LV,6.0,11,11,10,,0.3,,,0.0,,0.0,,1402.5,,,,113.1,8.7,1.0,,,,,,,
mixon_RB_CIN,Joe Mixon,RB,CIN,10.0,10,10,11,,1185.5,,,0.0,,10.0,,377.5,,,,50.4,2.6,2.0,,,,,,,
diggs_WR_BUF,Stefon Diggs,WR,BUF,7.0,14,12,12,,3.8,,,0.0,,0.0,,1229.4,,,,96.1,8.0,1.0,,,,,,,
swift_RB_DET,D'Andre Swift,RB,DET,6.0,12,15,13,,855.9,,,0.0,,6.4,0.1,458.1,,,,62.6,2.5,2.2,,,,,,,
kelce_TE_KC,Travis Kelce,TE,KC,8.0,13,13,14,,6.8,,,0.0,,0.0,,1251.6,,,,106.2,9.3,1.0,,,,,,,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,9.0,17,17,15,,59.0,,,0.0,,0.1,1.1,1145.5,,0.0,,83.7,6.2,0.5,,,,,,,
samuel_WR_SF,Deebo Samuel,WR,SF,9.0,18,20,16,,349.6,,,0.0,,3.7,,1113.1,,,,72.8,5.9,1.0,,,,,,,
chubb_RB_CLE,Nick Chubb,RB,CLE,9.0,15,14,17,,1186.2,,,0.0,,7.0,,213.1,,,,24.2,1.0,2.0,,,,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,14.0,20,18,18,,840.7,,,0.0,,5.7,,470.3,,,,52.1,3.7,3.0,,,,,,,
williams_RB_DEN,Javonte Williams,RB,DEN,9.0,16,16,19,,964.6,,,0.0,,6.4,0.2,356.9,,,,45.6,2.8,2.1,,,,,,,
hill_WR_MIA,Tyreek Hill,WR,MIA,11.0,19,21,20,,57.9,,,0.0,,0.0,,1108.5,,,,92.8,7.2,0.5,,,,,,,
jones_RB_GB,Aaron Jones,RB,GB,14.0,23,19,21,,892.1,,,0.0,,5.5,,560.4,,,,63.6,4.0,1.2,,,,,,,
fournette_RB_TB,Leonard Fournette,RB,TB,11.0,24,25,22,,910.8,,,0.0,,8.8,,489.4,,,,69.8,2.0,3.0,,,,,,,
barkley_RB_NYG,Saquon Barkley,RB,NYG,9.0,22,24,23,,949.3,,,0.0,,5.6,,410.2,,,,55.2,2.2,1.8,,,,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,10.0,21,23,24,,5.9,,,0.0,,0.0,,1229.3,,,,98.0,9.2,0.5,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,7.0,25,22,25,,750.9,,,14.6,4405.0,6.6,1.6,,,,,,,2.9,33.7,,,,,,
evans_WR_TB,Mike Evans,WR,TB,11.0,28,26,26,,2.7,,,0.0,,0.0,,1120.7,,,,80.3,9.5,1.0,,,,,,,
allen_WR_LAC,Keenan Allen,WR,LAC,8.0,29,28,27,,1.3,,,0.0,,0.0,,1081.8,,,,98.7,7.1,1.0,,,,,,,
conner_RB_ARI,James Conner,RB,ARI,13.0,34,33,28,,904.6,,,0.0,,10.1,,370.7,,,,43.4,2.5,1.8,,,,,,,
brown_WR_PHI,A.J. Brown,WR,PHI,7.0,26,27,29,,11.7,,,0.0,,0.0,,1177.4,,,,77.2,8.2,0.5,,,,,,,
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,9.0,30,30,30,,902.8,,,0.0,,8.0,1.6,282.9,,,,39.6,1.7,2.2,,,,,,,
akers_RB_LAR,Cam Akers,RB,LAR,7.0,27,32,31,,1097.8,,,0.0,,7.0,0.1,310.7,,,,36.0,1.4,4.1,,,,,,,
higgins_WR_CIN,Tee Higgins,WR,CIN,10.0,33,29,32,,3.3,,,0.0,,0.0,,1203.7,,,,83.6,7.8,1.0,,,,,,,
montgomery_RB_CHI,David Montgomery,RB,CHI,14.0,35,31,33,,1014.1,,,0.0,,8.2,0.5,352.2,,,,44.3,1.8,1.8,,,,,,,
pitts_TE_ATL,Kyle Pitts,TE,ATL,14.0,32,36,34,,0.5,,,0.0,,0.0,,980.9,,,,71.1,4.2,1.0,,,,,,,
mahomes_QB_KC,Patrick Mahomes II,QB,KC,8.0,31,35,35,,404.1,,,13.1,4921.4,3.2,1.7,,,,,,,2.2,34.9,,,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,8.0,37,37,36,,305.4,,,15.5,4923.3,3.2,3.7,,,,,,,0.7,32.9,,,,,,
pittman_WR_IND,Michael Pittman Jr.,WR,IND,14.0,42,41,37,,32.7,,,0.0,,0.1,,1105.2,,,,89.2,6.4,0.5,,,,,,,
gibson_RB_WSH,Antonio Gibson,RB,WSH,14.0,36,34,38,,972.0,,,0.0,,7.7,0.0,260.6,,,,35.3,1.8,2.8,,,,,,,
johnson_WR_PIT,Diontae Johnson,WR,PIT,9.0,40,38,39,,29.3,,,0.0,,0.1,,1069.7,,0.4,,94.5,6.2,1.0,,,,,,,
jacobs_RB_LV,Josh Jacobs,RB,LV,6.0,39,42,40,,1001.4,,,0.0,,8.8,,294.4,,,,41.5,0.7,2.4,,,,,,,
waddle_WR_MIA,Jaylen Waddle,WR,MIA,11.0,44,39,41,,22.2,,,0.0,,0.3,,1009.3,,0.0,,95.0,6.5,0.5,,,,,,,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,14.0,45,43,42,,5.6,,,0.0,,0.0,,1015.2,,,,72.2,5.7,1.0,,,,,,,
moore_WR_CAR,DJ Moore,WR,CAR,13.0,48,50,43,,37.4,,,0.0,,0.0,,1099.0,,,,83.6,5.5,0.5,,,,,,,
hall_RB_NYJ,Breece Hall,RB,NYJ,10.0,38,47,44,,878.5,,,,,5.5,,332.5,,,,38.5,1.5,3.0,,,,,,,
kittle_TE_SF,George Kittle,TE,SF,9.0,41,40,45,,14.0,,,0.0,,0.1,,932.5,,,,74.6,5.3,0.5,,,,,,,
etienne_RB_JAX,Travis Etienne Jr.,RB,JAX,11.0,43,48,46,,791.2,,,0.0,,5.8,0.2,379.3,,,,45.6,1.8,2.2,,,,,,,
waller_TE_LV,Darren Waller,TE,LV,6.0,46,46,47,,1.9,,,0.0,,,,954.6,,,,80.6,4.1,1.0,,,,,,,
metcalf_WR_SEA,DK Metcalf,WR,SEA,11.0,47,44,48,,4.5,,,0.0,,0.0,,1054.6,,,,77.3,7.0,0.5,,,,,,,
dobbins_RB_BAL,J.K. Dobbins,RB,BAL,10.0,52,51,49,,950.2,,,0.0,,8.5,0.2,225.4,,,,30.8,0.6,1.0,,,,,,,
mitchell_RB_SF,Elijah Mitchell,RB,SF,9.0,50,45,50,,1116.6,,,0.0,,7.3,0.1,185.6,,,,23.6,1.2,3.0,,,,,,,
williams_WR_LAC,Mike Williams,WR,LAC,8.0,49,52,51,,1.1,,,0.0,,0.0,,1072.0,,,,73.1,8.0,1.0,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,10.0,51,49,52,,1111.1,,,14.6,3896.4,4.4,1.6,,,,,,,2.9,24.2,,,,,,
cooks_WR_HOU,Brandin Cooks,WR,HOU,6.0,60,64,53,,21.0,,,0.0,,0.0,,1086.3,,,,91.6,6.0,0.5,,,,,,,
brown_WR_ARI,Marquise Brown,WR,ARI,13.0,53,62,54,,2.8,,,0.0,,0.0,,946.5,,,,77.9,5.8,1.0,,,,,,,
godwin_WR_TB,Chris Godwin,WR,TB,11.0,57,61,55,,21.1,,,0.0,,0.4,,967.6,,,,84.2,5.5,1.0,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,10.0,54,53,56,,185.9,,,14.7,4466.0,2.4,1.2,,,,,,,0.9,29.9,,,,,,
sutton_WR_DEN,Courtland Sutton,WR,DEN,9.0,61,63,57,,2.1,,,0.0,,0.0,,930.3,,,,62.8,5.7,1.0,,,,,,,
cooper_WR_CLE,Amari Cooper,WR,CLE,9.0,59,56,58,,2.7,,,0.0,,0.0,2.8,1026.9,,,,79.6,6.7,1.0,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,13.0,58,55,59,,518.3,,,13.9,4240.7,4.5,0.5,,,,,,,1.0,27.6,,,,,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,6.0,56,70,60,,59.8,,,0.0,,0.7,,933.6,,,,84.9,5.8,0.5,,,,,,,
dillon_RB_GB,AJ Dillon,RB,GB,14.0,55,57,61,,743.0,,,,,5.3,0.0,228.8,,,,26.4,1.3,1.3,,,,,,,
edwardshelaire_RB_KC,Clyde Edwards-Helaire,RB,KC,8.0,68,58,62,,638.2,,,,,4.3,0.0,231.9,,,,32.0,1.5,1.3,,,,,,,
mooney_WR_CHI,Darnell Mooney,WR,CHI,14.0,62,76,63,,28.3,,,0.0,,0.4,,988.0,,,,73.4,4.9,0.5,,,,,,,
schultz_TE_DAL,Dalton Schultz,TE,DAL,9.0,63,65,64,,0.5,,,0.0,,0.0,,854.1,,,,81.3,6.4,1.0,,,,,,,
jeudy_WR_DEN,Jerry Jeudy,WR,DEN,9.0,70,59,65,,10.3,,,0.0,,0.0,,1022.1,,,,71.6,4.7,1.0,,,,,,,
sanders_RB_PHI,Miles Sanders,RB,PHI,7.0,75,67,66,,1122.3,,,0.0,,5.5,1.6,242.7,,,,32.4,1.0,2.4,,,,,,,
harris_RB_NE,Damien Harris,RB,NE,10.0,67,54,67,,947.7,,,0.0,,10.2,0.0,142.0,,,,18.4,0.6,1.7,,,,,,,
hockenson_TE_DET,T.J. Hockenson,TE,DET,6.0,65,60,68,,1.4,,,0.0,,0.0,,656.7,,,,66.0,5.2,0.5,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,7.0,66,66,69,,780.4,,,13.9,3642.9,7.8,3.2,,,,,,,2.0,24.7,,,,,,
robinson_WR_LAR,Allen Robinson II,WR,LAR,7.0,69,68,70,,0.4,,,0.0,,0.0,,897.4,,,,68.9,5.0,1.0,,,,,,,
thielen_WR_MIN,Adam Thielen,WR,MIN,7.0,71,72,71,,3.9,,,0.0,,0.0,,850.7,,,,73.4,8.4,1.0,,,,,,,
thomas_WR_NO,Michael Thomas,WR,NO,14.0,73,69,72,,2.0,,,0.0,,0.0,,940.8,,,,80.9,5.6,0.5,,,,,,,
davis_WR_BUF,Gabriel Davis,WR,BUF,7.0,72,78,73,,0.8,,,0.0,,0.0,,948.3,,,,56.3,9.4,0.0,,,,,,,
singletary_RB_BUF,Devin Singletary,RB,BUF,7.0,74,73,74,,905.8,,,0.0,,7.2,0.0,230.4,,,,33.1,1.1,1.3,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,9.0,64,71,75,,216.5,,,13.0,4703.0,2.4,5.0,,,,,,,3.7,33.5,,,,,,
hunt_RB_CLE,Kareem Hunt,RB,CLE,9.0,79,75,76,,568.0,,,,,4.6,0.5,328.3,,,,40.7,1.4,2.0,,,,,,,
patterson_RB_ATL,Cordarrelle Patterson,RB,ATL,14.0,80,87,77,,663.2,,,0.0,,4.6,,422.0,,1.6,,45.7,2.7,2.0,,,,,,,
renfrow_WR_LV,Hunter Renfrow,WR,LV,6.0,81,79,78,,13.3,,,0.0,,0.0,,901.1,,0.1,,86.0,6.8,0.5,,,,,,,
pollard_RB_DAL,Tony Pollard,RB,DAL,9.0,78,86,79,,730.4,,,,,3.7,,376.7,,0.2,,43.9,1.3,2.0,,,,,,,
smithschuster_WR_KC,JuJu Smith-Schuster,WR,KC,8.0,82,81,80,,23.8,,,0.0,,0.7,,814.6,,,,76.0,5.3,0.5,,,,,,,
hopkins_WR_ARI,DeAndre Hopkins,WR,ARI,13.0,97,84,81,,1.4,,,0.0,,0.0,,661.4,,,,53.3,5.5,1.0,,,,,,,
penny_RB_SEA,Rashaad Penny,RB,SEA,11.0,83,85,82,,1055.9,,,0.0,,7.2,0.1,140.5,,,,17.7,0.6,1.6,,,,,,,
wilson_QB_DEN,Russell Wilson,QB,DEN,9.0,76,77,83,,261.9,,,9.7,4184.7,2.0,1.1,,,,,,,1.4,29.1,,,,,,
goedert_TE_PHI,Dallas Goedert,TE,PHI,7.0,84,74,84,,0.5,,,0.0,,0.0,,823.2,,,,62.4,5.1,1.0,,,,,,,
brady_QB_TB,Tom Brady,QB,TB,11.0,88,83,85,,38.8,,,12.7,4971.7,1.7,,,,,,,,1.9,34.6,,,,,,
smith_WR_PHI,DeVonta Smith,WR,PHI,7.0,86,88,86,,0.2,,,0.0,,0.0,,905.8,,,,63.0,6.2,1.0,,,,,,,
moore_WR_NYJ,Elijah Moore,WR,NYJ,10.0,77,82,87,,55.4,,,0.0,,0.7,,848.1,,,,62.2,6.1,0.5,,,,,,,
bateman_WR_BAL,Rashod Bateman,WR,BAL,10.0,91,89,88,,1.1,,,0.0,,0.0,,899.7,,,,71.1,4.4,1.0,,,,,,,
lockett_WR_SEA,Tyler Lockett,WR,SEA,11.0,87,95,89,,10.8,,,0.0,,0.0,,1080.9,,,,75.7,6.0,0.5,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,14.0,93,92,90,,120.5,,,8.7,4467.5,1.8,,,,,,,,0.9,34.7,,,,,,
edmonds_RB_MIA,Chase Edmonds,RB,MIA,11.0,89,93,91,,591.5,,,0.0,,3.4,0.1,350.3,,,,48.5,1.5,2.0,,,,,,,
walker_RB_SEA,Ken Walker III,RB,SEA,11.0,90,90,92,,760.5,,,,,4.5,,203.5,,,,24.0,1.0,3.0,,,,,,,
stafford_QB_LAR,Matthew Stafford,QB,LAR,7.0,85,80,93,,116.3,,,15.0,4696.5,2.1,2.1,,,,,,,1.9,33.2,,,,,,
london_WR_ATL,Drake London,WR,ATL,14.0,94,106,94,,6.0,,,,,0.0,,884.5,,,,63.5,4.0,2.0,,,,,,,
ertz_TE_ARI,Zach Ertz,TE,ARI,13.0,96,97,95,,2.5,,,0.0,,0.0,,652.9,,,,63.3,5.1,0.5,,,,,,,
gordon_RB_DEN,Melvin Gordon III,RB,DEN,9.0,95,94,96,,717.6,,,,,6.7,0.0,189.3,,,,23.2,1.2,2.6,,,,,,,
knox_TE_BUF,Dawson Knox,TE,BUF,7.0,99,91,97,,0.7,,,0.0,,0.0,,572.7,,,,45.2,6.1,0.0,,,,,,,
stevenson_RB_NE,Rhamondre Stevenson,RB,NE,10.0,100,98,98,,631.1,,,,,5.3,0.0,179.0,,,,23.7,0.5,1.0,,,,,,,
aiyuk_WR_SF,Brandon Aiyuk,WR,SF,9.0,98,96,99,,18.6,,,0.0,,0.0,,873.5,,0.0,,59.7,5.1,0.5,,,,,,,
kirk_WR_JAX,Christian Kirk,WR,JAX,11.0,105,114,100,,8.0,,,0.0,,0.0,,868.0,,,,72.3,4.6,1.0,,,,,,,
woods_WR_TEN,Robert Woods,WR,TEN,6.0,101,100,101,,84.6,,,0.0,,0.9,,870.8,,,,73.3,5.0,0.6,,,,,,,
burks_WR_TEN,Treylon Burks,WR,TEN,6.0,92,111,102,,30.0,,,,,0.0,,872.0,,,,60.5,5.0,2.0,,,,,,,
carter_RB_NYJ,Michael Carter,RB,NYJ,10.0,103,99,103,,516.9,,,,,3.1,0.0,287.4,,,,31.8,0.9,1.0,,,,,,,
gage_WR_TB,Russell Gage,WR,TB,11.0,111,110,104,,1.8,,,,,0.0,,731.7,,,,64.5,5.0,2.0,,,,,,,
cook_RB_BUF,James Cook,RB,BUF,7.0,112,108,105,,523.0,,,,,4.5,,251.0,,,,31.0,1.5,2.0,,,,,,,
carr_QB_LV,Derek Carr,QB,LV,6.0,104,103,106,,115.9,,,14.1,4654.4,1.1,1.1,,,,,,,2.9,28.2,,,,,,
robinson_RB_JAX,James Robinson,RB,JAX,11.0,114,102,107,,646.0,,,,,5.4,0.0,191.7,,,,24.1,0.8,1.2,,,,,,,
claypool_WR_PIT,Chase Claypool,WR,PIT,9.0,106,104,108,,76.8,,,0.0,,0.6,,842.8,,,,61.9,4.0,0.5,,,,,,,
lance_QB_SF,Trey Lance,QB,SF,9.0,102,101,109,,630.4,,,13.9,3628.1,4.3,1.4,,,,,,,1.9,23.0,,,,,,
lazard_WR_GB,Allen Lazard,WR,GB,14.0,117,115,110,,25.8,,,0.0,,0.0,,746.3,,,,55.3,7.2,0.5,,,,,,,
olave_WR_NO,Chris Olave,WR,NO,14.0,108,116,111,,5.5,,,,,0.0,,780.5,,,,52.0,5.5,1.0,,,,,,,
gesicki_TE_MIA,Mike Gesicki,TE,MIA,11.0,115,105,112,,0.5,,,0.0,,0.0,,679.7,,,,61.5,4.0,1.0,,,,,,,
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,9.0,118,113,113,,0.4,,,0.0,,0.0,,558.8,,,,65.0,5.2,1.0,,,,,,,
toney_WR_NYG,Kadarius Toney,WR,NYG,9.0,113,117,114,,51.3,,,,,0.0,,653.4,,0.0,,58.0,3.0,0.5,,,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,7.0,107,112,115,,107.9,,,12.0,4381.5,1.1,2.7,,,,,,,1.9,31.4,,,,,,
mattison_RB_MIN,Alexander Mattison,RB,MIN,7.0,116,109,116,,482.2,,,,,3.4,,190.5,,,,24.7,1.0,1.2,,,,,,,
jones_RB_KC,Ronald Jones II,RB,KC,8.0,120,107,117,,554.9,,,,,4.3,0.0,91.7,,,,13.8,0.1,1.3,,,,,,,
bills_DST_BUF,Bills,DST,BUF,7.0,147,125,118,,,,12.0,,,,,,,2.2,,,,12.0,,19.2,,19.5,0.3,45.6,
hines_RB_IND,Nyheim Hines,RB,IND,14.0,128,126,119,,244.4,,,,,1.5,,347.6,,0.5,,43.3,1.6,4.0,,,,,,,
gallup_WR_DAL,Michael Gallup,WR,DAL,9.0,119,123,120,,1.2,,,0.0,,0.0,,820.1,,,,56.4,5.3,1.0,,,,,,,
wilson_WR_NYJ,Garrett Wilson,WR,NYJ,10.0,110,124,121,,11.5,,,,,0.0,,862.0,,,,58.0,4.5,2.0,,,,,,,
spiller_RB_LAC,Isaiah Spiller,RB,LAC,8.0,109,120,122,,550.0,,,,,4.0,,131.0,,,,18.0,1.0,,,,,,,,
boyd_WR_CIN,Tyler Boyd,WR,CIN,10.0,124,127,123,,19.7,,,0.0,,0.1,,723.5,,,,64.6,4.3,0.5,,,,,,,
pierce_RB_HOU,Dameon Pierce,RB,HOU,6.0,134,131,124,,594.5,,,,,4.0,,252.0,,,,31.0,1.5,3.0,,,,,,,
kmet_TE_CHI,Cole Kmet,TE,CHI,14.0,123,133,125,,2.2,,,0.0,,0.0,,573.6,,,,54.5,3.3,1.0,,,,,,,
landry_WR_NO,Jarvis Landry,WR,NO,14.0,133,130,126,,32.2,,,0.0,,0.5,,737.4,,,,62.1,4.4,0.5,,,,,,,
henderson_RB_LAR,Darrell Henderson Jr.,RB,LAR,7.0,125,118,127,,459.1,,,,,3.6,0.0,186.5,,,,24.0,1.3,2.0,,,,,,,
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,11.0,122,121,128,,215.9,,,14.9,4005.0,2.8,1.6,,,,,,,1.4,25.2,,,,,,
mckissic_RB_WSH,J.D. McKissic,RB,WSH,14.0,136,139,129,,284.7,,,,,2.2,,391.0,,,,49.5,1.5,0.5,,,,,,,
watson_WR_GB,Christian Watson,WR,GB,14.0,138,137,130,,18.0,,,,,0.0,,727.0,,,,51.0,5.0,2.0,,,,,,,
moore_WR_KC,Skyy Moore,WR,KC,8.0,142,134,131,,6.0,,,,,0.0,,713.0,,,,52.5,5.0,2.0,,,,,,,
tucker_K_BAL,Justin Tucker,K,BAL,10.0,177,135,132,41.3,,9.9,,,,,,,0.2,,4.9,,,,,,7.7,,,,8.9
buccaneers_DST_TB,Buccaneers,DST,TB,11.0,162,132,133,,,,12.8,,,,,,,2.0,,,,12.8,,15.0,,21.9,0.4,42.2,
valdesscantling_WR_KC,Marquez Valdes-Scantling,WR,KC,8.0,131,129,134,,7.6,,,0.0,,0.0,,809.9,,,,48.9,5.1,0.0,,,,,,,
fields_QB_CHI,Justin Fields,QB,CHI,14.0,121,128,135,,615.1,,,17.4,3482.0,3.2,1.0,,,,,,,4.4,18.7,,,,,,
smith_TE_MIN,Irv Smith Jr.,TE,MIN,7.0,126,141,136,,0.4,,,0.0,,0.0,,556.1,,,,50.1,4.9,0.0,,,,,,,
white_RB_TB,Rachaad White,RB,TB,11.0,127,147,137,,417.0,,,,,4.5,,181.5,,,,22.0,1.0,2.0,,,,,,,
meyers_WR_NE,Jakobi Meyers,WR,NE,10.0,135,146,138,,6.0,,,0.0,,0.0,,795.6,,,,74.1,4.3,0.5,,,,,,,
mostert_RB_MIA,Raheem Mostert,RB,MIA,11.0,146,136,139,,639.0,,,,,4.5,,138.2,,,,16.6,0.9,1.2,,,,,,,
golladay_WR_NYG,Kenny Golladay,WR,NYG,9.0,130,158,140,,0.6,,,0.0,,0.0,,753.4,,,,53.1,3.5,1.0,,,,,,,
saints_DST_NO,Saints,DST,NO,14.0,178,170,141,,,,11.5,,,,,,,1.9,,,,11.5,,16.8,,21.8,0.3,44.0,
allgeier_RB_ATL,Tyler Allgeier,RB,ATL,14.0,159,166,142,,556.0,,,,,3.0,,236.0,,,,28.5,1.5,3.0,,,,,,,
mcpherson_K_CIN,Evan McPherson,K,CIN,10.0,195,150,143,36.9,,7.6,,,,,,,0.2,,5.3,,,,,,7.5,,,,10.1
gainwell_RB_PHI,Kenneth Gainwell,RB,PHI,7.0,129,145,144,,341.5,,,,,3.9,0.7,251.5,,,,29.4,1.3,1.3,,,,,,,
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,11.0,132,138,145,,362.7,,,15.0,3883.4,2.4,1.8,,,,,,,2.4,21.4,,,,,,
henry_TE_NE,Hunter Henry,TE,NE,10.0,155,167,146,,0.5,,,0.0,,0.0,,571.5,,,,49.2,5.8,0.0,,,,,,,
cowboys_DST_DAL,Cowboys,DST,DAL,9.0,158,161,147,,,,11.2,,,,,,,2.2,,,,11.2,,17.6,,22.4,0.4,41.1,
carlson_K_LV,Daniel Carlson,K,LV,6.0,188,148,148,37.9,,8.8,,,,,,,0.1,,5.1,,,,,,9.3,,,,9.3
mack_RB_HOU,Marlon Mack,RB,HOU,6.0,176,142,149,,743.0,,,0.0,,4.8,0.6,122.6,,,,16.2,0.3,1.3,,,,,,,
parker_WR_NE,DeVante Parker,WR,NE,10.0,152,155,150,,0.3,,,0.0,,0.0,,815.8,,,,58.1,4.9,1.0,,,,,,,
watson_QB_CLE,Deshaun Watson,QB,CLE,9.0,161,140,151,,284.6,,,5.9,2067.1,3.0,0.8,,,,,,,1.2,13.8,,,,,,
butker_K_KC,Harrison Butker,K,KC,8.0,202,159,152,43.1,,7.4,,,,,,,0.2,,5.0,,,,,,7.5,,,,10.4
ingram_RB_NO,Mark Ingram II,RB,NO,14.0,168,176,153,,577.7,,,0.0,,4.2,0.7,175.7,,,,23.1,0.7,1.3,,,,,,,
hardman_WR_KC,Mecole Hardman,WR,KC,8.0,156,172,154,,107.6,,,0.0,,0.9,,785.3,,0.8,,63.9,4.6,1.2,,,,,,,
fant_TE_SEA,Noah Fant,TE,SEA,11.0,151,154,155,,0.5,,,0.0,,0.0,,652.0,,,,59.6,3.9,1.0,,,,,,,
colts_DST_IND,Colts,DST,IND,14.0,172,149,156,,,,12.0,,,,,,,2.5,,,,12.0,,16.2,,21.7,0.3,36.1,
williams_RB_ARI,Darrel Williams,RB,ARI,13.0,166,179,157,,360.8,,,,,3.5,,236.3,,,,27.4,1.0,2.0,,,,,,,
williams_RB_DET,Jamaal Williams,RB,DET,6.0,153,163,158,,642.5,,,,,3.9,0.5,146.9,,,,23.9,0.9,2.0,,,,,,,
williams_WR_DET,Jameson Williams,WR,DET,6.0,140,151,159,,5.5,,,,,0.0,,660.5,,,,46.5,4.0,2.0,,,,,,,
ryan_QB_IND,Matt Ryan,QB,IND,14.0,145,144,160,,158.2,,,11.3,3881.6,1.9,1.3,,,,,,,3.4,25.8,,,,,,
dotson_WR_WSH,Jahan Dotson,WR,WSH,14.0,149,193,161,,5.5,,,,,0.0,,746.0,,,,54.0,4.5,2.0,,,,,,,
rams_DST_LAR,Rams,DST,LAR,7.0,215,177,162,,,,9.8,,,,,,,1.9,,,,9.8,,15.2,,21.7,0.3,43.0,
patrick_WR_DEN,Tim Patrick,WR,DEN,9.0,148,173,163,,0.6,,,0.0,,0.0,,801.9,,,,56.6,6.4,1.0,,,,,,,
moore_WR_ARI,Rondale Moore,WR,ARI,13.0,137,119,164,,101.7,,,,,0.6,,459.8,,0.1,,50.3,2.2,0.5,,,,,,,
ers_DST_SF,49ers,DST,SF,9.0,213,174,165,,,,11.4,,,,,,,1.9,,,,11.4,,14.6,,21.4,0.3,45.6,
gay_K_LAR,Matt Gay,K,LAR,7.0,211,175,166,42.0,,7.6,,,,,,,0.6,,3.2,,,,,,7.3,,,,10.0
okwuegbunam_TE_DEN,Albert Okwuegbunam,TE,DEN,9.0,141,143,167,,0.4,,,,,0.0,,461.4,,,,44.3,3.8,1.0,,,,,,,
njoku_TE_CLE,David Njoku,TE,CLE,9.0,154,153,168,,1.6,,,0.0,,0.0,,587.5,,,,48.8,5.0,0.0,,,,,,,
chargers_DST_LAC,Chargers,DST,LAC,8.0,205,203,169,,,,11.4,,,,,,,2.0,,,,11.4,,15.6,,23.4,0.3,42.2,
chark_WR_DET,DJ Chark Jr.,WR,DET,6.0,139,157,170,,3.2,,,0.0,,0.0,,666.9,,,,45.0,4.9,0.0,,,,,,,
edwards_RB_BAL,Gus Edwards,RB,BAL,10.0,150,152,171,,670.0,,,,,4.1,0.5,126.0,,,,13.6,0.5,1.4,,,,,,,
herbert_RB_CHI,Khalil Herbert,RB,CHI,14.0,143,171,172,,354.2,,,,,2.1,0.0,102.9,,,,12.7,0.5,1.0,,,,,,,
tonyan_TE_GB,Robert Tonyan,TE,GB,14.0,163,162,173,,0.6,,,0.0,,0.0,,523.5,,,,44.7,4.8,0.0,,,,,,,
falcons_DST_ATL,Falcons,DST,ATL,14.0,520,168,174,,,,9.0,,,,,,,1.7,,,,9.0,,13.9,,25.7,0.3,31.7,
