key,name,pos,team,bye,std,half_ppr,ppr,kick_extra_points,rush_yds,kick_40_49,df_fumbles,pass_ints,pass_yds,rush_tds,two_pts,reception_yds,kick_0_19,df_tds,kick_50,receptions,reception_tds,fumbles,pass_tds,df_ints,kick_20_29,df_points_allowed_per_game,df_safeties,df_sacks,kick_30_39
bridgewater_QB_MIA,Teddy Bridgewater,QB,MIA,,427,444,447,,15.5,,,1.0,288.7,0.1,0.4,,,,,,,0.1,1.6,,,,,,
brightwell_RB_NYG,Gary Brightwell,RB,NYG,,428,445,448,,84.2,,,,,0.8,0.0,47.3,,,,5.9,0.1,0.1,,,,,,,
brown_RB_NO,Malcolm Brown,RB,NO,,432,449,452,,118.0,,,,,1.0,,39.0,,,,5.0,0.0,,,,,,,,
brown_TE_HOU,Pharaoh Brown,TE,HOU,,433,450,453,,0.6,,,0.0,,0.0,,235.6,,,,26.8,1.2,1.0,,,,,,,
brown_WR_CHI,Equanimeous St. Brown,WR,CHI,,434,451,454,,10.5,,,,,0.0,,181.0,,,,13.6,1.0,0.0,,,,,,,
brown_WR_DAL,Noah Brown,WR,DAL,,435,452,455,,0.7,,,,,0.0,,281.5,,,,24.6,1.6,0.0,,,,,,,
brown_WR_WSH,Dyami Brown,WR,WSH,,437,454,457,,1.3,,,,,0.0,,109.4,,0.1,,6.6,0.7,,,,,,,,
bryant_TE_CLE,Harrison Bryant,TE,CLE,,439,456,459,,0.3,,,,,0.0,,280.7,,,,25.6,3.2,0.0,,,,,,,
burton_RB_KC,Michael Burton,RB,KC,,442,459,462,,29.0,,,,,0.1,0.0,5.0,,,,1.6,0.1,0.0,,,,,,,
bushman_TE_KC,Matt Bushman,TE,KC,,443,460,463,,,,,,,,,136.0,,,,14.0,1.0,0.0,,,,,,,
byrd_WR_ATL,Damiere Byrd,WR,ATL,,444,461,464,,0.4,,,,,0.0,,158.0,,,,13.2,0.6,,,,,,,,
cabinda_RB_DET,Jason Cabinda,RB,DET,,445,462,465,,6.9,,,,,0.0,0.0,32.9,,,,5.1,0.1,0.0,,,,,,,
calcaterra_TE_PHI,Grant Calcaterra,TE,PHI,,450,467,470,,0.0,,,,,0.0,,31.0,,,,3.0,0.0,,,,,,,,
cannon_RB_TEN,Trenton Cannon,RB,TEN,,452,469,472,,9.6,,,,,0.0,,38.0,,0.2,,4.2,0.1,,,,,,,,
carter_RB_TEN,Tory Carter,RB,TEN,,455,472,475,,89.0,,,,,1.0,,70.0,,,,10.0,0.0,0.0,,,,,,,
carter_TE_TEN,Tory Carter,TE,TEN,,457,474,477,,2.9,,,,,0.1,0.0,9.3,,,,3.0,0.2,0.0,,,,,,,
carter_WR_LAC,DeAndre Carter,WR,LAC,,458,475,478,,18.9,,,,,0.0,,82.5,,,,6.8,0.3,0.0,,,,,,,
chandler_RB_MIN,Ty Chandler,RB,MIN,,459,476,479,,16.0,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,
cleveland_WR_DEN,Tyrie Cleveland,WR,DEN,,463,480,483,,0.0,,,,,0.0,,58.0,,,,5.0,0.0,,,,,,,,
cole_WR_LV,Keelan Cole,WR,LV,,464,481,484,,0.5,,,,,0.0,,405.5,,,,26.5,2.0,0.0,,,,,,,
conley_WR_HOU,Chris Conley,WR,HOU,,466,483,486,,2.4,,,,,0.0,,430.3,,,,33.4,1.8,,,,,,,,
crockett_RB_DEN,Damarea Crockett,RB,DEN,,476,493,496,,14.7,,,,,0.2,0.0,46.7,,0.1,,4.7,0.2,0.0,,,,,,,
dafney_TE_GB,Dominique Dafney,TE,GB,,477,494,497,,0.8,,,,,,,79.5,,,,6.4,0.6,,,,,,,,
dallas_RB_SEA,DeeJay Dallas,RB,SEA,,478,495,498,,94.5,,,,,1.0,,87.0,,,,14.0,0.0,1.0,,,,,,,
dalton_QB_NO,Andy Dalton,QB,NO,,479,496,499,,17.6,,,1.3,329.1,0.1,0.6,,,,,,,0.1,2.0,,,,,,
daniel_QB_LAC,Chase Daniel,QB,LAC,,480,497,500,,5.7,,,0.9,183.8,0.0,0.1,,,,,,,0.0,1.2,,,,,,
davidson_TE_MIN,Zach Davidson,TE,MIN,,482,499,502,,1.0,,,,,,,56.1,,,,5.8,0.6,,,,,,,,
davis_TE_GB,Tyler Davis,TE,GB,,483,500,503,,0.0,,,,,0.0,,37.0,,,,4.0,0.0,,,,,,,,
davis_WR_HOU,Davion Davis,WR,HOU,,485,502,505,,0.0,,,,,0.0,,82.0,,,,7.0,0.0,,,,,,,,
dissly_TE_SEA,Will Dissly,TE,SEA,,491,507,509,,0.3,,,,,0.0,,216.0,,,,20.8,1.0,0.0,,,,,,,
dobbs_QB_CLE,Joshua Dobbs,QB,CLE,,494,510,512,,12.0,,,0.0,73.0,0.0,,,,,,,,0.0,0.5,,,,,,
dorsett_WR_HOU,Phillip Dorsett,WR,HOU,,495,511,513,,7.6,,,,,0.1,,243.7,,,,18.8,1.5,0.0,,,,,,,
dowdle_RB_DAL,Rico Dowdle,RB,DAL,,498,514,516,,72.0,,,,,1.0,,49.0,,,,7.0,0.0,,,,,,,,
dulin_WR_IND,Ashton Dulin,WR,IND,,502,518,520,,25.6,,,,,0.1,,127.4,,0.2,,9.4,0.8,0.0,,,,,,,
dwelley_TE_SF,Ross Dwelley,TE,SF,,504,520,522,,0.4,,,,,0.0,,38.0,,,,2.9,0.2,,,,,,,,
ebner_RB_CHI,Trestan Ebner,RB,CHI,,507,522,524,,65.0,,,,,1.0,,42.0,,,,6.0,0.0,,,,,,,,
ellefson_TE_MIN,Ben Ellefson,TE,MIN,,511,526,528,,0.4,,,,,0.0,,46.0,,,,5.4,0.7,,,,,,,,
erickson_WR_WSH,Alex Erickson,WR,WSH,,513,528,530,,0.1,,,,,0.0,,4.1,,,,0.2,0.0,,,,,,,,
eubanks_TE_CIN,Nick Eubanks,TE,CIN,,515,530,532,,0.8,,,,,,,86.5,,,,9.0,0.8,0.0,,,,,,,
evans_RB_CHI,Darrynton Evans,RB,CHI,,516,531,533,,56.2,,,,,0.2,0.0,25.5,,,,4.2,0.1,0.1,,,,,,,
ezukanma_WR_MIA,Erik Ezukanma,WR,MIA,,517,532,534,,0.0,,,,,0.0,,122.0,,,,11.0,1.0,,,,,,,,
fairbairn_K_HOU,Ka'imi Fairbairn,K,HOU,,519,534,536,30.8,,7.4,,,,,,,0.5,,4.3,,,,,,6.9,,,,7.9
farrell_TE_JAX,Luke Farrell,TE,JAX,,521,535,537,,0.0,,,,,0.0,,90.5,,,,10.0,1.0,0.0,,,,,,,
felton_RB_CLE,Demetric Felton,RB,CLE,,524,538,540,,42.1,,,,,0.1,0.0,115.4,,,,13.4,0.9,0.0,,,,,,,
ferguson_TE_DAL,Jake Ferguson,TE,DAL,,525,539,541,,0.0,,,,,0.0,,100.0,,,,10.0,1.0,0.0,,,,,,,
firkser_TE_ATL,Anthony Firkser,TE,ATL,,529,543,545,,0.4,,,,,0.0,,271.4,,,,27.9,1.7,1.0,,,,,,,
fitzpatrick_TE_ATL,John FitzPatrick,TE,ATL,,531,545,547,,0.0,,,,,0.0,,17.0,,,,2.0,0.0,,,,,,,,
fitzpatrick_WR_TEN,Dez Fitzpatrick,WR,TEN,,532,546,548,,1.3,,,,,0.0,,90.5,,,,7.1,0.4,,,,,,,,
flacco_QB_NYJ,Joe Flacco,QB,NYJ,,533,547,549,,9.4,,,0.9,267.2,0.0,0.6,,,,,,,0.5,1.5,,,,,,
foles_QB_IND,Nick Foles,QB,IND,,534,548,550,,14.0,,,1.0,186.0,0.0,,,,,,,,0.0,1.0,,,,,,
ford_RB_CLE,Jerome Ford,RB,CLE,,535,549,551,,86.5,,,,,0.5,,18.5,,,,2.0,0.0,0.0,,,,,,,
forristall_TE_CLE,Miller Forristall,TE,CLE,,537,551,553,,0.0,,,,,0.0,,70.0,,,,7.0,1.0,,,,,,,,
fortson_TE_KC,Jody Fortson,TE,KC,,538,552,554,,0.0,,,,,0.0,,93.0,,,,8.0,1.0,0.0,,,,,,,
fountain_WR_KC,Daurice Fountain,WR,KC,,540,554,556,,0.8,,,,,0.0,,33.8,,,,2.1,0.1,,,,,,,,
fulgham_WR_DEN,Travis Fulgham,WR,DEN,,544,558,560,,0.0,,,,,0.0,,12.1,,,,1.1,0.0,,,,,,,,
gabbert_QB_TB,Blaine Gabbert,QB,TB,,547,561,563,,1.9,,,1.1,256.3,0.1,0.3,,,,,,,0.0,1.4,,,,,,
gentry_TE_PIT,Zach Gentry,TE,PIT,,552,566,567,,0.3,,,,,0.0,,116.0,,,,12.9,0.8,0.0,,,,,,,
gilliam_RB_BUF,Reggie Gilliam,RB,BUF,,555,569,570,,0.0,,,,,0.0,,33.0,,,,4.0,0.0,,,,,,,,
gilliam_TE_BUF,Reggie Gilliam,TE,BUF,,556,570,571,,4.7,,,,,0.1,0.0,42.4,,,,7.1,0.2,0.0,,,,,,,
gonzalez_K_CAR,Zane Gonzalez,K,CAR,,558,572,573,31.6,,8.6,,,,,,,0.4,,4.1,,,,,,7.8,,,,7.7
granson_TE_IND,Kylen Granson,TE,IND,,562,575,576,,0.3,,,,,0.0,,155.3,,,,14.3,1.3,,,,,,,,
grant_WR_CLE,Jakeem Grant Sr.,WR,CLE,,563,576,577,,28.2,,,,,0.1,,93.0,,1.3,,7.5,0.3,0.0,,,,,,,
gray_TE_KC,Noah Gray,TE,KC,,564,577,578,,0.3,,,,,0.0,,93.2,,,,11.4,0.9,0.0,,,,,,,
gray_WR_SF,Danny Gray,WR,SF,,565,578,579,,0.0,,,,,0.0,,135.0,,,,12.0,1.0,,,,,,,,
griffin_TE_CHI,Ryan Griffin,TE,CHI,,569,582,583,,0.3,,,,,0.0,,122.4,,,,11.6,0.9,0.0,,,,,,,
griffin_TE_DET,Garrett Griffin,TE,DET,,570,583,584,,,,,,,,,100.0,,,,12.0,1.0,0.0,,,,,,,
griffinstewart_TE_CLE,Nakia Griffin-Stewart,TE,CLE,,571,584,585,,0.0,,,,,0.0,,74.0,,,,7.0,0.5,0.0,,,,,,,
hall_RB_NYG,Jeremiah Hall,RB,NYG,,574,587,587,,,,,,,,,308.0,,,,35.0,2.0,1.0,,,,,,,
ham_RB_MIN,C.J. Ham,RB,MIN,,577,590,590,,16.0,,,0.0,,0.0,0.0,112.5,,,,14.8,0.2,0.0,,,,,,,
harris_TE_LAR,Jacob Harris,TE,LAR,,581,594,594,,,,,,,,,132.0,,,,12.0,1.0,0.0,,,,,,,
harris_WR_LAR,Jacob Harris,WR,LAR,,583,596,596,,0.0,,,,,0.0,,42.0,,,,4.0,0.0,,,,,,,,
hasty_RB_SF,JaMycal Hasty,RB,SF,,585,598,598,,49.2,,,,,0.6,0.0,74.5,,,,10.2,0.1,0.5,,,,,,,
heinicke_QB_WSH,Taylor Heinicke,QB,WSH,,586,599,599,,9.5,,,1.2,174.4,0.1,0.5,,,,,,,0.0,1.0,,,,,,
henne_QB_KC,Chad Henne,QB,KC,,587,600,600,,4.0,,,0.9,200.1,0.1,0.2,,,,,,,0.1,1.2,,,,,,
hesse_TE_ATL,Parker Hesse,TE,ATL,,589,602,602,,0.0,,,,,0.0,,54.0,,,,5.0,0.0,,,,,,,,
heyward_TE_PIT,Connor Heyward,TE,PIT,,590,603,603,,0.0,,,,,0.0,,116.0,,,,12.0,1.0,,,,,,,,
hill_RB_BAL,Justice Hill,RB,BAL,,593,605,605,,177.0,,,,,1.0,,47.0,,,,7.0,0.0,1.0,,,,,,,
hill_RB_GB,Kylin Hill,RB,GB,,594,606,606,,16.0,,,,,0.0,,15.0,,,,2.0,0.0,,,,,,,,
hill_TE_NO,Taysom Hill,TE,NO,,596,608,608,,113.5,,,0.0,33.0,1.4,,53.1,,,,5.0,0.7,0.6,0.0,,,,,,
hodge_WR_ATL,KhaDarel Hodge,WR,ATL,,598,610,610,,0.0,,,,,0.0,,75.0,,,,6.0,0.0,,,,,,,,
hokit_RB_SF,Josh Hokit,RB,SF,,604,616,616,,2.2,,,,,0.0,0.0,5.3,,,,0.9,0.0,,,,,,,,
hollins_WR_LV,Mack Hollins,WR,LV,,605,617,617,,0.4,,,,,0.0,,84.7,,,,5.3,0.8,,,,,,,,
hollister_TE_LV,Jacob Hollister,TE,LV,,606,618,618,,0.6,,,,,,,110.1,,,,11.2,0.8,0.0,,,,,,,
homer_RB_SEA,Travis Homer,RB,SEA,,611,623,623,,140.2,,,,,0.7,0.0,101.9,,,,10.9,0.2,0.0,,,,,,,
hopkins_TE_LAR,Brycen Hopkins,TE,LAR,,612,624,624,,0.3,,,,,0.0,,77.2,,,,7.5,0.6,0.0,,,,,,,
horsted_TE_LV,Jesper Horsted,TE,LV,,613,625,625,,0.7,,,,,,,59.8,,,,5.1,0.5,,,,,,,,
howell_QB_WSH,Sam Howell,QB,WSH,,615,627,627,,2.0,,,0.0,52.0,0.0,,,,,,,,,0.0,,,,,,
hoyer_QB_NE,Brian Hoyer,QB,NE,,616,628,628,,2.7,,,1.1,216.8,0.1,,,,,,,,0.1,1.0,,,,,,
hudson_TE_TEN,Tommy Hudson,TE,TEN,,618,630,630,,0.3,,,,,0.0,,59.7,,,,6.2,0.5,0.0,,,,,,,
huntley_RB_PHI,Jason Huntley,RB,PHI,,621,633,633,,57.0,,,,,0.0,,24.0,,,,3.0,0.0,,,,,,,,
igwebuike_RB_DET,Godwin Igwebuike,RB,DET,,624,636,636,,52.0,,,,,0.0,,29.0,,,,4.0,0.0,,,,,,,,
ingold_RB_MIA,Alec Ingold,RB,MIA,,625,637,637,,17.0,,,,,0.0,,32.0,,,,4.0,0.0,,,,,,,,
isabella_WR_ARI,Andy Isabella,WR,ARI,,627,639,639,,0.7,,,,,0.0,,30.8,,,,1.2,0.0,,,,,,,,
jackson_RB_IND,Deon Jackson,RB,IND,,628,640,640,,75.0,,,,,1.0,,14.0,,,,2.0,0.0,,,,,,,,
jackson_TE_PHI,Tyree Jackson,TE,PHI,,629,641,641,,0.4,,,,,0.0,,73.9,,,,7.1,0.7,,,,,,,,
jaguars_DST_JAX,Jaguars,DST,JAX,,633,645,645,,,,8.5,,,,,,,2.0,,,,8.5,,12.5,,26.1,0.3,38.3,
james_WR_NYG,Richie James,WR,NYG,,634,646,646,,0.0,,,,,0.0,,154.0,,,,12.0,1.0,,,,,,,,
janovich_RB_HOU,Andy Janovich,RB,HOU,,635,647,647,,0.1,,,,,0.0,0.0,27.1,,,,4.0,0.2,,,,,,,,
jefferson_RB_DET,Jermar Jefferson,RB,DET,,637,649,649,,136.0,,,,,3.0,,26.0,,,,4.0,0.0,0.0,,,,,,,
johnson_QB_DEN,Josh Johnson,QB,DEN,,641,652,652,,15.5,,,0.5,208.5,0.0,,,,,,,,0.0,1.5,,,,,,
johnson_RB_LV,Jakob Johnson,RB,LV,,642,653,653,,6.1,,,,,0.0,0.0,64.4,,,,8.2,0.4,0.0,,,,,,,
johnson_WR_LV,Tyron Johnson,WR,LV,,645,655,655,,0.0,,,,,0.0,,67.0,,,,5.0,0.0,,,,,,,,
johnson_WR_MIN,Bisi Johnson,WR,MIN,,646,656,656,,0.3,,,,,0.0,,58.4,,,,4.5,0.6,,,,,,,,
johnson_WR_NO,Juwan Johnson,WR,NO,,647,657,657,,0.1,,,,,,,9.3,,,,1.0,0.1,,,,,,,,
johnson_WR_TB,Tyler Johnson,WR,TB,,651,661,661,,2.4,,,,,0.0,,148.0,,,,13.1,0.6,0.0,,,,,,,
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,,655,664,664,,28.1,,,0.0,,0.4,,208.6,,,,23.4,1.3,0.0,,,,,,,
kampmoyer_TE_LAC,Hunter Kampmoyer,TE,LAC,,657,666,666,,0.0,,,,,0.0,,40.0,,,,4.0,0.0,,,,,,,,
keene_TE_NE,Dalton Keene,TE,NE,,658,667,667,,0.0,,,,,0.0,,94.5,,,,10.0,0.5,0.0,,,,,,,
keenum_QB_BUF,Case Keenum,QB,BUF,,659,668,668,,4.9,,,1.0,210.3,0.0,0.4,,,,,,,0.1,1.5,,,,,,
kelley_RB_LAC,Joshua Kelley,RB,LAC,,662,671,671,,269.5,,,,,1.6,0.0,52.0,,,,6.9,0.1,2.2,,,,,,,
kieft_TE_TB,Ko Kieft,TE,TB,,666,675,675,,0.0,,,,,0.0,,92.0,,,,9.0,0.5,0.0,,,,,,,
kolar_TE_BAL,Charlie Kolar,TE,BAL,,670,679,679,,0.0,,,,,0.0,,92.0,,,,9.5,1.0,0.0,,,,,,,
kroft_TE_SF,Tyler Kroft,TE,SF,,672,681,681,,0.0,,,,,0.0,,125.0,,,,11.0,1.0,0.0,,,,,,,
lewis_TE_GB,Marcedes Lewis,TE,GB,,675,684,684,,1.0,,,,,0.0,,196.4,,,,19.2,1.5,1.0,,,,,,,
likely_TE_BAL,Isaiah Likely,TE,BAL,,676,685,685,,0.0,,,,,0.0,,91.5,,,,9.5,1.0,0.0,,,,,,,
long_TE_MIA,Hunter Long,TE,MIA,,678,686,686,,0.0,,,,,0.0,,75.0,,,,8.0,0.5,0.0,,,,,,,
lovett_QB_MIA,John Lovett,QB,MIA,,679,687,687,,37.3,,,,,0.0,,22.0,,,,1.8,0.3,0.0,,,,,,,
mabry_TE_SEA,Tyler Mabry,TE,SEA,,682,690,690,,0.0,,,,,0.0,,36.0,,,,4.0,0.0,,,,,,,,
mack_TE_GB,Alize Mack,TE,GB,,683,691,691,,,,,,,,,122.0,,,,12.0,1.0,0.0,,,,,,,
manhertz_TE_JAX,Chris Manhertz,TE,JAX,,686,694,694,,0.3,,,,,0.0,,81.2,,,,7.3,1.1,0.0,,,,,,,
mannion_QB_MIN,Sean Mannion,QB,MIN,,687,695,695,,8.3,,,1.0,177.6,0.0,0.4,,,,,,,0.1,1.2,,,,,,
markway_TE_LAR,Kyle Markway,TE,LAR,,688,696,696,,,,,,,,,132.0,,,,12.0,1.0,0.0,,,,,,,
mccloud_WR_SF,Ray-Ray McCloud III,WR,SF,,693,701,701,,3.7,,,,,0.0,,180.3,,,,14.0,0.3,0.0,,,,,,,
mccoy_QB_ARI,Colt McCoy,QB,ARI,,694,702,702,,7.4,,,0.9,197.9,0.0,0.3,,,,,,,0.0,0.9,,,,,,
mcfarland_RB_PIT,Anthony McFarland Jr.,RB,PIT,,699,707,707,,133.9,,,,,1.0,0.0,42.2,,,,6.2,0.2,0.2,,,,,,,
mckeon_TE_DAL,Sean McKeon,TE,DAL,,701,709,709,,0.4,,,,,0.0,,52.7,,,,5.2,0.7,,,,,,,,
mckitty_TE_LAC,Tre' McKitty,TE,LAC,,702,710,710,,0.3,,,,,0.0,,90.4,,,,9.6,0.9,0.0,,,,,,,
mcmath_WR_TEN,Racey McMath,WR,TEN,,703,711,711,,0.3,,,,,0.0,,84.8,,,,6.5,0.6,,,,,,,,
mcnichols_RB_PIT,Jeremy McNichols,RB,PIT,,704,712,712,,62.5,,,,,0.0,,60.5,,,,8.5,0.0,0.0,,,,,,,
melton_WR_SEA,Bo Melton,WR,SEA,,706,714,714,,0.0,,,,,0.0,,19.0,,,,2.0,0.0,,,,,,,,
miller_WR_PIT,Anthony Miller,WR,PIT,,710,718,718,,11.9,,,,,0.1,,224.7,,,,17.9,1.0,0.0,,,,,,,
miller_WR_TB,Scotty Miller,WR,TB,,711,719,719,,3.9,,,,,0.0,,24.7,,,,1.9,0.1,0.0,,,,,,,
milne_WR_WSH,Dax Milne,WR,WSH,,712,720,720,,0.4,,,,,0.0,,12.3,,,,1.2,0.0,,,,,,,,
mims_WR_NYJ,Denzel Mims,WR,NYJ,,713,721,721,,0.0,,,,,0.0,,20.0,,,,1.0,0.0,,,,,,,,
mitchell_TE_DET,James Mitchell,TE,DET,,714,722,722,,0.0,,,,,0.0,,62.0,,,,7.0,0.5,0.0,,,,,,,
mond_QB_MIN,Kellen Mond,QB,MIN,,716,724,724,,4.0,,,0.0,106.0,0.0,,,,,,,,0.0,1.0,,,,,,
montgomery_WR_NE,Ty Montgomery,WR,NE,,717,725,725,,18.4,,,,,0.2,,33.1,,,,2.5,0.1,0.0,,,,,,,
moore_WR_BAL,Jaylon Moore,WR,BAL,,719,727,727,,7.5,,,,,0.0,,202.8,,,,16.8,1.3,0.0,,,,,,,
moore_WR_CHI,David Moore,WR,CHI,,720,728,728,,21.6,,,,,0.2,,94.7,,,,8.1,0.5,0.0,,,,,,,
moore_WR_HOU,Chris Moore,WR,HOU,,721,729,729,,0.0,,,,,0.0,,172.0,,,,16.0,1.0,,,,,,,,
moore_WR_LAC,Jason Moore Jr.,WR,LAC,,722,730,730,,0.0,,,,,0.0,,21.0,,,,2.0,0.0,,,,,,,,
morgan_WR_CIN,Stanley Morgan,WR,CIN,,724,732,732,,0.0,,,,,0.0,,20.0,,,,2.0,0.0,,,,,,,,
moss_TE_CIN,Thaddeus Moss,TE,CIN,,726,734,734,,0.7,,,,,,,18.9,,,,3.2,0.3,,,,,,,,
mullens_QB_LV,Nick Mullens,QB,LV,,727,735,735,,2.5,,,0.8,140.8,0.0,1.3,,,,,,,0.5,0.7,,,,,,
mundt_TE_MIN,Johnny Mundt,TE,MIN,,728,736,736,,0.0,,,,,0.0,,79.0,,,,8.0,1.0,,,,,,,,
muse_TE_MIN,Nick Muse,TE,MIN,,729,737,737,,0.0,,,,,0.0,,70.5,,,,7.0,0.5,0.0,,,,,,,
myarick_TE_NYG,Chris Myarick,TE,NYG,,730,738,738,,0.7,,,,,,,58.7,,,,3.6,0.4,,,,,,,,
myers_K_SEA,Jason Myers,K,SEA,,731,739,739,31.1,,7.8,,,,,,,0.3,,4.0,,,,,,6.1,,,,8.1
nabers_RB_LAC,Gabe Nabers,RB,LAC,,732,740,740,,14.1,,,,,0.0,0.0,3.0,,,,1.1,0.1,0.0,,,,,,,
nall_RB_DAL,Ryan Nall,RB,DAL,,734,741,741,,176.6,,,,,1.1,0.0,64.6,,,,8.6,0.7,0.5,,,,,,,
newsome_WR_CHI,Dazz Newsome,WR,CHI,,735,742,742,,4.9,,,,,0.0,,102.6,,0.1,,7.7,0.6,0.0,,,,,,,
nixon_WR_NE,Tre Nixon,WR,NE,,737,744,744,,0.0,,,,,0.0,,19.0,,,,2.0,0.0,,,,,,,,
ogletree_TE_IND,Andrew Ogletree,TE,IND,,739,746,746,,0.0,,,,,0.0,,18.0,,,,2.0,0.0,,,,,,,,
ogunbowale_RB_HOU,Dare Ogunbowale,RB,HOU,,740,747,747,,43.0,,,,,0.0,,93.0,,,,12.0,0.0,,,,,,,,
okonkwo_TE_TEN,Chigoziem Okonkwo,TE,TEN,,741,748,748,,0.0,,,,,0.0,,80.0,,,,8.0,0.5,0.0,,,,,,,
oliver_TE_BAL,Josh Oliver,TE,BAL,,743,750,750,,0.7,,,,,,,81.8,,,,8.7,0.8,0.0,,,,,,,
ollison_RB_ATL,Qadree Ollison,RB,ATL,,744,751,751,,60.0,,,,,0.0,,26.0,,,,4.0,0.0,,,,,,,,
olszewski_WR_PIT,Gunner Olszewski,WR,PIT,,746,753,753,,0.0,,,,,0.0,,19.0,,,,2.0,0.0,,,,,,,,
oshaughnessy_TE_CHI,James O'Shaughnessy,TE,CHI,,747,754,754,,0.4,,,0.0,,0.0,,344.8,,,,30.8,1.7,0.0,,,,,,,
parkinson_TE_SEA,Colby Parkinson,TE,SEA,,750,757,757,,0.3,,,,,0.0,,68.6,,,,6.3,0.7,,,,,,,,
patmon_WR_IND,Dezmon Patmon,WR,IND,,751,758,758,,0.0,,,,,0.0,,18.0,,,,2.0,0.0,,,,,,,,
patterson_K_DET,Riley Patterson,K,DET,,753,760,760,35.1,,7.6,,,,,,,0.2,,1.8,,,,,,7.3,,,,8.3
peterman_QB_CHI,Nathan Peterman,QB,CHI,,758,764,764,,18.0,,,1.0,90.0,0.0,,,,,,,,0.0,1.0,,,,,,
powell_WR_LAR,Brandon Powell,WR,LAR,,768,773,773,,1.3,,,,,0.0,,43.8,,,,2.7,0.1,,,,,,,,
prentice_RB_NO,Adam Prentice,RB,NO,,769,774,774,,19.0,,,,,0.0,,15.0,,,,2.0,0.0,,,,,,,,
quessenberry_RB_HOU,Paul Quessenberry,RB,HOU,,775,779,779,,,,,,,,,334.0,,,,37.0,2.0,1.0,,,,,,,
quessenberry_TE_HOU,Paul Quessenberry,TE,HOU,,776,780,780,,1.2,,,,,,,41.8,,,,3.6,0.4,,,,,,,,
quinn_WR_DEN,Trey Quinn,WR,DEN,,777,781,781,,2.6,,,,,0.0,,45.2,,,,2.8,0.1,,,,,,,,
quitoriano_TE_HOU,Teagan Quitoriano,TE,HOU,,778,782,782,,0.0,,,,,0.0,,42.0,,,,4.0,0.0,,,,,,,,
rader_TE_PIT,Kevin Rader,TE,PIT,,779,783,783,,,,,,,,,99.0,,,,13.0,1.0,0.0,,,,,,,
ralston_RB_DAL,Nick Ralston,RB,DAL,,782,785,785,,1.0,,,,,,,66.9,,,,7.8,0.6,,,,,,,,
reagor_WR_PHI,Jalen Reagor,WR,PHI,,783,786,786,,37.8,,,,,0.0,,90.5,,,,8.0,0.8,0.0,,,,,,,
reed_WR_LAC,Joe Reed,WR,LAC,,785,788,788,,34.9,,,,,0.0,,56.9,,,,2.7,0.2,0.0,,,,,,,
reyes_TE_WSH,Sammis Reyes,TE,WSH,,786,789,789,,0.4,,,,,0.0,,20.7,,,,1.6,0.1,,,,,,,,
reynolds_RB_DET,Craig Reynolds,RB,DET,,787,790,790,,191.0,,,,,0.8,0.0,93.0,,,,12.0,0.4,0.5,,,,,,,
ricard_RB_BAL,Patrick Ricard,RB,BAL,,789,791,791,,2.5,,,,,0.0,0.0,82.3,,,,12.1,0.8,0.0,,,,,,,
ricci_RB_CAR,Giovanni Ricci,RB,CAR,,790,792,792,,0.0,,,,,0.0,,33.0,,,,4.0,0.0,,,,,,,,
ricci_TE_CAR,Giovanni Ricci,TE,CAR,,791,793,793,,5.0,,,,,0.1,0.0,14.0,,,,3.5,0.2,0.0,,,,,,,
roberts_WR_CAR,Andre Roberts,WR,CAR,,794,796,796,,16.0,,,,,0.0,,31.2,,0.7,,1.0,0.1,0.0,,,,,,,
rodgers_TE_PHI,Richard Rodgers,TE,PHI,,796,797,797,,0.7,,,,,,,98.0,,,,6.0,0.9,,,,,,,,
rountree_RB_LAC,Larry Rountree III,RB,LAC,,801,802,802,,52.0,,,,,0.0,,15.0,,,,2.0,0.0,,,,,,,,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,,802,803,803,,0.0,,,,,0.0,,37.0,,,,4.0,0.0,,,,,,,,
rudolph_QB_PIT,Mason Rudolph,QB,PIT,,803,804,804,,15.0,,,1.0,162.0,0.0,,,,,,,,0.0,1.0,,,,,,
rudolph_TE_NYG,Kyle Rudolph,TE,NYG,,804,805,805,,,,,,,,,466.0,,,,45.0,4.0,0.0,,,,,,,
rush_QB_DAL,Cooper Rush,QB,DAL,,805,806,806,,3.1,,,1.0,205.3,0.1,0.5,,,,,,,0.1,1.3,,,,,,
rypien_QB_DEN,Brett Rypien,QB,DEN,,806,807,807,,1.3,,,1.2,172.4,0.2,0.6,,,,,,,0.1,0.6,,,,,,
sample_TE_CIN,Drew Sample,TE,CIN,,807,808,808,,0.3,,,,,0.0,,80.1,,,,9.4,0.8,0.0,,,,,,,
santos_K_CHI,Cairo Santos,K,CHI,,808,809,809,35.8,,8.6,,,,,,,0.2,,3.0,,,,,,8.4,,,,7.8
santoso_K_JAX,Ryan Santoso,K,JAX,,809,810,810,25.3,,7.8,,,,,,,0.3,,3.3,,,,,,7.6,,,,7.0
sanu_WR_MIA,Mohamed Sanu,WR,MIA,,811,812,812,,0.0,,,,,0.0,,35.0,,,,4.0,0.0,,,,,,,,
sargent_RB_JAX,Mekhi Sargent,RB,JAX,,812,813,813,,98.6,,,,,0.6,0.0,24.2,,,,4.9,0.2,0.1,,,,,,,
