key,name,pos,team,bye,std,half_ppr,ppr,reception_yds,kick_40_49,pass_ints,pass_tds,kick_0_19,df_points_allowed_per_game,rush_tds,df_safeties,kick_30_39,pass_yds,df_fumbles,df_tds,df_sacks,df_ints,kick_extra_points,receptions,reception_tds,rush_yds,kick_20_29,two_pts,fumbles,kick_50
washington_WR_MIA,Malik Washington,WR,MIA,6.0,317,318,363,166.0,,,,,,,,,,,,,,,13.0,1.0,14.0,,,,
pierce_WR_IND,Alec Pierce,WR,IND,14.0,344,344,364,352.3,,,,,,0.0,,,,,,,,,22.3,2.0,1.7,,,0.0,
wright_TE_DET,Brock Wright,TE,DET,5.0,1001,1001,365,203.0,,,,,,0.0,,,,,,,,,21.5,2.0,0.0,,,0.0,
prince_RB_KC,Deneric Prince,RB,KC,6.0,272,283,366,45.0,,,,,,1.0,,,,,,,,,6.0,0.0,156.5,,,,
garoppolo_QB_LAR,Jimmy Garoppolo,QB,LAR,6.0,527,528,367,,,0.5,1.5,,,0.0,,,181.5,,,,,,,,12.0,,,0.0,
jordan_TE_HOU,Brevin Jordan,TE,HOU,14.0,645,646,368,268.5,,,,,,,,,,,,,,,19.5,3.0,,,,0.0,
reynolds_RB_DET,Craig Reynolds,RB,DET,5.0,803,803,369,45.0,,,,,,1.0,,,,,,,,,6.0,,138.0,,,,
metchie_WR_HOU,John Metchie III,WR,HOU,14.0,715,716,370,111.5,,,,,,0.0,,,,,,,,,9.5,0.5,4.0,,,,
chark_WR_LAC,DJ Chark Jr.,WR,LAC,5.0,284,294,371,534.5,,,,,,0.0,,,,,,,,,37.5,5.5,3.5,,,1.0,
burks_WR_TEN,Treylon Burks,WR,TEN,5.0,327,326,372,402.0,,,,,,0.0,,,,,,,,,30.5,2.0,28.0,,,1.0,
walker_WR_BAL,Devontez Walker,WR,BAL,14.0,296,301,373,291.5,,,,,,0.0,,,,,,,,,24.0,2.0,3.5,,,,
ingram_RB_KC,Keaontay Ingram,RB,KC,6.0,602,603,374,10.0,,,,,,,,,,,,,,,2.0,,30.0,,,,
lance_QB_DAL,Trey Lance,QB,DAL,7.0,669,670,376,,,1.0,1.0,,,0.0,,,177.0,,,,,,,,18.5,,,0.0,
schoonmaker_TE_DAL,Luke Schoonmaker,TE,DAL,7.0,834,834,377,87.0,,,,,,,,,,,,,,,8.0,1.0,,,,,
york_K_WSH,Cade York,K,WSH,14.0,1006,1006,378,,6.8,,,0.2,,,,8.2,,,,,,35.0,,,,6.0,,,3.9
scott_WR_CHI,Tyler Scott,WR,CHI,7.0,838,838,379,152.0,,,,,,0.0,,,,,,,,,13.5,1.0,27.5,,,,
slye_K_NE,Joey Slye,K,NE,14.0,861,861,380,,2.0,,,,,,,2.0,,,,,,10.0,,,,2.0,,,1.0
aliecox_TE_IND,Mo Alie-Cox,TE,IND,14.0,331,328,381,158.7,,,,,,0.0,,,,,,,,,13.3,2.3,0.0,,,0.0,
atwell_WR_LAR,Tutu Atwell,WR,LAR,6.0,343,343,382,253.5,,,,,,0.0,,,,,,,,,19.5,1.0,14.5,,,,
mcbride_RB_MIN,DeWayne McBride,RB,MIN,6.0,695,696,384,30.0,,,,,,1.0,,,,,,,,,4.0,,125.0,,,,
perry_WR_NO,A.T. Perry,WR,NO,12.0,337,338,385,335.3,,,,,,0.0,,,,,,,,,22.0,2.7,2.3,,,0.0,
ross_WR_KC,Justyn Ross,WR,KC,6.0,818,818,386,103.0,,,,,,,,,,,,,,,8.0,1.0,,,,,
palmer_WR_TB,Trey Palmer,WR,TB,11.0,342,342,387,333.3,,,,,,0.0,,,,,,,,,28.0,2.3,19.7,,,1.0,
wilson_WR_PHI,Johnny Wilson,WR,PHI,5.0,288,296,388,167.0,,,,,,,,,,,,,,,14.0,1.0,5.0,,,,
brown_WR_HOU,Noah Brown,WR,HOU,14.0,409,410,389,242.5,,,,,,0.0,,,,,,,,,18.0,2.0,1.5,,,,
oliver_TE_MIN,Josh Oliver,TE,MIN,6.0,756,757,391,179.5,,,,,,,,,,,,,,,18.5,1.5,,,,1.0,
montgomery_WR_IND,D.J. Montgomery,WR,IND,14.0,729,730,392,192.0,,,,,,,,,,,,,,,16.0,1.0,6.0,,,,
campbell_WR_PHI,Parris Campbell,WR,PHI,5.0,427,428,393,160.5,,,,,,0.0,,,,,,,,,15.5,1.0,2.5,,,,
howell_QB_SEA,Sam Howell,QB,SEA,10.0,298,304,394,,,1.5,2.0,,,0.5,,,307.5,,,,,,,,28.5,,,0.5,
mallory_TE_IND,Will Mallory,TE,IND,14.0,684,685,395,142.5,,,,,,,,,,,,,,,13.0,1.0,,,,0.0,
jones_QB_JAX,Mac Jones,QB,JAX,12.0,636,637,396,,,0.5,1.0,,,0.0,,,181.5,,,,,,,,17.5,,,0.0,
wiley_TE_KC,Jared Wiley,TE,KC,6.0,975,975,397,98.3,,,,,,0.0,,,,,,,,,9.7,0.7,0.0,,,0.0,
rattler_QB_NO,Spencer Rattler,QB,NO,12.0,794,794,398,,,0.0,1.0,,,0.0,,,109.5,,,,,,,,9.0,,,0.0,
mingo_WR_CAR,Jonathan Mingo,WR,CAR,11.0,325,325,399,440.3,,,,,,0.0,,,,,,,,,37.3,2.3,4.0,,,0.0,
johnson_RB_BUF,Ty Johnson,RB,BUF,12.0,328,329,401,101.0,,,,,,1.0,,,,,,,,,14.0,1.0,160.0,,,,
rush_QB_DAL,Cooper Rush,QB,DAL,7.0,823,823,402,,,1.3,2.0,,,0.0,,,299.0,,,,,,,,11.0,,,0.0,
higgins_TE_ARI,Elijah Higgins,TE,ARI,11.0,576,577,403,226.0,,,,,,0.0,,,,,,,,,20.7,1.3,0.0,,,0.0,
harris_RB_NE,Kevin Harris,RB,NE,14.0,555,556,404,43.5,,,,,,1.0,,,,,,,,,6.0,0.0,140.5,,,,
granson_TE_IND,Kylen Granson,TE,IND,14.0,303,310,406,266.0,,,,,,,,,,,,,,,22.5,1.5,,,,0.0,
moore_WR_CAR,David Moore,WR,CAR,11.0,732,733,407,135.0,,,,,,,,,,,,,,,9.0,1.0,5.0,,,,
bagent_QB_CHI,Tyson Bagent,QB,CHI,7.0,368,369,408,,,1.0,1.0,,,0.0,,,163.5,,,,,,,,24.5,,,0.0,
nailor_WR_MIN,Jalen Nailor,WR,MIN,6.0,745,746,409,411.0,,,,,,0.0,,,,,,,,,32.5,2.0,1.0,,,0.0,
hill_TE_MIA,Julian Hill,TE,MIA,6.0,579,580,410,104.0,,,,,,,,,,,,,,,11.0,1.0,,,,1.0,
woods_WR_HOU,Robert Woods,WR,HOU,14.0,997,997,411,133.0,,,,,,,,,,,,,,,13.0,1.0,4.0,,,,
freeman_RB_DAL,Royce Freeman,RB,DAL,7.0,346,346,412,46.0,,,,,,1.5,,,,,,,,,6.5,0.0,137.5,,,,
lock_QB_NYG,Drew Lock,QB,NYG,11.0,678,679,413,,,1.5,2.0,,,0.0,,,276.0,,,,,,,,19.0,,,0.5,
white_QB_MIA,Mike White,QB,MIA,6.0,967,967,414,,,1.0,1.0,,,0.0,,,197.0,,,,,,,,7.0,,,0.0,
browning_QB_CIN,Jake Browning,QB,CIN,12.0,277,287,416,,,0.5,1.5,,,0.0,,,211.0,,,,,,,,18.5,,,0.0,
nwangwu_RB_MIN,Kene Nwangwu,RB,MIN,6.0,749,750,417,12.5,,,,,,0.0,,,,,,,,,2.0,0.0,47.0,,,,
dalton_QB_CAR,Andy Dalton,QB,CAR,11.0,463,464,418,,,0.5,1.0,,,0.0,,,164.5,,,,,,,,15.0,,,0.0,
irwin_WR_CIN,Trenton Irwin,WR,CIN,12.0,603,604,419,260.3,,,,,,0.0,,,,,,,,,20.3,1.7,2.0,,,0.0,
barner_TE_SEA,AJ Barner,TE,SEA,10.0,372,373,421,129.0,,,,,,,,,,,,,,,12.5,1.0,,,,0.0,
abdullah_RB_LV,Ameer Abdullah,RB,LV,10.0,351,352,422,95.7,,,,,,0.5,,,,,,,,,13.0,0.0,124.0,,,0.0,
ham_RB_MIN,C.J. Ham,RB,MIN,6.0,548,549,423,71.0,,,,,,1.0,,,,,,,,,13.0,0.0,16.0,,,0.0,
powell_WR_MIN,Brandon Powell,WR,MIN,6.0,784,785,424,165.5,,,,,,0.0,,,,,,,,,16.5,1.0,22.0,,,,
mundt_TE_MIN,Johnny Mundt,TE,MIN,6.0,739,740,425,210.5,,,,,,,,,,,,,,,21.5,1.0,,,,0.0,
hudson_TE_CIN,Tanner Hudson,TE,CIN,12.0,595,596,426,167.0,,,,,,,,,,,,,,,17.0,1.5,,,,0.0,
ogunbowale_RB_HOU,Dare Ogunbowale,RB,HOU,14.0,753,754,427,81.0,,,,,,1.0,,,,,,,,,11.0,0.0,86.5,,,,
allen_QB_PIT,Kyle Allen,QB,PIT,9.0,358,359,428,,,1.0,1.0,,,,,,186.0,,,,,,,,13.0,,,,
wallace_WR_BAL,Tylan Wallace,WR,BAL,14.0,941,941,429,32.0,,,,,,0.0,,,,,,,,,2.5,0.0,2.0,,,,
mccloud_WR_ATL,Ray-Ray McCloud III,WR,ATL,12.0,345,345,430,360.0,,,,,,0.0,,,,,,,,,34.0,2.5,42.5,,,,
hooper_TE_NE,Austin Hooper,TE,NE,14.0,590,591,431,186.0,,,,,,,,,,,,,,,20.0,1.0,,,,0.0,
jones_WR_CIN,Charlie Jones,WR,CIN,12.0,640,641,433,104.0,,,,,,0.0,,,,,,,,,8.5,0.5,2.5,,,,
stidham_QB_DEN,Jarrett Stidham,QB,DEN,14.0,880,880,434,,,1.5,2.0,,,0.5,,,347.5,,,,,,,,19.5,,,0.5,
ali_RB_BAL,Rasheen Ali,RB,BAL,14.0,309,312,435,31.0,,,,,,1.0,,,,,,,,,4.0,0.0,149.0,,,0.0,
washington_WR_JAX,Parker Washington,WR,JAX,12.0,950,950,436,386.0,,,,,,,,,,,,,,,36.0,3.0,12.0,,,,
allen_TE_LAR,Davis Allen,TE,LAR,6.0,360,361,437,123.5,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
carter_RB_ARI,Michael Carter,RB,ARI,11.0,347,347,438,68.3,,,,,,1.0,,,,,,,,,10.3,0.0,145.3,,,0.0,
smith_TE_KC,Irv Smith Jr.,TE,KC,6.0,864,864,440,110.0,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
tremble_TE_CAR,Tommy Tremble,TE,CAR,11.0,924,924,441,196.5,,,,,,,,,,,,,,,20.5,3.0,,,,0.0,
davis_RB_DAL,Malik Davis,RB,DAL,7.0,466,467,443,23.0,,,,,,,,,,,,,,,3.0,,55.0,,,,
bell_WR_SF,Ronnie Bell,WR,SF,9.0,382,383,444,67.0,,,,,,0.0,,,,,,,,,5.5,0.5,2.0,,,,
hendershot_TE_DAL,Peyton Hendershot,TE,DAL,7.0,571,572,445,121.5,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
pruitt_TE_PIT,MyCole Pruitt,TE,PIT,9.0,790,790,446,101.0,,,,,,,,,,,,,,,9.0,2.0,,,,0.0,
clifford_QB_GB,Sean Clifford,QB,GB,10.0,442,443,447,,,1.0,1.0,,,,,,220.0,,,,,,,,12.0,,,,
brown_TE_SEA,Pharaoh Brown,TE,SEA,10.0,407,408,448,112.5,,,,,,,,,,,,,,,9.0,1.0,,,,0.0,
demercado_RB_ARI,Emari Demercado,RB,ARI,11.0,349,349,449,130.0,,,,,,1.5,,,,,,,,,19.5,0.5,182.0,,,0.5,
winston_QB_CLE,Jameis Winston,QB,CLE,10.0,265,277,450,,,1.5,2.0,,,0.0,,,299.0,,,,,,,,25.0,,,0.0,
trubisky_QB_BUF,Mitchell Trubisky,QB,BUF,12.0,925,925,452,,,1.0,1.5,,,0.0,,,177.0,,,,,,,,19.5,,,0.0,
watkins_WR_PIT,Quez Watkins,WR,PIT,9.0,953,953,453,196.0,,,,,,,,,,,,,,,14.0,1.0,5.0,,,,
abanikanda_RB_NYJ,Israel Abanikanda,RB,NYJ,12.0,350,351,455,14.0,,,,,,,,,,,,,,,2.0,,46.0,,,,
valdesscantling_WR_BUF,Marquez Valdes-Scantling,WR,BUF,12.0,932,932,456,160.5,,,,,,0.0,,,,,,,,,10.5,1.5,1.5,,,,
dissly_TE_LAC,Will Dissly,TE,LAC,5.0,341,341,457,129.0,,,,,,,,,,,,,,,12.5,1.0,,,,0.0,
moreau_TE_NO,Foster Moreau,TE,NO,12.0,735,736,458,139.3,,,,,,0.0,,,,,,,,,12.7,1.0,0.0,,,0.0,
bennett_QB_LAR,Stetson Bennett,QB,LAR,6.0,383,384,459,,,,1.0,,,,,,92.0,,,,,,,,13.0,,,,
parham_TE_LAC,Donald Parham Jr.,TE,LAC,5.0,762,763,460,162.7,,,,,,0.0,,,,,,,,,15.7,2.3,0.0,,,0.0,
pettis_WR_CHI,Dante Pettis,WR,CHI,7.0,775,776,461,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,
hamler_WR_BUF,KJ Hamler,WR,BUF,12.0,549,550,462,125.0,,,,,,,,,,,,,,,9.0,1.0,5.0,,,,
calcaterra_TE_PHI,Grant Calcaterra,TE,PHI,5.0,425,426,463,93.5,,,,,,0.0,,,,,,,,,9.0,1.0,0.0,,,0.0,
westbrookikhine_WR_TEN,Nick Westbrook-Ikhine,WR,TEN,5.0,964,964,465,180.0,,,,,,,,,,,,,,,13.0,1.0,4.0,,,,
hollins_WR_BUF,Mack Hollins,WR,BUF,12.0,586,587,467,128.0,,,,,,,,,,,,,,,10.0,1.0,,,,,
wilson_RB_GB,Emanuel Wilson,RB,GB,10.0,986,986,468,44.0,,,,,,1.0,,,,,,,,,6.0,,132.0,,,,
dallas_RB_ARI,DeeJay Dallas,RB,ARI,11.0,462,463,469,30.5,,,,,,0.0,,,,,,,,,4.5,0.0,40.5,,,,
jones_WR_CHI,Velus Jones Jr.,WR,CHI,7.0,639,640,471,30.0,,,,,,,,,,,,,,,2.0,,6.0,,,,
evans_RB_LAR,Zach Evans,RB,LAR,6.0,497,498,473,9.0,,,,,,,,,,,,,,,1.0,,32.0,,,,
trautman_TE_DEN,Adam Trautman,TE,DEN,14.0,920,920,474,183.5,,,,,,,,,,,,,,,19.0,2.0,,,,0.0,
mcintosh_RB_SEA,Kenny McIntosh,RB,SEA,10.0,703,704,475,15.0,,,,,,,,,,,,,,,2.0,,50.0,,,,
rodriguez_RB_WSH,Chris Rodriguez Jr.,RB,WSH,14.0,815,815,476,68.0,,,,,,1.5,,,,,,,,,9.5,0.0,175.5,,,,
covey_WR_PHI,Britain Covey,WR,PHI,5.0,454,455,479,41.0,,,,,,,,,,,,,,,4.0,,,,,,
breida_RB_SF,Matt Breida,RB,SF,9.0,398,399,480,31.0,,,,,,1.0,,,,,,,,,4.0,0.0,93.0,,,0.0,
pascal_WR_ARI,Zach Pascal,WR,ARI,11.0,764,765,481,119.0,,,,,,,,,,,,,,,9.0,1.0,4.0,,,,
latu_TE_SF,Cameron Latu,TE,SF,9.0,671,672,482,75.3,,,,,,0.0,,,,,,,,,8.3,0.7,0.0,,,0.0,
taylor_QB_NYJ,Tyrod Taylor,QB,NYJ,12.0,895,895,483,,,0.5,1.0,,,0.0,,,176.5,,,,,,,,18.0,,,0.0,
zaccheaus_WR_WSH,Olamide Zaccheaus,WR,WSH,14.0,1008,1008,485,258.5,,,,,,0.0,,,,,,,,,21.5,1.5,7.5,,,,
scott_RB_LAR,Boston Scott,RB,LAR,6.0,837,837,488,22.0,,,,,,1.0,,,,,,,,,3.0,,99.0,,,,
mariota_QB_WSH,Marcus Mariota,QB,WSH,14.0,686,687,490,,,1.0,1.0,,,0.0,,,180.5,,,,,,,,14.5,,,0.0,
bell_WR_CLE,David Bell,WR,CLE,10.0,381,382,491,104.5,,,,,,0.0,,,,,,,,,10.0,0.5,2.0,,,,
conley_WR_SF,Chris Conley,WR,SF,9.0,447,448,492,111.0,,,,,,,,,,,,,,,9.0,1.0,4.0,,,,
bell_TE_NE,Jaheim Bell,TE,NE,14.0,380,381,493,253.0,,,,,,,,,,,,,,,23.0,2.0,,,,,
shepard_WR_TB,Sterling Shepard,WR,TB,11.0,850,850,494,50.0,,,,,,0.0,,,,,,,,,5.0,0.0,0.0,,,,
heath_WR_GB,Malik Heath,WR,GB,10.0,566,567,495,108.0,,,,,,,,,,,,,,,9.0,1.0,3.0,,,,
beathard_QB_JAX,C.J. Beathard,QB,JAX,12.0,377,378,496,,,1.0,1.0,,,,,,186.0,,,,,,,,15.0,,,,
akins_TE_CLE,Jordan Akins,TE,CLE,10.0,354,355,497,113.0,,,,,,0.0,,,,,,,,,11.3,1.0,0.0,,,0.0,
johnson_QB_BAL,Josh Johnson,QB,BAL,14.0,623,624,498,,,0.0,1.0,,,0.0,,,147.0,,,,,,,,26.0,,,0.0,
cracraft_WR_MIA,River Cracraft,WR,MIA,6.0,456,457,499,40.5,,,,,,0.0,,,,,,,,,6.0,0.0,0.0,,,,
blasingame_RB_CHI,Khari Blasingame,RB,CHI,7.0,389,390,500,14.0,,,,,,0.0,,,,,,,,,2.0,0.0,0.0,,,,
krull_TE_DEN,Lucas Krull,TE,DEN,14.0,666,667,502,114.0,,,,,,0.0,,,,,,,,,10.3,0.7,0.0,,,0.0,
wilson_WR_NO,Cedrick Wilson Jr.,WR,NO,12.0,988,988,504,311.0,,,,,,0.0,,,,,,,,,24.7,2.7,3.0,,,0.0,
hines_RB_CLE,Nyheim Hines,RB,CLE,10.0,580,581,505,96.7,,,,,,1.0,,,,,,,,,12.7,0.5,83.7,,,0.0,
taylor_RB_SF,Patrick Taylor Jr.,RB,SF,9.0,896,896,506,15.0,,,,,,,,,,,,,,,2.0,,17.0,,,,
rudolph_QB_TEN,Mason Rudolph,QB,TEN,5.0,822,822,507,,,1.0,1.0,,,,,,223.0,,,,,,,,4.0,,,,
mitchell_TE_DET,James Mitchell,TE,DET,5.0,727,728,508,124.0,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
shenault_WR_SEA,Laviska Shenault Jr.,WR,SEA,10.0,848,848,510,69.0,,,,,,,,,,,,,,,6.0,,52.0,,,,
eskridge_WR_SEA,Dee Eskridge,WR,SEA,10.0,493,494,511,56.0,,,,,,,,,,,,,,,4.0,,6.0,,,,
sherfield_WR_MIN,Trent Sherfield Sr.,WR,MIN,6.0,851,851,512,119.0,,,,,,0.0,,,,,,,,,9.0,0.5,2.0,,,,
williams_RB_CIN,Trayveon Williams,RB,CIN,12.0,978,978,514,40.0,,,,,,1.0,,,,,,,,,6.0,0.0,111.5,,,,
tucker_RB_TB,Sean Tucker,RB,TB,11.0,926,926,516,23.5,,,,,,0.0,,,,,,,,,3.0,0.0,40.0,,,,
duvernay_WR_JAX,Devin Duvernay,WR,JAX,12.0,487,488,518,64.0,,,,,,,,,,,,,,,5.0,,12.0,,,,
huntley_QB_CLE,Tyler Huntley,QB,CLE,10.0,598,599,519,,,1.0,1.0,,,,,,202.0,,,,,,,,24.0,,,,
hodgins_WR_NYG,Isaiah Hodgins,WR,NYG,11.0,582,583,521,183.0,,,,,,,,,,,,,,,14.0,1.0,4.0,,,,
sample_TE_CIN,Drew Sample,TE,CIN,12.0,828,828,522,113.0,,,,,,,,,,,,,,,12.0,1.0,,,,0.0,
bryant_TE_LV,Harrison Bryant,TE,LV,10.0,412,413,524,122.0,,,,,,,,,,,,,,,12.0,1.0,,,,,
olszewski_WR_NYG,Gunner Olszewski,WR,NYG,11.0,758,759,525,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,
brooks_RB_MIA,Chris Brooks,RB,MIA,6.0,401,402,526,29.0,,,,,,0.0,,,,,,,,,4.0,0.0,50.0,,,,
toure_WR_GB,Samori Toure,WR,GB,10.0,917,917,530,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,
chosen_WR_SF,Robbie Chosen,WR,SF,9.0,440,441,531,111.0,,,,,,,,,,,,,,,9.0,1.0,4.0,,,,
bates_TE_WSH,John Bates,TE,WSH,14.0,374,375,532,89.7,,,,,,0.0,,,,,,,,,9.7,0.5,0.0,,,0.0,
stoll_TE_NYG,Jack Stoll,TE,NYG,11.0,883,883,533,95.0,,,,,,,,,,,,,,,9.0,1.0,,,,,
homer_RB_CHI,Travis Homer,RB,CHI,7.0,588,589,534,28.0,,,,,,,,,,,,,,,4.0,,55.0,,,,
fitzpatrick_TE_ATL,John FitzPatrick,TE,ATL,12.0,509,510,535,117.0,,,,,,,,,,,,,,,10.0,1.0,,,,0.0,
hall_QB_MIN,Jaren Hall,QB,MIN,6.0,545,546,536,,,1.0,1.0,,,,,,174.0,,,,,,,,26.0,,,,
brooks_WR_DAL,Jalen Brooks,WR,DAL,7.0,402,403,537,106.0,,,,,,0.0,,,,,,,,,13.0,0.5,0.0,,,,
goodson_RB_IND,Tyler Goodson,RB,IND,14.0,534,535,538,36.0,,,,,,1.0,,,,,,,,,5.0,0.0,120.0,,,0.0,
proche_WR_CLE,James Proche II,WR,CLE,10.0,789,789,540,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,
zappe_QB_NE,Bailey Zappe,QB,NE,14.0,1009,1009,541,,,1.0,1.0,,,,,,200.0,,,,,,,,15.0,,,,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,12.0,821,821,542,150.5,,,,,,,,,,,,,,,14.5,1.0,,,,0.0,
burton_RB_DEN,Michael Burton,RB,DEN,14.0,418,419,543,29.0,,,,,,0.0,,,,,,,,,4.0,0.0,32.0,,,,
stick_QB_LAC,Easton Stick,QB,LAC,5.0,879,879,544,,,0.5,1.0,,,0.0,,,181.0,,,,,,,,17.5,,,0.0,
gray_WR_SF,Danny Gray,WR,SF,9.0,537,538,546,56.5,,,,,,0.0,,,,,,,,,4.5,0.5,2.0,,,,
johnson_WR_DEN,Brandon Johnson,WR,DEN,14.0,630,631,547,251.0,,,,,,0.0,,,,,,,,,18.5,3.5,3.5,,,0.0,
rivers_RB_LAR,Ronnie Rivers,RB,LAR,6.0,809,809,550,44.0,,,,,,1.0,,,,,,,,,6.0,0.0,156.5,,,0.0,
harty_WR_BAL,Deonte Harty,WR,BAL,14.0,561,562,551,66.0,,,,,,0.0,,,,,,,,,5.5,0.5,7.5,,,,
thompsonrobinson_QB_CLE,Dorian Thompson-Robinson,QB,CLE,10.0,907,907,554,,,,,,,,,,87.0,,,,,,,,13.0,,,,
tillman_WR_CLE,Cedric Tillman,WR,CLE,10.0,910,910,555,334.0,,,,,,0.0,,,,,,,,,25.5,2.0,2.5,,,,
whyle_TE_TEN,Josh Whyle,TE,TEN,5.0,971,971,557,201.0,,,,,,0.0,,,,,,,,,19.5,1.5,0.0,,,,
strong_RB_CLE,Pierre Strong Jr.,RB,CLE,10.0,888,888,558,15.3,,,,,,0.7,,,,,,,,,2.0,0.0,99.7,,,0.0,
miller_WR_PIT,Scotty Miller,WR,PIT,9.0,719,720,560,69.5,,,,,,0.0,,,,,,,,,5.5,0.0,2.0,,,,
gipson_WR_NYJ,Xavier Gipson,WR,NYJ,12.0,533,534,562,279.5,,,,,,0.0,,,,,1.0,,,,24.5,2.0,35.0,,,,
mcclellan_RB_ATL,Jase McClellan,RB,ATL,12.0,697,698,564,75.0,,,,,,1.0,,,,,,,,,10.0,1.0,118.0,,,,
thrash_WR_CLE,Jamari Thrash,WR,CLE,10.0,909,909,565,141.0,,,,,,,,,,,,,,,11.0,1.0,6.0,,,,
smithmarsette_WR_CAR,Ihmir Smith-Marsette,WR,CAR,11.0,868,868,566,91.0,,,,,,0.0,,,,,,,,,12.0,0.5,27.0,,,,
pringle_WR_WSH,Byron Pringle,WR,WSH,14.0,788,788,568,35.0,,,,,,,,,,,,,,,3.0,,2.0,,,,
keenum_QB_HOU,Case Keenum,QB,HOU,14.0,651,652,569,,,1.0,1.0,,,,,,205.0,,,,,,,,8.0,,,,
thomas_TE_SF,Logan Thomas,TE,SF,9.0,902,902,570,143.0,,,,,,,,,,,,,,,14.0,1.0,,,,,
crowder_WR_WSH,Jamison Crowder,WR,WSH,14.0,457,458,571,122.0,,,,,,,,,,,,,,,12.0,1.0,,,,,
vaki_RB_DET,Sione Vaki,RB,DET,5.0,281,291,573,9.5,,,,,,0.0,,,,,,,,,1.5,0.0,39.5,,,,
ogletree_TE_IND,Drew Ogletree,TE,IND,14.0,752,753,575,170.5,,,,,,0.0,,,,,,,,,13.5,1.0,0.0,,,0.0,
heinicke_QB_ATL,Taylor Heinicke,QB,ATL,12.0,569,570,576,,,1.0,1.0,,,,,,220.0,,,,,,,,14.0,,,1.0,
moore_WR_ARI,Chris Moore,WR,ARI,11.0,730,731,577,138.0,,,,,,,,,,,,,,,11.0,1.0,10.0,,,,
saubert_TE_SF,Eric Saubert,TE,SF,9.0,830,830,583,47.0,,,,,,,,,,,,,,,7.0,,,,,,
mckenzie_WR_NYG,Isaiah McKenzie,WR,NYG,11.0,705,706,584,107.0,,,,,,,,,,,,,,,11.0,1.0,10.0,,,,
mills_QB_HOU,Davis Mills,QB,HOU,14.0,721,722,586,,,0.5,1.0,,,0.0,,,184.5,,,,,,,,13.5,,,0.0,
mullens_QB_MIN,Nick Mullens,QB,MIN,6.0,266,278,587,,,1.0,1.0,,,0.0,,,189.5,,,,,,,,11.5,,,0.0,
tonyan_TE_MIN,Robert Tonyan,TE,MIN,6.0,916,916,588,133.5,,,,,,,,,,,,,,,13.5,1.0,,,,0.0,
edmonds_RB_TB,Chase Edmonds,RB,TB,11.0,489,490,590,129.0,,,,,,1.5,,,,,,,,,18.5,0.0,223.5,,,0.0,
okwuegbunam_TE_PHI,Albert Okwuegbunam Jr.,TE,PHI,5.0,754,755,591,107.0,,,,,,,,,,,,,,,11.0,1.0,,,,0.0,
long_TE_LAR,Hunter Long,TE,LAR,6.0,679,680,592,12.0,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,,,,
cowing_WR_SF,Jacob Cowing,WR,SF,9.0,455,456,593,134.0,,,,,,,,,,,,,,,11.0,1.0,6.0,,,,
thomas_TE_CAR,Ian Thomas,TE,CAR,11.0,901,901,595,143.7,,,,,,0.0,,,,,,,,,14.0,1.0,0.0,,,0.0,
blackshear_RB_CAR,Raheem Blackshear,RB,CAR,11.0,387,388,596,45.3,,,,,,0.5,,,,,,,,,6.3,0.0,63.7,,,0.0,
travis_QB_NYJ,Jordan Travis,QB,NYJ,12.0,921,921,598,,,1.0,1.0,,,,,,188.0,,,,,,,,10.0,,,,
gage_WR_BAL,Russell Gage,WR,BAL,14.0,524,525,602,114.0,,,,,,,,,,,,,,,10.0,1.0,3.0,,,,
hodge_WR_ATL,KhaDarel Hodge,WR,ATL,12.0,581,582,605,279.0,,,,,,0.0,,,,,,,,,21.0,2.0,0.0,,,,
hutchinson_WR_HOU,Xavier Hutchinson,WR,HOU,14.0,599,600,608,175.0,,,,,,,,,,,,,,,14.0,1.0,19.0,,,,
davisprice_RB_PHI,Tyrion Davis-Price,RB,PHI,5.0,474,475,610,1.5,,,,,,0.0,,,,,,,,,0.5,0.0,17.0,,,,
gaskin_RB_MIN,Myles Gaskin,RB,MIN,6.0,529,530,611,12.5,,,,,,1.0,,,,,,,,,2.0,0.0,62.0,,,,
thornton_WR_NE,Tyquan Thornton,WR,NE,14.0,908,908,612,158.0,,,,,,0.0,,,,,,,,,12.0,1.0,10.0,,,,
bailey_RB_KC,Emani Bailey,RB,KC,6.0,369,370,613,18.0,,,,,,,,,,,,,,,2.0,,47.0,,,,
davis_WR_LAC,Derius Davis,WR,LAC,5.0,470,471,617,151.0,,,,,,,,,,,1.0,,,,12.0,1.0,30.0,,,,
flournoy_WR_DAL,Ryan Flournoy,WR,DAL,7.0,511,512,619,141.0,,,,,,0.0,,,,,,,,,12.0,1.0,0.0,,,,
