key,name,pos,team,bye,std,half_ppr,ppr,reception_yds,kick_40_49,pass_ints,pass_tds,kick_0_19,df_points_allowed_per_game,rush_tds,df_safeties,kick_30_39,pass_yds,df_fumbles,df_tds,df_sacks,df_ints,kick_extra_points,receptions,reception_tds,rush_yds,kick_20_29,two_pts,fumbles,kick_50
hill_TE_NO,Taysom Hill,TE,NO,12.0,158,156,171,226.0,,,,,,4.0,,,77.0,,,,,,22.0,2.0,344.0,,,,
eagles_DST_PHI,Eagles,DST,PHI,5.0,226,218,172,,,,,,23.1,,0.5,,,12.0,2.9,46.5,13.0,,,,,,,12.0,
bass_K_BUF,Tyler Bass,K,BUF,12.0,198,189,173,,7.7,,,0.2,,,,10.3,,,,,,45.3,,,,7.2,,,5.0
shaheed_WR_NO,Rashid Shaheed,WR,NO,12.0,147,149,174,749.0,,,,,,0.0,,,,,1.0,,,,50.5,5.0,47.5,,,1.0,
zuerlein_K_NYJ,Greg Zuerlein,K,NYJ,12.0,249,239,175,,9.4,,,0.3,,,,9.4,,,,,,39.0,,,,7.1,,,5.6
lloyd_RB_GB,MarShawn Lloyd,RB,GB,10.0,153,165,176,115.0,,,,,,4.0,,,,,,,,,13.0,1.0,459.5,,,1.5,
hopkins_K_CLE,Dustin Hopkins,K,CLE,10.0,313,268,177,,9.0,,,0.3,,,,8.6,,,,,,38.3,,,,7.4,,,5.5
likely_TE_BAL,Isaiah Likely,TE,BAL,14.0,185,186,178,438.7,,,,,,0.0,,,,,,,,,36.0,4.7,0.0,,,0.0,
gay_K_IND,Matt Gay,K,IND,14.0,205,214,179,,7.9,,,0.3,,,,9.6,,,,,,37.7,,,,7.8,,,5.9
wicks_WR_GB,Dontayvion Wicks,WR,GB,10.0,156,157,180,585.3,,,,,,0.0,,,,,,,,,43.7,5.0,5.0,,,1.0,
texans_DST_HOU,Texans,DST,HOU,14.0,228,230,181,,,,,,23.2,,0.5,,,11.0,3.2,49.2,13.0,,,,,,,11.0,
sanders_K_MIA,Jason Sanders,K,MIA,6.0,191,172,182,,8.2,,,0.2,,,,8.2,,,,,,45.3,,,,6.9,,,5.3
downs_WR_IND,Josh Downs,WR,IND,14.0,160,173,183,629.0,,,,,,0.0,,,,,,,,,55.3,3.0,7.0,,,0.5,
cardinals_DST_ARI,Cardinals,DST,ARI,11.0,429,430,184,,,,,,26.6,,0.5,,,9.7,2.2,39.2,12.0,,,,,,,9.7,
mooney_WR_ATL,Darnell Mooney,WR,ATL,12.0,172,182,185,711.5,,,,,,0.0,,,,,,,,,50.0,3.5,11.5,,,0.0,
nix_QB_DEN,Bo Nix,QB,DEN,14.0,196,181,186,,,12.0,19.3,,,2.0,,,3114.3,,,,,,,,269.3,,,3.5,
herbert_RB_CHI,Khalil Herbert,RB,CHI,7.0,181,187,187,113.5,,,,,,3.0,,,,,,,,,16.5,1.0,502.5,,,1.0,
pearsall_WR_SF,Ricky Pearsall,WR,SF,9.0,187,190,188,487.3,,,,,,0.0,,,,,,,,,36.3,3.3,19.3,,,2.0,
henry_TE_NE,Hunter Henry,TE,NE,14.0,175,197,189,518.5,,,,,,,,,,,,,,,50.0,5.5,,,,0.0,
conklin_TE_NYJ,Tyler Conklin,TE,NYJ,12.0,184,195,190,539.7,,,,,,0.0,,,,,,,,,53.3,3.3,0.0,,,0.0,
bears_DST_CHI,Bears,DST,CHI,7.0,283,266,191,,,,,,22.1,,0.5,,,9.3,2.5,39.1,14.7,,,,,,,9.3,
corley_WR_NYJ,Malachi Corley,WR,NYJ,12.0,269,281,192,507.0,,,,,,0.0,,,,,,,,,44.5,3.0,22.5,,,2.0,
saints_DST_NO,Saints,DST,NO,12.0,248,248,193,,,,,,22.8,,0.5,,,11.5,3.3,42.0,14.0,,,,,,,11.5,
myers_K_SEA,Jason Myers,K,SEA,10.0,214,217,194,,8.6,,,0.3,,,,10.6,,,,,,40.0,,,,7.4,,,4.8
allen_RB_NYJ,Braelon Allen,RB,NYJ,12.0,167,169,195,104.5,,,,,,3.5,,,,,,,,,12.5,1.0,426.5,,,2.0,
broncos_DST_DEN,Broncos,DST,DEN,14.0,290,263,196,,,,,,25.7,,0.5,,,12.0,3.0,40.5,11.0,,,,,,,12.0,
mitchell_RB_SF,Elijah Mitchell,RB,SF,9.0,179,188,197,70.3,,,,,,3.3,,,,,,,,,11.0,0.0,416.3,,,1.0,
smith_QB_SEA,Geno Smith,QB,SEA,10.0,182,198,198,,,12.0,26.0,,,2.0,,,3768.0,,,,,,,,165.5,,,3.0,
levis_QB_TEN,Will Levis,QB,TEN,5.0,176,171,199,,,14.0,23.0,,,2.0,,,3566.0,,,,,,,,176.0,,,3.5,
buccaneers_DST_TB,Buccaneers,DST,TB,11.0,247,236,200,,,,,,22.5,,0.5,,,11.0,2.8,43.7,12.0,,,,,,,11.0,
polk_WR_NE,Ja'Lynn Polk,WR,NE,14.0,177,184,201,692.0,,,,,,0.0,,,,,,,,,57.0,3.3,7.7,,,2.0,
douglas_WR_NE,DeMario Douglas,WR,NE,14.0,189,199,202,735.0,,,,,,0.0,,,,,,,,,63.5,3.5,40.5,,,1.0,
fields_QB_PIT,Justin Fields,QB,PIT,9.0,190,183,203,,,2.5,4.0,,,2.0,,,723.5,,,,,,,,197.5,,,1.5,
irving_RB_TB,Bucky Irving,RB,TB,11.0,170,177,204,166.0,,,,,,3.0,,,,,,,,,19.0,1.0,398.0,,,2.0,
carlson_K_LV,Daniel Carlson,K,LV,10.0,238,229,205,,7.8,,,0.2,,,,7.8,,,,,,33.3,,,,8.0,,,4.9
lions_DST_DET,Lions,DST,DET,5.0,279,260,206,,,,,,23.7,,0.5,,,9.3,2.9,42.4,14.3,,,,,,,9.3,
dotson_WR_PHI,Jahan Dotson,WR,PHI,5.0,154,160,207,535.5,,,,,,0.0,,,,,,,,,43.5,3.0,4.0,,,1.0,
vidal_RB_LAC,Kimani Vidal,RB,LAC,5.0,155,174,208,83.0,,,,,,2.0,,,,,,,,,11.5,0.0,260.5,,,,
miller_RB_NO,Kendre Miller,RB,NO,12.0,180,192,209,154.5,,,,,,3.5,,,,,,,,,17.0,1.0,417.5,,,1.0,
santos_K_CHI,Cairo Santos,K,CHI,7.0,259,241,210,,8.5,,,0.3,,,,9.0,,,,,,37.7,,,,8.0,,,5.6
falcons_DST_ATL,Falcons,DST,ATL,12.0,261,226,211,,,,,,24.4,,0.5,,,9.5,2.6,48.7,12.0,,,,,,,9.5,
otton_TE_TB,Cade Otton,TE,TB,11.0,188,203,212,498.5,,,,,,,,,,,,,,,49.0,4.0,,,,1.0,
raiders_DST_LV,Raiders,DST,LV,10.0,240,227,213,,,,,,24.0,,0.5,,,10.3,2.8,43.9,12.0,,,,,,,10.3,
okonkwo_TE_TEN,Chigoziem Okonkwo,TE,TEN,5.0,193,205,214,454.5,,,,,,,,,,,,,,,44.0,3.0,4.0,,,0.5,
wilson_WR_ARI,Michael Wilson,WR,ARI,11.0,165,168,215,665.3,,,,,,0.0,,,,,,,,,50.3,4.0,1.7,,,0.0,
sinnott_TE_WSH,Ben Sinnott,TE,WSH,14.0,194,204,216,394.0,,,,,,0.0,,,,,,,,,38.3,2.7,0.0,,,1.0,
burton_WR_CIN,Jermaine Burton,WR,CIN,12.0,200,206,217,604.0,,,,,,0.0,,,,,,,,,45.5,4.0,8.5,,,2.0,
tracy_RB_NYG,Tyrone Tracy Jr.,RB,NYG,11.0,164,167,218,118.7,,,,,,2.7,,,,,,,,,15.7,1.0,386.0,,,3.0,
johnston_WR_LAC,Quentin Johnston,WR,LAC,5.0,183,191,219,605.5,,,,,,0.0,,,,,,,,,48.0,4.0,7.0,,,0.0,
pierce_RB_HOU,Dameon Pierce,RB,HOU,14.0,203,193,220,83.5,,,,,,2.5,,,,,,,,,11.0,0.0,327.5,,,0.5,
seahawks_DST_SEA,Seahawks,DST,SEA,10.0,262,258,221,,,,,,23.8,,0.5,,,10.0,2.8,44.5,13.0,,,,,,,10.0,
edwardshelaire_RB_KC,Clyde Edwards-Helaire,RB,KC,6.0,209,216,222,208.0,,,,,,2.0,,,,,,,,,24.5,1.5,323.5,,,1.0,
davis_RB_BUF,Ray Davis,RB,BUF,12.0,168,170,223,148.5,,,,,,3.0,,,,,,,,,17.0,1.0,405.0,,,2.0,
boswell_K_PIT,Chris Boswell,K,PIT,9.0,319,234,224,,7.2,,,0.2,,,,8.0,,,,,,34.0,,,,7.4,,,4.8
commanders_DST_WSH,Commanders,DST,WSH,14.0,207,213,225,,,,,,25.7,,1.0,,,9.0,3.0,41.5,12.5,,,,,,,9.0,
knox_TE_BUF,Dawson Knox,TE,BUF,12.0,301,251,226,323.7,,,,,,0.0,,,,,,,,,30.0,3.7,0.0,,,0.0,
prater_K_ARI,Matt Prater,K,ARI,11.0,785,201,227,,7.1,,,0.3,,,,8.9,,,,,,37.0,,,,7.0,,,5.2
bates_K_DET,Jake Bates,K,DET,5.0,285,244,228,,7.7,,,0.3,,,,7.6,,,,,,43.7,,,,6.0,,,4.3
beckham_WR_MIA,Odell Beckham Jr.,WR,MIA,6.0,282,293,229,548.0,,,,,,0.0,,,,,,,,,40.0,3.5,4.5,,,1.0,
colts_DST_IND,Colts,DST,IND,14.0,295,276,230,,,,,,25.1,,0.5,,,10.3,2.8,48.6,12.7,,,,,,,10.3,
wilson_WR_PIT,Roman Wilson,WR,PIT,9.0,234,247,231,501.3,,,,,,0.0,,,,,,,,,37.7,2.7,13.3,,,1.0,
maye_QB_NE,Drake Maye,QB,NE,14.0,213,220,232,,,13.0,16.0,,,2.0,,,2850.0,,,,,,,,238.0,,,2.0,
carr_QB_NO,Derek Carr,QB,NO,12.0,206,211,233,,,10.7,24.7,,,0.3,,,3787.7,,,,,,,,70.0,,,3.0,
wilson_QB_PIT,Russell Wilson,QB,PIT,9.0,218,196,234,,,9.0,17.5,,,3.0,,,2780.0,,,,,,,,288.5,,,3.5,
chargers_DST_LAC,Chargers,DST,LAC,5.0,329,323,235,,,,,,24.0,,0.5,,,11.0,3.1,44.6,12.3,,,,,,,11.0,
young_QB_CAR,Bryce Young,QB,CAR,11.0,201,207,236,,,12.5,19.5,,,1.5,,,3242.0,,,,,,,,228.5,,,3.0,
gainwell_RB_PHI,Kenneth Gainwell,RB,PHI,5.0,224,231,237,152.5,,,,,,2.5,,,,,,,,,21.5,0.5,338.0,,,1.5,
johnson_RB_CHI,Roschon Johnson,RB,CHI,7.0,208,212,238,165.0,,,,,,2.5,,,,,,,,,24.5,0.5,301.0,,,1.0,
gesicki_TE_CIN,Mike Gesicki,TE,CIN,12.0,230,237,239,351.5,,,,,,,,,,,,,,,34.0,3.5,,,,0.0,
patriots_DST_NE,Patriots,DST,NE,14.0,278,245,240,,,,,,25.5,,0.5,,,10.0,2.8,36.2,12.7,,,,,,,10.0,
robinson_WR_NYG,Wan'Dale Robinson,WR,NYG,11.0,220,223,241,573.5,,,,,,1.0,,,,,,,,,59.5,3.5,66.0,,,0.5,
packers_DST_GB,Packers,DST,GB,10.0,321,289,242,,,,,,23.4,,0.5,,,10.3,2.9,43.6,13.0,,,,,,,10.3,
mattison_RB_LV,Alexander Mattison,RB,LV,10.0,219,222,243,103.0,,,,,,2.3,,,,,,,,,15.7,1.3,390.3,,,1.0,
gano_K_NYG,Graham Gano,K,NYG,11.0,526,527,244,,7.2,,,0.2,,,,7.9,,,,,,30.7,,,,5.9,,,5.2
reichard_K_MIN,Will Reichard,K,MIN,6.0,275,285,245,,7.6,,,0.2,,,,8.4,,,,,,34.7,,,,6.4,,,4.2
smith_TE_MIA,Jonnu Smith,TE,MIA,6.0,211,194,246,419.3,,,,,,0.0,,,,,,,,,37.3,3.0,2.0,,,1.0,
vikings_DST_MIN,Vikings,DST,MIN,6.0,287,272,247,,,,,,24.1,,0.5,,,11.0,2.5,45.2,11.0,,,,,,,11.0,
giants_DST_NYG,Giants,DST,NYG,11.0,264,240,248,,,,,,24.6,,0.5,,,11.7,3.1,42.0,12.7,,,,,,,11.7,
mims_WR_DEN,Marvin Mims Jr.,WR,DEN,14.0,221,224,249,473.0,,,,,,0.0,,,,,1.0,,,,35.5,2.5,33.5,,,,
ertz_TE_WSH,Zach Ertz,TE,WSH,14.0,250,261,250,408.5,,,,,,,,,,,,,,,44.5,3.5,,,,0.0,
lutz_K_DEN,Wil Lutz,K,DEN,14.0,254,271,251,,7.4,,,0.2,,,,9.2,,,,,,33.3,,,,7.8,,,4.7
little_K_JAX,Cam Little,K,JAX,12.0,677,678,252,,8.0,,,0.3,,,,9.6,,,,,,38.0,,,,7.5,,,4.5
dillon_RB_GB,AJ Dillon,RB,GB,10.0,241,208,253,113.7,,,,,,2.0,,,,,,,,,13.3,0.0,271.0,,,0.5,
bateman_WR_BAL,Rashod Bateman,WR,BAL,14.0,225,233,254,605.5,,,,,,0.0,,,,,,,,,46.5,4.0,9.0,,,0.0,
titans_DST_TEN,Titans,DST,TEN,5.0,258,269,255,,,,,,24.6,,0.5,,,10.0,2.6,41.8,11.7,,,,,,,10.0,
fant_TE_SEA,Noah Fant,TE,SEA,10.0,215,219,256,488.3,,,,,,0.0,,,,,,,,,46.7,2.7,0.0,,,0.0,
grupe_K_NO,Blake Grupe,K,NO,12.0,311,316,257,,8.0,,,0.2,,,,8.4,,,,,,39.7,,,,8.3,,,5.7
hill_RB_BAL,Justice Hill,RB,BAL,14.0,233,243,258,125.5,,,,,,2.0,,,,,,,,,17.0,0.5,310.0,,,2.0,
carlson_K_GB,Anders Carlson,K,GB,10.0,430,431,260,,6.3,,,0.1,,,,5.9,,,,,,31.7,,,,5.2,,,4.1
darnold_QB_MIN,Sam Darnold,QB,MIN,6.0,217,221,261,,,15.7,21.3,,,2.0,,,3638.0,,,,,,,,161.7,,,3.5,
folk_K_TEN,Nick Folk,K,TEN,5.0,513,514,262,,7.4,,,0.2,,,,8.3,,,,,,32.3,,,,7.2,,,5.3
bigsby_RB_JAX,Tank Bigsby,RB,JAX,12.0,222,225,263,39.0,,,,,,4.0,,,,,,,,,5.5,0.0,296.0,,,6.0,
jaguars_DST_JAX,Jaguars,DST,JAX,12.0,312,295,264,,,,,,23.2,,0.5,,,11.3,3.0,41.3,12.7,,,,,,,11.3,
mclaughlin_K_TB,Chase McLaughlin,K,TB,11.0,335,335,265,,7.6,,,0.2,,,,9.4,,,,,,37.3,,,,7.4,,,5.7
gray_TE_KC,Noah Gray,TE,KC,6.0,326,327,266,275.0,,,,,,,,,,,,,,,26.0,2.0,,,,0.0,
rams_DST_LAR,Rams,DST,LAR,6.0,323,331,267,,,,,,25.2,,0.5,,,9.0,2.8,40.3,13.0,,,,,,,9.0,
dulcich_TE_DEN,Greg Dulcich,TE,DEN,14.0,246,256,268,382.7,,,,,,0.0,,,,,,,,,32.3,1.7,0.0,,,0.0,
boyd_WR_TEN,Tyler Boyd,WR,TEN,5.0,237,250,269,499.0,,,,,,0.0,,,,,,,,,44.5,2.5,9.5,,,0.5,
shipley_RB_PHI,Will Shipley,RB,PHI,5.0,227,232,270,56.3,,,,,,1.7,,,,,,,,,7.3,0.3,195.3,,,0.0,
jones_QB_NYG,Daniel Jones,QB,NYG,11.0,204,209,271,,,11.5,18.0,,,3.5,,,3023.5,,,,,,,,485.0,,,3.0,
mason_RB_SF,Jordan Mason,RB,SF,9.0,231,238,272,38.0,,,,,,2.0,,,,,,,,,5.5,0.0,222.0,,,0.0,
mccaffrey_WR_WSH,Luke McCaffrey,WR,WSH,14.0,239,252,273,558.0,,,,,,0.0,,,,,,,,,47.0,3.0,18.5,,,1.0,
minshew_QB_LV,Gardner Minshew II,QB,LV,10.0,235,246,274,,,10.3,15.0,,,2.0,,,2681.7,,,,,,,,107.3,,,3.0,
estime_RB_DEN,Audric Estime,RB,DEN,14.0,210,215,275,71.5,,,,,,1.5,,,,,,,,,8.5,0.5,252.5,,,1.0,
mitchell_RB_BAL,Keaton Mitchell,RB,BAL,14.0,245,257,276,81.7,,,,,,2.0,,,,,,,,,9.7,0.5,323.0,,,1.0,
sanders_RB_CAR,Miles Sanders,RB,CAR,11.0,256,265,277,108.0,,,,,,1.5,,,,,,,,,18.5,0.0,327.5,,,1.5,
parkinson_TE_LAR,Colby Parkinson,TE,LAR,6.0,270,282,278,288.0,,,,,,0.0,,,,,,,,,27.3,2.7,0.0,,,0.0,
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,9.0,647,648,279,269.0,,,,,,0.0,,,,,,,,,25.0,2.0,21.0,,,0.0,
franklin_WR_DEN,Troy Franklin,WR,DEN,14.0,197,202,280,447.7,,,,,,0.0,,,,,,,,,35.0,2.7,4.7,,,2.0,
williams_RB_NO,Jamaal Williams,RB,NO,12.0,244,253,282,79.5,,,,,,3.0,,,,,,,,,15.0,0.0,388.5,,,1.0,
sanders_TE_CAR,Ja'Tavion Sanders,TE,CAR,11.0,251,262,283,353.0,,,,,,,,,,,,,,,35.0,2.5,,,,1.0,
penix_QB_ATL,Michael Penix Jr.,QB,ATL,12.0,253,270,284,,,1.0,2.0,,,0.5,,,266.0,,,,,,,,24.0,,,0.5,
kraft_TE_GB,Tucker Kraft,TE,GB,10.0,308,313,286,363.5,,,,,,,,,,,,,,,34.0,3.0,,,,0.0,
hurst_TE_LAC,Hayden Hurst,TE,LAC,5.0,286,290,287,336.5,,,,,,,,,,,,,,,32.5,2.5,,,,0.0,
tolbert_WR_DAL,Jalen Tolbert,WR,DAL,7.0,252,264,288,520.0,,,,,,0.0,,,,,,,,,41.5,3.0,3.5,,,,
karty_K_LAR,Joshua Karty,K,LAR,6.0,310,314,289,,8.6,,,0.3,,,,9.0,,,,,,39.7,,,,7.9,,,4.5
toney_WR_KC,Kadarius Toney,WR,KC,6.0,914,914,290,172.0,,,,,,,,,,,,,,,14.0,1.0,49.0,,,,
dortch_WR_ARI,Greg Dortch,WR,ARI,11.0,257,273,291,409.3,,,,,,0.0,,,,,,,,,39.3,2.7,23.7,,,0.0,
baker_WR_NE,Javon Baker,WR,NE,14.0,291,298,292,485.0,,,,,,,,,,,,,,,40.0,3.0,22.0,,,,
jennings_WR_SF,Jauan Jennings,WR,SF,9.0,336,336,293,359.0,,,,,,0.0,,,,,,,,,29.0,2.5,5.0,,,,
watson_WR_KC,Justin Watson,WR,KC,6.0,955,955,294,180.0,,,,,,0.0,,,,,,,,,13.0,1.5,0.0,,,,
robinson_WR_LAR,Demarcus Robinson,WR,LAR,6.0,236,249,295,581.5,,,,,,0.0,,,,,,,,,45.0,5.0,15.5,,,1.0,
foreman_RB_CLE,D'Onta Foreman,RB,CLE,10.0,242,255,296,96.0,,,,,,2.5,,,,,,,,,11.5,2.0,345.5,,,0.0,
everett_TE_CHI,Gerald Everett,TE,CHI,7.0,498,499,297,316.7,,,,,,0.0,,,,,,,,,33.3,2.7,2.0,,,0.0,
joseph_K_GB,Greg Joseph,K,GB,10.0,646,647,298,,3.0,,,0.3,,,,4.0,,,,,,16.0,,,,3.6,,,2.0
berrios_WR_MIA,Braxton Berrios,WR,MIA,6.0,385,386,299,101.5,,,,,,0.0,,,,,1.0,,,,10.5,0.5,4.0,,,,
ryland_K_NE,Chad Ryland,K,NE,14.0,826,826,300,,7.3,,,0.2,,,,7.0,,,,,,29.3,,,,5.9,,,4.5
panthers_DST_CAR,Panthers,DST,CAR,11.0,761,762,301,,,,,,25.2,,0.5,,,8.5,2.3,39.4,12.0,,,,,,,8.5,
rogers_TE_PHI,Armani Rogers,TE,PHI,5.0,816,816,302,133.0,,,,,,,,,,,,,,,11.0,1.0,,,,0.0,
johnson_TE_NO,Juwan Johnson,TE,NO,12.0,243,254,303,394.5,,,,,,,,,,,,,,,37.0,4.5,,,,0.0,
hyatt_WR_NYG,Jalin Hyatt,WR,NYG,11.0,292,297,304,343.0,,,,,,,,,,,,,,,23.0,2.0,3.0,,,,
steele_RB_KC,Carson Steele,RB,KC,6.0,315,319,305,150.5,,,,,,1.5,,,,,,,,,17.0,1.0,195.0,,,1.0,
mayer_TE_LV,Michael Mayer,TE,LV,10.0,314,317,306,362.0,,,,,,,,,,,,,,,32.5,2.5,,,,0.0,
gray_RB_NYG,Eric Gray,RB,NYG,11.0,223,228,307,95.0,,,,,,2.0,,,,,,,,,13.0,,291.0,,,,
patterson_RB_PIT,Cordarrelle Patterson,RB,PIT,9.0,348,348,308,48.3,,,,,,1.0,,,,,1.0,,,,6.3,0.0,134.3,,,0.0,
perine_RB_DEN,Samaje Perine,RB,DEN,14.0,255,267,309,232.0,,,,,,1.5,,,,,,,,,29.5,1.0,256.5,,,3.0,
oconnell_QB_LV,Aidan O'Connell,QB,LV,10.0,289,292,310,,,2.5,3.5,,,0.0,,,626.0,,,,,,,,10.0,,,0.5,
vaughn_RB_DAL,Deuce Vaughn,RB,DAL,7.0,300,302,311,78.0,,,,,,1.5,,,,,,,,,10.0,0.5,175.0,,,1.0,
mcmillan_WR_TB,Jalen McMillan,WR,TB,11.0,273,284,312,556.0,,,,,,0.0,,,,,,,,,47.0,3.5,15.0,,,2.0,
bobo_WR_SEA,Jake Bobo,WR,SEA,10.0,390,391,313,202.0,,,,,,1.0,,,,,,,,,17.5,1.5,27.5,,,,
patrick_WR_DEN,Tim Patrick,WR,DEN,14.0,267,279,314,560.0,,,,,,0.0,,,,,,,,,42.5,5.0,4.5,,,0.0,
rice_WR_LAC,Brenden Rice,WR,LAC,5.0,318,320,315,107.0,,,,,,0.0,,,,,,,,,9.0,0.5,2.0,,,,
whittington_WR_LAR,Jordan Whittington,WR,LAR,6.0,260,274,316,128.0,,,,,,,,,,,,,,,11.0,1.0,,,,,
peoplesjones_WR_DET,Donovan Peoples-Jones,WR,DET,5.0,770,771,317,181.0,,,,,,,,,,,,,,,13.0,1.0,4.0,,,,
slayton_WR_NYG,Darius Slayton,WR,NYG,11.0,299,305,318,620.0,,,,,,0.0,,,,,,,,,41.0,4.0,2.5,,,0.0,
woods_TE_IND,Jelani Woods,TE,IND,14.0,268,280,319,270.5,,,,,,,,,,,,,,,21.0,2.0,,,,0.0,
tucker_WR_LV,Tre Tucker,WR,LV,10.0,307,311,320,384.0,,,,,,,,,,,,,,,36.0,3.0,42.0,,,,
moore_WR_KC,Skyy Moore,WR,KC,6.0,733,734,321,129.0,,,,,,,,,,,,,,,12.0,1.0,9.0,,,,
smythe_TE_MIA,Durham Smythe,TE,MIA,6.0,870,870,322,240.3,,,,,,0.0,,,,,,,,,24.7,1.7,0.0,,,0.0,
lazard_WR_NYJ,Allen Lazard,WR,NYJ,12.0,334,334,323,146.5,,,,,,0.0,,,,,,,,,11.0,1.0,1.0,,,,
brown_WR_WSH,Dyami Brown,WR,WSH,14.0,232,242,324,311.7,,,,,,0.0,,,,,,,,,22.0,2.3,2.7,,,0.0,
pickett_QB_PHI,Kenny Pickett,QB,PHI,5.0,778,779,325,,,1.0,1.0,,,0.0,,,193.5,,,,,,,,20.0,,,0.5,
pineiro_K_CAR,Eddy Pineiro,K,CAR,11.0,780,781,326,,7.5,,,0.2,,,,8.0,,,,,,31.0,,,,5.7,,,5.1
austin_WR_PIT,Calvin Austin III,WR,PIT,9.0,322,322,327,299.5,,,,,,0.0,,,,,,,,,25.5,1.5,54.5,,,,
jefferson_WR_PIT,Van Jefferson,WR,PIT,9.0,332,333,328,355.0,,,,,,0.0,,,,,,,,,26.0,2.0,6.0,,,,
jones_WR_ARI,Zay Jones,WR,ARI,11.0,306,309,329,450.0,,,,,,,,,,,,,,,38.0,3.0,7.0,,,1.0,
washington_TE_PIT,Darnell Washington,TE,PIT,9.0,947,947,332,148.0,,,,,,0.0,,,,,,,,,14.5,1.0,0.0,,,,
raymond_WR_DET,Kalif Raymond,WR,DET,5.0,795,795,333,336.5,,,,,,0.0,,,,,,,,,28.5,2.0,37.0,,,,
higbee_TE_LAR,Tyler Higbee,TE,LAR,6.0,575,576,334,377.5,,,,,,,,,,,,,,,37.0,2.5,,,,0.0,
laube_RB_LV,Dylan Laube,RB,LV,10.0,280,288,335,110.0,,,,,,2.0,,,,,,,,,15.0,,256.0,,,,
iosivas_WR_CIN,Andrei Iosivas,WR,CIN,12.0,263,275,336,391.5,,,,,,0.0,,,,,,,,,33.0,3.0,5.0,,,,
wilson_RB_MIA,Jeff Wilson Jr.,RB,MIA,6.0,340,340,338,25.0,,,,,,1.0,,,,,,,,,3.5,0.0,125.0,,,0.0,
stover_TE_HOU,Cade Stover,TE,HOU,14.0,885,885,339,105.7,,,,,,0.0,,,,,,,,,10.0,0.7,0.0,,,0.0,
moore_WR_CLE,Elijah Moore,WR,CLE,10.0,320,321,340,451.3,,,,,,0.0,,,,,,,,,39.0,2.7,19.7,,,1.0,
wentz_QB_KC,Carson Wentz,QB,KC,6.0,963,963,341,,,0.5,1.0,,,0.0,,,192.5,,,,,,,,15.5,,,0.0,
flacco_QB_IND,Joe Flacco,QB,IND,14.0,276,286,342,,,0.5,1.0,,,0.0,,,190.5,,,,,,,,12.0,,,1.0,
johnson_TE_NYG,Theo Johnson,TE,NYG,11.0,302,307,343,361.0,,,,,,0.0,,,,,,,,,37.5,2.0,0.0,,,1.0,
bourne_WR_NE,Kendrick Bourne,WR,NE,14.0,324,324,344,566.3,,,,,,0.0,,,,,,,,,47.3,4.0,21.0,,,1.0,
bellinger_TE_NYG,Daniel Bellinger,TE,NYG,11.0,305,308,345,291.5,,,,,,,,,,,,,,,27.5,1.5,,,,0.0,
sermon_RB_IND,Trey Sermon,RB,IND,14.0,293,299,346,50.3,,,,,,1.3,,,,,,,,,7.3,0.0,278.7,,,0.0,
turpin_WR_DAL,KaVontae Turpin,WR,DAL,7.0,931,931,347,215.0,,,,,,0.5,,,,,1.0,,,,18.3,3.0,80.7,,,1.0,
akers_RB_HOU,Cam Akers,RB,HOU,14.0,330,332,349,18.0,,,,,,0.5,,,,,,,,,2.5,0.0,110.5,,,,
hardman_WR_KC,Mecole Hardman Jr.,WR,KC,6.0,550,551,350,144.0,,,,,,,,,,,,,,,11.0,1.0,26.0,,,,
hooker_QB_DET,Hendon Hooker,QB,DET,5.0,589,590,351,,,1.0,1.0,,,,,,192.0,,,,,,,,26.0,,,,
heyward_TE_PIT,Connor Heyward,TE,PIT,9.0,573,574,352,134.5,,,,,,,,,,,,,,,15.0,1.0,,,,0.0,
dobbs_QB_SF,Joshua Dobbs,QB,SF,9.0,294,300,353,,,1.0,1.7,,,0.5,,,267.0,,,,,,,,27.7,,,0.0,
brown_WR_NO,Equanimeous St. Brown,WR,NO,12.0,410,411,354,91.0,,,,,,,,,,,,,,,7.0,1.0,4.0,,,,
milton_QB_NE,Joe Milton III,QB,NE,14.0,723,724,355,,,1.0,1.0,,,,,,190.0,,,,,,,,17.0,,,1.0,
wilson_QB_DEN,Zach Wilson,QB,DEN,14.0,985,985,356,,,1.0,1.0,,,,,,200.0,,,,,,,,17.0,,,,
agholor_WR_BAL,Nelson Agholor,WR,BAL,14.0,353,354,357,286.5,,,,,,0.0,,,,,,,,,23.0,2.0,3.0,,,,
devito_QB_NYG,Tommy DeVito,QB,NYG,11.0,476,477,358,,,1.0,1.0,,,,,,190.0,,,,,,,,17.0,,,,
guerendo_RB_SF,Isaac Guerendo,RB,SF,9.0,297,303,359,75.0,,,,,,2.0,,,,,,,,,10.0,,240.0,,,,
reynolds_WR_DEN,Josh Reynolds,WR,DEN,14.0,333,330,360,444.7,,,,,,0.0,,,,,,,,,34.0,3.3,1.7,,,1.0,
osborn_WR_NE,K.J. Osborn,WR,NE,14.0,338,337,361,417.0,,,,,,0.0,,,,,,,,,36.0,2.5,4.0,,,0.0,
brissett_QB_NE,Jacoby Brissett,QB,NE,14.0,229,235,362,,,5.0,5.5,,,0.0,,,923.5,,,,,,,,47.5,,,1.0,
