key,name,pos,team,bye,std,half_ppr,ppr,kick_40_49,two_pts,receptions,df_fumbles,fumbles,pass_yds,df_points_allowed_per_game,df_tds,kick_extra_points,kick_0_19,rush_yds,reception_yds,pass_ints,df_safeties,kick_20_29,reception_tds,kick_50,pass_tds,df_sacks,kick_30_39,rush_tds,df_ints
fitzgerald_K_CAR,Ryan Fitzgerald,K,CAR,,586,587,612,8.4,,,,,,,,29.5,0.2,,,,,5.4,,4.9,,,7.2,,
folk_K_ATL,Nick Folk,K,ATL,,590,591,616,9.6,,,,,,,,39.0,0.3,,,,,8.0,,7.1,,,10.1,,
gay_K_LV,Matt Gay,K,LV,,602,603,628,8.0,,,,,,,,30.5,0.2,,,,,6.0,,6.0,,,6.1,,
gonzalez_K_MIA,Zane Gonzalez,K,MIA,,608,609,633,9.1,,,,,,,,30.5,0.2,,,,,5.9,,6.3,,,7.0,,
grandy_TE_CIN,Cam Grandy,TE,CIN,,614,615,639,,,13.0,,0.0,,,,,,,99.0,,,,1.0,,,,,,
grupe_K_IND,Blake Grupe,K,IND,,623,624,648,,,,,,,,,0.0,,,,,,,,,,,,,
hawes_TE_BUF,Jackson Hawes,TE,BUF,,632,633,657,,,10.0,,0.0,,,,,,,120.0,,,,2.0,,,,,,
henigan_QB_IND,Seth Henigan,QB,IND,,634,635,659,,,,,0.0,122.0,,,,,9.0,,0.0,,,,,1.0,,,0.0,
heyward_RB_LV,Connor Heyward,RB,LV,,639,640,663,,,14.0,,0.0,,,,,,,103.0,,,,2.0,,,,,,
hill_QB_NO,Taysom Hill,QB,NO,,642,643,666,,,11.0,,1.0,,,,,,,90.0,,,,1.0,,,,,,
hill_TE_NE,Julian Hill,TE,NE,,644,645,668,,,18.0,,0.0,,,,,,,189.0,,,,1.0,,,,,,
"hunter_WR, CB_JAX",Travis Hunter,"WR, CB",JAX,,663,664,687,,,42.0,,,,,,,,11.0,496.0,,,,3.0,,,,,0.0,
jefferson_WR_WSH,Van Jefferson,WR,WSH,,679,679,701,,,28.0,,,,,,,,0.0,358.0,,,,2.0,,,,,0.0,
krull_TE_DEN,Lucas Krull,TE,DEN,,719,719,740,,,8.0,,0.0,,,,,,0.0,62.0,,,,0.5,,,,,0.0,
levis_QB_TEN,Will Levis,QB,TEN,,728,728,749,,,,,0.0,129.0,,,,,19.0,,0.0,,,,,1.0,,,0.0,
little_K_JAX,Cam Little,K,JAX,,732,732,752,8.8,,,,,,,,43.5,0.2,,,,,6.4,,6.5,,,8.0,,
lock_QB_SEA,Drew Lock,QB,SEA,,733,733,753,,,,,0.0,146.0,,,,,13.0,,1.0,,,,,1.0,,,0.0,
long_TE_JAX,Hunter Long,TE,JAX,,735,735,755,,,10.0,,0.0,,,,,,,89.0,,,,2.0,,,,,,
loop_K_BAL,Tyler Loop,K,BAL,,736,736,756,8.4,,,,,,,,46.5,0.2,,,,,9.3,,4.6,,,10.6,,
luepke_RB_DAL,Hunter Luepke,RB,DAL,,738,738,758,,,9.0,,,,,,,,56.0,62.0,,,,0.0,,,,,0.0,
lutz_K_DEN,Wil Lutz,K,DEN,,739,739,759,6.4,,,,,,,,44.0,0.2,,,,,8.4,,4.4,,,10.7,,
mallory_TE_IND,Will Mallory,TE,IND,,740,740,760,,,11.0,,0.0,,,,,,,126.0,,,,1.0,,,,,,
manhertz_TE_NYG,Chris Manhertz,TE,NYG,,742,742,762,,,2.0,,,,,,,,0.0,16.0,,,,0.0,,,,,0.0,
martinez_QB_SF,Adrian Martinez,QB,SF,,746,746,766,,,,,0.0,114.0,,,,,7.0,,0.0,,,,,1.0,,,0.0,
mclachlan_TE_LAC,Tanner McLachlan,TE,LAC,,755,755,774,,,11.0,,0.0,,,,,,,109.0,,,,1.0,,,,,,
mclaughlin_K_TB,Chase McLaughlin,K,TB,,756,756,775,8.4,,,,,,,,43.0,0.3,,,,,8.3,,6.2,,,10.0,,
mcnichols_RB_WSH,Jeremy McNichols,RB,WSH,,759,759,778,,,7.0,,0.0,,,,,,88.0,54.0,,,,0.0,,,,,1.0,
mcpherson_K_CIN,Evan McPherson,K,CIN,,760,760,779,9.4,,,,,,,,45.5,0.2,,,,,6.4,,6.5,,,7.6,,
means_WR_NO,Bub Means,WR,NO,,761,761,780,,,38.0,,1.0,,,,,,7.0,517.0,,,,3.0,,,,,0.0,
mevis_K_LAR,Harrison Mevis,K,LAR,,766,766,785,9.6,,,,,,,,55.0,0.2,,,,,6.7,,5.7,,,7.9,,
miller_RB_NE,Jam Miller,RB,NE,,768,768,787,,,2.0,,0.0,,,,,,156.0,25.0,,,,0.0,,,,,1.0,
mingo_WR_DAL,Jonathan Mingo,WR,DAL,,775,775,794,,,3.0,,,,,,,,0.0,41.0,,,,0.0,,,,,0.0,
mitchell_RB_NE,Elijah Mitchell,RB,NE,,778,778,797,,,2.0,,0.0,,,,,,156.0,25.0,,,,0.0,,,,,1.0,
mitchellpaden_TE_NO,Zaire Mitchell-Paden,TE,NO,,781,781,800,,,11.0,,0.0,,,,,,,107.0,,,,1.0,,,,,,
moody_K_WSH,Jake Moody,K,WSH,,785,785,804,8.0,,,,,,,,38.5,0.2,,,,,8.1,,5.7,,,8.7,,
moreau_TE_HOU,Foster Moreau,TE,HOU,,794,794,813,,,11.0,,0.0,,,,,,,132.0,,,,2.0,,,,,,
morton_QB_NE,Behren Morton,QB,NE,,797,797,816,,,,,0.0,121.0,,,,,10.0,,0.0,,,,,1.0,,,0.0,
myers_K_SEA,Jason Myers,K,SEA,,804,804,822,10.6,,,,,,,,46.0,0.3,,,,,8.2,,7.7,,,12.3,,
nussmeier_QB_KC,Garrett Nussmeier,QB,KC,,811,811,829,,,,,0.0,111.0,,,,,8.0,,0.0,,,,,1.0,,,0.0,
ogletree_TE_IND,Drew Ogletree,TE,IND,,815,815,833,,,4.0,,,,,,,,0.0,35.0,,,,0.0,,,,,0.0,
ogunbowale_RB_HOU,Dare Ogunbowale,RB,HOU,,816,816,834,,,7.0,,0.0,,,,,,68.0,63.0,,,,0.0,,,,,1.0,
oladokun_QB_KC,Chris Oladokun,QB,KC,,819,819,837,,,,,1.0,147.0,,,,,18.0,,0.0,,,,,1.0,,,0.0,
oliver_TE_MIN,Josh Oliver,TE,MIN,,820,820,838,,,19.5,,0.0,,,,,,0.0,196.5,,,,2.5,,,,,0.0,
patterson_K_MIA,Riley Patterson,K,MIA,,836,836,851,9.1,,,,,,,,38.0,0.2,,,,,5.9,,3.2,,,8.5,,
payton_QB_PHI,Cole Payton,QB,PHI,,838,838,853,,,,,0.0,105.0,,,,,10.0,,0.0,,,,,1.0,,,0.0,
pickett_QB_CAR,Kenny Pickett,QB,CAR,,841,841,856,,,,,0.0,138.5,,,,,13.0,,0.5,,,,,1.0,,,0.0,
pineiro_K_SF,Eddy Pineiro,K,SF,,846,846,861,10.2,,,,,,,,39.0,0.2,,,,,6.8,,7.1,,,8.5,,
prater_K_BUF,Matt Prater,K,BUF,,850,850,865,,,,,,,,,0.0,,,,,,,,,,,,,
quitoriano_TE_ARI,Teagan Quitoriano,TE,ARI,,860,860,875,,,12.0,,0.0,,,,,,,109.0,,,,1.0,,,,,,
reichard_K_MIN,Will Reichard,K,MIN,,869,869,880,8.6,,,,,,,,38.0,0.3,,,,,8.0,,7.1,,,9.9,,
reiman_TE_ARI,Tip Reiman,TE,ARI,,870,870,881,,,8.0,,0.0,,,,,,0.0,62.5,,,,0.5,,,,,0.0,
ridder_QB_GB,Desmond Ridder,QB,GB,,879,879,890,,,,,0.0,150.0,,,,,21.0,,0.0,,,,,1.0,,,0.0,
robinson_WR_SF,Demarcus Robinson,WR,SF,,886,886,897,,,32.0,,0.0,,,,,,5.0,457.0,,,,3.0,,,,,0.0,
roush_TE_CHI,Sam Roush,TE,CHI,,889,889,900,,,4.0,,,,,,,,0.0,34.0,,,,0.0,,,,,0.0,
rucci_TE_SF,Hayden Rucci,TE,SF,,892,892,903,,,12.0,,0.0,,,,,,,117.0,,,,1.0,,,,,,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,,893,893,904,,,27.0,,0.0,,,,,,,196.0,,,,2.0,,,,,,
ryland_K_ARI,Chad Ryland,K,ARI,,898,898,908,8.2,,,,,,,,32.0,0.2,,,,,5.9,,6.3,,,8.4,,
sanders_K_NYG,Jason Sanders,K,NYG,,904,904,913,6.5,,,,,,,,43.0,0.2,,,,,6.2,,4.8,,,9.9,,
santos_K_CHI,Cairo Santos,K,CHI,,907,907,916,9.8,,,,,,,,43.0,0.2,,,,,6.8,,6.6,,,8.8,,
saubert_TE_SEA,Eric Saubert,TE,SEA,,908,908,917,,,3.0,,,,,,,,0.0,34.0,,,,0.0,,,,,0.0,
schoonmaker_TE_DAL,Luke Schoonmaker,TE,DAL,,911,911,920,,,15.0,,0.0,,,,,,,133.0,,,,1.0,,,,,,
scott_RB_MIN,Zavier Scott,RB,MIN,,914,914,923,,,6.0,,0.0,,,,,,108.0,46.0,,,,1.0,,,,,0.0,
sharp_TE_TB,Bauer Sharp,TE,TB,,919,919,927,,,11.0,,0.0,,,,,,,113.0,,,,1.0,,,,,,
shrader_K_IND,Spencer Shrader,K,IND,,924,924,932,8.3,,,,,,,,51.0,0.3,,,,,10.6,,2.7,,,12.1,,
sims_TE_MIA,Ben Sims,TE,MIA,,929,929,937,,,32.0,,0.0,,,,,,,304.0,,,,2.0,,,,,,
slye_K_TEN,Joey Slye,K,TEN,,935,935,943,8.2,,,,,,,,30.5,0.2,,,,,6.8,,6.6,,,8.0,,
smack_K_GB,Trey Smack,K,GB,,936,936,944,9.0,,,,,,,,39.5,0.3,,,,,7.9,,5.6,,,9.0,,
smith_WR_NYJ,Arian Smith,WR,NYJ,,942,942,950,,,0.0,,,,,,,,24.0,0.0,,,,0.0,,,,,0.0,
smithschuster_WR_NYG,JuJu Smith-Schuster,WR,NYG,,947,947,955,,,1.0,,,,,,,,0.0,13.0,,,,0.0,,,,,0.0,
smyth_K_NO,Charlie Smyth,K,NO,,948,948,956,7.9,,,,,,,,37.0,0.3,,,,,7.5,,4.2,,,9.8,,
spannford_TE_DAL,Brevyn Spann-Ford,TE,DAL,,951,951,959,,,7.5,,0.0,,,,,,0.0,71.5,,,,0.5,,,,,0.0,
stoll_TE_CLE,Jack Stoll,TE,CLE,,957,957,963,,,12.0,,0.0,,,,,,,95.0,,,,1.0,,,,,,
stover_TE_HOU,Cade Stover,TE,HOU,,959,959,965,,,15.5,,0.0,,,,,,10.0,128.0,,,,1.0,,,,,0.0,
szmyt_K_CLE,Andre Szmyt,K,CLE,,962,962,967,7.0,,,,,,,,28.0,0.2,,,,,4.9,,5.9,,,8.5,,
team_DST_WSH,Team,DST,WSH,,968,968,973,,,,9.0,9.0,,26.7,2.8,,,,,,0.0,,,,,47.4,,,11.0
trautman_TE_DEN,Adam Trautman,TE,DEN,,981,981,984,,,27.0,,0.0,,,,,,,276.0,,,,2.0,,,,,,
trubisky_QB_TEN,Mitch Trubisky,QB,TEN,,986,986,988,,,,,0.0,135.0,,,,,4.5,,0.5,,,,,1.0,,,0.0,
vannett_TE_LAR,Nick Vannett,TE,LAR,,994,994,996,,,11.0,,0.0,,,,,,,103.0,,,,2.0,,,,,,
vokolek_TE_ARI,Travis Vokolek,TE,ARI,,999,999,1000,,,12.0,,0.0,,,,,,,109.0,,,,1.0,,,,,,
waller_TE_MIA,Darren Waller,TE,MIA,,1005,1005,1006,,,9.0,,0.0,,,,,,,100.0,,,,1.0,,,,,,
washington_RB_MIA,Carlos Washington Jr.,RB,MIA,,1008,1008,1009,,,2.0,,0.0,,,,,,130.0,19.0,,,,0.0,,,,,1.0,
watson_WR_HOU,Justin Watson,WR,HOU,,1014,1014,1015,,,3.0,,,,,,,,0.0,42.0,,,,0.0,,,,,0.0,
wetjen_WR_PIT,Kaden Wetjen,WR,PIT,,1025,1025,1025,,,2.0,,,,,,,,12.0,19.0,,,,0.0,,,,,0.0,
woerner_TE_ATL,Charlie Woerner,TE,ATL,,1047,1047,1047,,,14.5,,0.0,,,,,,0.0,127.5,,,,0.5,,,,,0.0,
wright_TE_DET,Brock Wright,TE,DET,,1055,1055,1055,,,32.0,,0.0,,,,,,,278.0,,,,4.0,,,,,,
york_K_NYJ,Cade York,K,NYJ,,1058,1058,1058,8.4,,,,,,,,31.5,0.3,,,,,9.1,,5.7,,,8.8,,
