key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
mahomes_QB_KC,Patrick Mahomes,QB,KC,34.0,4458.0,10.0,4.0,283.0,,,,,,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,25.0,3441.0,10.0,6.0,905.0,,,,,,,,,,,,,,,,,
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,,,,8.0,1060.0,90.0,3.0,742.0,,,,,,,,,,,,,,
watson_QB_HOU,Deshaun Watson,QB,HOU,28.0,4018.0,12.0,4.0,519.0,,,,,,,,,,,,,,,,,
thomas_WR_NO,Michael Thomas,WR,NO,,,,0.0,0.0,115.0,9.0,1359.0,,,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,27.0,4330.0,11.0,4.0,247.0,,,,,,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,26.0,3832.0,12.0,4.0,471.0,,,,,,,,,,,,,,,,,
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,,,,10.0,1234.0,58.0,2.0,462.0,,,,,,,,,,,,,,
wilson_QB_SEA,Russell Wilson,QB,SEA,29.0,3688.0,9.0,2.0,398.0,,,,,,,,,,,,,,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,,,,8.0,878.0,79.0,3.0,605.0,,,,,,,,,,,,,,
brady_QB_TB,Tom Brady,QB,TB,31.0,4419.0,9.0,2.0,28.0,,,,,,,,,,,,,,,,,
cook_RB_MIN,Dalvin Cook,RB,MIN,,,,10.0,1062.0,65.0,1.0,539.0,,,,,,,,,,,,,,
barkley_RB_NYG,Saquon Barkley,RB,NYG,,,,9.0,1183.0,58.0,2.0,460.0,,,,,,,,,,,,,,
ryan_QB_ATL,Matt Ryan,QB,ATL,28.0,4518.0,12.0,1.0,125.0,,,,,,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,19.0,3416.0,11.0,6.0,552.0,,,,,,,,,,,,,,,,,
brees_QB_NO,Drew Brees,QB,NO,30.0,4024.0,9.0,1.0,11.0,,,,,,,,,,,,,,,,,
stafford_QB_DET,Matthew Stafford,QB,DET,27.0,4211.0,11.0,1.0,124.0,,,,,,,,,,,,,,,,,
wentz_QB_PHI,Carson Wentz,QB,PHI,27.0,3804.0,9.0,2.0,213.0,,,,,,,,,,,,,,,,,
kelce_TE_KC,Travis Kelce,TE,KC,,,,0.0,6.0,91.0,10.0,1133.0,,,,,,,,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,25.0,3889.0,9.0,1.0,206.0,,,,,,,,,,,,,,,,,
newton_QB_NE,Cam Newton,QB,NE,20.0,3575.0,12.0,3.0,438.0,,,,,,,,,,,,,,,,,
henry_RB_TEN,Derrick Henry,RB,TEN,,,,11.0,1354.0,25.0,1.0,208.0,,,,,,,,,,,,,,
adams_WR_GB,Davante Adams,WR,GB,,,,0.0,0.0,92.0,8.0,1167.0,,,,,,,,,,,,,,
jones_WR_ATL,Julio Jones,WR,ATL,,,,0.0,11.0,89.0,7.0,1242.0,,,,,,,,,,,,,,
edwardshelaire_RB_KC,Clyde Edwards-Helaire,RB,KC,,,,8.0,897.0,52.0,4.0,434.0,,,,,,,,,,,,,,
hill_WR_KC,Tyreek Hill,WR,KC,,,,1.0,66.0,79.0,9.0,1115.0,,,,,,,,,,,,,,
jones_QB_NYG,Daniel Jones,QB,NYG,24.0,3724.0,13.0,2.0,267.0,,,,,,,,,,,,,,,,,
hopkins_WR_ARI,DeAndre Hopkins,WR,ARI,,,,0.0,23.0,89.0,7.0,1100.0,,,,,,,,,,,,,,
drake_RB_ARI,Kenyan Drake,RB,ARI,,,,8.0,933.0,54.0,2.0,404.0,,,,,,,,,,,,,,
sanders_RB_PHI,Miles Sanders,RB,PHI,,,,8.0,1083.0,43.0,2.0,360.0,,,,,,,,,,,,,,
goff_QB_LAR,Jared Goff,QB,LAR,22.0,4312.0,13.0,2.0,64.0,,,,,,,,,,,,,,,,,
