key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
chase_WR_CIN,Ja'Marr Chase,WR,CIN,,,,0.0,20.0,117.0,11.0,1534.0,,,,,,,,,,,,,,
robinson_RB_ATL,Bijan Robinson,RB,ATL,,,,12.0,1422.0,62.0,2.0,490.0,,,,,,,,,,,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,,,,0.0,0.0,116.0,11.0,1459.0,,,,,,,,,,,,,,
barkley_RB_PHI,Saquon Barkley,RB,PHI,,,,11.0,1600.0,48.0,2.0,378.0,,,,,,,,,,,,,,
gibbs_RB_DET,Jahmyr Gibbs,RB,DET,,,,11.0,1154.0,60.0,3.0,568.0,,,,,,,,,,,,,,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,,,,0.0,49.0,117.0,8.0,1437.0,,,,,,,,,,,,,,
mccaffrey_RB_SF,Christian McCaffrey,RB,SF,,,,9.0,1189.0,72.0,3.0,612.0,,,,,,,,,,,,,,
nacua_WR_LAR,Puka Nacua,WR,LAR,,,,1.0,77.0,109.0,7.0,1461.0,,,,,,,,,,,,,,
nabers_WR_NYG,Malik Nabers,WR,NYG,,,,0.0,24.0,107.0,8.0,1422.0,,,,,,,,,,,,,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,,,,0.0,31.0,117.0,7.0,1251.0,,,,,,,,,,,,,,
jeanty_RB_LV,Ashton Jeanty,RB,LV,,,,8.0,1248.0,63.0,2.0,483.0,,,,,,,,,,,,,,
achane_RB_MIA,De'Von Achane,RB,MIA,,,,9.0,999.0,74.0,4.0,560.0,,,,,,,,,,,,,,
collins_WR_HOU,Nico Collins,WR,HOU,,,,0.0,0.0,98.0,8.0,1344.0,,,,,,,,,,,,,,
thomas_WR_JAX,Brian Thomas Jr.,WR,JAX,,,,0.0,26.0,96.0,7.0,1320.0,,,,,,,,,,,,,,
brown_WR_PHI,A.J. Brown,WR,PHI,,,,0.0,0.0,91.0,8.0,1341.0,,,,,,,,,,,,,,
london_WR_ATL,Drake London,WR,ATL,,,,0.0,0.0,97.0,8.0,1203.0,,,,,,,,,,,,,,
taylor_RB_IND,Jonathan Taylor,RB,IND,,,,11.0,1578.0,33.0,1.0,250.0,,,,,,,,,,,,,,
jacobs_RB_GB,Josh Jacobs,RB,GB,,,,12.0,1289.0,42.0,2.0,329.0,,,,,,,,,,,,,,
henry_RB_BAL,Derrick Henry,RB,BAL,,,,15.0,1529.0,18.0,1.0,157.0,,,,,,,,,,,,,,
bowers_TE_LV,Brock Bowers,TE,LV,,,,0.0,18.0,110.0,6.0,1155.0,,,,,,,,,,,,,,
mcbride_TE_ARI,Trey McBride,TE,ARI,,,,0.0,0.0,113.0,6.0,1088.0,,,,,,,,,,,,,,
irving_RB_TB,Bucky Irving,RB,TB,,,,8.0,1235.0,53.0,3.0,410.0,,,,,,,,,,,,,,
brown_RB_CIN,Chase Brown,RB,CIN,,,,9.0,1081.0,64.0,2.0,427.0,,,,,,,,,,,,,,
higgins_WR_CIN,Tee Higgins,WR,CIN,,,,0.0,0.0,94.0,9.0,1154.0,,,,,,,,,,,,,,
hill_WR_MIA,Tyreek Hill,WR,MIA,,,,0.0,50.0,94.0,7.0,1187.0,,,,,,,,,,,,,,
mcconkey_WR_LAC,Ladd McConkey,WR,LAC,,,,0.0,0.0,96.0,6.0,1202.0,,,,,,,,,,,,,,
adams_WR_LAR,Davante Adams,WR,LAR,,,,0.0,0.0,85.0,9.0,1171.0,,,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,27.0,3947.0,11.0,11.0,582.0,,,,,,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,31.0,3701.0,10.0,4.0,889.0,,,,,,,,,,,,,,,,,
daniels_QB_WSH,Jayden Daniels,QB,WSH,27.0,4109.0,12.0,7.0,814.0,,,,,,,,,,,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,22.0,3702.0,10.0,14.0,682.0,,,,,,,,,,,,,,,,,
williams_RB_LAR,Kyren Williams,RB,LAR,,,,12.0,1377.0,36.0,2.0,235.0,,,,,,,,,,,,,,
cook_RB_BUF,James Cook,RB,BUF,,,,12.0,1232.0,37.0,2.0,284.0,,,,,,,,,,,,,,
smithnjigba_WR_SEA,Jaxon Smith-Njigba,WR,SEA,,,,0.0,40.0,89.0,6.0,1089.0,,,,,,,,,,,,,,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,,,,0.0,13.0,86.0,7.0,1151.0,,,,,,,,,,,,,,
wilson_WR_NYJ,Garrett Wilson,WR,NYJ,,,,0.0,26.0,90.0,5.0,1157.0,,,,,,,,,,,,,,
hampton_RB_LAC,Omarion Hampton,RB,LAC,,,,11.0,1144.0,41.0,2.0,300.0,,,,,,,,,,,,,,
walker_RB_SEA,Kenneth Walker III,RB,SEA,,,,9.0,1173.0,50.0,2.0,364.0,,,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,34.0,4647.0,12.0,3.0,199.0,,,,,,,,,,,,,,,,,
kittle_TE_SF,George Kittle,TE,SF,,,,0.0,0.0,82.0,7.0,1040.0,,,,,,,,,,,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,,,,6.0,916.0,71.0,2.0,575.0,,,,,,,,,,,,,,
hubbard_RB_CAR,Chuba Hubbard,RB,CAR,,,,8.0,1237.0,48.0,1.0,292.0,,,,,,,,,,,,,,
conner_RB_ARI,James Conner,RB,ARI,,,,9.0,1048.0,46.0,2.0,344.0,,,,,,,,,,,,,,
henderson_RB_NE,TreVeyon Henderson,RB,NE,,,,6.0,992.0,43.0,2.0,329.0,,,,,,,,,,,,,,
evans_WR_TB,Mike Evans,WR,TB,,,,0.0,0.0,79.0,9.0,1017.0,,,,,,,,,,,,,,
harrison_WR_ARI,Marvin Harrison Jr.,WR,ARI,,,,0.0,0.0,83.0,7.0,1144.0,,,,,,,,,,,,,,
worthy_WR_KC,Xavier Worthy,WR,KC,,,,2.0,114.0,77.0,7.0,1008.0,,,,,,,,,,,,,,
metcalf_WR_PIT,DK Metcalf,WR,PIT,,,,0.0,0.0,82.0,7.0,1180.0,,,,,,,,,,,,,,
moore_WR_CHI,DJ Moore,WR,CHI,,,,0.0,50.0,88.0,6.0,1065.0,,,,,,,,,,,,,,
rice_WR_KC,Rashee Rice,WR,KC,,,,0.0,8.0,75.0,5.0,838.0,,,,,,,,,,,,,,
hall_RB_NYJ,Breece Hall,RB,NYJ,,,,5.0,1009.0,45.0,2.0,387.0,,,,,,,,,,,,,,
swift_RB_CHI,D'Andre Swift,RB,CHI,,,,8.0,1035.0,37.0,1.0,294.0,,,,,,,,,,,,,,
flowers_WR_BAL,Zay Flowers,WR,BAL,,,,0.0,63.0,74.0,7.0,1073.0,,,,,,,,,,,,,,
sutton_WR_DEN,Courtland Sutton,WR,DEN,,,,0.0,0.0,75.0,9.0,1018.0,,,,,,,,,,,,,,
ridley_WR_TEN,Calvin Ridley,WR,TEN,,,,0.0,50.0,70.0,7.0,1105.0,,,,,,,,,,,,,,
smith_WR_PHI,DeVonta Smith,WR,PHI,,,,0.0,0.0,88.0,6.0,997.0,,,,,,,,,,,,,,
waddle_WR_MIA,Jaylen Waddle,WR,MIA,,,,0.0,23.0,87.0,5.0,1080.0,,,,,,,,,,,,,,
jeudy_WR_CLE,Jerry Jeudy,WR,CLE,,,,0.0,0.0,91.0,4.0,1216.0,,,,,,,,,,,,,,
williams_WR_DET,Jameson Williams,WR,DET,,,,1.0,74.0,66.0,5.0,1083.0,,,,,,,,,,,,,,
pickens_WR_DAL,George Pickens,WR,DAL,,,,0.0,12.0,71.0,7.0,1023.0,,,,,,,,,,,,,,
laporta_TE_DET,Sam LaPorta,TE,DET,,,,0.0,0.0,75.0,6.0,779.0,,,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,30.0,4371.0,12.0,3.0,369.0,,,,,,,,,,,,,,,,,
mayfield_QB_TB,Baker Mayfield,QB,TB,33.0,4162.0,14.0,2.0,320.0,,,,,,,,,,,,,,,,,
odunze_WR_CHI,Rome Odunze,WR,CHI,,,,0.0,13.0,72.0,7.0,1014.0,,,,,,,,,,,,,,
mcmillan_WR_CAR,Tetairoa McMillan,WR,CAR,,,,0.0,0.0,75.0,6.0,1028.0,,,,,,,,,,,,,,
"hunter_WR, CB_JAX",Travis Hunter,"WR, CB",JAX,,,,0.0,25.0,80.0,6.0,967.0,,,,,,,,,,,,,,
montgomery_RB_DET,David Montgomery,RB,DET,,,,10.0,850.0,36.0,1.0,272.0,,,,,,,,,,,,,,
jones_RB_MIN,Aaron Jones Sr.,RB,MIN,,,,4.0,797.0,52.0,3.0,390.0,,,,,,,,,,,,,,
hockenson_TE_MIN,T.J. Hockenson,TE,MIN,,,,0.0,0.0,82.0,4.0,811.0,,,,,,,,,,,,,,
pollard_RB_TEN,Tony Pollard,RB,TEN,,,,5.0,988.0,45.0,1.0,293.0,,,,,,,,,,,,,,
