key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
abanikanda_RB_DAL,Israel Abanikanda,RB,DAL,,,,,,,,,,,,,,,,,,,,,,
abdullah_RB_IND,Ameer Abdullah,RB,IND,,,,,,,,,,,,,,,,,,,,,,
achane_RB_MIA,De'Von Achane,RB,MIA,,,,,,,,,,,,,,,,,,,,,,
adams_WR_LAR,Davante Adams,WR,LAR,,,,,,,,,,,,,,,,,,,,,,
addison_WR_MIN,Jordan Addison,WR,MIN,,,,,,,,,,,,,,,,,,,,,,
adkins_TE_DEN,Nate Adkins,TE,DEN,,,,,,,,,,,,,,,,,,,,,,
ahmed_RB_IND,Salvon Ahmed,RB,IND,,,,,,,,,,,,,,,,,,,,,,
akers_RB_SEA,Cam Akers,RB,SEA,,,,,,,,,,,,,,,,,,,,,,
alexander_WR_CHI,Maurice Alexander,WR,CHI,,,,,,,,,,,,,,,,,,,,,,
ali_RB_BAL,Rasheen Ali,RB,BAL,,,,,,,,,,,,,,,,,,,,,,
aliecox_TE_IND,Mo Alie-Cox,TE,IND,,,,,,,,,,,,,,,,,,,,,,
all_TE_CIN,Erick All,TE,CIN,,,,,,,,,,,,,,,,,,,,,,
allen_RB_NYJ,Braelon Allen,RB,NYJ,,,,,,,,,,,,,,,,,,,,,,
allen_QB_TEN,Brandon Allen,QB,TEN,,,,,,,,,,,,,,,,,,,,,,
allen_TE_LAR,Davis Allen,TE,LAR,,,,,,,,,,,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,,,,,,,,,,,,,,,,,,,,,,
allen_WR_LAC,Keenan Allen,WR,LAC,,,,,,,,,,,,,,,,,,,,,,
allen_QB_DET,Kyle Allen,QB,DET,,,,,,,,,,,,,,,,,,,,,,
allen_RB_JAX,LeQuint Allen Jr.,RB,JAX,,,,,,,,,,,,,,,,,,,,,,
allgeier_RB_ATL,Tyler Allgeier,RB,ATL,,,,,,,,,,,,,,,,,,,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,,,,,,,,,,,,,,,,,,,,,,
arroyo_TE_SEA,Elijah Arroyo,TE,SEA,,,,,,,,,,,,,,,,,,,,,,
atwell_WR_LAR,Tutu Atwell,WR,LAR,,,,,,,,,,,,,,,,,,,,,,
austin_WR_PIT,Calvin Austin III,WR,PIT,,,,,,,,,,,,,,,,,,,,,,
austin_WR_NO,Kevin Austin Jr.,WR,NO,,,,,,,,,,,,,,,,,,,,,,
ayomanor_WR_TEN,Elic Ayomanor,WR,TEN,,,,,,,,,,,,,,,,,,,,,,
baccellia_WR_ARI,Andre Baccellia,WR,ARI,,,,,,,,,,,,,,,,,,,,,,
bachman_WR_LV,Alex Bachman,WR,LV,,,,,,,,,,,,,,,,,,,,,,
badie_RB_DEN,Tyler Badie,RB,DEN,,,,,,,,,,,,,,,,,,,,,,
bagent_QB_CHI,Tyson Bagent,QB,CHI,,,,,,,,,,,,,,,,,,,,,,
bandy_WR_DEN,Michael Bandy,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
barkley_RB_PHI,Saquon Barkley,RB,PHI,,,,,,,,,,,,,,,,,,,,,,
barner_TE_SEA,AJ Barner,TE,SEA,,,,,,,,,,,,,,,,,,,,,,
bartholomew_TE_MIN,Gavin Bartholomew,TE,MIN,,,,,,,,,,,,,,,,,,,,,,
bateman_WR_BAL,Rashod Bateman,WR,BAL,,,,,,,,,,,,,,,,,,,,,,
bates_TE_CLE,Brenden Bates,TE,CLE,,,,,,,,,,,,,,,,,,,,,,
bates_TE_WSH,John Bates,TE,WSH,,,,,,,,,,,,,,,,,,,,,,
bazelak_QB_TB,Connor Bazelak,QB,TB,,,,,,,,,,,,,,,,,,,,,,
bech_WR_LV,Jack Bech,WR,LV,,,,,,,,,,,,,,,,,,,,,,
beck_RB_NYJ,Andrew Beck,RB,NYJ,,,,,,,,,,,,,,,,,,,,,,
bell_TE_PIT,Jaheim Bell,TE,PIT,,,,,,,,,,,,,,,,,,,,,,
bell_WR_NO,Ronnie Bell,WR,NO,,,,,,,,,,,,,,,,,,,,,,
bellinger_TE_NYG,Daniel Bellinger,TE,NYG,,,,,,,,,,,,,,,,,,,,,,
bennett_QB_LAR,Stetson Bennett,QB,LAR,,,,,,,,,,,,,,,,,,,,,,
benson_RB_ARI,Trey Benson,RB,ARI,,,,,,,,,,,,,,,,,,,,,,
bentley_RB_IND,Ulysses Bentley IV,RB,IND,,,,,,,,,,,,,,,,,,,,,,
bergen_WR_SF,Junior Bergen,WR,SF,,,,,,,,,,,,,,,,,,,,,,
berrios_WR_HOU,Braxton Berrios,WR,HOU,,,,,,,,,,,,,,,,,,,,,,
bigsby_RB_PHI,Tank Bigsby,RB,PHI,,,,,,,,,,,,,,,,,,,,,,
blackshear_RB_NYJ,Raheem Blackshear,RB,NYJ,,,,,,,,,,,,,,,,,,,,,,
blair_WR_ATL,Chris Blair,WR,ATL,,,,,,,,,,,,,,,,,,,,,,
blue_RB_DAL,Jaydon Blue,RB,DAL,,,,,,,,,,,,,,,,,,,,,,
bobo_WR_SEA,Jake Bobo,WR,SEA,,,,,,,,,,,,,,,,,,,,,,
bond_WR_CLE,Isaiah Bond,WR,CLE,,,,,,,,,,,,,,,,,,,,,,
bourne_WR_SF,Kendrick Bourne,WR,SF,,,,,,,,,,,,,,,,,,,,,,
boutte_WR_NE,Kayshon Boutte,WR,NE,,,,,,,,,,,,,,,,,,,,,,
bowers_TE_LV,Brock Bowers,TE,LV,,,,,,,,,,,,,,,,,,,,,,
bradley_QB_JAX,Carter Bradley,QB,JAX,,,,,,,,,,,,,,,,,,,,,,
brayboy_WR_JAX,Chandler Brayboy,WR,JAX,,,,,,,,,,,,,,,,,,,,,,
bridgewater_QB_TB,Teddy Bridgewater,QB,TB,,,,,,,,,,,,,,,,,,,,,,
brightwell_RB_CIN,Gary Brightwell,RB,CIN,,,,,,,,,,,,,,,,,,,,,,
briningstool_TE_KC,Jake Briningstool,TE,KC,,,,,,,,,,,,,,,,,,,,,,
brissett_QB_ARI,Jacoby Brissett,QB,ARI,,,,,,,,,,,,,,,,,,,,,,
broden_WR_SEA,Tyrone Broden,WR,SEA,,,,,,,,,,,,,,,,,,,,,,
brooks_RB_HOU,British Brooks,RB,HOU,,,,,,,,,,,,,,,,,,,,,,
brooks_RB_GB,Chris Brooks,RB,GB,,,,,,,,,,,,,,,,,,,,,,
brooks_WR_WSH,Ja'Corey Brooks,WR,WSH,,,,,,,,,,,,,,,,,,,,,,
brooks_WR_ARI,Jalen Brooks,WR,ARI,,,,,,,,,,,,,,,,,,,,,,
brooks_RB_CAR,Jonathon Brooks,RB,CAR,,,,,,,,,,,,,,,,,,,,,,
brooks_RB_CIN,Tahj Brooks,RB,CIN,,,,,,,,,,,,,,,,,,,,,,
brosmer_QB_MIN,Max Brosmer,QB,MIN,,,,,,,,,,,,,,,,,,,,,,
brown_WR_PHI,A.J. Brown,WR,PHI,,,,,,,,,,,,,,,,,,,,,,
brown_RB_CHI,Brittain Brown,RB,CHI,,,,,,,,,,,,,,,,,,,,,,
brown_RB_CIN,Chase Brown,RB,CIN,,,,,,,,,,,,,,,,,,,,,,
brown_WR_JAX,Dyami Brown,WR,JAX,,,,,,,,,,,,,,,,,,,,,,
brown_WR_KC,Marquise Brown,WR,KC,,,,,,,,,,,,,,,,,,,,,,
brown_WR_WSH,Noah Brown,WR,WSH,,,,,,,,,,,,,,,,,,,,,,
brown_TE_ARI,Pharaoh Brown,TE,ARI,,,,,,,,,,,,,,,,,,,,,,
browning_QB_CIN,Jake Browning,QB,CIN,,,,,,,,,,,,,,,,,,,,,,
brownlee_WR_KC,Jason Brownlee,WR,KC,,,,,,,,,,,,,,,,,,,,,,
bryant_TE_HOU,Harrison Bryant,TE,HOU,,,,,,,,,,,,,,,,,,,,,,
bryant_WR_DEN,Pat Bryant,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
buechele_QB_BUF,Shane Buechele,QB,BUF,,,,,,,,,,,,,,,,,,,,,,
burden_WR_CHI,Luther Burden III,WR,CHI,,,,,,,,,,,,,,,,,,,,,,
burks_WR_WSH,Treylon Burks,WR,WSH,,,,,,,,,,,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,,,,,,,,,,,,,,,,,,,,,,
burton_RB_DEN,Michael Burton,RB,DEN,,,,,,,,,,,,,,,,,,,,,,
cager_TE_WSH,Lawrence Cager,TE,WSH,,,,,,,,,,,,,,,,,,,,,,
