key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
jackson_QB_BAL,Lamar Jackson,QB,BAL,30,3619,9,4,832,,,,,4,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,27,3777,11,10,504,,,,,3,,,,,,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,22,3475,9,14,535,,,,,3,,,,,,,,,,,,
daniels_QB_WSH,Jayden Daniels,QB,WSH,26,3726,11,6,755,,,,,3,,,,,,,,,,,,
chase_WR_CIN,Ja'Marr Chase,WR,CIN,,,,,23,113,11,1490,,1,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,32,4223,12,2,335,,,,,2,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,34,4415,11,2,159,,,,,3,,,,,,,,,,,,
robinson_RB_ATL,Bijan Robinson,RB,ATL,,,,11,1348,57,2,436,,2,,,,,,,,,,,,
gibbs_RB_DET,Jahmyr Gibbs,RB,DET,,,,12,1204,56,2,445,,2,,,,,,,,,,,,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,,,,1,81,108,8,1324,,1,,,,,,,,,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,,,,,6,102,9,1437,,1,,,,,,,,,,,,
mayfield_QB_TB,Baker Mayfield,QB,TB,31,4009,13,3,235,,,,,4,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,24,3621,11,5,549,,,,,3,,,,,,,,,,,,
purdy_QB_SF,Brock Purdy,QB,SF,27,4163,12,4,272,,,,,2,,,,,,,,,,,,
barkley_RB_PHI,Saquon Barkley,RB,PHI,,,,11,1680,31,2,232,,2,,,,,,,,,,,,
nix_QB_DEN,Bo Nix,QB,DEN,27,3807,12,4,402,,,,,3,,,,,,,,,,,,
maye_QB_NE,Drake Maye,QB,NE,25,3708,13,4,465,,,,,4,,,,,,,,,,,,
mccarthy_QB_MIN,J.J. McCarthy,QB,MIN,27,4060,13,3,285,,,,,3,,,,,,,,,,,,
williams_QB_CHI,Caleb Williams,QB,CHI,24,3720,12,4,384,,,,,4,,,,,,,,,,,,
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,26,3995,13,3,255,,,,,4,,,,,,,,,,,,
fields_QB_NYJ,Justin Fields,QB,NYJ,16,2981,9,7,798,,,,,4,,,,,,,,,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,26,3880,10,3,234,,,,,2,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,28,4179,13,2,159,,,,,3,,,,,,,,,,,,
nabers_WR_NYG,Malik Nabers,WR,NYG,,,,,35,102,8,1230,,1,,,,,,,,,,,,
thomas_WR_JAX,Brian Thomas Jr.,WR,JAX,,,,,18,96,8,1305,,1,,,,,,,,,,,,
nacua_WR_LAR,Puka Nacua,WR,LAR,,,,1,75,97,7,1237,,1,,,,,,,,,,,,
collins_WR_HOU,Nico Collins,WR,HOU,,,,,6,91,9,1305,,1,,,,,,,,,,,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,,,,,12,105,8,1215,,1,,,,,,,,,,,,
stroud_QB_HOU,C.J. Stroud,QB,HOU,27,4015,11,2,196,,,,,3,,,,,,,,,,,,
mccaffrey_RB_SF,Christian McCaffrey,RB,SF,,,,8,972,61,3,498,,2,,,,,,,,,,,,
jeanty_RB_LV,Ashton Jeanty,RB,LV,,,,9,1215,49,2,372,,2,,,,,,,,,,,,
hill_WR_MIA,Tyreek Hill,WR,MIA,,,,,35,95,8,1241,,1,,,,,,,,,,,,
london_WR_ATL,Drake London,WR,ATL,,,,,11,98,8,1235,,1,,,,,,,,,,,,
achane_RB_MIA,De'Von Achane,RB,MIA,,,,7,931,67,3,500,,2,,,,,,,,,,,,
henry_RB_BAL,Derrick Henry,RB,BAL,,,,13,1562,15,1,143,,2,,,,,,,,,,,,
goff_QB_DET,Jared Goff,QB,DET,28,4221,11,1,63,,,,,3,,,,,,,,,,,,
young_QB_CAR,Bryce Young,QB,CAR,22,3613,12,4,297,,,,,4,,,,,,,,,,,,
