key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
jefferson_WR_MIN,Justin Jefferson,WR,MIN,,,,0.0,23.0,115.0,9.0,1495.0,,,,,,,,,,,,,,
ekeler_RB_LAC,Austin Ekeler,RB,LAC,,,,9.0,837.0,67.0,3.0,500.0,,,,,,,,,,,,,,
kupp_WR_LAR,Cooper Kupp,WR,LAR,,,,0.0,67.0,126.0,7.0,1492.0,,,,,,,,,,,,,,
mccaffrey_RB_SF,Christian McCaffrey,RB,SF,,,,7.0,854.0,70.0,3.0,555.0,,,,,,,,,,,,,,
chase_WR_CIN,Ja'Marr Chase,WR,CIN,,,,0.0,20.0,102.0,11.0,1453.0,,,,,,,,,,,,,,
robinson_RB_ATL,Bijan Robinson,RB,ATL,,,,7.0,1121.0,50.0,2.0,378.0,,,,,,,,,,,,,,
kelce_TE_KC,Travis Kelce,TE,KC,,,,0.0,15.0,101.0,10.0,1142.0,,,,,,,,,,,,,,
hill_WR_MIA,Tyreek Hill,WR,MIA,,,,1.0,50.0,103.0,8.0,1333.0,,,,,,,,,,,,,,
taylor_RB_IND,Jonathan Taylor,RB,IND,,,,8.0,1363.0,36.0,1.0,281.0,,,,,,,,,,,,,,
barkley_RB_NYG,Saquon Barkley,RB,NYG,,,,8.0,1012.0,53.0,2.0,430.0,,,,,,,,,,,,,,
henry_RB_TEN,Derrick Henry,RB,TEN,,,,8.0,1334.0,33.0,1.0,290.0,,,,,,,,,,,,,,
adams_WR_LV,Davante Adams,WR,LV,,,,0.0,12.0,96.0,7.0,1473.0,,,,,,,,,,,,,,
diggs_WR_BUF,Stefon Diggs,WR,BUF,,,,0.0,0.0,97.0,8.0,1204.0,,,,,,,,,,,,,,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,,,,0.0,58.0,97.0,6.0,1219.0,,,,,,,,,,,,,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,,,,1.0,64.0,95.0,6.0,1038.0,,,,,,,,,,,,,,
brown_WR_PHI,A.J. Brown,WR,PHI,,,,0.0,0.0,74.0,7.0,1130.0,,,,,,,,,,,,,,
jacobs_RB_LV,Josh Jacobs,RB,LV,,,,9.0,1158.0,42.0,1.0,308.0,,,,,,,,,,,,,,
chubb_RB_CLE,Nick Chubb,RB,CLE,,,,9.0,1233.0,30.0,1.0,274.0,,,,,,,,,,,,,,
wilson_WR_NYJ,Garrett Wilson,WR,NYJ,,,,0.0,24.0,76.0,8.0,1036.0,,,,,,,,,,,,,,
waddle_WR_MIA,Jaylen Waddle,WR,MIA,,,,0.0,25.0,82.0,6.0,1074.0,,,,,,,,,,,,,,
pollard_RB_DAL,Tony Pollard,RB,DAL,,,,8.0,1156.0,39.0,2.0,318.0,,,,,,,,,,,,,,
hall_RB_NYJ,Breece Hall,RB,NYJ,,,,6.0,891.0,43.0,2.0,383.0,,,,,,,,,,,,,,
etienne_RB_JAX,Travis Etienne Jr.,RB,JAX,,,,6.0,1031.0,40.0,2.0,325.0,,,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,39.0,4702.0,11.0,3.0,333.0,,,,,,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,31.0,4163.0,13.0,6.0,632.0,,,,,,,,,,,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,22.0,3511.0,10.0,12.0,671.0,,,,,,,,,,,,,,,,,
metcalf_WR_SEA,DK Metcalf,WR,SEA,,,,0.0,0.0,77.0,8.0,1001.0,,,,,,,,,,,,,,
higgins_WR_CIN,Tee Higgins,WR,CIN,,,,0.0,0.0,82.0,7.0,1046.0,,,,,,,,,,,,,,
smith_WR_PHI,DeVonta Smith,WR,PHI,,,,0.0,0.0,79.0,7.0,1015.0,,,,,,,,,,,,,,
mixon_RB_CIN,Joe Mixon,RB,CIN,,,,7.0,826.0,50.0,3.0,352.0,,,,,,,,,,,,,,
stevenson_RB_NE,Rhamondre Stevenson,RB,NE,,,,6.0,925.0,49.0,1.0,340.0,,,,,,,,,,,,,,
harris_RB_PIT,Najee Harris,RB,PIT,,,,6.0,964.0,43.0,2.0,273.0,,,,,,,,,,,,,,
jones_RB_GB,Aaron Jones,RB,GB,,,,4.0,963.0,52.0,3.0,401.0,,,,,,,,,,,,,,
gibbs_RB_DET,Jahmyr Gibbs,RB,DET,,,,7.0,741.0,47.0,2.0,378.0,,,,,,,,,,,,,,
pierce_RB_HOU,Dameon Pierce,RB,HOU,,,,6.0,957.0,37.0,1.0,271.0,,,,,,,,,,,,,,
white_RB_TB,Rachaad White,RB,TB,,,,6.0,907.0,44.0,1.0,295.0,,,,,,,,,,,,,,
olave_WR_NO,Chris Olave,WR,NO,,,,0.0,0.0,75.0,5.0,1094.0,,,,,,,,,,,,,,
cooper_WR_CLE,Amari Cooper,WR,CLE,,,,0.0,0.0,71.0,7.0,966.0,,,,,,,,,,,,,,
samuel_WR_SF,Deebo Samuel,WR,SF,,,,2.0,243.0,62.0,5.0,888.0,,,,,,,,,,,,,,
allen_WR_LAC,Keenan Allen,WR,LAC,,,,0.0,0.0,88.0,6.0,923.0,,,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,32.0,4495.0,12.0,5.0,255.0,,,,,,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,25.0,3269.0,11.0,5.0,933.0,,,,,,,,,,,,,,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,,,,0.0,19.0,71.0,7.0,841.0,,,,,,,,,,,,,,
godwin_WR_TB,Chris Godwin,WR,TB,,,,0.0,24.0,88.0,3.0,972.0,,,,,,,,,,,,,,
watson_WR_GB,Christian Watson,WR,GB,,,,0.0,60.0,67.0,6.0,978.0,,,,,,,,,,,,,,
johnson_WR_PIT,Diontae Johnson,WR,PIT,,,,0.0,28.0,78.0,4.0,960.0,,,,,,,,,,,,,,
sanders_RB_CAR,Miles Sanders,RB,CAR,,,,5.0,976.0,36.0,1.0,297.0,,,,,,,,,,,,,,
walker_RB_SEA,Kenneth Walker III,RB,SEA,,,,7.0,985.0,29.0,1.0,211.0,,,,,,,,,,,,,,
hockenson_TE_MIN,T.J. Hockenson,TE,MIN,,,,0.0,0.0,75.0,6.0,846.0,,,,,,,,,,,,,,
moore_WR_CHI,DJ Moore,WR,CHI,,,,0.0,58.0,64.0,7.0,925.0,,,,,,,,,,,,,,
evans_WR_TB,Mike Evans,WR,TB,,,,0.0,0.0,73.0,5.0,1044.0,,,,,,,,,,,,,,
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,,,,0.0,25.0,75.0,4.0,1000.0,,,,,,,,,,,,,,
jeudy_WR_DEN,Jerry Jeudy,WR,DEN,,,,0.0,14.0,66.0,6.0,987.0,,,,,,,,,,,,,,
ridley_WR_JAX,Calvin Ridley,WR,JAX,,,,0.0,25.0,70.0,5.0,873.0,,,,,,,,,,,,,,
williams_WR_LAC,Mike Williams,WR,LAC,,,,0.0,0.0,68.0,7.0,932.0,,,,,,,,,,,,,,
brown_WR_ARI,Marquise Brown,WR,ARI,,,,0.0,0.0,77.0,4.0,980.0,,,,,,,,,,,,,,
waller_TE_NYG,Darren Waller,TE,NYG,,,,0.0,0.0,67.0,6.0,813.0,,,,,,,,,,,,,,
conner_RB_ARI,James Conner,RB,ARI,,,,7.0,874.0,43.0,1.0,290.0,,,,,,,,,,,,,,
dobbins_RB_BAL,J.K. Dobbins,RB,BAL,,,,8.0,1000.0,27.0,1.0,188.0,,,,,,,,,,,,,,
mattison_RB_MIN,Alexander Mattison,RB,MIN,,,,8.0,881.0,35.0,1.0,248.0,,,,,,,,,,,,,,
fields_QB_CHI,Justin Fields,QB,CHI,22.0,3193.0,12.0,6.0,912.0,,,,,,,,,,,,,,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,30.0,4307.0,11.0,1.0,202.0,,,,,,,,,,,,,,,,,
lockett_WR_SEA,Tyler Lockett,WR,SEA,,,,0.0,0.0,80.0,5.0,862.0,,,,,,,,,,,,,,
pacheco_RB_KC,Isiah Pacheco,RB,KC,,,,7.0,904.0,30.0,1.0,235.0,,,,,,,,,,,,,,
akers_RB_LAR,Cam Akers,RB,LAR,,,,7.0,827.0,33.0,2.0,279.0,,,,,,,,,,,,,,
london_WR_ATL,Drake London,WR,ATL,,,,0.0,0.0,75.0,5.0,918.0,,,,,,,,,,,,,,
pittman_WR_IND,Michael Pittman Jr.,WR,IND,,,,0.0,32.0,76.0,3.0,825.0,,,,,,,,,,,,,,
montgomery_RB_DET,David Montgomery,RB,DET,,,,7.0,777.0,36.0,1.0,276.0,,,,,,,,,,,,,,
swift_RB_PHI,D'Andre Swift,RB,PHI,,,,6.0,620.0,40.0,2.0,340.0,,,,,,,,,,,,,,
kittle_TE_SF,George Kittle,TE,SF,,,,0.0,11.0,62.0,5.0,726.0,,,,,,,,,,,,,,
goedert_TE_PHI,Dallas Goedert,TE,PHI,,,,0.0,0.0,62.0,4.0,639.0,,,,,,,,,,,,,,
pitts_TE_ATL,Kyle Pitts,TE,ATL,,,,0.0,0.0,55.0,4.0,827.0,,,,,,,,,,,,,,
watson_QB_CLE,Deshaun Watson,QB,CLE,26.0,3762.0,11.0,4.0,485.0,,,,,,,,,,,,,,,,,
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,26.0,3918.0,13.0,4.0,305.0,,,,,,,,,,,,,,,,,
kirk_WR_JAX,Christian Kirk,WR,JAX,,,,0.0,26.0,71.0,5.0,832.0,,,,,,,,,,,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,,,,3.0,546.0,39.0,2.0,359.0,,,,,,,,,,,,,,
cooks_WR_DAL,Brandin Cooks,WR,DAL,,,,0.0,31.0,68.0,5.0,880.0,,,,,,,,,,,,,,
aiyuk_WR_SF,Brandon Aiyuk,WR,SF,,,,0.0,16.0,65.0,5.0,823.0,,,,,,,,,,,,,,
thomas_WR_NO,Michael Thomas,WR,NO,,,,0.0,0.0,76.0,4.0,759.0,,,,,,,,,,,,,,
dotson_WR_WSH,Jahan Dotson,WR,WSH,,,,0.0,0.0,64.0,4.0,865.0,,,,,,,,,,,,,,
cook_RB_BUF,James Cook,RB,BUF,,,,4.0,688.0,35.0,2.0,270.0,,,,,,,,,,,,,,
meyers_WR_LV,Jakobi Meyers,WR,LV,,,,0.0,13.0,73.0,4.0,856.0,,,,,,,,,,,,,,
burks_WR_TEN,Treylon Burks,WR,TEN,,,,0.0,60.0,63.0,3.0,875.0,,,,,,,,,,,,,,
pickens_WR_PIT,George Pickens,WR,PIT,,,,0.0,28.0,62.0,4.0,797.0,,,,,,,,,,,,,,
smithnjigba_WR_SEA,Jaxon Smith-Njigba,WR,SEA,,,,0.0,0.0,59.0,6.0,764.0,,,,,,,,,,,,,,
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,,,,0.0,0.0,60.0,4.0,643.0,,,,,,,,,,,,,,
engram_TE_JAX,Evan Engram,TE,JAX,,,,0.0,9.0,60.0,4.0,655.0,,,,,,,,,,,,,,
njoku_TE_CLE,David Njoku,TE,CLE,,,,0.0,9.0,51.0,5.0,570.0,,,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,26.0,4116.0,13.0,3.0,241.0,,,,,,,,,,,,,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,29.0,4485.0,12.0,2.0,102.0,,,,,,,,,,,,,,,,,
jones_QB_NYG,Daniel Jones,QB,NYG,20.0,3383.0,10.0,4.0,556.0,,,,,,,,,,,,,,,,,
williams_RB_DEN,Javonte Williams,RB,DEN,,,,5.0,614.0,29.0,1.0,213.0,,,,,,,,,,,,,,
perine_RB_DEN,Samaje Perine,RB,DEN,,,,5.0,748.0,33.0,1.0,249.0,,,,,,,,,,,,,,
dillon_RB_GB,AJ Dillon,RB,GB,,,,5.0,739.0,32.0,1.0,247.0,,,,,,,,,,,,,,
chark_WR_CAR,DJ Chark,WR,CAR,,,,0.0,0.0,55.0,4.0,839.0,,,,,,,,,,,,,,
smithschuster_WR_NE,JuJu Smith-Schuster,WR,NE,,,,0.0,0.0,75.0,2.0,778.0,,,,,,,,,,,,,,
beckham_WR_BAL,Odell Beckham Jr.,WR,BAL,,,,0.0,16.0,52.0,4.0,676.0,,,,,,,,,,,,,,
addison_WR_MIN,Jordan Addison,WR,MIN,,,,0.0,24.0,57.0,5.0,766.0,,,,,,,,,,,,,,
schultz_TE_HOU,Dalton Schultz,TE,HOU,,,,0.0,0.0,56.0,4.0,556.0,,,,,,,,,,,,,,
kmet_TE_CHI,Cole Kmet,TE,CHI,,,,0.0,0.0,54.0,4.0,578.0,,,,,,,,,,,,,,
robinson_RB_WSH,Brian Robinson Jr.,RB,WSH,,,,4.0,804.0,26.0,1.0,184.0,,,,,,,,,,,,,,
williams_RB_NO,Jamaal Williams,RB,NO,,,,6.0,724.0,28.0,1.0,175.0,,,,,,,,,,,,,,
herbert_RB_CHI,Khalil Herbert,RB,CHI,,,,5.0,670.0,26.0,1.0,187.0,,,,,,,,,,,,,,
moore_WR_ARI,Rondale Moore,WR,ARI,,,,0.0,61.0,72.0,3.0,750.0,,,,,,,,,,,,,,
sutton_WR_DEN,Courtland Sutton,WR,DEN,,,,0.0,0.0,57.0,6.0,768.0,,,,,,,,,,,,,,
davis_WR_BUF,Gabe Davis,WR,BUF,,,,0.0,0.0,48.0,6.0,765.0,,,,,,,,,,,,,,
toney_WR_KC,Kadarius Toney,WR,KC,,,,0.0,52.0,51.0,5.0,614.0,,,,,,,,,,,,,,
lazard_WR_NYJ,Allen Lazard,WR,NYJ,,,,0.0,26.0,51.0,5.0,658.0,,,,,,,,,,,,,,
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,26.0,3883.0,12.0,2.0,141.0,,,,,,,,,,,,,,,,,
rodgers_QB_NYJ,Aaron Rodgers,QB,NYJ,28.0,4023.0,10.0,1.0,110.0,,,,,,,,,,,,,,,,,
gibson_RB_WSH,Antonio Gibson,RB,WSH,,,,3.0,415.0,47.0,2.0,327.0,,,,,,,,,,,,,,
wilson_RB_MIA,Jeff Wilson Jr.,RB,MIA,,,,6.0,702.0,27.0,2.0,235.0,,,,,,,,,,,,,,
smith_QB_SEA,Geno Smith,QB,SEA,27.0,3860.0,12.0,1.0,276.0,,,,,,,,,,,,,,,,,
wilson_QB_DEN,Russell Wilson,QB,DEN,24.0,3875.0,11.0,3.0,322.0,,,,,,,,,,,,,,,,,
richardson_QB_IND,Anthony Richardson,QB,IND,15.0,2908.0,13.0,5.0,608.0,,,,,,,,,,,,,,,,,
mckinnon_RB_KC,Jerick McKinnon,RB,KC,,,,3.0,321.0,43.0,3.0,387.0,,,,,,,,,,,,,,
penny_RB_PHI,Rashaad Penny,RB,PHI,,,,6.0,812.0,9.0,0.0,69.0,,,,,,,,,,,,,,
charbonnet_RB_SEA,Zach Charbonnet,RB,SEA,,,,4.0,572.0,25.0,1.0,188.0,,,,,,,,,,,,,,
mostert_RB_MIA,Raheem Mostert,RB,MIA,,,,4.0,640.0,22.0,1.0,155.0,,,,,,,,,,,,,,
johnston_WR_LAC,Quentin Johnston,WR,LAC,,,,0.0,0.0,51.0,5.0,715.0,,,,,,,,,,,,,,
gallup_WR_DAL,Michael Gallup,WR,DAL,,,,0.0,0.0,50.0,6.0,718.0,,,,,,,,,,,,,,
thielen_WR_CAR,Adam Thielen,WR,CAR,,,,0.0,0.0,59.0,4.0,639.0,,,,,,,,,,,,,,
higbee_TE_LAR,Tyler Higbee,TE,LAR,,,,0.0,0.0,61.0,4.0,601.0,,,,,,,,,,,,,,
ertz_TE_ARI,Zach Ertz,TE,ARI,,,,0.0,0.0,35.0,3.0,341.0,,,,,,,,,,,,,,
mooney_WR_CHI,Darnell Mooney,WR,CHI,,,,0.0,14.0,55.0,5.0,696.0,,,,,,,,,,,,,,
flowers_WR_BAL,Zay Flowers,WR,BAL,,,,0.0,30.0,49.0,5.0,625.0,,,,,,,,,,,,,,
thornton_WR_NE,Tyquan Thornton,WR,NE,,,,0.0,25.0,51.0,4.0,693.0,,,,,,,,,,,,,,
moore_WR_KC,Skyy Moore,WR,KC,,,,0.0,22.0,49.0,5.0,629.0,,,,,,,,,,,,,,
collins_WR_HOU,Nico Collins,WR,HOU,,,,0.0,0.0,50.0,4.0,688.0,,,,,,,,,,,,,,
boyd_WR_CIN,Tyler Boyd,WR,CIN,,,,0.0,0.0,60.0,4.0,662.0,,,,,,,,,,,,,,
jones_WR_JAX,Zay Jones,WR,JAX,,,,0.0,12.0,57.0,5.0,618.0,,,,,,,,,,,,,,
moore_WR_CLE,Elijah Moore,WR,CLE,,,,0.0,28.0,48.0,4.0,668.0,,,,,,,,,,,,,,
singletary_RB_HOU,Devin Singletary,RB,HOU,,,,3.0,541.0,31.0,1.0,235.0,,,,,,,,,,,,,,
hubbard_RB_CAR,Chuba Hubbard,RB,CAR,,,,3.0,577.0,26.0,1.0,197.0,,,,,,,,,,,,,,
johnson_TE_NO,Juwan Johnson,TE,NO,,,,0.0,0.0,42.0,4.0,512.0,,,,,,,,,,,,,,
everett_TE_LAC,Gerald Everett,TE,LAC,,,,0.0,0.0,47.0,4.0,512.0,,,,,,,,,,,,,,
