key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
kupp_WR_LAR,Cooper Kupp,WR,LAR,,,0.01,0.65,50,130.43,14.78,1854.83,,0.03,,,,,,,,,,,0.11,
allen_QB_BUF,Josh Allen,QB,BUF,32.07,4540.04,12.67,6.69,812.81,,,,1.59,2.73,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,33.6,5288.14,13.39,3.72,443.4,,,,1.69,1.34,,,,,,,,,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,31.8,4990.65,15.07,3.31,307.77,,,,3.72,0.43,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,34.45,4887.96,14.14,2.32,259.43,,,,5.03,1.35,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,22.3,3783.82,13.1,4.86,1049.11,,,,1.59,1.8,,,,,,,,,,,,
adams_WR_LV,Davante Adams,WR,LV,,,0.01,,0.87,125.18,11.21,1553.52,,,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,28.86,4422.2,13.63,3.41,595.89,,,,0.53,0.92,,,,,,,,,,,,
brady_QB_TB,Tom Brady,QB,TB,35.89,5446.19,12.21,0.98,14.33,,,,,0.76,,,,,,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,24.18,3985.56,14.58,5.54,780.33,,,,3.2,1.9,,,,,,,,,,,,
stafford_QB_LAR,Matthew Stafford,QB,LAR,33.72,4940.44,12.88,2.21,181.82,,,,2.13,1.84,,,,,,,,,,,,
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,,,0.01,7.27,1014.01,82.59,4.65,805.59,0.53,,,,,,,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,35.24,4926.39,10.14,1.5,101.6,,,,,0.76,,,,,,,,,,,,
lance_QB_SF,Trey Lance,QB,SF,22.87,3752.33,13.77,4.9,873.21,,,,1.37,1.77,,,,,,,,,,,,
ekeler_RB_LAC,Austin Ekeler,RB,LAC,,,0.01,8.45,1023.98,71.49,4.46,699.95,0.53,,,,,,,,,,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,,,0.01,0.27,42.86,105.33,10.45,1457.4,,0.03,,,,,,,,,,,,
andrews_TE_BAL,Mark Andrews,TE,BAL,,,0.01,0.03,11.83,110.99,9.45,1426.9,,0.01,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,29.81,4703.92,16.11,2.07,230.79,,,,1.15,0.83,,,,,,,,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,32.26,4589.38,12.85,1.23,111.81,,,,2.66,0.85,,,,,,,,,,,,
carr_QB_LV,Derek Carr,QB,LV,30.71,4773.29,13.43,1.31,129.62,,,,1.06,0.88,,,,,,,,,,,,
