key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
mahomes_QB_KC,Patrick Mahomes,QB,KC,39,4930,12,2,200,,,,,1,,,,,,,,,,,,
watson_QB_HOU,Deshaun Watson,QB,HOU,25,4225,17,5,567,,,,,3,,,,,,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,28,4380,8,2,274,,,,,2,,,,,,,,,,,,
roethlisberger_QB_PIT,Ben Roethlisberger,QB,PIT,29,4888,19,2,87,,,,,1,,,,,,,,,,,,
ryan_QB_ATL,Matt Ryan,QB,ATL,27,4658,10,2,122,,,,,1,,,,,,,,,,,,
newton_QB_CAR,Cam Newton,QB,CAR,25,3780,17,4,616,,,,,1,,,,,,,,,,,,
goff_QB_LAR,Jared Goff,QB,LAR,30,4400,12,1,97,,,,,1,,,,,,,,,,,,
brady_QB_NE,Tom Brady,QB,NE,30,4444,13,1,37,,,,,1,,,,,,,,,,,,
brees_QB_NO,Drew Brees,QB,NO,30,4103,10,2,37,,,,,1,,,,,,,,,,,,
winston_QB_TB,Jameis Winston,QB,TB,27,4740,20,1,319,,,,,2,,,,,,,,,,,,
wentz_QB_PHI,Carson Wentz,QB,PHI,31,4331,15,0,167,,,,,2,,,,,,,,,,,,
wilson_QB_SEA,Russell Wilson,QB,SEA,31,3465,11,1,367,,,,,2,,,,,,,,,,,,
mayfield_QB_CLE,Baker Mayfield,QB,CLE,31,4373,16,0,154,,,,,2,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,22,2940,11,6,838,,,,,6,,,,,,,,,,,,
rivers_QB_LAC,Philip Rivers,QB,LAC,29,4376,13,0,30,,,,,1,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,22,3722,11,6,309,,,,,2,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,23,3663,15,3,568,,,,,4,,,,,,,,,,,,
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,27,4372,18,1,107,,,,,0,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,17,3190,18,8,722,,,,,2,,,,,,,,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,24,4218,14,2,139,,,,,2,,,,,,,,,,,,
carr_QB_OAK,Derek Carr,QB,OAK,24,4313,12,1,49,,,,,1,,,,,,,,,,,,
trubisky_QB_CHI,Mitchell Trubisky,QB,CHI,23,3634,14,2,362,,,,,2,,,,,,,,,,,,
stafford_QB_DET,Matthew Stafford,QB,DET,24,4020,13,0,77,,,,,1,,,,,,,,,,,,
darnold_QB_NYJ,Sam Darnold,QB,NYJ,26,3727,18,1,147,,,,,2,,,,,,,,,,,,
foles_QB_JAX,Nick Foles,QB,JAX,21,4031,14,1,36,,,,,1,,,,,,,,,,,,
dalton_QB_CIN,Andy Dalton,QB,CIN,25,3329,16,0,141,,,,,1,,,,,,,,,,,,
brissett_QB_IND,Jacoby Brissett,QB,IND,22,3510,15,2,142,,,,,2,,,,,,,,,,,,
flacco_QB_DEN,Joe Flacco,QB,DEN,21,3741,15,0,70,,,,,1,,,,,,,,,,,,
mariota_QB_TEN,Marcus Mariota,QB,TEN,19,3147,15,2,378,,,,,2,,,,,,,,,,,,
fitzpatrick_QB_MIA,Ryan Fitzpatrick,QB,MIA,20,2881,16,3,294,,,,,1,,,,,,,,,,,,
manning_QB_NYG,Eli Manning,QB,NYG,16,3233,11,1,25,,,,,3,,,,,,,,,,,,
haskins_QB_WSH,Dwayne Haskins,QB,WSH,15,2682,14,1,78,,,,,1,,,,,,,,,,,,
keenum_QB_WSH,Case Keenum,QB,WSH,5,865,4,0,35,,,,,0,,,,,,,,,,,,
jones_QB_NYG,Daniel Jones,QB,NYG,4,808,3,0,19,,,,,1,,,,,,,,,,,,
hill_QB_NO,Taysom Hill,QB,NO,1,122,0,1,177,,,,,1,,,,,,,,,,,,
schaub_QB_ATL,Matt Schaub,QB,ATL,1,150,0,0,3,,,,,0,,,,,,,,,,,,
moore_QB_KC,Matt Moore,QB,KC,2,198,0,0,17,,,,,1,,,,,,,,,,,,
daniel_QB_CHI,Chase Daniel,QB,CHI,1,142,1,0,7,,,,,0,,,,,,,,,,,,
rosen_QB_MIA,Josh Rosen,QB,MIA,2,317,2,0,19,,,,,1,,,,,,,,,,,,
kizer_QB_GB,DeShone Kizer,QB,GB,1,170,0,0,17,,,,,0,,,,,,,,,,,,
lynch_QB_SEA,Paxton Lynch,QB,SEA,1,138,0,0,24,,,,,0,,,,,,,,,,,,
bortles_QB_LAR,Blake Bortles,QB,LAR,1,179,0,0,22,,,,,0,,,,,,,,,,,,
finley_QB_CIN,Ryan Finley,QB,CIN,1,102,0,0,3,,,,,0,,,,,,,,,,,,
rush_QB_DAL,Cooper Rush,QB,DAL,1,93,0,0,16,,,,,0,,,,,,,,,,,,
griffin_QB_BAL,Robert Griffin III,QB,BAL,1,120,0,0,5,,,,,0,,,,,,,,,,,,
stidham_QB_NE,Jarrett Stidham,QB,NE,1,136,0,0,4,,,,,0,,,,,,,,,,,,
minshew_QB_JAX,Gardner Minshew,QB,JAX,1,117,0,0,3,,,,,0,,,,,,,,,,,,
bridgewater_QB_NO,Teddy Bridgewater,QB,NO,1,166,0,0,8,,,,,0,,,,,,,,,,,,
mccarron_QB_HOU,AJ McCarron,QB,HOU,1,170,0,0,5,,,,,0,,,,,,,,,,,,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,1,128,1,0,19,,,,,0,,,,,,,,,,,,
