key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
robinson_RB_ATL,Bijan Robinson,RB,ATL,,,,8.0,1371.0,76.0,3.0,712.0,,,,,,,,,,,,,,
gibbs_RB_DET,Jahmyr Gibbs,RB,DET,,,,14.0,1328.0,68.0,3.0,547.0,,,,,,,,,,,,,,
nacua_WR_LAR,Puka Nacua,WR,LAR,,,,1.0,106.0,123.0,10.0,1590.0,,,,,,,,,,,,,,
chase_WR_CIN,Ja'Marr Chase,WR,CIN,,,,0.0,21.0,119.0,11.0,1507.0,,,,,,,,,,,,,,
mccaffrey_RB_SF,Christian McCaffrey,RB,SF,,,,10.0,1149.0,80.0,5.0,695.0,,,,,,,,,,,,,,
smithnjigba_WR_SEA,Jaxon Smith-Njigba,WR,SEA,,,,0.0,25.0,117.0,9.0,1568.0,,,,,,,,,,,,,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,,,,0.0,13.0,118.0,10.0,1430.0,,,,,,,,,,,,,,
taylor_RB_IND,Jonathan Taylor,RB,IND,,,,12.0,1510.0,47.0,1.0,346.0,,,,,,,,,,,,,,
achane_RB_MIA,De'Von Achane,RB,MIA,,,,5.0,1315.0,66.0,3.0,513.0,,,,,,,,,,,,,,
lamb_WR_DAL,CeeDee Lamb,WR,DAL,,,,0.0,13.0,104.0,9.0,1382.0,,,,,,,,,,,,,,
jeanty_RB_LV,Ashton Jeanty,RB,LV,,,,7.0,1137.0,65.0,2.0,494.0,,,,,,,,,,,,,,
jefferson_WR_MIN,Justin Jefferson,WR,MIN,,,,0.0,11.0,111.0,7.0,1375.0,,,,,,,,,,,,,,
cook_RB_BUF,James Cook III,RB,BUF,,,,11.0,1400.0,36.0,2.0,302.0,,,,,,,,,,,,,,
love_RB_ARI,Jeremiyah Love,RB,ARI,,,,7.0,1129.0,65.0,2.0,489.0,,,,,,,,,,,,,,
london_WR_ATL,Drake London,WR,ATL,,,,0.0,0.0,102.0,7.0,1257.0,,,,,,,,,,,,,,
barkley_RB_PHI,Saquon Barkley,RB,PHI,,,,9.0,1285.0,43.0,2.0,370.0,,,,,,,,,,,,,,
rice_WR_KC,Rashee Rice,WR,KC,,,,1.0,43.0,96.0,9.0,1129.0,,,,,,,,,,,,,,
