key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
allen_QB_BUF,Josh Allen,QB,BUF,36,4553,18,6,759,,,,,3,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,35,4861,14,3,404,,,,,3,,,,,,,,,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,26,4009,16,4,1173,,,,,4,,,,,,,,,,,,
herbert_QB_LAC,Justin Herbert,QB,LAC,34,4856,16,3,303,,,,,1,,,,,,,,,,,,
hurts_QB_PHI,Jalen Hurts,QB,PHI,26,3630,15,9,828,,,,,2,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,34,4807,14,2,188,,,,,6,,,,,,,,,,,,
brady_QB_TB,Tom Brady,QB,TB,34,4912,14,2,58,,,,,3,,,,,,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,34,4360,9,2,118,,,,,1,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,28,4203,15,5,468,,,,,1,,,,,,,,,,,,
stafford_QB_LAR,Matthew Stafford,QB,LAR,34,4811,18,2,82,,,,,2,,,,,,,,,,,,
wilson_QB_DEN,Russell Wilson,QB,DEN,30,4418,10,2,274,,,,,2,,,,,,,,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,33,4423,13,1,112,,,,,3,,,,,,,,,,,,
burrow_QB_CIN,Joe Burrow,QB,CIN,30,4488,16,2,151,,,,,1,,,,,,,,,,,,
carr_QB_LV,Derek Carr,QB,LV,27,4980,17,1,112,,,,,5,,,,,,,,,,,,
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,26,4228,18,3,188,,,,,1,,,,,,,,,,,,
lance_QB_SF,Trey Lance,QB,SF,23,3593,16,4,500,,,,,2,,,,,,,,,,,,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,27,3703,18,4,285,,,,,3,,,,,,,,,,,,
ryan_QB_IND,Matt Ryan,QB,IND,29,3722,12,2,164,,,,,5,,,,,,,,,,,,
winston_QB_NO,Jameis Winston,QB,NO,27,3201,11,2,317,,,,,3,,,,,,,,,,,,
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,22,3982,15,2,354,,,,,4,,,,,,,,,,,,
jones_QB_NYG,Daniel Jones,QB,NYG,21,3667,18,3,497,,,,,6,,,,,,,,,,,,
wilson_QB_NYJ,Zach Wilson,QB,NYJ,22,3565,16,2,261,,,,,1,,,,,,,,,,,,
goff_QB_DET,Jared Goff,QB,DET,25,3802,14,1,97,,,,,6,,,,,,,,,,,,
