name,pos,pts_ppr_cbs,pts_cbs,pts_nfl,pts_fox,pts_espn
daniel_carlson,K,126.0,130.0,120.51,,
graham_gano,K,123.0,128.0,114.52,115.9,
matt_prater,K,123.0,125.0,111.37,111.4,
josh_lambo,K,120.0,123.0,117.55,99.3,
ryan_succop,K,119.0,121.0,109.68,110.4,
kaimi_fairbairn,K,117.0,121.0,106.11,,
brett_maher,K,116.0,118.0,109.88,,
brandon_mcmanus,K,114.0,117.0,110.73,114.0,
phil_dawson,K,114.0,117.0,114.65,104.1,
mason_crosby,K,110.0,112.0,120.92,120.8,
dustin_hopkins,K,109.0,110.0,117.0,118.5,
sebastian_janikowski,K,106.0,109.0,108.76,117.3,
caleb_sturgis,K,104.0,108.0,120.62,103.6,
mike_nugent,K,103.0,104.0,110.12,91.8,
chandler_catanzaro,K,98.0,100.0,112.26,121.3,
aldrick_rosas,K,93.0,97.0,106.12,,
jason_sanders,K,93.0,95.0,113.87,,
zane_gonzalez,K,92.0,95.0,108.21,,
stephen_hauschka,K,90.0,94.0,99.97,,
randy_bullock,K,85.0,86.0,111.54,36.8,
cody_parkey,K,83.0,85.0,104.95,85.8,
jason_myers,K,39.0,40.0,103.44,100.4,
jaguars,DST,246.0,246.0,,,
titans,DST,224.0,224.0,,,
vikings,DST,220.0,220.0,,,
rams,DST,207.0,207.0,,,
ravens,DST,201.0,201.0,,,
chargers,DST,200.0,200.0,,,
eagles,DST,199.0,199.0,,,
steelers,DST,196.0,196.0,,,
broncos,DST,190.0,190.0,,,
packers,DST,190.0,190.0,,,
cowboys,DST,185.0,185.0,,,
falcons,DST,179.0,179.0,,,
patriots,DST,177.0,177.0,,,
seahawks,DST,176.0,176.0,,,
cardinals,DST,173.0,173.0,,,
bears,DST,163.0,163.0,,,
panthers,DST,161.0,161.0,,,
bills,DST,159.0,159.0,,,
redskins,DST,157.0,157.0,,,
texans,DST,153.0,153.0,,,
saints,DST,153.0,153.0,,,
chiefs,DST,150.0,150.0,,,
lions,DST,147.0,147.0,,,
raiders,DST,144.0,144.0,,,
buccaneers,DST,139.0,139.0,,,
49ers,DST,139.0,139.0,,,
dolphins,DST,138.0,138.0,,,
jets,DST,138.0,138.0,,,
colts,DST,136.0,136.0,,,
giants,DST,128.0,128.0,,,
bengals,DST,127.0,127.0,,,
david_fales,QB,,,9.31,,
sean_mannion,QB,,,8.16,,
brett_hundley,QB,,,8.01,,
joshua_dobbs,QB,,,6.4,,
robert_griffin,QB,,,6.18,,
kevin_hogan,QB,,,5.28,,
brandon_weeden,QB,,,4.38,,
blaine_gabbert,QB,,,4.13,79.7,
chad_kelly,QB,,,2.15,,
joe_webb,QB,,,1.29,,
nate_sudfeld,QB,,,0.75,,
austin_allen,QB,,,0.0,,
brandon_allen,QB,,,0.0,,
kyle_allen,QB,,,0.0,,
matt_barkley,QB,,,0.0,80.6,
jt_barrett,QB,,,0.0,,
kurt_benkert,QB,,,0.0,,
tim_boyle,QB,,,0.0,,
tyler_bray,QB,,,0.0,,
joe_callahan,QB,,,0.0,,
connor_cook,QB,,,0.0,,
jay_cutler,QB,,,0.0,75.0,
danny_etling,QB,,,0.0,,
luke_falk,QB,,,0.0,,
tyler_ferguson,QB,,,0.0,,
garrett_gilbert,QB,,,0.0,,
mike_glennon,QB,,,0.0,,
garrett_grayson,QB,,,0.0,,
christian_hackenberg,QB,,,0.0,,
jack_heneghan,QB,,,0.0,,
taysom_hill,QB,,,0.0,,
josh_johnson,QB,,,0.0,,
cardale_jones,QB,,,0.0,,
landry_jones,QB,,,0.0,27.9,
brad_kaaya,QB,,,0.0,,
colin_kaepernick,QB,,,0.0,203.5,
chad_kanoff,QB,,,0.0,,
chase_litton,QB,,,0.0,,
paxton_lynch,QB,,,0.0,,
ej_manuel,QB,,,0.0,16.0,
matt_mcgloin,QB,,,0.0,10.6,
alex_mcgough,QB,,,0.0,,
javorius_allen,RB,,,87.74,16.3,
jonathan_stewart,RB,,,54.92,133.8,
mike_boone,RB,,,32.6,,
detrez_newsome,RB,,,31.01,,
tj_logan,RB,,,30.52,,
tavon_austin,RB,,,27.51,,
ricky_ortiz,RB,,,11.63,,
deanthony_thomas,RB,,,10.14,,
boston_scott,RB,,,9.01,,
tommy_bohanon,RB,,,8.02,,
roosevelt_nix,RB,,,7.93,,
cj_ham,RB,,,7.27,,
tre_madden,RB,,,4.68,,
alex_armah,RB,,,4.33,,
josh_adams,RB,,,0.0,,
lamar_atkins,RB,,,0.0,,
kenjon_barner,RB,,,0.0,5.9,
nick_bawden,RB,,,0.0,,
kapri_bibbs,RB,,,0.0,17.5,
reggie_bonnafon,RB,,,0.0,,
joel_bouagnon,RB,,,0.0,,
algernon_brown,RB,,,0.0,,
mack_brown,RB,,,0.0,,
travaris_cadet,RB,,,0.0,45.4,
tra_carson,RB,,,0.0,,
cethan_carter,RB,,,0.0,,
martez_carter,RB,,,0.0,,
jamaal_charles,RB,,,0.0,23.5,
jordan_chunn,RB,,,0.0,,
lavon_coleman,RB,,,0.0,,
tim_cook,RB,,,0.0,,
justin_crawford,RB,,,0.0,,
josh_ferguson,RB,,,0.0,41.1,
dimitri_flowers,RB,,,0.0,,
quinton_flowers,RB,,,0.0,,
jarvion_franklin,RB,,,0.0,,
aaron_green,RB,,,0.0,,
derrius_guice,RB,,,0.0,,
russell_hansbrough,RB,,,0.0,,
josh_harris,RB,,,0.0,,
deangelo_henderson,RB,,,0.0,,
brian_hill,RB,,,0.0,,
bronson_hill,RB,,,0.0,,
khalid_hill,RB,,,0.0,,
dontrell_hilliard,RB,,,0.0,,
akeem_hunt,RB,,,0.0,,
justin_jackson,RB,,,0.0,,
malcolm_johnson,RB,,,0.0,7.2,
matt_jones,RB,,,0.0,89.0,
joe_kerridge,RB,,,0.0,,
zach_laskey,RB,,,0.0,,
terrence_magee,RB,,,0.0,,
anthony_manzo-lewis,RB,,,0.0,,
keith_marshall,RB,,,0.0,,
rishard_matthews,WR,,,93.66,89.6,
brandon_zylstra,WR,,,31.61,,
equanimeous_st,WR,,,31.31,,
seth_devalve,WR,,,30.36,,
trent_sherfield,WR,,,29.27,,
tim_patrick,WR,,,28.25,,
chad_hansen,WR,,,26.42,,
robert_foster,WR,,,22.95,,
david_moore,WR,,,21.71,,
russell_shepard,WR,,,20.85,57.7,
damion_ratley,WR,,,20.58,,
kaelin_clay,WR,,,17.03,,
dan_arnold,WR,,,16.27,,
janarion_grant,WR,,,13.52,,
amara_darboh,WR,,,10.93,,
stacy_coley,WR,,,10.16,,
deonte_thompson,WR,,,7.4,20.4,
darius_jennings,WR,,,7.16,,
bradley_marquez,WR,,,5.91,18.3,
rashad_greene,WR,,,4.55,,
deandre_carter,WR,,,3.99,,
matthew_slater,WR,,,1.24,15.0,
jaelon_acklin,WR,,,0.0,,
quincy_adeboyejo,WR,,,0.0,,
carlton_agudosi,WR,,,0.0,,
dres_anderson,WR,,,0.0,,
marcell_ateman,WR,,,0.0,,
demarcus_ayers,WR,,,0.0,6.2,
jeff_badet,WR,,,0.0,,
rasheed_bailey,WR,,,0.0,,
sergio_bailey,WR,,,0.0,,
chad_beebe,WR,,,0.0,,
kenny_bell,WR,,,0.0,,
braxton_berrios,WR,,,0.0,,
evan_berry,WR,,,0.0,,
jace_billingsley,WR,,,0.0,,
saeed_blacknall,WR,,,0.0,,
christian_blake,WR,,,0.0,,
cj_board,WR,,,0.0,,
victor_bolden,WR,,,0.0,,
daniel_braverman,WR,,,0.0,,
quan_bray,WR,,,0.0,5.0,
kj_brent,WR,,,0.0,,
kenny_britt,WR,,,0.0,119.9,
corey_brown,WR,,,0.0,27.5,
fred_brown,WR,,,0.0,,
marlon_brown,WR,,,0.0,,
dez_bryant,WR,,,0.0,134.9,
martavis_bryant,WR,,,0.0,,
marquis_bundy,WR,,,0.0,,
aaron_burbridge,WR,,,0.0,4.6,
deontay_burnett,WR,,,0.0,,
isaiah_burse,WR,,,0.0,10.7,
deante_burton,WR,,,0.0,,
brice_butler,WR,,,0.0,40.4,
dontez_byrd,WR,,,0.0,,
deon_cain,WR,,,0.0,,
michael_campanaro,WR,,,0.0,,
kd_cannon,WR,,,0.0,,
dylan_cantrell,WR,,,0.0,,
leonte_carroo,WR,,,0.0,28.9,
jehu_chesson,WR,,,0.0,,
detrich_clark,WR,,,0.0,,
michael_clark,WR,,,0.0,,
simmie_cobbs,WR,,,0.0,,
brandon_coleman,WR,,,0.0,50.3,
corey_coleman,WR,,,0.0,84.7,
river_cracraft,WR,,,0.0,,
montay_crockett,WR,,,0.0,,
jawill_davis,WR,,,0.0,,
rashard_davis,WR,,,0.0,,
robert_davis,WR,,,0.0,,
eric_decker,WR,,,0.0,26.0,
john_diarse,WR,,,0.0,,
gehrig_dieter,WR,,,0.0,,
austin_duke,WR,,,0.0,,
steven_dunbar,WR,,,0.0,,
malachi_dupre,WR,,,0.0,,
travin_dural,WR,,,0.0,,
malik_earl,WR,,,0.0,,
amba_etta-tawo,WR,,,0.0,,
shay_fields,WR,,,0.0,,
michael_floyd,WR,,,0.0,91.6,
dontez_ford,WR,,,0.0,,
isaiah_ford,WR,,,0.0,,
dj_foster,WR,,,0.0,,
bennie_fowler,WR,,,0.0,17.5,
mose_frazier,WR,,,0.0,,
tanner_gentry,WR,,,0.0,,
laquvionte_gonzalez,WR,,,0.0,,
cj_goodwin,WR,,,0.0,,
devin_gray,WR,,,0.0,,
cyril_grayson,WR,,,0.0,,
trey_griffey,WR,,,0.0,,
cobi_hamilton,WR,,,0.0,,
keon_hatcher,WR,,,0.0,,
jaylen_samuels,TE,,,44.03,,
richard_rodgers,TE,,,13.55,58.1,
jason_croom,TE,,,12.49,,
alan_cross,TE,,,11.37,,
geoff_swaim,TE,,,9.82,8.3,
sean_culkin,TE,,,9.41,,
gabe_holmes,TE,,,8.78,,
alex_ellis,TE,,,8.33,,
cole_wick,TE,,,7.26,3.2,
johnny_mundt,TE,,,7.01,,
ryan_hewitt,TE,,,3.45,,
clark_harris,TE,,,0.89,,
josh_perkins,TE,,,0.51,,
mo_alie-cox,TE,,,0.0,,
julian_allen,TE,,,0.0,,
jace_amaro,TE,,,0.0,13.9,
stephen_anderson,TE,,,0.0,7.2,
brandon_barnes,TE,,,0.0,,
gary_barnidge,TE,,,0.0,88.5,
marcus_baugh,TE,,,0.0,,
evan_baylis,TE,,,0.0,,
blake_bell,TE,,,0.0,2.9,
alec_bloom,TE,,,0.0,,
braedon_bowman,TE,,,0.0,,
billy_brown,TE,,,0.0,,
pharaoh_brown,TE,,,0.0,,
paul_butler,TE,,,0.0,,
emanuel_byrd,TE,,,0.0,,
devon_cajuste,TE,,,0.0,,
kyle_carter,TE,,,0.0,,
asante_cleveland,TE,,,0.0,,
garrett_dickerson,TE,,,0.0,,
thomas_duarte,TE,,,0.0,,
ross_dwelley,TE,,,0.0,,
donnie_ernsberger,TE,,,0.0,,
matt_flanagan,TE,,,0.0,,
coby_fleener,TE,,,0.0,99.2,
jordan_franks,TE,,,0.0,,
manasseh_garner,TE,,,0.0,,
deandre_goolsby,TE,,,0.0,,
alex_gray,TE,,,0.0,,
brandon_greene,TE,,,0.0,,
garrett_griffin,TE,,,0.0,,
david_grinnage,TE,,,0.0,,
temarrick_hemingway,TE,,,0.0,,
hunter_henry,TE,,,0.0,78.2,
cole_hikutini,TE,,,0.0,,
michael_hoomanawanui,TE,,,0.0,,
tyler_hoppes,TE,,,0.0,,
tanner_hudson,TE,,,0.0,,
cole_hunt,TE,,,0.0,,
ryan_izzo,TE,,,0.0,,
ben_johnson,TE,,,0.0,,
nick_keizer,TE,,,0.0,,
henry_krieger-coble,TE,,,0.0,,
matt_lacosse,TE,,,0.0,,
roberto_aguayo,K,,,0.0,104.3,
mike_badgley,K,,,0.0,,
dan_bailey,K,,,0.0,127.0,
taylor_bertolet,K,,,0.0,,
jon_brown,K,,,0.0,,
sam_ficken,K,,,0.0,,
kai_forbath,K,,,0.0,51.4,
garrett_hartley,K,,,0.0,,
marshall_koehn,K,,,0.0,,
younghoe_koo,K,,,0.0,,
david_marvin,K,,,0.0,,
matt_mccrane,K,,,0.0,,
trevor_moore,K,,,0.0,,
eddy_pineiro,K,,,0.0,,
nick_rose,K,,,0.0,,
cairo_santos,K,,,0.0,117.3,
giorgio_tavecchio,K,,,0.0,,
blair_walsh,K,,,0.0,64.1,
jacksonville_jaguars_def,DST,,,113.27,,
new_england_patriots_def,DST,,,112.81,,
minnesota_vikings_def,DST,,,112.46,,
denver_broncos_def,DST,,,109.23,,
miami_dolphins_def,DST,,,108.91,,
green_bay_packers_def,DST,,,107.61,,
arizona_cardinals_def,DST,,,107.51,,
chicago_bears_def____view_videos,DST,,,107.47,,
los_angeles_rams_def____view_videos,DST,,,107.23,,
cincinnati_bengals_def,DST,,,107.1,,
buffalo_bills_def,DST,,,106.77,,
baltimore_ravens_def,DST,,,106.3,,
philadelphia_eagles_def,DST,,,106.19,,
los_angeles_chargers_def,DST,,,105.86,,
detroit_lions_def____view_videos,DST,,,104.11,,
dallas_cowboys_def,DST,,,103.2,,
new_york_jets_def,DST,,,103.15,,
atlanta_falcons_def,DST,,,102.93,,
carolina_panthers_def,DST,,,102.55,,
new_york_giants_def,DST,,,102.53,,
tennessee_titans_def,DST,,,102.2,,
houston_texans_def____view_videos,DST,,,101.74,,
washington_redskins_def,DST,,,101.28,,
seattle_seahawks_def,DST,,,100.66,,
new_orleans_saints_def,DST,,,100.23,,
pittsburgh_steelers_def,DST,,,100.12,,
cleveland_browns_def,DST,,,99.49,,
kansas_city_chiefs_def,DST,,,97.63,,
indianapolis_colts_def,DST,,,97.44,,
oakland_raiders_def,DST,,,97.21,,
san_francisco_49ers_def,DST,,,97.17,,
tampa_bay_buccaneers_def,DST,,,96.68,,
carson_palmer,QB,,,,260.7,
matt_moore,QB,,,,44.7,
bryce_petty,QB,,,,42.5,
tom_savage,QB,,,,26.9,
drew_stanton,QB,,,,18.8,
scott_tolzien,QB,,,,16.5,
demarco_murray,RB,,,,238.4,
jerick_mckinnon,RB,,,,173.4,
rashad_jennings,RB,,,,172.4,
matt_forte,RB,,,,172.1,
terrance_west,RB,,,,150.8,
ryan_mathews,RB,,,,137.8,
thomas_rawls,RB,,,,118.3,
deangelo_williams,RB,,,,110.7,
matt_asiata,RB,,,,98.0,
charcandrick_west,RB,,,,76.1,
jeremy_langford,RB,,,,75.3,
shaun_draughn,RB,,,,65.2,
tim_hightower,RB,,,,63.2,
dwayne_washington,RB,,,,62.0,
justin_forsett,RB,,,,60.7,
james_starks,RB,,,,60.5,
charles_sims,RB,,,,58.6,
paul_perkins,RB,,,,58.5,
mike_tolbert,RB,,,,46.0,
arian_foster,RB,,,,41.4,
zach_zenner,RB,,,,40.3,
fozzy_whittaker,RB,,,,39.2,
kenneth_farrow,RB,,,,37.6,
dujuan_harris,RB,,,,37.5,
kadeem_carey,RB,,,,27.7,
shane_vereen,RB,,,,26.4,
don_jackson,RB,,,,19.8,
bobby_rainey,RB,,,,19.3,
aaron_ripkowski,RB,,,,16.4,
reggie_bush,RB,,,,16.1,
denard_robinson,RB,,,,16.1,
chris_johnson,RB,,,,15.8,
jonathan_grimes,RB,,,,15.7,
ronnie_hillman,RB,,,,15.1,
knile_davis,RB,,,,11.9,
danny_woodhead,RB,,,,11.5,
antone_smith,RB,,,,9.6,
brandon_wilds,RB,,,,9.2,
terron_ward,RB,,,,9.1,
jonathan_williams,RB,,,,8.7,
stepfan_taylor,RB,,,,8.2,
dexter_mccluster,RB,,,,7.0,
marcel_reece,RB,,,,5.4,
juwan_thompson,RB,,,,4.5,
bishop_sankey,RB,,,,4.4,
khiry_robinson,RB,,,,3.9,
cedric_peerman,RB,,,,3.8,
brandon_burks,RB,,,,3.6,
jordan_todman,RB,,,,2.9,
john_kuhn,RB,,,,2.2,
jordan_matthews,WR,,,,139.5,
jeremy_maclin,WR,,,,126.7,
dontrelle_inman,WR,,,,126.2,
terrelle_pryor_sr,WR,,,,125.8,
anquan_boldin,WR,,,,114.9,
will_fuller_v,WR,,,,107.4,
steve_smith_sr,WR,,,,96.0,
ty_montgomery,WR,,,,83.9,
marqise_lee,WR,,,,81.6,
kamar_aiken,WR,,,,79.5,
victor_cruz,WR,,,,76.1,
brian_quick,WR,,,,75.0,
andrew_hawkins,WR,,,,73.5,
breshad_perriman,WR,,,,69.4,
quinton_patton,WR,,,,67.0,
kendall_wright,WR,,,,61.8,
charles_johnson,WR,,,,53.0,
jordan_norwood,WR,,,,51.8,
eddie_royal,WR,,,,47.2,
dorial_green-beckham,WR,,,,44.4,
ricardo_louis,WR,,,,43.9,
rod_streater,WR,,,,37.7,
malcolm_mitchell,WR,,,,37.4,
braxton_miller,WR,,,,35.7,
vincent_jackson,WR,,,,35.1,
jalin_marshall,WR,,,,33.1,
james_wright,WR,,,,29.9,
andre_johnson,WR,,,,28.5,
marquess_wilson,WR,,,,26.9,
keith_mumphery,WR,,,,25.2,
jaelen_strong,WR,,,,20.4,
daniel_brown,WR,,,,19.9,
walt_powell,WR,,,,18.2,
cecil_shorts_iii,WR,,,,17.4,
bryan_walters,WR,,,,17.1,
griff_whalen,WR,,,,17.0,
aldrick_robinson,WR,,,,15.5,
greg_salas,WR,,,,15.1,
rashad_greene_sr,WR,,,,13.9,
neal_sterling,WR,,,,12.4,
darren_waller,WR,,,,11.8,
josh_huff,WR,,,,10.5,
brandon_tate,WR,,,,10.1,
jared_abbrederis,WR,,,,8.9,
jeremy_butler,WR,,,,8.7,
roger_lewis,WR,,,,8.6,
bryce_treggs,WR,,,,8.5,
devin_street,WR,,,,8.3,
paul_turner,WR,,,,8.0,
chris_harper,WR,,,,8.0,
donteea_dye,WR,,,,7.5,
tavarres_king,WR,,,,5.4,
percy_harvin,WR,,,,5.4,
lucky_whitehead,WR,,,,5.2,
byron_marshall,WR,,,,4.8,
brenton_bersin,WR,,,,4.2,
rashad_ross,WR,,,,3.7,
johnny_holton,WR,,,,3.6,
devin_hester,WR,,,,2.0,
jason_witten,TE,,,,91.5,
martellus_bennett,TE,,,,89.2,
dennis_pitta,TE,,,,87.2,
clive_walford,TE,,,,81.2,
will_tye,TE,,,,65.4,
julius_thomas,TE,,,,59.6,
zach_miller,TE,,,,51.6,
cj_fiedorowicz,TE,,,,48.0,
jacob_tamme,TE,,,,42.5,
larry_donnell,TE,,,,33.4,
ladarius_green,TE,,,,28.3,
crockett_gillmore,TE,,,,25.7,
john_phillips,TE,,,,18.1,
jordan_cameron,TE,,,,13.2,
nick_oleary,TE,,,,13.1,
mycole_pruitt,TE,,,,12.9,
brandon_myers,TE,,,,12.9,
brent_celek,TE,,,,12.5,
brandon_bostick,TE,,,,10.6,
kellen_davis,TE,,,,10.4,
brandon_pettigrew,TE,,,,10.3,
sean_mcgrath,TE,,,,10.1,
randall_telfer,TE,,,,6.6,
david_johnson,TE,,,,6.1,
anthony_fasano,TE,,,,4.7,
justin_perillo,TE,,,,2.7,
matt_lengel,TE,,,,2.1,
steven_hauschka,K,,,,127.6,
nick_novak,K,,,,118.4,
nick_folk,K,,,,112.5,
connor_barth,K,,,,109.6,
andrew_franks,K,,,,109.4,
dan_carpenter,K,,,,107.9,
josh_brown,K,,,,38.2,
patrick_murray,K,,,,19.5,
denver,DST,,,,118.6,
new_england,DST,,,,108.4,
kansas_city,DST,,,,105.1,
oakland,DST,,,,104.7,
minnesota,DST,,,,104.5,
philadelphia,DST,,,,99.7,
baltimore,DST,,,,98.5,
carolina,DST,,,,97.1,
green_bay,DST,,,,95.9,
houston,DST,,,,95.8,
los_angeles,DST,,,,94.6,
los_angeles,DST,,,,75.0,
cincinnati,DST,,,,90.4,
seattle,DST,,,,90.3,
dallas,DST,,,,89.8,
tennessee,DST,,,,89.7,
washington,DST,,,,89.6,
arizona,DST,,,,87.8,
pittsburgh,DST,,,,87.5,
atlanta,DST,,,,87.1,
detroit,DST,,,,86.9,
buffalo,DST,,,,85.8,
tampa_bay,DST,,,,85.1,
miami,DST,,,,84.8,
indianapolis,DST,,,,79.7,
new_york,DST,,,,78.6,
new_york,DST,,,,72.0,
chicago,DST,,,,74.8,
jacksonville,DST,,,,68.8,
new_orleans,DST,,,,63.2,
san_francisco,DST,,,,57.3,
cleveland,DST,,,,56.7,
