key,name,pos,team,bye,adp,rush_yds,kick_50,df_ints,fumbles,df_safeties,reception_yds,receptions,pass_yds,kick_40_49,kick_30_39,df_points_allowed_per_game,reception_tds,kick_0_19,df_tds,df_fumbles,rush_tds,pass_ints,df_sacks,kick_extra_points,kick_20_29,pass_tds,two_pts
pruitt_TE_TEN,MyCole Pruitt,TE,TEN,,-1.0,,,,0.0,,208.0,19.0,,,,,2.0,,,,,,,,,,
quick_WR_WAS,Brian Quick,WR,WAS,,-1.0,0.4,,,,,48.7,2.1,,,,,0.2,,,,,,,,,,
quinn_WR_WSH,Trey Quinn,WR,WSH,,-1.0,18.0,,,,,422.0,34.0,,,,,2.0,,,,0.0,,,,,,
ratley_WR_CLE,Damion Ratley,WR,CLE,,-1.0,0.4,,,,,46.9,3.3,,,,,0.1,,,,0.0,,,,,,
rawls_RB_JAX,Thomas Rawls,RB,JAX,,-1.0,89.3,,,0.1,,58.7,8.1,,,,,0.3,,,,0.7,,,,,,0.0
raymond_TE_CHI,Dax Raymond,TE,CHI,,-1.0,0.6,,,,,54.7,4.6,,,,,0.5,,,,,,,,,,
redfern_K_DAL,Kasey Redfern,K,DAL,,-1.0,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,
reed_TE_WSH,Jordan Reed,TE,WSH,,-1.0,0.0,,,,,593.0,58.0,,,,,3.0,,,,0.0,,,,,,
richardson_WR_WSH,Paul Richardson,WR,WSH,,-1.0,23.0,,,,,639.0,43.0,,,,,3.0,,,,0.0,,,,,,
roberts_WR_BAL,Seth Roberts,WR,BAL,,-1.0,5.4,,,0.0,,241.8,19.2,,,,,1.2,,,,0.1,,,,,,
roberts_WR_BUF,Andre Roberts,WR,BUF,,-1.0,6.1,,,0.0,,68.1,4.7,,,,,0.2,,0.0,,0.0,,,,,,
robinson_WR_CAR,Aldrick Robinson,WR,CAR,,-1.0,0.0,,,0.0,,326.0,23.0,,,,,6.0,,,,0.0,,,,,,
rodgers_TE_PHI,Richard Rodgers,TE,PHI,,-1.0,0.3,,,0.0,,64.5,5.6,,,,,0.5,,,,0.0,,,,,,
rogers_WR_PIT,Eli Rogers,WR,PIT,,-1.0,8.0,,,,,221.5,21.6,,,,,0.9,,,,0.0,,,,,,
rush_QB_DAL,Cooper Rush,QB,DAL,,-1.0,5.9,,,0.0,,,,106.1,,,,,,,,0.0,0.4,,,,0.5,0.5
sample_TE_CIN,Drew Sample,TE,CIN,,-1.0,0.5,,,1.0,,124.0,12.1,,,,,0.9,,,,0.0,,,,,,
sanders_K_MIA,Jason Sanders,K,MIA,,-1.0,,0.5,,,,,,,7.8,6.8,,,0.5,,,,,,22.0,6.6,,
santos_K_TB,Cairo Santos,K,TB,,-1.0,,,,,,,,,6.0,8.3,,,0.2,,,,,,33.2,7.6,,
savage_QB_DET,Tom Savage,QB,DET,,-1.0,2.5,,,0.5,,,,159.0,,,,,,,,0.0,0.7,,,,0.6,0.5
schaub_QB_ATL,Matt Schaub,QB,ATL,,-1.0,1.4,,,0.0,,,,106.4,,,,,,,,0.0,0.2,,,,0.8,1.6
schultz_TE_DAL,Dalton Schultz,TE,DAL,,-1.0,0.2,,,,,71.8,6.6,,,,,0.8,,,,0.0,,,,,,
scott_RB_PHI,Boston Scott,RB,PHI,,-1.0,68.0,,,,,99.0,13.0,,,,,1.0,,,,0.0,,,,,,
scott_WR_LAC,Artavis Scott,WR,LAC,,-1.0,4.9,,,,,135.8,10.2,,,,,0.7,,,,0.0,,,,,,
shaheen_TE_CHI,Adam Shaheen,TE,CHI,,-1.0,0.4,,,0.0,,154.6,14.2,,,,,1.7,,,,0.0,0.0,,,,,
sharpe_WR_TEN,Tajae Sharpe,WR,TEN,,-1.0,0.5,,,,,90.3,6.6,,,,,0.3,,,,0.0,,,,,,
sherman_RB_KC,Anthony Sherman,RB,KC,,-1.0,9.2,,,0.0,,83.6,8.0,,,,,0.8,,,,0.0,,,,,,
siemian_QB_NYJ,Trevor Siemian,QB,NYJ,,-1.0,6.4,,,0.0,,,,141.1,,,,,,,,0.0,0.8,,,,0.8,0.5
simonson_TE_NYG,Scott Simonson,TE,NYG,,-1.0,0.2,,,0.0,,78.1,8.8,,,,,0.6,,,,0.0,,,,,,
slater_WR_NE,Matthew Slater,WR,NE,,-1.0,1.4,,,,,53.1,0.3,,,,,0.1,,,,,,,,,,
slayton_WR_NYG,Darius Slayton,WR,NYG,,-1.0,0.0,,,,,135.0,9.0,,,,,1.0,,,,0.0,,,,,,
smith_QB_SEA,Geno Smith,QB,SEA,,-1.0,16.0,,,1.0,,,,139.0,,,,,,,,0.0,0.0,,,,1.0,
smith_RB_NYG,Rod Smith,RB,NYG,,-1.0,143.6,,,0.1,,48.1,8.2,,,,,0.3,,,,1.3,,,,,,0.0
smith_RB_OAK,Keith Smith,RB,OAK,,-1.0,0.4,,,0.0,,28.6,4.0,,,,,0.1,,,,0.0,,,,,,0.0
smith_TE_BUF,Lee Smith,TE,BUF,,-1.0,0.2,,,,,44.0,3.9,,,,,0.2,,,,0.0,,,,,,
smith_TE_SF,Kaden Smith,TE,SF,,-1.0,0.0,,,0.0,,81.0,7.5,,,,,0.5,,,,0.0,,,,,,
smith_WR_CAR,Torrey Smith,WR,CAR,,-1.0,0.2,,,,,115.5,7.2,,,,,0.7,,,,0.0,,,,,,
smith_WR_HOU,Vyncint Smith,WR,HOU,,-1.0,0.4,,,,,101.3,7.2,,,,,0.5,,,,0.0,,,,,,
smythe_TE_MIA,Durham Smythe,TE,MIA,,-1.0,0.0,,,,,80.0,7.0,,,,,0.0,,,,0.0,,,,,,
sprinkle_TE_WAS,Jeremy Sprinkle,TE,WAS,,-1.0,0.4,,,,,36.8,3.2,,,,,0.3,,,,,,,,,,
sprinkle_TE_WSH,Jeremy Sprinkle,TE,WSH,,-1.0,0.0,,,,,78.0,7.0,,,,,1.0,,,,0.0,,,,,,
stanton_QB_CLE,Drew Stanton,QB,CLE,,-1.0,6.3,,,0.0,,,,153.6,,,,,,,,0.0,0.9,,,,1.0,0.2
sterling_TE_KC,Neal Sterling,TE,KC,,-1.0,0.2,,,,,118.8,12.3,,,,,1.0,,,,0.0,,,,,,
sterling_TE_NYJ,Neal Sterling,TE,NYJ,,-1.0,,,,0.0,,87.0,10.0,,,,,1.0,,,,,,,,,,
stocker_TE_ATL,Luke Stocker,TE,ATL,,-1.0,0.6,,,0.0,,115.8,11.7,,,,,1.3,,,,0.0,,,,,,
sudfeld_QB_PHI,Nate Sudfeld,QB,PHI,,-1.0,5.9,,,0.0,,,,163.7,,,,,,,,0.1,0.6,,,,1.1,0.5
swaim_TE_JAX,Geoff Swaim,TE,JAX,,-1.0,0.5,,,,,286.8,28.0,,,,,1.4,,,,0.0,0.0,,,,,
swoope_TE_OAK,Erik Swoope,TE,OAK,,-1.0,,,,0.0,,248.0,21.0,,,,,2.0,,,,,,,,,,
tate_WR_CIN,Auden Tate,WR,CIN,,-1.0,0.0,,,,,20.0,2.0,,,,,0.0,,,,0.0,,,,,,
taylor_QB_LAC,Tyrod Taylor,QB,LAC,,-1.0,7.9,,,0.0,,,,130.9,,,,,,,,0.0,0.6,,,,0.7,0.3
taylor_WR_MIN,Jordan Taylor,WR,MIN,,-1.0,0.4,,,,,223.3,18.5,,,,,1.2,,,,0.0,,,,,,
taylor_WR_SF,Trent Taylor,WR,SF,,-1.0,0.0,,,,,149.0,14.0,,,,,1.0,,,,0.0,,,,,,
taylor_WR_TEN,Taywan Taylor,WR,TEN,,-1.0,0.7,,,,,138.9,10.8,,,,,0.6,,,,0.0,,,,,,
thomas_TE_DET,Logan Thomas,TE,DET,,-1.0,0.4,,,,,92.6,9.8,,,,,0.6,,,,,,,,,,
thompson_RB_WSH,Chris Thompson,RB,WSH,,-1.0,175.0,,,,,362.0,46.0,,,,,1.0,,,,1.0,,,,,,
thompson_WR_NYJ,Deonte Thompson,WR,NYJ,,-1.0,0.0,,,,,78.0,6.0,,,,,0.0,,,,0.0,,,,,,
toilolo_TE_SF,Levine Toilolo,TE,SF,,-1.0,0.2,,,0.0,,136.8,11.9,,,,,1.2,,,,0.0,,,,,,
tomlinson_TE_NYJ,Eric Tomlinson,TE,NYJ,,-1.0,0.5,,,0.0,,57.2,6.1,,,,,0.4,,,,0.0,0.0,,,,,
tonyan_TE_GB,Robert Tonyan,TE,GB,,-1.0,,,,0.0,,188.0,11.0,,,,,1.0,,,,,,,,,,
ursua_WR_SEA,John Ursua,WR,SEA,,-1.0,0.0,,,,,34.0,3.0,,,,,0.0,,,,0.0,,,,,,
vizcaino_K_CIN,Tristan Vizcaino,K,CIN,,-1.0,,,,,,,,,,,,,,,,,,,0.0,,,
watson_WR_TB,Justin Watson,WR,TB,,-1.0,1.3,,,,,177.9,13.6,,,,,0.8,,,,0.0,,,,,,
watt_RB_LAC,Derek Watt,RB,LAC,,-1.0,11.0,,,0.0,,9.6,1.8,,,,,0.1,,,,0.0,,,,,,0.0
webb_QB_HOU,Joe Webb,QB,HOU,,-1.0,1.0,,,0.1,,,,83.4,,,,,,,,0.2,0.6,,,,0.3,
weber_RB_DAL,Mike Weber,RB,DAL,,-1.0,46.5,,,0.0,,14.3,1.9,,,,,0.0,,,,0.6,,,,,,0.0
wesco_TE_NYJ,Trevon Wesco,TE,NYJ,,-1.0,0.0,,,,,90.0,8.0,,,,,1.0,,,,0.0,,,,,,
westbrook_WR_JAX,Dede Westbrook,WR,JAX,,-1.0,67.2,,,0.0,,786.1,70.2,,,,,4.3,,0.2,,0.6,0.0,,,,,
white_WR_ARI,Kevin White,WR,ARI,,-1.0,0.4,,,,,36.4,2.0,,,,,0.2,,,,,,,,,,
white_WR_NYJ,Tim White,WR,NYJ,,-1.0,4.6,,,,,59.9,3.2,,,,,0.2,,0.1,,0.0,,,,,,
williams_TE_ARI,Maxx Williams,TE,ARI,,-1.0,7.4,,,0.0,,150.8,18.0,,,,,1.0,,,,0.0,0.0,,,,,
willson_TE_OAK,Luke Willson,TE,OAK,,-1.0,0.4,,,0.0,,163.5,18.2,,,,,1.0,,,,0.0,0.0,,,,,
wilson_RB_SF,Jeff Wilson Jr.,RB,SF,,-1.0,71.5,,,0.3,,27.3,3.2,,,,,0.1,,,,0.5,,,,,,0.0
wilson_WR_TB,Bobo Wilson,WR,TB,,-1.0,5.9,,,0.0,,104.8,8.2,,,,,0.7,,,,0.0,,,,,,
winfree_WR_DEN,Juwann Winfree,WR,DEN,,-1.0,0.6,,,,,30.4,2.5,,,,,0.1,,,,0.0,,,,,,
zenner_RB_DET,Zach Zenner,RB,DET,,-1.0,132.0,,,0.0,,16.0,2.0,,,,,0.0,,,,2.0,,,,,,
zylstra_WR_MIN,Brandon Zylstra,WR,MIN,,-1.0,1.3,,,,,29.0,1.0,,,,,0.1,,0.1,,0.0,,,,,,
