key,name,pos,team,bye,adp,rush_yds,kick_50,df_ints,fumbles,df_safeties,reception_yds,receptions,pass_yds,kick_40_49,kick_30_39,df_points_allowed_per_game,reception_tds,kick_0_19,df_tds,df_fumbles,rush_tds,pass_ints,df_sacks,kick_extra_points,kick_20_29,pass_tds,two_pts
barkley_RB_NYG,Saquon Barkley,RB,NYG,11.0,1.3,1267.0,,,4.0,,666.8,82.5,,,,,3.2,,,,9.6,0.0,,,,,0.6
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,8.0,2.5,1364.0,,,2.4,,552.4,70.6,,,,,2.8,,,,8.6,0.0,,,,,
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,7.0,2.8,1055.6,,,1.8,,799.9,93.4,,,,,4.7,,,,6.6,0.0,,,,,0.0
kamara_RB_NO,Alvin Kamara,RB,NO,9.0,3.5,943.0,,,1.8,,748.8,88.4,,,,,4.1,,0.1,,9.0,0.0,,,,,1.6
gordon_RB_LAC,Melvin Gordon,RB,LAC,12.0,6.0,1005.9,,,3.0,,485.5,53.1,,,,,3.0,,,,9.5,0.0,,,,,0.5
johnson_RB_ARI,David Johnson,RB,ARI,12.0,6.5,941.6,,,2.9,,528.0,53.7,,,,,3.2,,,,7.0,0.0,,,,,0.5
hopkins_WR_HOU,DeAndre Hopkins,WR,HOU,10.0,7.0,-0.9,,,2.0,,1444.0,102.5,,,,,9.3,,,,0.0,0.0,,,,,
bell_RB_NYJ,Le'Veon Bell,RB,NYJ,4.0,7.3,1012.3,,,2.0,,489.5,60.6,,,,,2.6,,,,7.2,0.0,,,,,
adams_WR_GB,Davante Adams,WR,GB,11.0,9.8,0.3,,,1.0,,1333.3,105.0,,,,,11.0,,,,0.0,0.0,,,,,
conner_RB_PIT,James Conner,RB,PIT,7.0,11.3,1006.0,,,2.0,,425.8,50.5,,,,,1.6,,,,9.5,0.0,,,,,0.1
jones_WR_ATL,Julio Jones,WR,ATL,9.0,11.8,10.8,,,1.0,,1554.4,106.0,,,,,8.1,,,,0.0,0.0,,,,,
thomas_WR_NO,Michael Thomas,WR,NO,9.0,12.5,0.4,,,1.0,,1309.1,112.3,,,,,7.8,,,,0.0,0.0,,,,,
mixon_RB_CIN,Joe Mixon,RB,CIN,9.0,12.8,1159.2,,,1.8,,328.5,44.0,,,,,1.1,,,,8.2,0.0,,,,,0.1
gurley_RB_LAR,Todd Gurley,RB,LAR,9.0,13.5,950.0,,,1.4,,398.2,42.5,,,,,2.7,,,,9.8,0.0,,,,,1.0
beckham_WR_CLE,Odell Beckham Jr.,WR,CLE,7.0,15.5,25.0,,,0.5,,1258.4,90.8,,,,,8.9,,,,0.0,0.0,,,,,
kelce_TE_KC,Travis Kelce,TE,KC,12.0,15.5,0.9,,,1.0,,1235.3,97.3,,,,,8.9,,,,0.0,0.0,,,,,
evans_WR_TB,Mike Evans,WR,TB,7.0,17.3,0.4,,,1.0,,1429.2,87.8,,,,,7.7,,,,0.0,0.0,,,,,
smithschuster_WR_PIT,JuJu Smith-Schuster,WR,PIT,7.0,17.8,8.2,,,1.0,,1346.5,104.1,,,,,8.0,,0.0,,0.0,0.0,,,,,
cook_RB_MIN,Dalvin Cook,RB,MIN,12.0,18.0,1096.6,,,3.3,,441.7,56.8,,,,,2.1,,,,6.1,0.0,,,,,0.1
chubb_RB_CLE,Nick Chubb,RB,CLE,7.0,19.8,1125.2,,,2.0,,190.9,24.1,,,,,1.0,,,,9.1,0.0,,,,,0.1
brown_WR_OAK,Antonio Brown,WR,OAK,6.0,20.5,1.0,,,1.0,,1303.9,100.6,,,,,9.6,,,,0.0,0.0,,,,,
williams_RB_KC,Damien Williams,RB,KC,12.0,23.0,766.7,,,1.6,,402.5,49.9,,,,,3.9,,,,7.7,0.0,,,,,0.1
hilton_WR_IND,T.Y. Hilton,WR,IND,6.0,25.0,0.8,,,1.0,,1265.1,81.4,,,,,6.7,,0.2,,0.0,0.0,,,,,
fournette_RB_JAC,Leonard Fournette,RB,JAC,10.0,25.3,855.0,,,3.0,,377.0,44.0,,,,,2.0,,,,8.0,,,,,,
thielen_WR_MIN,Adam Thielen,WR,MIN,12.0,26.0,31.8,,,0.5,,1163.2,91.1,,,,,6.6,,,,0.0,0.0,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,12.0,26.5,222.1,,,0.9,,,,4821.6,,,,,,,,2.4,12.8,,,,34.6,1.1
ertz_TE_PHI,Zach Ertz,TE,PHI,10.0,28.0,0.6,,,1.0,,995.6,95.7,,,,,7.2,,,,0.0,0.0,,,,,
allen_WR_LAC,Keenan Allen,WR,LAC,12.0,28.8,31.4,,,0.5,,1272.7,97.7,,,,,6.7,,,,0.0,0.0,,,,,
freeman_RB_ATL,Devonta Freeman,RB,ATL,9.0,29.3,831.7,,,1.4,,308.8,38.5,,,,,1.9,,,,6.5,0.0,,,,,
mack_RB_IND,Marlon Mack,RB,IND,6.0,32.3,1046.5,,,1.4,,189.4,25.9,,,,,0.9,,,,8.4,0.0,,,,,0.6
jones_RB_GB,Aaron Jones,RB,GB,11.0,32.3,935.2,,,1.5,,294.2,38.2,,,,,1.5,,,,8.4,0.0,,,,,0.1
green_WR_CIN,A.J. Green,WR,CIN,9.0,32.3,0.8,,,2.0,,1134.4,77.6,,,,,7.8,,,,0.0,0.0,,,,,
henry_RB_TEN,Derrick Henry,RB,TEN,11.0,33.0,1249.0,,,3.0,,131.9,16.4,,,,,0.5,,,,11.0,0.0,,,,,0.1
cooper_WR_DAL,Amari Cooper,WR,DAL,8.0,33.3,15.8,,,1.0,,1074.6,79.7,,,,,7.5,,,,0.0,0.0,,,,,
kittle_TE_SF,George Kittle,TE,SF,4.0,33.5,3.1,,,1.0,,1138.9,82.1,,,,,5.9,,,,0.0,0.0,,,,,
diggs_WR_MIN,Stefon Diggs,WR,MIN,12.0,34.8,50.8,,,0.5,,999.6,89.8,,,,,7.4,,,,0.1,0.0,,,,,
jacobs_RB_OAK,Josh Jacobs,RB,OAK,6.0,36.3,921.8,,,1.6,,379.3,41.6,,,,,1.9,,,,6.5,0.0,,,,,0.2
johnson_RB_DET,Kerryon Johnson,RB,DET,5.0,37.0,973.7,,,2.3,,343.6,48.0,,,,,1.6,,,,6.6,0.0,,,,,0.1
michel_RB_NE,Sony Michel,RB,NE,10.0,40.0,1051.8,,,1.9,,75.7,9.5,,,,,0.4,,3.0,,9.5,0.0,,,,,0.1
edelman_WR_NE,Julian Edelman,WR,NE,10.0,41.0,78.4,,,0.5,,1161.6,93.0,,,,,6.7,,,,0.1,0.0,,,,,
cooks_WR_LAR,Brandin Cooks,WR,LAR,9.0,43.0,54.1,,,0.5,,1172.3,78.0,,,,,5.9,,,,0.5,0.0,,,,,
ingram_RB_BAL,Mark Ingram,RB,BAL,8.0,43.0,855.4,,,1.5,,202.7,26.3,,,,,0.9,,,,5.8,0.0,,,,,1.0
lindsay_RB_DEN,Phillip Lindsay,RB,DEN,10.0,43.3,960.3,,,2.0,,286.5,37.6,,,,,1.1,,,,7.2,0.0,,,,,0.1
golladay_WR_DET,Kenny Golladay,WR,DET,5.0,44.5,9.5,,,0.5,,1053.8,73.4,,,,,5.9,,,,0.0,0.0,,,,,
woods_WR_LAR,Robert Woods,WR,LAR,9.0,45.3,104.1,,,0.5,,1045.5,79.9,,,,,5.4,,,,0.8,0.0,,,,,
luck_QB_IND,Andrew Luck,QB,IND,6.0,46.5,237.2,,,2.0,,,,4467.1,,,,,,,,1.3,15.0,,,,32.4,1.5
kupp_WR_LAR,Cooper Kupp,WR,LAR,9.0,49.0,30.4,,,0.5,,987.4,75.1,,,,,7.6,,,,0.1,0.0,,,,,
carson_RB_SEA,Chris Carson,RB,SEA,11.0,49.3,1142.4,,,2.5,,209.8,26.2,,,,,0.8,,,,8.9,0.0,,,,,0.5
godwin_WR_TB,Chris Godwin,WR,TB,7.0,51.5,0.4,,,1.0,,1024.4,74.6,,,,,6.2,,0.1,,0.0,0.0,,,,,
montgomery_RB_CHI,David Montgomery,RB,CHI,6.0,52.5,873.2,,,2.1,,290.5,33.0,,,,,1.5,,,,6.1,0.0,,,,,0.2
watson_QB_HOU,Deshaun Watson,QB,HOU,10.0,53.8,578.7,,,2.0,,,,4026.5,,,,,,,,4.4,13.0,,,,26.1,1.9
lockett_WR_SEA,Tyler Lockett,WR,SEA,11.0,53.8,62.3,,,0.5,,1019.2,59.8,,,,,6.4,,0.2,,0.1,0.0,,,,,
howard_TE_TB,O.J. Howard,TE,TB,7.0,54.5,0.7,,,1.0,,840.9,56.7,,,,,6.1,,,,0.0,0.0,,,,,
drake_RB_MIA,Kenyan Drake,RB,MIA,5.0,54.8,636.0,,,2.0,,465.3,56.0,,,,,2.8,,0.1,,4.1,0.0,,,,,0.1
ridley_WR_ATL,Calvin Ridley,WR,ATL,9.0,56.0,24.2,,,0.5,,823.8,66.7,,,,,7.3,,0.0,,0.0,0.0,,,,,
hill_WR_KC,Tyreek Hill,WR,KC,12.0,56.5,66.0,,,0.5,,794.5,49.3,,,,,4.8,,0.5,,0.7,0.0,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,11.0,57.8,268.3,,,1.3,,,,4247.0,,,,,,,,2.1,8.3,,,,28.8,2.1
engram_TE_NYG,Evan Engram,TE,NYG,11.0,59.8,27.6,,,0.5,,808.9,66.9,,,,,5.2,,,,0.2,0.0,,,,,
williams_WR_LAC,Mike Williams,WR,LAC,12.0,61.5,30.0,,,0.5,,838.4,57.0,,,,,7.3,,,,0.4,0.0,,,,,
cohen_RB_CHI,Tarik Cohen,RB,CHI,6.0,62.0,343.0,,,2.0,,538.3,54.2,,,,,2.8,,0.2,,2.2,,,,,,0.0
white_RB_NE,James White,RB,NE,10.0,63.3,246.4,,,0.5,,588.7,66.1,,,,,3.7,,,,2.5,,,,,,0.5
henry_TE_LAC,Hunter Henry,TE,LAC,12.0,63.5,0.4,,,1.0,,681.5,52.9,,,,,5.5,,,,0.0,0.0,,,,,
watkins_WR_KC,Sammy Watkins,WR,KC,12.0,64.8,26.6,,,0.5,,975.7,68.5,,,,,5.6,,,,0.0,0.0,,,,,
guice_RB_WAS,Derrius Guice,RB,WAS,10.0,67.0,664.2,,,1.9,,236.5,25.2,,,,,1.0,,,,4.8,0.0,,,,,0.1
landry_WR_CLE,Jarvis Landry,WR,CLE,7.0,68.0,32.0,,,0.5,,895.9,76.2,,,,,5.1,,,,0.3,0.0,,,,,
boyd_WR_CIN,Tyler Boyd,WR,CIN,9.0,68.8,9.1,,,0.5,,960.3,74.9,,,,,5.6,,0.1,,0.0,0.0,,,,,
ryan_QB_ATL,Matt Ryan,QB,ATL,9.0,69.5,129.3,,,1.1,,,,4656.0,,,,,,,,1.6,10.2,,,,29.6,1.5
moore_WR_CAR,D.J. Moore,WR,CAR,7.0,69.8,131.0,,,2.1,,876.8,62.9,,,,,4.1,,0.1,,0.1,0.0,,,,,
coleman_RB_SF,Tevin Coleman,RB,SF,4.0,70.3,705.2,,,2.0,,188.0,20.1,,,,,1.6,,,,4.2,0.0,,,,,0.1
mayfield_QB_CLE,Baker Mayfield,QB,CLE,7.0,70.5,182.0,,,1.2,,,,4335.5,,,,,,,,0.9,15.0,,,,30.1,2.3
ebron_TE_IND,Eric Ebron,TE,IND,6.0,71.5,23.8,,,0.5,,568.5,50.6,,,,,6.2,,,,0.0,,,,,,
cook_TE_NO,Jared Cook,TE,NO,9.0,71.8,0.7,,,1.0,,773.0,63.8,,,,,6.0,,,,0.0,0.0,,,,,
miller_RB_HOU,Lamar Miller,RB,HOU,10.0,72.0,922.2,,,3.0,,289.1,37.7,,,,,1.2,,,,5.1,0.0,,,,,
jeffery_WR_PHI,Alshon Jeffery,WR,PHI,10.0,76.3,0.8,,,1.0,,960.0,71.0,,,,,6.7,,,,0.0,0.0,,,,,
sanders_RB_PHI,Miles Sanders,RB,PHI,10.0,76.8,558.2,,,1.8,,253.6,30.3,,,,,1.3,,,,4.3,,,,,,0.1
wilson_QB_SEA,Russell Wilson,QB,SEA,11.0,80.3,361.5,,,1.1,,,,3568.5,,,,,,,,1.9,9.6,,,,27.7,1.5
penny_RB_SEA,Rashaad Penny,RB,SEA,11.0,80.8,701.4,,,1.2,,116.3,14.0,,,,,0.4,,,,3.7,,,,,,0.0
brees_QB_NO,Drew Brees,QB,NO,9.0,81.3,47.9,,,0.7,,,,4298.5,,,,,,,,1.8,9.5,,,,30.1,0.5
robinson_WR_CHI,Allen Robinson,WR,CHI,6.0,81.5,5.4,,,0.5,,909.4,63.7,,,,,5.3,,,,0.0,0.0,,,,,
anderson_WR_NYJ,Robby Anderson,WR,NYJ,4.0,81.8,10.8,,,1.0,,838.5,57.5,,,,,7.1,,,,0.0,0.0,,,,,
henderson_RB_LAR,Darrell Henderson,RB,LAR,9.0,84.3,588.0,,,2.0,,220.0,23.0,,,,,1.0,,,,4.0,,,,,,
fuller_WR_HOU,Will Fuller,WR,HOU,10.0,84.3,6.2,,,1.0,,841.9,58.7,,,,,5.8,,,,0.0,0.0,,,,,
howard_RB_PHI,Jordan Howard,RB,PHI,10.0,85.8,682.6,,,1.3,,117.0,15.8,,,,,0.5,,,,5.7,0.0,,,,,0.0
murray_RB_NO,Latavius Murray,RB,NO,9.0,90.8,541.8,,,2.0,,106.1,15.1,,,,,0.1,,,,5.6,,,,,,0.0
mcdonald_TE_PIT,Vance McDonald,TE,PIT,7.0,90.8,0.7,,,1.0,,661.1,60.3,,,,,4.2,,,,0.0,0.0,,,,,
njoku_TE_CLE,David Njoku,TE,CLE,7.0,91.3,0.6,,,1.0,,631.6,54.5,,,,,4.6,,,,0.0,0.0,,,,,
kirk_WR_ARI,Christian Kirk,WR,ARI,12.0,91.5,30.6,,,0.5,,848.6,65.2,,,,,4.8,,0.1,,0.0,0.0,,,,,
pettis_WR_SF,Dante Pettis,WR,SF,4.0,92.3,2.7,,,0.5,,852.0,55.8,,,,,6.2,,0.1,,0.0,0.0,,,,,
newton_QB_CAR,Cam Newton,QB,CAR,7.0,93.3,554.0,,,0.7,,,,3853.2,,,,,,,,4.2,14.1,,,,24.9,2.0
davis_WR_TEN,Corey Davis,WR,TEN,11.0,94.0,32.8,,,0.5,,767.5,58.9,,,,,4.2,,,,0.1,0.0,,,,,
bears_DST_CHI,Bears,DST,CHI,6.0,94.5,,,15.7,11.4,0.3,,,,,,19.2,,,2.7,11.4,,,42.1,,,,
mccoy_RB_BUF,LeSean McCoy,RB,BUF,6.0,94.5,668.8,,,1.2,,233.2,30.0,,,,,0.8,,,,3.4,0.0,,,,,
freeman_RB_DEN,Royce Freeman,RB,DEN,10.0,95.5,556.1,,,1.4,,104.5,13.7,,,,,0.2,,,,4.1,,,,,,0.0
shepard_WR_NYG,Sterling Shepard,WR,NYG,11.0,95.8,23.7,,,0.5,,840.5,64.7,,,,,4.5,,0.1,,0.0,0.0,,,,,
hunt_RB_CLE,Kareem Hunt,RB,CLE,7.0,96.0,317.6,,,0.6,,149.8,15.0,,,,,1.2,,,,2.5,,,,,,0.0
harry_WR_NE,N'Keal Harry,WR,NE,10.0,97.3,15.0,,,1.0,,596.7,44.5,,,,,3.7,,,,0.0,0.0,,,,,
jones_WR_DET,Marvin Jones,WR,DET,5.0,97.8,0.8,,,1.0,,876.0,59.1,,,,,7.1,,,,0.0,0.0,,,,,
wentz_QB_PHI,Carson Wentz,QB,PHI,10.0,100.5,190.4,,,1.5,,,,4199.6,,,,,,,,1.2,12.9,,,,29.8,3.5
goff_QB_LAR,Jared Goff,QB,LAR,9.0,101.8,121.6,,,1.0,,,,4341.1,,,,,,,,1.6,11.8,,,,29.0,1.5
fitzgerald_WR_ARI,Larry Fitzgerald,WR,ARI,12.0,106.5,0.6,,,1.0,,742.3,66.9,,,,,5.7,,,,0.0,0.0,,,,,
mckinnon_RB_SF,Jerick McKinnon,RB,SF,4.0,107.8,423.1,,,1.3,,327.8,39.4,,,,,1.1,,,,2.7,,,,,,1.0
murray_QB_ARI,Kyler Murray,QB,ARI,12.0,108.3,472.5,,,2.7,,,,3619.7,,,,,,,,3.1,14.8,,,,20.7,1.4
jones_RB_TB,Ronald Jones II,RB,TB,7.0,108.3,426.5,,,0.7,,151.6,20.1,,,,,0.6,,0.5,,4.3,,,,,,0.1
sutton_WR_DEN,Courtland Sutton,WR,DEN,10.0,108.5,5.9,,,0.0,,726.0,47.2,,,,,4.3,,,,0.0,0.0,,,,,
tate_WR_NYG,Golden Tate,WR,NYG,11.0,112.0,22.7,,,0.5,,778.8,71.5,,,,,3.7,,,,0.0,0.0,,,,,
rams_DST_LAR,Rams,DST,LAR,9.0,112.5,,,15.4,11.3,0.3,,,,,,21.6,,,2.2,11.3,,,40.8,,,,
barber_RB_TB,Peyton Barber,RB,TB,7.0,113.3,778.4,,,1.6,,159.5,23.1,,,,,0.6,,,,5.1,0.0,,,,,0.0
metcalf_WR_SEA,D.K. Metcalf,WR,SEA,11.0,114.3,6.0,,,1.0,,607.0,40.0,,,,,5.5,,,,0.0,,,,,,
westbrook_WR_JAC,Dede Westbrook,WR,JAC,10.0,115.0,84.0,,,2.0,,765.0,65.0,,,,,6.0,,,,0.0,,,,,,
hyde_RB_KC,Carlos Hyde,RB,KC,12.0,117.0,419.2,,,1.3,,103.3,16.6,,,,,0.4,,,,3.7,,,,,,0.0
hardman_WR_KC,Mecole Hardman,WR,KC,12.0,117.8,28.5,,,0.5,,569.1,39.4,,,,,3.8,,,,0.0,0.0,,,,,
rivers_QB_LAC,Philip Rivers,QB,LAC,12.0,117.8,34.9,,,0.6,,,,4321.3,,,,,,,,0.2,12.6,,,,29.0,3.5
sanders_WR_DEN,Emmanuel Sanders,WR,DEN,10.0,118.8,26.5,,,0.5,,679.2,55.6,,,,,3.0,,,,0.4,0.0,,,,,
samuels_RB_PIT,Jaylen Samuels,RB,PIT,7.0,121.8,286.2,,,0.6,,250.5,32.4,,,,,2.0,,,,1.2,,,,,,0.0
roethlisberger_QB_PIT,Ben Roethlisberger,QB,PIT,7.0,124.0,85.9,,,0.8,,,,4760.7,,,,,,,,1.5,16.3,,,,29.0,3.0
brady_QB_NE,Tom Brady,QB,NE,10.0,124.8,36.6,,,0.7,,,,4403.4,,,,,,,,1.0,11.5,,,,29.2,0.5
funchess_WR_IND,Devin Funchess,WR,IND,6.0,125.0,0.3,,,1.0,,592.3,46.9,,,,,4.7,,,,0.0,0.0,,,,,
peterson_RB_WAS,Adrian Peterson,RB,WAS,10.0,125.3,510.3,,,1.1,,122.3,13.9,,,,,0.7,,,,3.3,0.0,,,,,0.0
ekeler_RB_LAC,Austin Ekeler,RB,LAC,12.0,125.8,447.4,,,0.8,,343.5,36.4,,,,,1.8,,,,2.6,,,,,,0.0
hooper_TE_ATL,Austin Hooper,TE,ATL,9.0,126.0,0.4,,,1.0,,594.8,61.1,,,,,4.2,,,,0.0,0.0,,,,,
allison_WR_GB,Geronimo Allison,WR,GB,11.0,126.3,0.9,,,1.0,,720.1,51.4,,,,,4.0,,,,0.0,0.0,,,,,
washington_WR_PIT,James Washington,WR,PIT,7.0,127.3,0.5,,,1.0,,654.4,46.0,,,,,3.4,,,,0.0,0.0,,,,,
walker_TE_TEN,Delanie Walker,TE,TEN,11.0,129.5,2.6,,,1.0,,641.5,57.1,,,,,3.8,,,,0.0,0.0,,,,,
foreman_RB_HOU,D'Onta Foreman,RB,HOU,10.0,130.3,503.0,,,1.0,,139.9,14.6,,,,,0.9,,,,3.4,,,,,,0.0
jaguars_DST_JAX,Jaguars,DST,JAX,10.0,130.3,,,13.9,9.5,0.3,,,,,,21.0,,,2.2,9.5,,,39.3,,,,
samuel_WR_CAR,Curtis Samuel,WR,CAR,7.0,131.8,98.0,,,0.5,,589.8,46.8,,,,,4.5,,0.0,,1.4,0.0,,,,,
winston_QB_TB,Jameis Winston,QB,TB,7.0,133.8,299.1,,,1.8,,,,4503.6,,,,,,,,1.5,17.6,,,,27.4,1.5
ravens_DST_BAL,Ravens,DST,BAL,8.0,134.3,,,16.2,9.1,0.3,,,,,,19.8,,,2.2,9.1,,,35.2,,,,
smith_RB_ATL,Ito Smith,RB,ATL,9.0,135.3,470.4,,,1.2,,159.4,22.9,,,,,0.6,,,,4.0,,,,,,0.0
jackson_WR_PHI,DeSean Jackson,WR,PHI,10.0,135.3,40.0,,,0.5,,758.6,49.6,,,,,4.0,,,,0.4,0.0,,,,,
chargers_DST_LAC,Chargers,DST,LAC,12.0,135.5,,,13.9,9.7,0.3,,,,,,19.8,,,2.2,9.7,,,41.0,,,,
coutee_WR_HOU,Keke Coutee,WR,HOU,10.0,136.0,17.9,,,0.5,,623.5,56.3,,,,,3.3,,,,0.0,,,,,,
burton_TE_CHI,Trey Burton,TE,CHI,6.0,136.5,1.4,,,1.0,,526.1,47.8,,,,,4.2,,,,0.0,0.0,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,8.0,136.8,310.7,,,1.3,,,,3850.3,,,,,,,,5.1,10.9,,,,24.3,1.5
lewis_RB_TEN,Dion Lewis,RB,TEN,11.0,138.5,366.2,,,1.1,,320.9,44.7,,,,,0.9,,,,1.6,,,,,,
valdesscantling_WR_GB,Marquez Valdes-Scantling,WR,GB,11.0,139.5,25.0,,,0.5,,643.9,45.9,,,,,3.2,,,,0.1,0.0,,,,,
zuerlein_K_LAR,Greg Zuerlein,K,LAR,9.0,139.8,,2.6,,,,,,,8.9,9.1,,,0.4,,,,,,39.3,8.6,,
hockenson_TE_DET,T.J. Hockenson,TE,DET,5.0,141.3,0.4,,,2.0,,471.8,42.9,,,,,3.8,,,,0.0,0.0,,,,,
tucker_K_BAL,Justin Tucker,K,BAL,8.0,141.3,,2.1,,,,,,,8.8,8.2,,,0.4,,,,,,32.7,8.4,,
vikings_DST_MIN,Vikings,DST,MIN,12.0,144.0,,,13.0,9.0,0.3,,,,,,21.0,,,2.0,9.0,,,45.1,,,,
jackson_QB_BAL,Lamar Jackson,QB,BAL,8.0,144.8,880.1,,,3.9,,,,3046.3,,,,,,,,5.7,10.8,,,,17.2,1.0
rudolph_TE_MIN,Kyle Rudolph,TE,MIN,12.0,145.3,0.5,,,1.0,,517.3,52.6,,,,,4.4,,,,0.0,0.0,,,,,
harris_RB_NE,Damien Harris,RB,NE,10.0,149.0,336.1,,,1.2,,115.7,13.4,,,,,0.8,,,,2.5,,,,,,0.0
butker_K_KC,Harrison Butker,K,KC,12.0,149.3,,1.2,,,,,,,8.0,9.7,,,0.3,,,,,,37.6,8.1,,
trubisky_QB_CHI,Mitch Trubisky,QB,CHI,6.0,150.3,361.0,,,1.7,,,,3757.0,,,,,,,,2.6,13.5,,,,24.8,3.2
breida_RB_SF,Matt Breida,RB,SF,4.0,150.5,475.6,,,0.7,,181.9,20.3,,,,,1.3,,,,2.9,,,,,,0.0
campbell_WR_IND,Parris Campbell,WR,IND,6.0,150.8,29.0,,,1.0,,610.7,48.1,,,,,4.1,,,,0.0,0.0,,,,,
cousins_QB_MIN,Kirk Cousins,QB,MIN,12.0,151.5,148.6,,,1.6,,,,4141.5,,,,,,,,2.2,12.4,,,,26.6,1.5
texans_DST_HOU,Texans,DST,HOU,10.0,151.8,,,13.9,12.6,0.3,,,,,,21.4,,,2.2,12.6,,,36.4,,,,
fairbairn_K_HOU,Ka'imi Fairbairn,K,HOU,10.0,152.5,,1.6,,,,,,,8.6,8.4,,,0.2,,,,,,34.1,7.0,,
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,4.0,152.8,113.8,,,0.4,,,,4332.6,,,,,,,,1.2,14.3,,,,27.5,1.4
browns_DST_CLE,Browns,DST,CLE,7.0,153.0,,,15.4,11.3,0.3,,,,,,21.6,,,2.2,11.3,,,37.7,,,,
graham_TE_GB,Jimmy Graham,TE,GB,11.0,153.3,0.8,,,1.0,,555.8,50.8,,,,,4.0,,,,0.0,0.0,,,,,
herndon_TE_NYJ,Chris Herndon IV,TE,NYJ,4.0,153.8,0.5,,,0.0,,525.7,42.2,,,,,4.4,,,,0.0,0.0,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,6.0,154.3,661.9,,,2.0,,,,3199.7,,,,,,,,7.1,15.0,,,,16.9,1.4
olsen_TE_CAR,Greg Olsen,TE,CAR,7.0,154.8,0.6,,,0.0,,547.9,46.9,,,,,4.6,,,,0.0,0.0,,,,,
williams_WR_OAK,Tyrell Williams,WR,OAK,6.0,155.5,5.4,,,0.5,,757.5,52.6,,,,,3.8,,,,0.0,0.0,,,,,
miller_WR_CHI,Anthony Miller,WR,CHI,6.0,155.8,20.1,,,0.0,,520.6,39.3,,,,,5.1,,,,0.0,,,,,,
lutz_K_NO,Wil Lutz,K,NO,9.0,158.8,,1.2,,,,,,,8.7,8.0,,,0.7,,,,,,37.8,7.0,,
gallup_WR_DAL,Michael Gallup,WR,DAL,8.0,163.3,0.3,,,0.0,,706.0,47.0,,,,,4.0,,,,0.0,0.0,,,,,
singletary_RB_BUF,Devin Singletary,RB,BUF,6.0,163.3,204.3,,,0.6,,83.4,9.4,,,,,0.4,,,,1.2,,,,,,0.0
moncrief_WR_PIT,Donte Moncrief,WR,PIT,7.0,163.5,1.2,,,1.0,,711.7,54.2,,,,,4.4,,,,0.0,0.0,,,,,
hines_RB_IND,Nyheim Hines,RB,IND,6.0,164.0,300.3,,,0.6,,312.7,39.7,,,,,1.4,,0.5,,2.0,,,,,,0.0
reed_TE_WAS,Jordan Reed,TE,WAS,10.0,164.3,1.3,,,1.0,,720.4,71.4,,,,,4.2,,,,,0.0,,,,,
gostkowski_K_NE,Stephen Gostkowski,K,NE,10.0,165.0,,1.1,,,,,,,8.0,9.2,,,0.4,,,,,,40.8,8.8,,
johnson_RB_CLE,Duke Johnson,RB,CLE,7.0,165.3,247.2,,,0.5,,324.2,36.4,,,,,1.7,,,,1.3,,,,,,1.1
fant_TE_DEN,Noah Fant,TE,DEN,10.0,168.5,0.6,,,1.0,,477.6,41.2,,,,,3.1,,,,0.0,0.0,,,,,
carr_QB_OAK,Derek Carr,QB,OAK,6.0,172.5,58.5,,,0.9,,,,4089.5,,,,,,,,0.6,12.1,,,,23.3,1.5
davis_RB_CHI,Mike Davis,RB,CHI,6.0,173.8,321.7,,,0.7,,128.9,19.3,,,,,0.3,,,,2.5,,,,,,0.6
stafford_QB_DET,Matthew Stafford,QB,DET,5.0,174.8,78.0,,,0.8,,,,3942.5,,,,,,,,0.6,11.9,,,,24.6,1.0
broncos_DST_DEN,Broncos,DST,DEN,10.0,175.8,,,13.7,11.4,0.3,,,,,,22.0,,,2.1,11.4,,,41.9,,,,
williams_RB_GB,Jamaal Williams,RB,GB,11.0,177.3,439.3,,,2.0,,223.1,25.6,,,,,1.0,,0.7,,2.9,,,,,,0.0
hill_RB_BAL,Justice Hill,RB,BAL,8.0,178.3,245.8,,,1.1,,89.3,10.5,,,,,0.4,,,,2.1,,,,,,0.0
saints_DST_NO,Saints,DST,NO,9.0,180.8,,,14.7,11.3,0.3,,,,,,20.4,,,2.5,11.3,,,40.6,,,,
ballage_RB_MIA,Kalen Ballage,RB,MIA,5.0,181.0,488.1,,,3.0,,118.3,14.6,,,,,0.2,,0.7,,2.9,,,,,,0.0
brown_WR_BAL,Marquise Brown,WR,BAL,8.0,183.5,56.0,,,1.0,,602.5,39.0,,,,,3.8,,,,0.1,0.0,,,,,
anderson_RB_DET,C.J. Anderson,RB,DET,5.0,183.8,533.5,,,0.3,,65.5,8.2,,,,,0.2,,,,4.2,,,,,,
goedert_TE_PHI,Dallas Goedert,TE,PHI,10.0,183.8,0.3,,,0.0,,339.3,32.5,,,,,3.8,,,,0.0,,,,,,
cowboys_DST_DAL,Cowboys,DST,DAL,8.0,183.8,,,12.6,10.7,0.3,,,,,,21.5,,,2.1,10.7,,,38.3,,,,
