key,name,pos,team,bye,std,half_ppr,ppr,fumbles,df_points_allowed_per_game,kick_30_39,pass_tds,reception_tds,kick_extra_points,df_fumbles,kick_50,df_tds,df_ints,two_pts,df_sacks,kick_40_49,rush_tds,pass_yds,kick_0_19,receptions,reception_yds,pass_ints,df_safeties,rush_yds,kick_20_29
parham_TE_LAC,Donald Parham Jr.,TE,LAC,7.0,340.0,361.0,363.0,0.0,,,,2.0,,,,,,,,,0.0,,,23.9,290.7,,,0.3,
mariota_QB_LV,Marcus Mariota,QB,LV,8.0,341.0,356.0,355.0,0.0,,,0.8,,,,,,,0.5,,,0.1,156.1,,,,0.8,,20.7,
jaguars_DST_JAX,Jaguars,DST,JAX,7.0,343.0,349.0,295.0,9.2,27.1,,,,,9.2,,2.0,12.9,,34.8,,,,,,,,0.3,,
brown_WR_WSH,Dyami Brown,WR,WSH,9.0,346.0,336.0,290.5,0.0,,,,1.6,,,,0.1,,,,,0.0,,,22.8,303.4,,,4.3,
jefferson_WR_LAR,Van Jefferson,WR,LAR,11.0,347.0,296.0,291.0,0.0,,,,3.2,,,,,,,,,0.0,,,35.9,425.8,,,0.2,
hopkins_K_WSH,Dustin Hopkins,K,WSH,9.0,348.0,275.0,283.7,,,8.7,,,34.3,,3.6,,,,,8.8,,,0.7,,,,,,7.2
washington_WR_PIT,James Washington,WR,PIT,7.0,349.0,366.0,368.0,1.0,,,,2.8,,,,,,,,,0.0,,,34.7,454.7,,,0.2,
bourne_WR_NE,Kendrick Bourne,WR,NE,14.0,351.0,355.0,305.5,,,,,3.2,,,,,,,,,0.0,,,44.9,613.3,0.0,,0.6,
harry_WR_NE,N'Keal Harry,WR,NE,14.0,352.0,370.0,373.0,0.0,,,,1.0,,,,,,,,,0.0,,,12.1,155.7,,,10.6,
conley_WR_HOU,Chris Conley,WR,HOU,10.0,353.0,338.0,310.0,1.0,,,,3.6,,,,,,,,,0.0,,,46.4,636.4,,,0.3,
atwell_WR_LAR,Tutu Atwell,WR,LAR,11.0,354.0,371.0,372.0,0.0,,,,1.3,,,,0.1,,,,,0.0,,,20.7,269.0,,,7.0,
cole_WR_NYJ,Keelan Cole Sr.,WR,NYJ,6.0,356.0,358.0,349.0,0.5,,,,2.7,,,,,,,,,0.0,,,33.8,429.3,,,4.5,
sims_WR_WSH,Cam Sims,WR,WSH,9.0,357.0,374.0,374.0,0.0,,,,1.0,,,,,,,,,0.0,,,18.9,266.5,,,5.7,
guyton_WR_LAC,Jalen Guyton,WR,LAC,7.0,358.0,373.0,371.0,0.0,,,,2.2,,,,0.1,,,,,0.0,,,29.1,432.5,0.0,,14.8,
smith_WR_CAR,Shi Smith,WR,CAR,13.0,359.0,375.0,376.0,0.0,,,,0.5,,,,0.1,,,,,0.0,,,10.7,133.4,,,9.8,
lions_DST_DET,Lions,DST,DET,9.0,360.0,367.0,319.5,9.8,27.4,,,,,9.8,,1.7,12.4,,35.3,,,,,,,,0.3,,
williams_WR_MIA,Preston Williams,WR,MIA,14.0,361.0,372.0,369.0,1.0,,,,2.9,,,,,,,,,0.0,,,23.7,320.3,,,1.0,
njoku_TE_CLE,David Njoku,TE,CLE,13.0,362.0,382.0,327.0,0.0,,,,2.2,,,,,,,,,0.0,,,21.9,244.5,,,0.3,
byrd_WR_CHI,Damiere Byrd,WR,CHI,10.0,364.0,377.0,377.0,0.5,,,,2.2,,,,0.1,,,,,0.0,,,42.2,499.6,0.0,,6.3,
strachan_WR_IND,Mike Strachan,WR,IND,14.0,365.0,390.0,403.0,,,,,0.1,,,,,,,,,0.0,,,3.0,39.9,,,0.5,
mclaughlin_K_CLE,Chase McLaughlin,K,CLE,13.0,366.0,404.0,308.0,,,6.1,,,42.0,,4.5,,,,,8.2,,,0.4,,,,,,6.4
ammendola_K_NYJ,Matt Ammendola,K,NYJ,6.0,367.0,391.0,391.0,,,7.0,,,30.5,,3.7,,,,,8.6,,,0.2,,,,,,6.1
hurd_WR_SF,Jalen Hurd,WR,SF,,368.0,392.0,-1.0,0.0,,,,0.6,,,,0.1,,,,,0.0,,,11.5,139.5,,,33.5,
sherfield_WR_SF,Trent Sherfield,WR,SF,6.0,369.0,432.0,432.0,,,,,0.8,,,,,,,,,0.0,,,9.7,126.3,,,0.6,
love_QB_GB,Jordan Love,QB,GB,13.0,372.0,394.0,383.0,0.1,,,1.3,,,,,,,0.6,,,0.1,201.3,,,,0.9,,3.5,
bengals_DST_CIN,Bengals,DST,CIN,10.0,373.0,424.0,291.0,9.9,26.7,,,,,9.9,,1.9,13.8,,30.2,,,,,,,,0.2,,
herbert_RB_CHI,Khalil Herbert,RB,CHI,,374.0,428.0,-1.0,0.1,,,,0.1,,,,,,0.0,,,0.3,,,4.8,32.6,,,65.2,
joseph_K_MIN,Greg Joseph,K,MIN,7.0,376.0,422.0,426.0,,,8.5,,,44.5,,3.5,,,,,7.6,,,0.2,,,,,,6.2
horsted_TE_CHI,Jesper Horsted,TE,CHI,,378.0,439.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,21.0,,,0.0,
felton_WR_CLE,Demetric Felton,WR,CLE,13.0,379.0,423.0,404.0,,,,,0.0,,,,,,,,,0.0,,,0.6,4.3,,,5.2,
agnew_WR_JAX,Jamal Agnew,WR,JAX,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,1.2,,,,,0.1,,,9.1,116.7,,,30.1,
allen_QB_CIN,Brandon Allen,QB,CIN,,-1.0,-1.0,-1.0,0.0,,,0.9,,,,,,,0.6,,,0.0,214.8,,,,1.1,,6.7,
allen_QB_WSH,Kyle Allen,QB,WSH,,-1.0,-1.0,-1.0,0.1,,,1.0,,,,,,,0.6,,,0.1,280.9,,,,1.5,,1.7,
arcegawhiteside_WR_PHI,J.J. Arcega-Whiteside,WR,PHI,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,3.0,47.0,,,0.0,
asiasi_TE_NE,Devin Asiasi,TE,NE,,-1.0,-1.0,-1.0,1.0,,,,1.5,,,,,,,,,0.0,,,14.6,156.0,,,0.3,
austin_WR_JAX,Tavon Austin,WR,JAX,,-1.0,-1.0,-1.0,,,,,0.2,,,,,,,,,0.0,,,4.9,52.1,,,8.4,
barber_RB_WSH,Peyton Barber,RB,WSH,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,1.0,11.0,,,16.0,
bates_TE_WSH,John Bates,TE,WSH,,-1.0,-1.0,-1.0,1.0,,,,0.8,,,,,,,,,0.0,,,13.4,125.5,,,0.5,
batson_WR_TEN,Cameron Batson,WR,TEN,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,,,,,,0.0,,,7.5,79.2,,,22.7,
beathard_QB_JAX,C.J. Beathard,QB,JAX,,-1.0,-1.0,-1.0,0.5,,,1.0,,,,,,,0.5,,,0.1,249.3,,,,0.8,,6.7,
beck_TE_DEN,Andrew Beck,TE,DEN,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,,,,,,,,,5.3,61.6,,,0.7,
bell_TE_KC,Blake Bell,TE,KC,,-1.0,-1.0,-1.0,0.0,,,,0.9,,,,,,,,,0.0,,,12.8,119.3,,,6.1,
bellore_RB_SEA,Nick Bellore,RB,SEA,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,,,,0.1,0.6,,,,
benson_WR_DET,Trinity Benson,WR,DET,,-1.0,-1.0,-1.0,,,,,1.0,,,,,,,,,0.0,,,11.0,137.0,,,0.0,
berrios_WR_NYJ,Braxton Berrios,WR,NYJ,,-1.0,-1.0,-1.0,0.0,,,,0.8,,,,0.2,,,,,0.0,,,14.5,151.7,,,21.1,
blake_WR_ATL,Christian Blake,WR,ATL,,-1.0,-1.0,-1.0,,,,,0.5,,,,,,,,,0.0,,,7.6,92.9,,,0.0,
blasingame_RB_TEN,Khari Blasingame,RB,TEN,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,0.0,,,0.0,,,3.7,22.5,,,1.6,
blough_QB_DET,David Blough,QB,DET,,-1.0,-1.0,-1.0,0.0,,,0.7,,,,,,,0.1,,,0.0,132.7,,,,0.7,,6.7,
board_WR_NYG,C.J. Board,WR,NYG,,-1.0,-1.0,-1.0,,,,,0.1,,,,,,,,,0.0,,,3.5,55.5,,,0.9,
bolden_RB_NE,Brandon Bolden,RB,NE,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,3.0,,,6.0,71.0,,,111.0,
book_QB_NO,Ian Book,QB,NO,,-1.0,-1.0,-1.0,0.0,,,0.6,,,,,,,0.6,,,0.1,77.4,,,,0.6,,2.7,
boykin_WR_BAL,Miles Boykin,WR,BAL,,-1.0,-1.0,-1.0,,,,,0.6,,,,,,,,,0.0,,,9.2,114.2,,,0.3,
boyle_QB_DET,Tim Boyle,QB,DET,,-1.0,-1.0,-1.0,0.2,,,0.3,,,,,,,0.3,,,0.3,153.3,,,,0.8,,2.4,
boyle_TE_BAL,Nick Boyle,TE,BAL,,-1.0,-1.0,-1.0,0.0,,,,1.4,,,,,,,,,0.0,,,17.3,157.0,,,0.5,
brate_TE_TB,Cameron Brate,TE,TB,9.0,-1.0,-1.0,299.0,0.0,,,,1.6,,,,,,,,,0.0,,,18.2,199.0,,,0.3,
breida_RB_BUF,Matt Breida,RB,BUF,7.0,-1.0,363.0,358.0,1.4,,,,0.4,,,,,,,,,1.1,,,12.6,88.8,,,253.0,
brightwell_RB_NYG,Gary Brightwell,RB,NYG,,-1.0,-1.0,-1.0,0.1,,,,0.1,,,,,,0.0,,,1.0,,,4.3,29.8,,,114.5,
brissett_QB_MIA,Jacoby Brissett,QB,MIA,14.0,-1.0,448.0,437.0,0.1,,,1.2,,,,,,,0.3,,,0.1,222.4,,,,0.9,,13.6,
brown_TE_HOU,Pharaoh Brown,TE,HOU,,-1.0,-1.0,-1.0,0.0,,,,1.9,,,,,,,,,0.0,,,21.5,227.4,0.0,,0.5,
brown_TE_NYJ,Daniel Brown,TE,NYJ,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,4.0,40.0,,,0.0,
brown_WR_DAL,Noah Brown,WR,DAL,,-1.0,-1.0,-1.0,,,,,1.0,,,,,,,,,0.0,,,16.0,201.0,,,0.0,
bryant_TE_CLE,Harrison Bryant,TE,CLE,13.0,-1.0,449.0,438.0,2.0,,,,2.3,,,,,,,,,0.0,,,21.2,230.3,,,0.4,
burkhead_RB_HOU,Rex Burkhead,RB,HOU,10.0,-1.0,443.0,433.0,1.0,,,,0.7,,,,,,,,,1.1,,,11.3,103.1,,,124.0,
burton_RB_KC,Michael Burton,RB,KC,,-1.0,-1.0,-1.0,0.0,,,,0.2,,,,,,0.0,,,0.1,,,5.7,37.0,,,16.2,
cabinda_RB_DET,Jason Cabinda,RB,DET,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,0.0,,,0.0,,,2.6,16.6,,,2.1,
carrier_TE_LV,Derek Carrier,TE,LV,,-1.0,-1.0,-1.0,,,,,0.3,,,,,,,,,0.0,,,3.9,52.4,,,0.4,
carter_TE_MIA,Cethan Carter,TE,MIA,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,3.5,38.0,,,0.3,
carter_WR_WSH,DeAndre Carter,WR,WSH,9.0,-1.0,-1.0,278.0,0.0,,,,0.3,,,,,,,,,0.0,,,5.2,62.4,,,6.0,
clement_RB_DAL,Corey Clement,RB,DAL,7.0,-1.0,408.0,408.0,1.0,,,,0.0,,,,,,0.2,,,0.7,,,3.4,24.8,,,55.3,
collins_RB_SEA,Alex Collins,RB,SEA,9.0,-1.0,-1.0,261.0,0.0,,,,0.5,,,,,,,,,1.0,,,6.2,47.9,,,104.4,
conklin_TE_MIN,Tyler Conklin,TE,MIN,7.0,-1.0,429.0,349.5,0.0,,,,2.7,,,,,,,,,0.0,,,35.1,349.1,,,0.4,
dafney_TE_GB,Dominique Dafney,TE,GB,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.1,22.1,,,0.0,
dallas_RB_SEA,DeeJay Dallas,RB,SEA,9.0,-1.0,416.0,356.5,1.0,,,,1.0,,,,,,,,,2.0,,,21.5,158.0,,,248.0,
dalton_QB_CHI,Andy Dalton,QB,CHI,10.0,-1.0,315.0,317.0,0.6,,,10.6,,,,,,,1.2,,,0.7,1740.0,,,,6.3,,100.6,
daniel_QB_LAC,Chase Daniel,QB,LAC,,-1.0,-1.0,-1.0,0.0,,,0.7,,,,,,,0.2,,,0.0,136.4,,,,0.7,,7.7,
daniels_TE_ARI,Darrell Daniels,TE,ARI,,-1.0,-1.0,-1.0,0.0,,,,0.9,,,,,,,,,0.0,,,9.2,89.4,,,0.3,
darby_WR_ATL,Frank Darby,WR,ATL,,-1.0,-1.0,-1.0,0.0,,,,0.6,,,,,,,,,0.0,,,11.5,136.6,,,3.4,
darden_WR_TB,Jaelon Darden,WR,TB,,-1.0,-1.0,-1.0,0.0,,,,0.4,,,,,,,,,0.0,,,6.6,87.5,,,2.9,
deguara_TE_GB,Josiah Deguara,TE,GB,,-1.0,-1.0,-1.0,0.0,,,,0.9,,,,,,,,,0.0,,,6.8,71.8,,,0.5,
dillon_TE_MIN,Brandon Dillon,TE,MIN,7.0,-1.0,433.0,427.0,,,,,0.2,,,,,,,,,0.0,,,2.5,27.5,,,0.4,
dissly_TE_SEA,Will Dissly,TE,SEA,9.0,-1.0,407.0,407.0,0.0,,,,2.7,,,,,,,,,0.0,,,29.5,305.3,0.0,,1.4,
doyle_TE_IND,Jack Doyle,TE,IND,14.0,-1.0,383.0,337.0,0.0,,,,3.2,,,,,,,,,0.0,,,38.0,406.8,0.0,,0.4,
dulin_WR_IND,Ashton Dulin,WR,IND,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,0.2,,,,,0.0,,,2.5,50.0,,,5.8,
duvernay_WR_BAL,Devin Duvernay,WR,BAL,8.0,-1.0,426.0,422.0,0.0,,,,0.7,,,,0.9,,,,,0.3,,,8.2,95.4,,,29.3,
dwelley_TE_SF,Ross Dwelley,TE,SF,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,0.0,,,11.2,113.3,,,0.3,
eason_QB_IND,Jacob Eason,QB,IND,14.0,-1.0,386.0,386.0,0.1,,,1.6,,,,,,,0.6,,,0.1,338.8,,,,1.8,,4.5,
ellefson_TE_MIN,Ben Ellefson,TE,MIN,,-1.0,-1.0,-1.0,0.0,,,,0.4,,,,,,,,,0.0,,,4.7,52.3,,,0.1,
eskridge_WR_SEA,D'Wayne Eskridge,WR,SEA,9.0,-1.0,314.0,314.0,0.0,,,,2.6,,,,,,,,,0.0,,,30.7,397.5,,,11.9,
evans_RB_CIN,Chris Evans,RB,CIN,10.0,-1.0,310.0,277.0,0.1,,,,0.5,,,,,,0.0,,,1.1,,,10.9,81.1,,,129.2,
farrell_TE_JAX,Luke Farrell,TE,JAX,,-1.0,-1.0,-1.0,1.0,,,,0.5,,,,,,,,,0.0,,,12.3,116.8,,,0.5,
fehoko_WR_DAL,Simi Fehoko,WR,DAL,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,8.1,102.7,,,3.3,
fells_TE_DET,Darren Fells,TE,DET,,-1.0,-1.0,-1.0,,,,,1.7,,,,,,,,,0.0,,,19.5,193.6,,,0.3,
felton_RB_CLE,Demetric Felton,RB,CLE,,-1.0,-1.0,-1.0,0.0,,,,0.0,,,,,,,,,0.5,,,2.5,21.0,,,89.0,
flacco_QB_PHI,Joe Flacco,QB,PHI,14.0,-1.0,447.0,436.0,0.5,,,0.6,,,,,,,0.6,,,0.0,75.5,,,,0.7,,8.6,
foles_QB_CHI,Nick Foles,QB,CHI,,-1.0,-1.0,-1.0,0.1,,,0.3,,,,,,,0.3,,,0.0,92.8,,,,0.5,,0.2,
fortson_TE_KC,Jody Fortson,TE,KC,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,21.0,,,0.0,
fountain_WR_KC,Daurice Fountain,WR,KC,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,26.0,,,0.0,
franks_QB_ATL,Feleipe Franks,QB,ATL,,-1.0,-1.0,-1.0,0.1,,,1.0,,,,,,,0.6,,,0.2,224.8,,,,1.2,,9.3,
funk_RB_LAR,Jake Funk,RB,LAR,11.0,-1.0,247.0,237.0,0.4,,,,0.2,,,,,,0.0,,,1.4,,,10.8,79.4,,,185.5,
gabbert_QB_TB,Blaine Gabbert,QB,TB,,-1.0,-1.0,-1.0,0.0,,,1.6,,,,,,,0.4,,,0.0,242.3,,,,0.7,,7.8,
gallman_RB_SF,Wayne Gallman,RB,SF,,-1.0,-1.0,-1.0,1.0,,,,1.0,,,,,,,,,5.0,,,26.0,191.0,,,371.0,
gentry_TE_PIT,Zach Gentry,TE,PIT,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,6.7,62.6,,,0.3,
gilliam_TE_BUF,Reggie Gilliam,TE,BUF,,-1.0,-1.0,-1.0,0.0,,,,1.2,,,,,,,,,,,,9.1,63.2,,,0.9,
glennon_QB_NYG,Mike Glennon,QB,NYG,10.0,-1.0,442.0,431.0,0.6,,,1.0,,,,,,,1.0,,,0.0,201.1,,,,1.3,,7.4,
granson_TE_IND,Kylen Granson,TE,IND,,-1.0,-1.0,-1.0,,,,,0.8,,,,,,,,,0.0,,,12.7,137.0,,,0.5,
grant_WR_MIA,Jakeem Grant Sr.,WR,MIA,,-1.0,-1.0,-1.0,0.0,,,,0.4,,,,1.3,,,,,0.1,,,10.9,124.3,,,19.5,
gray_TE_KC,Noah Gray,TE,KC,,-1.0,-1.0,-1.0,1.0,,,,0.9,,,,,,,,,0.0,,,11.3,118.9,,,0.6,
grier_QB_DAL,Will Grier,QB,DAL,,-1.0,-1.0,-1.0,,,,2.0,,,,,,,,,,0.0,223.0,,,,1.0,,5.0,
griffin_TE_NO,Garrett Griffin,TE,NO,,-1.0,-1.0,-1.0,,,,,0.2,,,,,,,,,0.0,,,2.6,24.5,,,0.5,
griffin_TE_NYJ,Ryan Griffin,TE,NYJ,,-1.0,-1.0,-1.0,,,,,0.8,,,,,,,,,0.0,,,9.9,91.4,,,0.3,
ham_RB_MIN,C.J. Ham,RB,MIN,,-1.0,-1.0,-1.0,0.5,,,,0.7,,,,,,0.1,,,0.0,,,13.8,128.2,0.0,,21.5,
harris_TE_ARI,Demetrius Harris,TE,ARI,,-1.0,-1.0,-1.0,,,,,0.2,,,,,,,,,0.0,,,3.5,41.0,,,0.4,
harris_TE_LAR,Jacob Harris,TE,LAR,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,0.0,,,10.5,137.0,,,0.0,
haskins_QB_PIT,Dwayne Haskins,QB,PIT,,-1.0,-1.0,-1.0,0.0,,,0.6,,,,,,,0.1,,,0.0,100.9,,,,0.6,,10.0,
hasty_RB_SF,JaMycal Hasty,RB,SF,6.0,-1.0,-1.0,279.0,1.2,,,,0.4,,,,,,0.0,,,2.3,,,12.1,90.8,,,359.2,
heinicke_QB_WSH,Taylor Heinicke,QB,WSH,9.0,-1.0,431.0,425.0,0.0,,,1.9,,,,,,,0.5,,,0.0,345.4,,,,1.4,,18.7,
henne_QB_KC,Chad Henne,QB,KC,12.0,-1.0,440.0,429.0,0.1,,,1.2,,,,,,,0.3,,,0.0,197.8,,,,0.6,,7.7,
hill_RB_GB,Kylin Hill,RB,GB,13.0,-1.0,400.0,399.0,0.4,,,,0.2,,,,,,0.0,,,1.4,,,7.5,61.7,,,166.8,
hill_WR_LAC,KJ Hill Jr.,WR,LAC,,-1.0,-1.0,-1.0,,,,,0.8,,,,,,,,,0.0,,,7.2,93.6,,,1.5,
hodge_WR_DET,KhaDarel Hodge,WR,DET,,-1.0,-1.0,-1.0,,,,,0.4,,,,,,,,,0.0,,,5.8,95.1,,,0.3,
hollins_WR_MIA,Mack Hollins,WR,MIA,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,23.0,,,0.0,
hollister_TE_BUF,Jacob Hollister,TE,BUF,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,,,,12.0,99.0,,,,
hollister_TE_JAX,Jacob Hollister,TE,JAX,7.0,-1.0,451.0,441.0,,,,,0.0,,,,,,,,,0.0,,,4.0,38.0,,,0.0,
holtz_TE_CHI,J.P. Holtz,TE,CHI,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,,,,,,,,,6.8,81.3,,,1.0,
homer_RB_SEA,Travis Homer,RB,SEA,,-1.0,-1.0,-1.0,0.1,,,,0.4,,,,,,0.0,,,0.5,,,10.9,83.8,,,122.7,
hopkins_TE_LAR,Brycen Hopkins,TE,LAR,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,0.0,,,14.5,151.0,,,0.0,
hoyer_QB_NE,Brian Hoyer,QB,NE,,-1.0,-1.0,-1.0,,,,1.0,,,,,,,,,,0.0,208.0,,,,1.0,,3.0,
hudson_TE_TEN,Tommy Hudson,TE,TEN,,-1.0,-1.0,-1.0,,,,,2.5,,,,,,,,,0.0,,,34.9,361.5,0.0,,3.0,
humphrey_WR_NO,Lil'Jordan Humphrey,WR,NO,,-1.0,-1.0,-1.0,0.0,,,,1.0,,,,,,,,,0.0,,,10.2,128.5,,,2.3,
humphries_WR_WSH,Adam Humphries,WR,WSH,9.0,-1.0,305.0,305.0,0.5,,,,2.9,,,,,,,,,0.0,,,54.2,531.5,0.0,,4.4,
huntley_QB_BAL,Tyler Huntley,QB,BAL,,-1.0,-1.0,-1.0,0.2,,,1.4,,,,,,,0.5,,,0.2,297.5,,,,1.2,,60.5,
igwebuike_RB_DET,Godwin Igwebuike,RB,DET,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,16.0,
ingold_RB_LV,Alec Ingold,RB,LV,,-1.0,-1.0,-1.0,0.0,,,,0.2,,,,,,0.0,,,0.0,,,8.0,71.8,,,11.7,
isabella_WR_ARI,Andy Isabella,WR,ARI,12.0,-1.0,419.0,418.0,,,,,0.3,,,,,,,,,0.0,,,8.4,102.9,,,1.5,
james_TE_CHI,Jesse James,TE,CHI,,-1.0,-1.0,-1.0,0.0,,,,0.5,,,,,,,,,0.0,,,7.0,57.0,,,0.0,
janovich_RB_CLE,Andy Janovich,RB,CLE,,-1.0,-1.0,-1.0,0.0,,,,0.1,,,,,,0.0,,,0.4,,,5.5,41.5,,,4.9,
jefferson_RB_DET,Jermar Jefferson,RB,DET,9.0,-1.0,413.0,412.0,0.2,,,,0.2,,,,,,0.0,,,1.1,,,9.3,67.9,,,132.3,
jennings_WR_SF,Jauan Jennings,WR,SF,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,3.0,39.0,,,0.0,
johnson_RB_CLE,D'Ernest Johnson,RB,CLE,,-1.0,-1.0,-1.0,1.0,,,,0.1,,,,,,0.0,,,0.3,,,3.6,27.8,,,110.3,
johnson_RB_NE,Jakob Johnson,RB,NE,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.1,18.7,,,0.0,
johnson_TE_NO,Juwan Johnson,TE,NO,6.0,-1.0,350.0,305.5,,,,,1.5,,,,,,,,,0.0,,,18.2,212.5,,,1.2,
johnson_WR_JAX,Tyron Johnson,WR,JAX,7.0,-1.0,385.0,385.0,,,,,1.9,,,,,,,,,0.0,,,22.0,331.1,,,1.9,
johnson_WR_NYG,Collin Johnson,WR,NYG,,-1.0,-1.0,-1.0,,,,,0.9,,,,,,,,,0.0,,,9.1,126.3,,,6.2,
johnson_WR_TB,Tyler Johnson,WR,TB,9.0,-1.0,379.0,379.0,,,,,0.7,,,,,,,,,0.0,,,5.8,93.2,,,0.3,
jones_RB_BUF,Taiwan Jones,RB,BUF,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,16.0,
jones_WR_LV,Zay Jones,WR,LV,8.0,-1.0,418.0,417.0,,,,,0.8,,,,,,,,,0.0,,,6.8,86.8,,,0.3,
jordan_TE_HOU,Brevin Jordan,TE,HOU,,-1.0,-1.0,-1.0,1.0,,,,0.9,,,,,,,,,0.0,,,14.8,154.4,,,0.5,
juszczyk_RB_SF,Kyle Juszczyk,RB,SF,6.0,-1.0,-1.0,263.0,0.1,,,,2.7,,,,,,,,,0.5,,,26.2,267.1,0.0,,47.7,
keenum_QB_CLE,Case Keenum,QB,CLE,,-1.0,-1.0,-1.0,0.5,,,0.8,,,,,,,0.5,,,0.0,164.9,,,,1.0,,5.1,
kemp_WR_KC,Marcus Kemp,WR,KC,,-1.0,-1.0,-1.0,,,,,0.1,,,,,,,,,0.0,,,1.9,39.9,,,1.0,
kennedy_WR_DET,Tom Kennedy,WR,DET,9.0,-1.0,415.0,414.0,0.0,,,,0.4,,,,,,,,,,,,5.1,78.4,,,4.2,
kroft_TE_NYJ,Tyler Kroft,TE,NYJ,6.0,-1.0,308.0,285.0,0.0,,,,3.1,,,,,,,,,0.0,,,28.8,289.5,0.0,,0.4,
kumerow_WR_BUF,Jake Kumerow,WR,BUF,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,4.0,53.0,,,0.0,
lewis_TE_GB,Marcedes Lewis,TE,GB,,-1.0,-1.0,-1.0,0.0,,,,1.3,,,,,,,,,0.0,,,14.4,132.3,,,0.3,
long_TE_MIA,Hunter Long,TE,MIA,,-1.0,-1.0,-1.0,1.0,,,,1.5,,,,,,,,,0.0,,,20.5,185.5,,,0.0,
manhertz_TE_JAX,Chris Manhertz,TE,JAX,,-1.0,-1.0,-1.0,0.0,,,,0.9,,,,,,,,,0.0,,,17.8,170.7,0.0,,0.5,
mccloud_WR_PIT,Ray-Ray McCloud,WR,PIT,,-1.0,-1.0,-1.0,0.0,,,,0.7,,,,,,,,,0.0,,,12.0,115.3,,,22.0,
mccoy_QB_ARI,Colt McCoy,QB,ARI,,-1.0,-1.0,-1.0,0.0,,,0.6,,,,,,,0.4,,,0.0,85.0,,,,0.6,,8.3,
mccrary_RB_DEN,Nate McCrary,RB,DEN,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,1.0,,,6.0,46.0,,,155.0,
mckenzie_WR_BUF,Isaiah McKenzie,WR,BUF,,-1.0,-1.0,-1.0,0.0,,,,1.5,,,,0.2,,,,,0.0,,,18.7,210.8,,,58.8,
mckeon_TE_DAL,Sean McKeon,TE,DAL,,-1.0,-1.0,-1.0,,,,,0.3,,,,,,,,,,,,1.1,14.2,,,0.6,
mckitty_TE_LAC,Tre' McKitty,TE,LAC,,-1.0,-1.0,-1.0,0.0,,,,0.6,,,,,,,,,0.0,,,11.1,104.4,,,0.6,
mcmath_WR_TEN,Racey McMath,WR,TEN,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,3.0,38.0,,,0.0,
mcnichols_RB_TEN,Jeremy McNichols,RB,TEN,,-1.0,-1.0,-1.0,0.0,,,,0.0,,,,,,,,,1.0,,,6.5,39.0,,,178.5,
mills_QB_HOU,Davis Mills,QB,HOU,10.0,-1.0,437.0,428.0,0.1,,,3.8,,,,,,,0.3,,,0.6,792.3,,,,3.0,,38.0,
milne_WR_WSH,Dax Milne,WR,WSH,,-1.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,2.0,23.0,,,0.0,
minshew_QB_PHI,Gardner Minshew II,QB,PHI,14.0,-1.0,450.0,440.0,0.6,,,1.6,,,,,,,1.1,,,0.1,272.9,,,,1.2,,21.2,
mond_QB_MIN,Kellen Mond,QB,MIN,,-1.0,-1.0,-1.0,0.1,,,1.8,,,,,,,0.6,,,0.2,266.2,,,,0.9,,16.3,
