key,name,pos,team,bye,std,half_ppr,ppr,fumbles,df_points_allowed_per_game,kick_30_39,pass_tds,reception_tds,kick_extra_points,df_fumbles,kick_50,df_tds,df_ints,two_pts,df_sacks,kick_40_49,rush_tds,pass_yds,kick_0_19,receptions,reception_yds,pass_ints,df_safeties,rush_yds,kick_20_29
roethlisberger_QB_PIT,Ben Roethlisberger,QB,PIT,7.0,156.3,169.3,161.8,0.8,,,29.8,,,,,,,3.2,,,0.5,4431.4,,,,14.7,,48.5,
cousins_QB_MIN,Kirk Cousins,QB,MIN,7.0,156.5,162.8,157.2,2.8,,,30.0,,,,,,,4.2,,,1.3,4297.6,,,,13.3,,139.6,
lindsay_RB_HOU,Phillip Lindsay,RB,HOU,10.0,156.8,159.0,144.2,1.2,,,,0.5,,,,,,0.0,,,3.5,,,26.2,172.6,0.0,,635.5,
taylor_RB_NE,J.J. Taylor,RB,NE,14.0,157.5,201.0,226.5,0.2,,,,0.1,,,,,,0.0,,,1.4,,,4.9,34.4,,,193.5,
cook_TE_LAC,Jared Cook,TE,LAC,7.0,159.0,174.3,165.4,1.0,,,,5.6,,,,,,,,,0.0,,,49.7,635.5,0.0,,0.6,
engram_TE_NYG,Evan Engram,TE,NYG,10.0,159.5,173.3,152.6,0.5,,,,3.3,,,,,,,,,0.1,,,55.3,556.4,0.0,,16.3,
stevenson_RB_NE,Rhamondre Stevenson,RB,NE,14.0,161.5,169.0,175.8,1.1,,,,0.4,,,,,,0.0,,,3.2,,,8.8,77.3,,,345.3,
winston_QB_NO,Jameis Winston,QB,NO,6.0,161.8,178.8,167.8,2.8,,,27.7,,,,,,,2.7,,,1.5,4063.6,,,,16.5,,256.9,
patriots_DST_NE,Patriots,DST,NE,14.0,163.3,174.0,158.6,9.1,22.3,,,,,9.1,,2.0,16.1,,39.1,,,,,,,,0.3,,
ertz_TE_PHI,Zach Ertz,TE,PHI,14.0,163.3,162.3,164.8,1.0,,,,2.9,,,,,,,,,0.0,,,44.6,497.2,,,0.4,
sanders_K_MIA,Jason Sanders,K,MIA,14.0,167.8,158.0,162.8,,,8.8,,,39.5,,5.2,,,,,9.2,,,0.6,,,,,,8.1
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,7.0,168.3,177.3,220.0,2.0,,,,2.0,,,,,,,,,0.0,,,29.2,249.6,,,0.7,
blankenship_K_IND,Rodrigo Blankenship,K,IND,14.0,168.5,171.8,172.0,,,10.2,,,35.4,,3.1,,,,,8.8,,,0.1,,,,,,8.6
meyers_WR_NE,Jakobi Meyers,WR,NE,14.0,169.0,163.5,157.2,0.5,,,,4.6,,,,,,,,,0.0,,,76.2,998.9,0.0,,9.3,
mcfarland_RB_PIT,Anthony McFarland Jr.,RB,PIT,7.0,171.0,198.0,229.0,0.3,,,,0.3,,,,,,0.0,,,1.3,,,10.9,78.9,,,240.3,
titans_DST_TEN,Titans,DST,TEN,13.0,172.0,182.5,223.8,10.3,23.5,,,,,10.3,,1.9,15.1,,36.8,,,,,,,,0.3,,
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,14.0,172.8,173.8,160.0,1.2,,,26.5,,,,,,,1.6,,,3.2,4200.7,,,,13.7,,249.9,
johnson_RB_NYJ,Ty Johnson,RB,NYJ,6.0,175.0,203.0,235.7,0.2,,,,0.3,,,,0.1,,0.0,,,3.0,,,18.2,129.5,,,420.1,
gage_WR_ATL,Russell Gage,WR,ATL,6.0,176.8,159.0,150.2,0.5,,,,4.9,,,,,,,,,0.0,,,78.4,847.2,0.0,,16.2,
bernard_RB_TB,Giovani Bernard,RB,TB,9.0,178.3,172.3,174.6,0.7,,,,2.0,,,,,,,,,1.8,,,40.0,317.5,,,246.7,
shepard_WR_NYG,Sterling Shepard,WR,NYG,10.0,179.3,181.0,179.4,0.5,,,,4.4,,,,,,,,,0.5,,,74.8,798.6,0.0,,44.0,
zuerlein_K_DAL,Greg Zuerlein,K,DAL,7.0,179.5,161.3,170.6,,,10.1,,,45.7,,5.0,,,,,8.8,,,0.5,,,,,,8.0
moore_WR_ARI,Rondale Moore,WR,ARI,12.0,180.3,174.3,176.2,1.5,,,,2.9,,,,,,,,,0.0,,,43.9,563.2,,,49.9,
edwards_WR_LV,Bryan Edwards,WR,LV,8.0,180.3,180.0,220.8,0.0,,,,3.4,,,,,,,,,0.0,,,42.8,574.9,0.0,,2.8,
succop_K_TB,Ryan Succop,K,TB,9.0,180.8,174.3,173.6,,,11.9,,,48.5,,3.4,,,,,8.7,,,0.5,,,,,,10.4
agholor_WR_NE,Nelson Agholor,WR,NE,14.0,180.8,175.8,179.2,1.0,,,,6.0,,,,,,,,,0.0,,,57.1,863.9,0.0,,8.0,
marshall_WR_CAR,Terrace Marshall Jr.,WR,CAR,13.0,181.0,174.3,177.2,1.0,,,,3.0,,,,,,,,,0.0,,,46.8,639.7,,,7.5,
fitzpatrick_QB_WSH,Ryan Fitzpatrick,QB,WSH,9.0,182.3,195.5,187.8,0.7,,,25.6,,,,,,,2.7,,,3.7,4258.8,,,,17.5,,258.0,
jones_QB_NE,Mac Jones,QB,NE,14.0,182.3,169.3,196.0,1.3,,,24.6,,,,,,,1.5,,,1.6,4092.6,,,,15.2,,131.9,
broncos_DST_DEN,Broncos,DST,DEN,11.0,182.8,169.0,176.4,10.0,23.9,,,,,10.0,,1.9,13.9,,41.0,,,,,,,,0.8,,
carr_QB_LV,Derek Carr,QB,LV,8.0,183.0,184.0,183.8,4.0,,,28.6,,,,,,,0.5,,,2.3,4447.3,,,,12.4,,127.9,
everett_TE_SEA,Gerald Everett,TE,SEA,9.0,183.7,179.8,188.0,1.0,,,,3.2,,,,,,,,,0.0,,,43.5,451.2,,,1.0,
gainwell_RB_PHI,Kenneth Gainwell,RB,PHI,14.0,184.0,178.0,175.6,1.1,,,,0.5,,,,,,0.0,,,2.0,,,11.5,94.5,,,312.8,
mack_RB_IND,Marlon Mack,RB,IND,14.0,185.0,182.3,218.5,0.6,,,,0.2,,,,,,0.9,,,3.2,,,11.4,79.8,,,436.6,
collins_WR_HOU,Nico Collins,WR,HOU,10.0,185.0,224.0,230.0,0.0,,,,2.9,,,,,,,,,0.0,,,36.3,458.3,,,4.0,
watson_QB_HOU,Deshaun Watson,QB,HOU,10.0,185.3,194.8,198.2,0.8,,,10.6,,,,,,,1.2,,,1.4,1672.8,,,,4.8,,180.5,
bateman_WR_BAL,Rashod Bateman,WR,BAL,8.0,186.0,190.0,214.3,1.0,,,,4.0,,,,,,,,,0.0,,,36.0,511.0,,,8.0,
hill_QB_NO,Taysom Hill,QB,NO,6.0,186.0,198.0,228.0,2.1,,,4.5,,,,,,,,,,3.5,988.7,,,,3.8,,274.5,
hill_RB_BAL,Justice Hill,RB,BAL,8.0,188.5,249.0,277.5,0.5,,,,0.4,,,,,,0.0,,,1.3,,,9.3,68.3,,,185.4,
davis_WR_BUF,Gabriel Davis,WR,BUF,7.0,188.7,196.3,187.4,0.0,,,,5.8,,,,,,,,,0.0,,,44.3,727.8,0.0,,0.5,
white_RB_NE,James White,RB,NE,14.0,189.0,168.0,157.6,1.0,,,,2.7,,,,,,0.6,,,1.8,,,56.0,465.0,,,231.8,
reagor_WR_PHI,Jalen Reagor,WR,PHI,14.0,191.0,175.7,183.0,0.5,,,,3.6,,,,,,,,,0.1,,,52.1,692.4,0.0,,32.3,
crowder_WR_NYJ,Jamison Crowder,WR,NYJ,6.0,191.5,186.0,214.0,0.5,,,,5.8,,,,,,,,,0.0,,,73.8,815.6,0.0,,8.6,
browns_DST_CLE,Browns,DST,CLE,13.0,192.0,181.8,176.2,10.6,22.4,,,,,10.6,,1.8,15.3,,39.3,,,,,,,,0.8,,
ingram_RB_HOU,Mark Ingram II,RB,HOU,10.0,192.8,200.3,204.8,0.7,,,,0.8,,,,,,0.5,,,2.9,,,15.4,135.8,,,323.2,
snell_RB_PIT,Benny Snell Jr.,RB,PIT,7.0,193.0,207.0,249.0,0.6,,,,0.0,,,,,,,,,1.5,,,5.5,36.9,,,175.8,
green_WR_ARI,A.J. Green,WR,ARI,12.0,193.3,179.8,190.8,1.0,,,,4.1,,,,,,,,,0.0,,,54.1,662.3,0.0,,0.9,
hilton_WR_IND,T.Y. Hilton,WR,IND,14.0,193.8,185.3,186.4,1.0,,,,4.6,,,,,,,,,0.0,,,45.8,639.8,0.0,,0.5,
dolphins_DST_MIA,Dolphins,DST,MIA,14.0,194.3,204.0,187.8,9.7,22.7,,,,,9.7,,2.1,15.3,,43.1,,,,,,,,0.8,,
brown_WR_DET,Amon-Ra St. Brown,WR,DET,9.0,194.7,186.0,186.8,1.0,,,,3.3,,,,,,,,,0.0,,,51.6,697.8,0.0,,5.7,
akins_TE_HOU,Jordan Akins,TE,HOU,10.0,195.0,183.0,184.0,0.0,,,,2.5,,,,,,,,,0.0,,,49.5,529.8,0.0,,4.8,
mitchell_RB_SF,Elijah Mitchell,RB,SF,6.0,196.0,209.0,213.0,0.0,,,,0.5,,,,,,,,,1.5,,,8.5,72.5,,,192.0,
williams_RB_CHI,Damien Williams,RB,CHI,10.0,196.7,195.3,202.6,0.8,,,,1.3,,,,,,,,,3.2,,,22.7,174.9,,,344.2,
howard_TE_TB,O.J. Howard,TE,TB,9.0,198.0,237.0,258.8,1.0,,,,3.4,,,,,,,,,0.0,,,36.5,466.3,,,0.6,
peoplesjones_WR_CLE,Donovan Peoples-Jones,WR,CLE,13.0,200.0,235.0,267.8,0.0,,,,2.3,,,,0.4,,,,,0.0,,,29.5,437.5,0.0,,5.5,
patterson_RB_WSH,Jaret Patterson,RB,WSH,9.0,201.0,238.0,268.5,0.1,,,,0.1,,,,,,0.0,,,1.5,,,6.8,49.6,,,185.6,
williams_RB_BAL,Ty'Son Williams,RB,BAL,8.0,202.0,207.0,180.0,2.0,,,,0.5,,,,,,,,,4.5,,,10.5,88.5,,,607.5,
wilson_QB_NYJ,Zach Wilson,QB,NYJ,6.0,202.0,195.5,196.8,1.6,,,23.5,,,,,,,1.5,,,3.0,3959.4,,,,15.3,,371.2,
williams_RB_KC,Darrel Williams,RB,KC,12.0,202.0,200.5,216.6,0.8,,,,0.6,,,,,,0.0,,,4.2,,,19.2,144.4,,,381.4,
carlson_K_LV,Daniel Carlson,K,LV,8.0,202.3,216.7,209.0,,,8.9,,,42.3,,3.8,,,,,8.3,,,0.2,,,,,,9.2
cobb_WR_GB,Randall Cobb,WR,GB,13.0,203.3,181.3,204.6,1.0,,,,4.5,,,,,,,,,0.0,,,62.7,741.0,0.0,,11.0,
kirk_WR_ARI,Christian Kirk,WR,ARI,12.0,203.5,195.0,206.3,0.5,,,,4.3,,,,0.1,,,,,0.0,,,52.1,626.1,0.0,,29.9,
prater_K_ARI,Matt Prater,K,ARI,12.0,203.7,212.3,207.0,,,7.8,,,40.3,,4.7,,,,,7.8,,,0.4,,,,,,8.1
jones_RB_NO,Tony Jones Jr.,RB,NO,6.0,204.0,208.7,209.7,1.1,,,,0.5,,,,,,0.0,,,2.0,,,15.0,121.7,,,258.2,
crosby_K_GB,Mason Crosby,K,GB,13.0,204.5,201.3,204.6,,,8.7,,,49.3,,3.4,,,,,7.6,,,0.4,,,,,,6.6
lazard_WR_GB,Allen Lazard,WR,GB,13.0,207.0,224.0,225.8,0.5,,,,3.8,,,,,,,,,0.0,,,47.4,636.1,0.0,,17.4,
firkser_TE_TEN,Anthony Firkser,TE,TEN,13.0,208.3,221.0,219.2,0.0,,,,3.9,,,,,,,,,0.0,,,52.9,587.4,0.0,,0.7,
myers_K_SEA,Jason Myers,K,SEA,9.0,209.8,219.8,184.2,,,9.1,,,43.7,,4.0,,,,,9.2,,,0.4,,,,,,6.9
booker_RB_NYG,Devontae Booker,RB,NYG,10.0,210.0,191.7,191.3,1.0,,,,0.4,,,,,,,,,2.0,,,13.6,98.0,,,317.4,
trautman_TE_NO,Adam Trautman,TE,NO,6.0,211.0,197.8,200.5,0.0,,,,2.4,,,,,,,,,0.0,,,31.8,340.9,0.0,,0.5,
ahmed_RB_MIA,Salvon Ahmed,RB,MIA,14.0,212.0,217.7,238.0,0.2,,,,0.4,,,,,,0.0,,,2.5,,,10.8,85.9,,,297.8,
chiefs_DST_KC,Chiefs,DST,KC,12.0,212.3,194.5,188.4,10.4,23.6,,,,,10.4,,2.1,14.8,,39.8,,,,,,,,0.3,,
gould_K_SF,Robbie Gould,K,SF,6.0,212.3,208.0,232.8,,,8.6,,,42.8,,3.3,,,,,9.4,,,0.2,,,,,,8.0
hooper_TE_CLE,Austin Hooper,TE,CLE,13.0,213.0,207.3,178.8,1.0,,,,5.0,,,,,,,,,0.0,,,55.3,589.9,0.0,,0.5,
brown_RB_MIA,Malcolm Brown,RB,MIA,14.0,213.3,209.3,216.3,1.0,,,,0.4,,,,,,,,,3.9,,,19.9,135.0,,,364.0,
gay_K_LAR,Matt Gay,K,LAR,11.0,214.3,236.3,216.6,,,8.1,,,40.7,,4.3,,,,,8.8,,,0.5,,,,,,6.9
kelley_RB_LAC,Joshua Kelley,RB,LAC,7.0,215.0,257.0,293.0,1.4,,,,0.1,,,,,,0.0,,,2.1,,,8.1,53.9,,,305.6,
hyde_RB_JAX,Carlos Hyde,RB,JAX,7.0,215.0,242.7,247.0,0.9,,,,0.1,,,,,,,,,2.6,,,14.4,94.7,,,398.1,
smith_WR_NO,Tre'Quan Smith,WR,NO,6.0,216.0,197.0,208.5,0.0,,,,5.5,,,,,,,,,0.0,,,40.5,578.5,0.0,,2.9,
knox_TE_BUF,Dawson Knox,TE,BUF,7.0,216.0,216.5,276.5,1.0,,,,4.5,,,,,,,,,0.0,,,45.0,499.0,0.0,,0.7,
evans_RB_TEN,Darrynton Evans,RB,TEN,13.0,217.3,220.3,241.0,0.6,,,,1.2,,,,,,0.0,,,2.6,,,14.2,132.0,,,339.8,
toney_WR_NYG,Kadarius Toney,WR,NYG,10.0,219.0,219.0,241.5,0.0,,,,1.5,,,,,,,,,0.0,,,25.0,295.9,,,29.4,
packers_DST_GB,Packers,DST,GB,13.0,219.5,231.3,213.6,10.2,22.5,,,,,10.2,,1.9,17.2,,41.9,,,,,,,,0.8,,
bears_DST_CHI,Bears,DST,CHI,10.0,220.0,240.3,231.0,11.5,23.5,,,,,11.5,,2.1,13.7,,38.1,,,,,,,,0.3,,
seahawks_DST_SEA,Seahawks,DST,SEA,9.0,220.5,199.0,223.4,10.5,23.3,,,,,10.5,,1.8,14.7,,41.7,,,,,,,,0.8,,
mcmanus_K_DEN,Brandon McManus,K,DEN,11.0,222.0,223.3,196.8,,,8.4,,,39.3,,5.2,,,,,9.5,,,0.2,,,,,,7.6
slayton_WR_NYG,Darius Slayton,WR,NYG,10.0,223.0,247.5,259.0,0.5,,,,3.9,,,,0.4,,,,,0.0,,,40.8,597.9,0.0,,4.8,
jarwin_TE_DAL,Blake Jarwin,TE,DAL,7.0,223.3,204.7,224.0,0.0,,,,3.0,,,,,,,,,0.0,,,41.1,461.8,0.0,,0.5,
pringle_WR_KC,Byron Pringle,WR,KC,12.0,224.0,256.0,276.5,,,,,2.3,,,,,,,,,0.0,,,24.3,312.8,,,0.6,
scott_RB_PHI,Boston Scott,RB,PHI,14.0,225.0,223.5,233.8,0.5,,,,0.8,,,,0.1,,0.0,,,1.6,,,18.9,162.0,,,223.5,
sanders_WR_BUF,Emmanuel Sanders,WR,BUF,7.0,226.5,191.5,198.4,1.0,,,,4.7,,,,,,,,,0.0,,,57.2,704.7,,,4.4,
valdesscantling_WR_GB,Marquez Valdes-Scantling,WR,GB,13.0,227.0,229.0,236.8,0.5,,,,3.9,,,,,,,,,0.0,,,32.3,512.4,,,16.2,
palmer_WR_LAC,Josh Palmer,WR,LAC,7.0,229.5,240.5,237.0,0.0,,,,2.2,,,,,,,,,0.0,,,24.8,314.7,,,4.1,
cardinals_DST_ARI,Cardinals,DST,ARI,12.0,230.5,227.5,225.8,11.8,23.4,,,,,11.8,,1.8,13.6,,47.3,,,,,,,,0.8,,
patterson_WR_ATL,Cordarrelle Patterson,WR,ATL,6.0,232.0,238.5,246.0,0.0,,,,0.3,,,,1.6,,,,,0.0,,,5.0,66.6,,,80.1,
cohen_RB_CHI,Tarik Cohen,RB,CHI,10.0,235.0,213.5,195.8,0.6,,,,0.8,,,,,,,,,0.8,,,31.4,217.0,,,159.8,
hurst_TE_ATL,Hayden Hurst,TE,ATL,6.0,235.0,216.0,245.3,0.0,,,,3.8,,,,,,,,,0.0,,,47.0,490.7,0.0,,0.6,
lutz_K_NO,Wil Lutz,K,NO,6.0,236.7,196.0,201.8,,,8.0,,,32.8,,2.6,,,,,6.9,,,0.2,,,,,,6.6
jones_QB_NYG,Daniel Jones,QB,NYG,10.0,237.5,215.7,202.6,4.0,,,21.7,,,,,,,1.9,,,2.3,3787.9,,,,14.7,,421.0,
graham_TE_CHI,Jimmy Graham,TE,CHI,10.0,239.0,251.0,240.5,0.0,,,,2.8,,,,,,,,,0.0,,,27.8,286.2,,,0.4,
vikings_DST_MIN,Vikings,DST,MIN,7.0,239.7,253.0,239.0,10.0,23.9,,,,,10.0,,1.9,14.7,,36.0,,,,,,,,0.3,,
kmet_TE_CHI,Cole Kmet,TE,CHI,10.0,240.0,218.0,192.6,1.0,,,,3.6,,,,,,,,,0.0,,,52.1,486.1,0.0,,3.4,
mckinnon_RB_KC,Jerick McKinnon,RB,KC,12.0,244.3,238.7,228.0,0.2,,,,1.0,,,,,,0.6,,,1.0,,,21.0,166.9,,,125.0,
perriman_WR_CHI,Breshad Perriman,WR,CHI,10.0,246.0,253.0,255.5,,,,,1.0,,,,,,,,,0.0,,,7.0,112.0,,,0.0,
jackson_RB_LAC,Justin Jackson,RB,LAC,7.0,246.5,239.0,231.7,1.0,,,,0.6,,,,,,0.0,,,2.5,,,22.6,167.7,,,482.4,
ficken_K_TEN,Sam Ficken,K,TEN,13.0,247.0,178.0,225.0,,,9.5,,,43.5,,3.6,,,,,7.6,,,0.2,,,,,,5.5
lock_QB_DEN,Drew Lock,QB,DEN,11.0,248.0,273.0,275.0,0.1,,,3.3,,,,,,,0.6,,,0.4,527.5,,,,2.4,,24.7,
panthers_DST_CAR,Panthers,DST,CAR,13.0,249.0,252.3,247.2,13.1,25.2,,,,,13.1,,2.0,15.1,,39.2,,,,,,,,0.3,,
perine_RB_NYJ,La'Mical Perine,RB,NYJ,6.0,250.0,252.0,244.0,0.1,,,,0.0,,,,,,0.0,,,1.3,,,3.6,27.0,,,145.2,
mcpherson_K_CIN,Evan McPherson,K,CIN,10.0,250.0,242.0,251.3,,,5.4,,,26.6,,3.9,,,,,7.0,,,0.2,,,,,,5.1
wentz_QB_IND,Carson Wentz,QB,IND,14.0,252.3,244.5,229.0,4.5,,,23.9,,,,,,,4.2,,,3.3,3801.4,,,,13.3,,305.2,
ebron_TE_PIT,Eric Ebron,TE,PIT,7.0,253.0,224.3,216.0,0.5,,,,4.2,,,,,,,,,0.0,,,56.7,566.2,0.0,,1.7,
campbell_WR_IND,Parris Campbell,WR,IND,14.0,253.5,224.0,221.4,1.0,,,,2.9,,,,,,,,,0.0,,,41.0,492.7,,,63.7,
miller_WR_TB,Scotty Miller,WR,TB,9.0,255.0,278.0,289.5,0.0,,,,1.6,,,,,,,,,0.0,,,13.0,196.5,,,16.4,
chargers_DST_LAC,Chargers,DST,LAC,7.0,255.5,270.0,257.3,9.1,24.4,,,,,9.1,,1.8,14.7,,37.8,,,,,,,,0.3,,
taylor_QB_HOU,Tyrod Taylor,QB,HOU,10.0,256.0,271.0,283.0,0.5,,,13.7,,,,,,,0.7,,,1.2,2672.4,,,,8.3,,149.4,
williams_WR_DET,Tyrell Williams,WR,DET,9.0,256.0,200.0,201.2,1.0,,,,4.7,,,,,,,,,0.0,,,54.9,855.9,0.0,,0.4,
saints_DST_NO,Saints,DST,NO,6.0,258.0,241.7,190.8,9.4,22.3,,,,,9.4,,2.0,16.9,,44.0,,,,,,,,0.8,,
watkins_WR_BAL,Sammy Watkins,WR,BAL,8.0,260.5,219.3,229.3,0.5,,,,3.5,,,,,,,,,0.1,,,41.2,559.3,0.0,,15.1,
darnold_QB_CAR,Sam Darnold,QB,CAR,13.0,261.5,224.0,210.4,2.4,,,20.5,,,,,,,2.1,,,3.7,3981.8,,,,15.7,,221.4,
mims_WR_NYJ,Denzel Mims,WR,NYJ,6.0,263.0,264.0,256.7,0.0,,,,1.4,,,,,,,,,0.0,,,21.1,286.9,,,2.9,
arnold_TE_CAR,Dan Arnold,TE,CAR,13.0,265.0,255.0,259.0,1.0,,,,3.2,,,,,,,,,0.0,,,34.7,476.5,0.0,,0.5,
gallman_RB_ATL,Wayne Gallman Jr.,RB,ATL,6.0,266.0,286.0,263.0,,,,,0.0,,,,,,,,,4.0,,,9.0,66.0,,,506.0,
benjamin_RB_ARI,Eno Benjamin,RB,ARI,12.0,267.0,284.0,287.0,0.0,,,,0.0,,,,,,,,,1.0,,,3.0,27.5,,,114.5,
wilson_RB_SF,Jeff Wilson Jr.,RB,SF,6.0,268.0,243.0,251.0,1.0,,,,1.0,,,,,,,,,4.0,,,4.0,49.0,,,364.0,
jackson_WR_LAR,DeSean Jackson,WR,LAR,11.0,274.0,277.0,275.7,0.5,,,,4.1,,,,,,,,,0.0,,,45.5,705.2,0.0,,16.8,
phillips_RB_HOU,Scottie Phillips,RB,HOU,,275.0,-1.0,-1.0,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,,16.0,
freeman_RB_CAR,Royce Freeman,RB,CAR,13.0,277.0,266.0,251.0,0.1,,,,0.1,,,,,,,,,1.0,,,6.1,38.9,,,127.9,
aliecox_TE_IND,Mo Alie-Cox,TE,IND,14.0,282.0,287.0,280.0,1.0,,,,2.0,,,,,,,,,0.0,,,27.1,311.1,,,0.3,
cowboys_DST_DAL,Cowboys,DST,DAL,7.0,287.0,222.5,245.0,12.5,25.4,,,,,12.5,,2.1,14.4,,40.0,,,,,,,,0.3,,
richard_RB_LV,Jalen Richard,RB,LV,8.0,288.0,291.0,289.0,0.0,,,,0.0,,,,,,,,,1.0,,,7.0,63.5,,,109.5,
zaccheaus_WR_ATL,Olamide Zaccheaus,WR,ATL,6.0,289.0,297.0,304.0,0.0,,,,2.5,,,,,,,,,0.0,,,30.9,445.8,,,2.7,
goff_QB_DET,Jared Goff,QB,DET,9.0,290.0,201.5,239.8,2.8,,,24.6,,,,,,,1.1,,,2.0,4338.3,,,,14.1,,124.7,
bridgewater_QB_DEN,Teddy Bridgewater,QB,DEN,11.0,292.0,210.0,253.3,1.7,,,22.6,,,,,,,1.1,,,2.7,3728.9,,,,13.6,,264.0,
texans_DST_HOU,Texans,DST,HOU,10.0,293.0,333.0,329.0,10.0,28.2,,,,,10.0,,1.6,11.5,,36.5,,,,,,,,0.8,,
vaughn_RB_TB,Ke'Shawn Vaughn,RB,TB,9.0,295.0,307.0,307.0,,,,,0.0,,,,,,,,,0.0,,,2.0,18.0,,,35.0,
boone_RB_DEN,Mike Boone,RB,DEN,11.0,296.0,293.0,281.0,0.6,,,,0.1,,,,,,0.0,,,1.6,,,2.7,16.4,,,220.9,
perine_RB_CIN,Samaje Perine,RB,CIN,10.0,298.0,302.0,271.5,0.9,,,,0.2,,,,,,0.0,,,3.4,,,11.3,87.0,,,347.9,
rountree_RB_LAC,Larry Rountree III,RB,LAC,7.0,299.0,301.0,269.5,,,,,0.0,,,,,,,,,2.0,,,5.0,35.0,,,173.0,
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,6.0,302.0,303.0,261.0,1.2,,,13.3,,,,,,,2.1,,,0.4,2094.7,,,,7.4,,60.8,
renfrow_WR_LV,Hunter Renfrow,WR,LV,8.0,305.0,300.0,271.3,1.0,,,,3.3,,,,,,,,,0.0,,,51.0,580.9,,,0.4,
cephus_WR_DET,Quintez Cephus,WR,DET,9.0,307.0,309.0,306.0,,,,,2.3,,,,,,,,,0.0,,,28.3,400.0,,,0.5,
reynolds_WR_TEN,Josh Reynolds,WR,TEN,13.0,310.0,321.0,322.0,0.0,,,,2.6,,,,,,,,,0.0,,,30.3,398.9,,,10.5,
ballage_RB_PIT,Kalen Ballage,RB,PIT,7.0,311.0,317.0,316.0,0.1,,,,0.0,,,,,,,,,0.7,,,4.7,33.0,,,73.7,
patrick_WR_DEN,Tim Patrick,WR,DEN,11.0,312.0,319.0,318.0,1.0,,,,3.4,,,,,,,,,0.0,,,35.6,510.4,,,0.6,
gano_K_NYG,Graham Gano,K,NYG,10.0,313.0,327.0,226.8,,,9.2,,,33.2,,4.6,,,,,8.3,,,0.1,,,,,,6.8
giants_DST_NYG,Giants,DST,NYG,10.0,314.0,265.0,269.3,11.5,24.0,,,,,11.5,,1.8,13.8,,40.9,,,,,,,,0.3,,
santos_K_CHI,Cairo Santos,K,CHI,10.0,315.0,329.0,246.0,,,9.0,,,39.9,,3.7,,,,,8.5,,,0.4,,,,,,7.6
boswell_K_PIT,Chris Boswell,K,PIT,7.0,316.0,257.0,247.3,,,8.2,,,39.5,,2.6,,,,,8.6,,,0.2,,,,,,8.3
eagles_DST_PHI,Eagles,DST,PHI,14.0,317.0,286.5,286.0,11.3,24.7,,,,,11.3,,1.9,13.8,,46.9,,,,,,,,0.8,,
harris_WR_NO,Deonte Harris,WR,NO,6.0,318.0,325.0,323.0,0.0,,,,2.3,,,,0.1,,,,,0.2,,,30.8,350.5,,,49.3,
miller_WR_HOU,Anthony Miller,WR,HOU,10.0,319.0,311.0,273.0,0.5,,,,2.9,,,,,,,,,0.0,,,50.0,603.6,0.0,,13.2,
higgins_WR_CLE,Rashard Higgins,WR,CLE,13.0,320.0,330.0,312.0,1.0,,,,3.0,,,,,,,,,0.0,,,25.2,419.1,,,0.3,
fairbairn_K_HOU,Ka'imi Fairbairn,K,HOU,10.0,325.0,340.0,276.5,,,8.3,,,35.6,,4.1,,,,,7.8,,,0.7,,,,,,7.2
pascal_WR_IND,Zach Pascal,WR,IND,14.0,326.0,347.0,350.0,0.0,,,,5.1,,,,,,,,,0.0,,,42.9,612.7,0.0,,3.7,
hamler_WR_DEN,KJ Hamler,WR,DEN,11.0,327.0,288.0,279.0,0.5,,,,3.2,,,,,,,,,0.1,,,36.5,480.5,,,68.9,
wilson_WR_MIA,Albert Wilson,WR,MIA,14.0,328.0,362.0,370.0,0.0,,,,1.1,,,,,,,,,0.1,,,17.3,210.5,,,37.3,
rodgers_WR_GB,Amari Rodgers,WR,GB,13.0,329.0,289.0,263.3,0.0,,,,1.0,,,,,,,,,0.0,,,15.8,177.0,,,22.8,
elliott_K_PHI,Jake Elliott,K,PHI,14.0,331.0,348.0,289.0,,,8.5,,,25.7,,3.4,,,,,7.9,,,0.2,,,,,,6.0
uzomah_TE_CIN,C.J. Uzomah,TE,CIN,10.0,332.0,331.0,307.0,0.0,,,,3.7,,,,,,,,,0.0,,,38.8,382.6,0.0,,0.5,
jets_DST_NYJ,Jets,DST,NYJ,6.0,333.0,344.0,314.5,11.0,25.8,,,,,11.0,,1.7,13.2,,39.4,,,,,,,,0.3,,
lambo_K_JAX,Josh Lambo,K,JAX,7.0,335.0,353.0,280.0,,,7.9,,,34.7,,4.3,,,,,7.1,,,0.2,,,,,,7.6
anderson_TE_LAC,Stephen Anderson,TE,LAC,7.0,336.0,352.0,354.0,0.0,,,,0.6,,,,,,,,,0.0,,,7.7,92.9,,,0.3,
falcons_DST_ATL,Falcons,DST,ATL,6.0,337.0,346.0,314.0,11.7,24.9,,,,,11.7,,1.9,13.9,,36.4,,,,,,,,0.3,,
goodwin_WR_CHI,Marquise Goodwin,WR,CHI,10.0,339.0,351.0,353.0,,,,,0.9,,,,,,,,,0.0,,,10.3,149.1,,,1.8,
