key,name,pos,team,bye,std,half_ppr,ppr,df_ints,rush_tds,two_pts,fumbles,kick_20_29,pass_yds,kick_extra_points,df_points_allowed_per_game,kick_50,df_safeties,pass_tds,reception_tds,rush_yds,receptions,df_fumbles,kick_40_49,pass_ints,reception_yds,df_tds,kick_30_39,df_sacks,kick_0_19
myers_K_SEA,Jason Myers,K,SEA,,-1.0,-1.0,-1.0,,,,,6.1,,31.1,,4.0,,,,,,,7.8,,,,8.1,,0.3
nabers_RB_LAC,Gabe Nabers,RB,LAC,,-1.0,-1.0,-1.0,,0.0,0.0,0.0,,,,,,,,0.1,14.1,1.1,,,,3.0,,,,
nailor_WR_MIN,Jalen Nailor,WR,MIN,7.0,-1.0,381.0,381.0,,0.0,,,,,,,,,,0.0,0.0,3.0,,,,40.0,,,,
nall_RB_DAL,Ryan Nall,RB,DAL,,-1.0,-1.0,-1.0,,1.1,0.0,0.5,,,,,,,,0.7,176.6,8.6,,,,64.6,,,,
newsome_WR_CHI,Dazz Newsome,WR,CHI,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.6,4.9,7.7,,,,102.6,0.1,,,
nixon_WR_NE,Tre Nixon,WR,NE,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,19.0,,,,
ogletree_TE_IND,Andrew Ogletree,TE,IND,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,18.0,,,,
ogunbowale_RB_HOU,Dare Ogunbowale,RB,HOU,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,43.0,12.0,,,,93.0,,,,
okonkwo_TE_TEN,Chigoziem Okonkwo,TE,TEN,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.5,0.0,8.0,,,,80.0,,,,
oliver_TE_BAL,Josh Oliver,TE,BAL,,-1.0,-1.0,-1.0,,,,0.0,,,,,,,,0.8,0.7,8.7,,,,81.8,,,,
ollison_RB_ATL,Qadree Ollison,RB,ATL,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,60.0,4.0,,,,26.0,,,,
olszewski_WR_PIT,Gunner Olszewski,WR,PIT,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,19.0,,,,
oshaughnessy_TE_CHI,James O'Shaughnessy,TE,CHI,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,1.7,0.4,30.8,,,0.0,344.8,,,,
panthers_DST_CAR,Panthers,DST,CAR,13.0,-1.0,186.0,213.5,13.7,,,10.1,,,,24.8,,0.4,,,,,10.1,,,,1.7,,41.2,
parkinson_TE_SEA,Colby Parkinson,TE,SEA,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.7,0.3,6.3,,,,68.6,,,,
patmon_WR_IND,Dezmon Patmon,WR,IND,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,18.0,,,,
patterson_K_DET,Riley Patterson,K,DET,,-1.0,-1.0,-1.0,,,,,7.3,,35.1,,1.8,,,,,,,7.6,,,,8.3,,0.2
patterson_RB_WSH,Jaret Patterson,RB,WSH,14.0,-1.0,268.0,273.0,,2.0,0.0,1.1,,,,,,,,0.1,260.7,9.1,,,,60.0,,,,
peterman_QB_CHI,Nathan Peterman,QB,CHI,,-1.0,-1.0,-1.0,,0.0,,0.0,,90.0,,,,,1.0,,18.0,,,,1.0,,,,,
philips_WR_TEN,Kyle Philips,WR,TEN,6.0,-1.0,374.0,374.0,,0.0,,,,,,,,,,1.0,0.0,6.0,,,,76.0,,,,
powell_WR_LAR,Brandon Powell,WR,LAR,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,1.3,2.7,,,,43.8,,,,
prentice_RB_NO,Adam Prentice,RB,NO,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,19.0,2.0,,,,15.0,,,,
proche_WR_BAL,James Proche II,WR,BAL,10.0,-1.0,359.0,357.0,,0.0,,,,,,,,,,2.2,0.6,27.6,,,,322.2,,,,
quessenberry_RB_HOU,Paul Quessenberry,RB,HOU,,-1.0,-1.0,-1.0,,,,1.0,,,,,,,,2.0,,37.0,,,,334.0,,,,
quessenberry_TE_HOU,Paul Quessenberry,TE,HOU,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.4,1.2,3.6,,,,41.8,,,,
quinn_WR_DEN,Trey Quinn,WR,DEN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,2.6,2.8,,,,45.2,,,,
quitoriano_TE_HOU,Teagan Quitoriano,TE,HOU,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,42.0,,,,
rader_TE_PIT,Kevin Rader,TE,PIT,,-1.0,-1.0,-1.0,,,,0.0,,,,,,,,1.0,,13.0,,,,99.0,,,,
raiders_DST_LV,Raiders,DST,LV,6.0,-1.0,184.0,178.0,13.1,,,10.2,,,,25.3,,0.3,,,,,10.2,,,,1.7,,38.6,
ralston_RB_DAL,Nick Ralston,RB,DAL,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.6,1.0,7.8,,,,66.9,,,,
reagor_WR_PHI,Jalen Reagor,WR,PHI,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.8,37.8,8.0,,,,90.5,,,,
reed_WR_LAC,Joe Reed,WR,LAC,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.2,34.9,2.7,,,,56.9,,,,
reyes_TE_WSH,Sammis Reyes,TE,WSH,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,0.4,1.6,,,,20.7,,,,
reynolds_RB_DET,Craig Reynolds,RB,DET,,-1.0,-1.0,-1.0,,0.8,0.0,0.5,,,,,,,,0.4,191.0,12.0,,,,93.0,,,,
reynolds_WR_DET,Josh Reynolds,WR,DET,6.0,-1.0,276.0,281.0,,0.0,,0.0,,,,,,,,2.1,2.1,26.7,,,,367.6,,,,
ricard_RB_BAL,Patrick Ricard,RB,BAL,,-1.0,-1.0,-1.0,,0.0,0.0,0.0,,,,,,,,0.8,2.5,12.1,,,,82.3,,,,
ricci_RB_CAR,Giovanni Ricci,RB,CAR,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,33.0,,,,
ricci_TE_CAR,Giovanni Ricci,TE,CAR,,-1.0,-1.0,-1.0,,0.1,0.0,0.0,,,,,,,,0.2,5.0,3.5,,,,14.0,,,,
roberts_WR_CAR,Andre Roberts,WR,CAR,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.1,16.0,1.0,,,,31.2,0.7,,,
robinson_WR_LV,Demarcus Robinson,WR,LV,6.0,-1.0,271.0,274.0,,0.0,,,,,,,,,,1.8,0.3,26.4,,,,323.0,,,,
rodgers_TE_PHI,Richard Rodgers,TE,PHI,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.9,0.7,6.0,,,,98.0,,,,
rountree_RB_LAC,Larry Rountree III,RB,LAC,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,52.0,2.0,,,,15.0,,,,
ruckert_TE_NYJ,Jeremy Ruckert,TE,NYJ,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,37.0,,,,
rudolph_QB_PIT,Mason Rudolph,QB,PIT,,-1.0,-1.0,-1.0,,0.0,,0.0,,162.0,,,,,1.0,,15.0,,,,1.0,,,,,
rudolph_TE_NYG,Kyle Rudolph,TE,NYG,,-1.0,-1.0,-1.0,,,,0.0,,,,,,,,4.0,,45.0,,,,466.0,,,,
rush_QB_DAL,Cooper Rush,QB,DAL,,-1.0,-1.0,-1.0,,0.1,0.5,0.1,,205.3,,,,,1.3,,3.1,,,,1.0,,,,,
rypien_QB_DEN,Brett Rypien,QB,DEN,,-1.0,-1.0,-1.0,,0.2,0.6,0.1,,172.4,,,,,0.6,,1.3,,,,1.2,,,,,
sample_TE_CIN,Drew Sample,TE,CIN,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.8,0.3,9.4,,,,80.1,,,,
santos_K_CHI,Cairo Santos,K,CHI,,-1.0,-1.0,-1.0,,,,,8.4,,35.8,,3.0,,,,,,,8.6,,,,7.8,,0.2
santoso_K_JAX,Ryan Santoso,K,JAX,,-1.0,-1.0,-1.0,,,,,7.6,,25.3,,3.3,,,,,,,7.8,,,,7.0,,0.3
sanu_WR_MIA,Mohamed Sanu,WR,MIA,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,35.0,,,,
sargent_RB_JAX,Mekhi Sargent,RB,JAX,,-1.0,-1.0,-1.0,,0.6,0.0,0.1,,,,,,,,0.2,98.6,4.9,,,,24.2,,,,
saubert_TE_DEN,Eric Saubert,TE,DEN,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.3,0.6,1.9,,,,26.2,,,,
schwartz_WR_CLE,Anthony Schwartz,WR,CLE,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,2.0,27.0,30.0,,,,376.0,,,,
seahawks_DST_SEA,Seahawks,DST,SEA,11.0,-1.0,243.0,250.0,13.4,,,9.3,,,,23.9,,0.3,,,,,9.3,,,,1.7,,34.6,
seibert_K_DET,Austin Seibert,K,DET,,-1.0,-1.0,-1.0,,,,,,,34.0,,6.0,,,,,,,10.0,,,,,,
shaheen_TE_MIA,Adam Shaheen,TE,MIA,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.5,0.4,7.4,,,,74.5,,,,
sharpe_WR_CHI,Tajae Sharpe,WR,CHI,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,6.0,,,,69.0,,,,
sherfield_WR_MIA,Trent Sherfield,WR,MIA,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.6,0.6,5.9,,,,82.9,,,,
siemian_QB_CHI,Trevor Siemian,QB,CHI,,-1.0,-1.0,-1.0,,0.0,0.5,0.0,,269.8,,,,,1.3,,6.7,,,,1.5,,,,,
skowronek_WR_LAR,Ben Skowronek,WR,LAR,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,1.1,2.5,12.2,,,,147.9,,,,
slater_WR_NE,Matthew Slater,WR,NE,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.1,2.1,0.6,,,,59.5,,,,
slayton_WR_NYG,Darius Slayton,WR,NYG,,-1.0,-1.0,-1.0,,0.0,,1.0,,,,,,,,2.1,-3.0,26.9,,,,380.0,,,,
smith_RB_ATL,Keith Smith,RB,ATL,,-1.0,-1.0,-1.0,,0.0,0.0,0.0,,,,,,,,0.1,19.4,6.6,,,,43.7,,,,
smith_WR_CAR,Shi Smith,WR,CAR,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,3.0,,,,41.0,,,,
smith_WR_NYJ,Jeff Smith,WR,NYJ,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.4,2.8,6.7,,,,100.8,,,,
smithmarsette_WR_MIN,Ihmir Smith-Marsette,WR,MIN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,1.5,1.6,14.3,,,,171.5,,,,
smythe_TE_MIA,Durham Smythe,TE,MIA,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.9,9.0,20.8,,,0.0,213.3,,,,
sokol_TE_NE,Matt Sokol,TE,NE,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.4,1.0,2.5,,,,31.0,,,,
sprinkle_TE_DAL,Jeremy Sprinkle,TE,DAL,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.5,0.0,8.0,,,,78.0,,,,
stanton_RB_CLE,Johnny Stanton,RB,CLE,,-1.0,-1.0,-1.0,,0.5,0.0,0.0,,,,,,,,0.7,46.2,7.0,,,,44.2,,,,
stevenson_WR_BUF,Marquez Stevenson,WR,BUF,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,40.0,,,,
stidham_QB_LV,Jarrett Stidham,QB,LV,,-1.0,-1.0,-1.0,,0.0,0.3,0.0,,163.9,,,,,0.7,,4.6,,,,0.9,,,,,
stoll_TE_PHI,Jack Stoll,TE,PHI,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.2,0.3,3.7,,,,29.9,,,,
strachan_WR_IND,Mike Strachan,WR,IND,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,5.0,,,,55.0,,,,
sudfeld_QB_SF,Nate Sudfeld,QB,SF,,-1.0,-1.0,-1.0,,0.0,,,,190.0,,,,,1.0,,5.0,,,,1.0,,,,,
sullivan_TE_CAR,Stephen Sullivan,TE,CAR,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.2,0.4,3.2,,,,33.1,,,,
swaim_TE_TEN,Geoff Swaim,TE,TEN,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,2.7,0.5,30.1,,,0.0,257.2,,,,
swain_WR_SEA,Freddie Swain,WR,SEA,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,1.9,10.2,23.0,,,0.0,305.8,0.1,,,
sweeney_TE_BUF,Tommy Sweeney,TE,BUF,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,0.6,0.4,8.6,,,,79.9,,,,
tate_WR_ATL,Auden Tate,WR,ATL,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,0.4,2.4,,,,31.7,,,,
taylor_QB_NYG,Tyrod Taylor,QB,NYG,,-1.0,-1.0,-1.0,,0.4,0.3,0.0,,249.4,,,,,1.2,,23.0,,,,1.3,,,,,
taylor_RB_GB,Patrick Taylor,RB,GB,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,49.0,2.0,,,,15.0,,,,
taylor_RB_NE,J.J. Taylor,RB,NE,,-1.0,-1.0,-1.0,,1.7,0.0,0.2,,,,,,,,0.2,199.5,6.4,,,,41.7,0.3,,,
taylor_WR_CIN,Trent Taylor,WR,CIN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,1.8,3.2,,,,49.0,0.0,,,
team_DST_WSH,Team,DST,WSH,,-1.0,-1.0,-1.0,14.7,,,12.0,,,,23.4,,0.3,,,,,12.0,,,,1.8,,39.0,
texans_DST_HOU,Texans,DST,HOU,,-1.0,-1.0,-1.0,13.4,,,10.6,,,,26.6,,0.3,,,,,10.6,,,,1.8,,38.0,
thomas_TE_CAR,Ian Thomas,TE,CAR,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,1.0,0.5,19.6,,,0.0,192.4,,,,
thomas_WR_CIN,Mike Thomas,WR,CIN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.2,0.7,4.6,,,,58.5,,,,
thompson_RB_SEA,Darwin Thompson,RB,SEA,,-1.0,-1.0,-1.0,,0.6,0.0,0.1,,,,,,,,0.2,75.6,3.8,,,,28.8,0.1,,,
tomlinson_TE_DEN,Eric Tomlinson,TE,DEN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,37.0,,,,
toure_WR_GB,Samori Toure,WR,GB,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,1.0,0.0,7.0,,,,81.0,,,,
trask_QB_TB,Kyle Trask,QB,TB,,-1.0,-1.0,-1.0,,0.0,,0.0,,134.0,,,,,1.0,,3.0,,,,0.0,,,,,
treadwell_WR_JAX,Laquon Treadwell,WR,JAX,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,1.6,0.6,18.2,,,,246.2,,,,
turner_TE_WSH,Cole Turner,TE,WSH,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,5.0,,,,54.0,,,,
turner_WR_SF,Malik Turner,WR,SF,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.4,0.9,4.2,,,,78.4,,,,
vannett_TE_NO,Nick Vannett,TE,NO,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,1.0,0.4,12.3,,,,120.6,,,,
vasher_WR_DAL,T.J. Vasher,WR,DAL,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,1.0,0.0,6.0,,,,65.0,,,,
walker_QB_CAR,PJ Walker,QB,CAR,,-1.0,-1.0,-1.0,,0.0,0.1,0.0,,20.5,,,,,0.0,,0.0,,,,0.1,,,,,
wallace_WR_BAL,Tylan Wallace,WR,BAL,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,1.3,0.5,15.4,,,,183.3,,,,
ward_WR_PHI,Greg Ward,WR,PHI,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.3,1.0,4.4,,,,63.5,0.1,,,
washington_RB_NO,Dwayne Washington,RB,NO,,-1.0,-1.0,-1.0,,0.5,,,,,,,,,,0.1,47.8,4.1,,,,34.0,,,,
washington_WR_DEN,Montrell Washington,WR,DEN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,
watson_WR_KC,Justin Watson,WR,KC,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,21.0,,,,
watt_RB_PIT,Derek Watt,RB,PIT,,-1.0,-1.0,-1.0,,0.1,0.0,0.0,,,,,,,,0.1,6.3,4.0,,,,25.1,,,,
webster_WR_CHI,Nsimba Webster,WR,CHI,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,2.6,,,,,51.4,,,,
wesco_TE_NYJ,Trevon Wesco,TE,NYJ,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.3,0.8,1.6,,,,17.8,,,,
wesley_WR_ARI,Antoine Wesley,WR,ARI,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.9,0.5,10.8,,,,131.4,,,,
westbrook_WR_TEN,Nick Westbrook,WR,TEN,,-1.0,-1.0,-1.0,,0.0,,1.0,,,,,,,,5.0,0.0,41.0,,,,529.0,,,,
white_QB_NYJ,Mike White,QB,NYJ,,-1.0,-1.0,-1.0,,0.0,,0.0,,145.0,,,,,1.0,,3.0,,,,1.0,,,,,
wilcox_TE_CIN,Mitchell Wilcox,TE,CIN,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,37.0,,,,
wilkins_RB_TEN,Jordan Wilkins,RB,TEN,,-1.0,-1.0,-1.0,,0.3,0.6,,,,,,,,,0.2,55.7,5.6,,,,48.1,,,,
williams_RB_CIN,Trayveon Williams,RB,CIN,,-1.0,-1.0,-1.0,,0.8,0.0,0.6,,,,,,,,0.2,124.0,6.8,,,,47.8,,,,
williams_RB_IND,Ty'Son Williams,RB,IND,,-1.0,-1.0,-1.0,,0.7,0.0,0.0,,,,,,,,0.1,118.2,3.0,,,,25.8,,,,
williams_RB_NYG,Antonio Williams,RB,NYG,,-1.0,-1.0,-1.0,,1.0,,,,,,,,,,0.0,65.0,4.0,,,,30.0,,,,
williams_TE_ARI,Maxx Williams,TE,ARI,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,1.3,0.5,18.6,,,,199.5,,,,
williams_WR_DEN,Seth Williams,WR,DEN,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.1,0.5,0.7,,,,11.1,,,,
winston_WR_NO,Easop Winston Jr.,WR,NO,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.1,4.6,1.6,,,,36.3,,,,
woerner_TE_SF,Charlie Woerner,TE,SF,,-1.0,-1.0,-1.0,,,,,,,,,,,,0.3,0.7,1.7,,,,22.3,,,,
wolford_QB_LAR,John Wolford,QB,LAR,,-1.0,-1.0,-1.0,,0.1,0.6,0.0,,178.5,,,,,1.2,,7.8,,,,1.0,,,,,
woods_WR_CLE,Michael Woods II,WR,CLE,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.0,0.0,2.0,,,,17.0,,,,
wright_TE_DET,Brock Wright,TE,DET,,-1.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,1.3,0.3,15.3,,,,147.5,,,,
yeboah_TE_NYJ,Kenny Yeboah,TE,NYJ,,-1.0,-1.0,-1.0,,,,0.0,,,,,,,,1.0,,10.0,,,,119.0,,,,
zylstra_WR_CAR,Brandon Zylstra,WR,CAR,,-1.0,-1.0,-1.0,,0.0,,,,,,,,,,0.8,0.5,10.9,,,,136.4,,,,
