key,name,pos,team,bye,std,half_ppr,ppr,df_ints,rush_tds,two_pts,fumbles,kick_20_29,pass_yds,kick_extra_points,df_points_allowed_per_game,kick_50,df_safeties,pass_tds,reception_tds,rush_yds,receptions,df_fumbles,kick_40_49,pass_ints,reception_yds,df_tds,kick_30_39,df_sacks,kick_0_19
buccaneers_DST_TB,Buccaneers,DST,TB,11.0,164.5,141.8,140.4,15.0,,,12.8,,,,22.0,,0.4,,,,,12.8,,,,2.0,,42.2,
williams_RB_ARI,Darrel Williams,RB,ARI,13.0,165.0,176.5,163.2,,3.5,,2.0,,,,,,,,1.0,360.8,27.4,,,,236.3,,,,
allgeier_RB_ATL,Tyler Allgeier,RB,ATL,14.0,165.3,171.0,151.8,,3.0,,3.0,,,,,,,,1.5,556.0,28.5,,,,236.0,,,,
tolbert_WR_DAL,Jalen Tolbert,WR,DAL,9.0,166.0,167.7,196.2,,0.0,,1.0,,,,,,,,4.5,6.0,49.0,,,,670.0,,,,
jones_QB_NE,Mac Jones,QB,NE,10.0,166.3,163.8,181.4,,0.8,1.7,2.4,,3891.8,,,,,25.2,,184.5,,,,15.7,,,,,
engram_TE_JAX,Evan Engram,TE,JAX,11.0,168.3,182.7,182.8,,0.0,,1.0,,,,,,,,3.4,1.3,52.6,,,0.0,532.0,,,,
carlson_K_LV,Daniel Carlson,K,LV,6.0,169.3,158.8,155.2,,,,,9.4,,37.9,,5.1,,,,,,,8.8,,,,9.3,,0.1
patriots_DST_NE,Patriots,DST,NE,10.0,171.0,168.5,177.0,15.7,,,9.5,,,,22.7,,0.3,,,,,9.5,,,,1.9,,38.6,
pierce_WR_IND,Alec Pierce,WR,IND,14.0,172.5,176.3,194.4,,0.0,,,,,,,,,,4.0,0.0,49.0,,,,657.0,,,,
everett_TE_LAC,Gerald Everett,TE,LAC,8.0,172.7,184.0,183.6,,0.0,,1.0,,,,,,,,4.6,9.2,62.2,,,0.0,632.3,,,,
mcpherson_K_CIN,Evan McPherson,K,CIN,10.0,176.3,160.7,151.5,,,,,7.5,,36.9,,5.4,,,,,,,7.6,,,,10.1,,0.2
colts_DST_IND,Colts,DST,IND,14.0,176.5,157.0,163.4,16.2,,,12.0,,,,21.7,,0.3,,,,,12.0,,,,2.5,,36.1,
pickens_WR_PIT,George Pickens,WR,PIT,9.0,176.7,183.5,197.4,,0.0,,2.0,,,,,,,,3.5,4.5,55.0,,,,696.5,,,,
anderson_WR_CAR,Robbie Anderson,WR,CAR,13.0,178.5,176.5,182.0,,0.0,,0.5,,,,,,,,4.8,21.4,56.8,,,0.0,687.8,,,,
foreman_RB_CAR,D'Onta Foreman,RB,CAR,13.0,179.0,191.0,180.5,,3.1,0.0,1.1,,,,,,,,0.2,487.4,7.9,,,,75.6,,,,
saints_DST_NO,Saints,DST,NO,14.0,179.5,173.5,157.2,16.8,,,11.5,,,,21.7,,0.3,,,,,11.5,,,,1.9,,43.9,
butker_K_KC,Harrison Butker,K,KC,8.0,180.0,164.0,158.4,,,,,7.5,,43.1,,5.1,,,,,,,7.5,,,,10.4,,0.2
dolphins_DST_MIA,Dolphins,DST,MIA,11.0,180.5,193.3,185.0,15.1,,,9.8,,,,22.8,,0.4,,,,,9.8,,,,1.9,,44.5,
robinson_RB_WSH,Brian Robinson Jr.,RB,WSH,14.0,182.0,188.0,189.0,,3.5,,2.0,,,,,,,,0.5,429.0,14.5,,,,117.5,,,,
jefferson_WR_LAR,Van Jefferson,WR,LAR,7.0,182.7,173.5,190.8,,0.1,,0.0,,,,,,,,4.0,23.1,44.4,,,0.0,642.2,,,,
mack_RB_HOU,Marlon Mack,RB,HOU,6.0,182.7,155.5,156.0,,4.8,0.6,1.3,,,,,,,,0.3,743.0,16.2,,,0.0,122.6,,,,
ingram_RB_NO,Mark Ingram II,RB,NO,14.0,183.7,176.3,161.4,,4.2,0.7,1.3,,,,,,,,0.7,577.7,23.1,,,0.0,175.7,,,,
wilson_QB_NYJ,Zach Wilson,QB,NYJ,10.0,184.7,194.5,200.8,,2.7,2.0,0.9,,3532.5,,,,,20.9,,248.8,,,,14.4,,,,,
mills_QB_HOU,Davis Mills,QB,HOU,6.0,185.7,186.0,193.0,,0.8,2.1,1.0,,3704.0,,,,,21.0,,94.5,,,,15.1,,,,,
davis_WR_NYJ,Corey Davis,WR,NYJ,10.0,186.0,184.7,200.0,,0.0,,1.0,,,,,,,,4.1,0.7,47.1,,,0.0,673.1,,,,
palmer_WR_LAC,Joshua Palmer,WR,LAC,8.0,186.7,180.0,203.5,,0.0,,0.0,,,,,,,,4.6,3.8,54.9,,,0.0,634.5,,,,
higbee_TE_LAR,Tyler Higbee,TE,LAR,7.0,188.0,202.8,196.8,,0.0,,1.0,,,,,,,,4.7,0.5,61.6,,,0.0,614.1,,,,
gay_K_LAR,Matt Gay,K,LAR,7.0,189.0,175.0,168.4,,,,,7.3,,42.5,,3.2,,,,,,,7.6,,,,10.0,,0.6
michel_RB_MIA,Sony Michel,RB,MIA,11.0,190.0,177.5,181.8,,2.1,0.0,0.6,,,,,,,,0.0,370.3,8.9,,,,52.8,,,,
drake_RB_LV,Kenyan Drake,RB,LV,6.0,191.3,204.3,200.6,,2.6,0.6,0.6,,,,,,,,0.9,335.9,27.1,,,,218.5,,,,
brate_TE_TB,Cameron Brate,TE,TB,11.0,191.5,190.3,203.6,,0.0,,0.0,,,,,,,,3.7,0.4,39.8,,,0.0,362.5,,,,
osborn_WR_MIN,K.J. Osborn,WR,MIN,7.0,191.7,187.5,204.7,,0.0,,0.5,,,,,,,,5.1,6.0,47.4,,,,621.8,0.1,,,
wentz_QB_WSH,Carson Wentz,QB,WSH,14.0,191.7,200.8,204.8,,1.7,3.7,3.2,,3679.8,,,,,22.7,,236.3,,,,12.1,,,,,
garibay_K_DAL,Jonathan Garibay,K,DAL,9.0,195.0,213.0,213.0,,,,,8.4,,42.0,,4.1,,,,,,,9.2,,,,9.6,,0.3
crowder_WR_BUF,Jamison Crowder,WR,BUF,7.0,195.0,197.3,205.0,,0.0,,1.0,,,,,,,,4.1,4.2,54.2,,,0.0,573.7,,,,
samuel_WR_WSH,Curtis Samuel,WR,WSH,14.0,196.0,181.5,216.5,,0.8,,0.6,,,,,,,,3.3,154.9,47.2,,,0.0,531.8,,,,
goff_QB_DET,Jared Goff,QB,DET,6.0,197.0,208.0,210.0,,0.9,3.2,3.5,,3936.0,,,,,25.0,,71.1,,,,12.5,,,,,
davisprice_RB_SF,Tyrion Davis-Price,RB,SF,9.0,197.7,209.0,182.3,,2.0,,,,,,,,,,0.0,245.0,7.0,,,,51.0,,,,
white_RB_LV,Zamir White,RB,LV,6.0,197.7,211.3,203.0,,3.0,,,,,,,,,,0.0,294.0,11.0,,,,82.0,,,,
broncos_DST_DEN,Broncos,DST,DEN,9.0,198.0,184.5,210.8,15.5,,,9.6,,,,23.0,,0.3,,,,,9.6,,,,1.9,,40.3,
chargers_DST_LAC,Chargers,DST,LAC,8.0,199.0,196.0,171.6,15.6,,,11.4,,,,23.4,,0.3,,,,,11.4,,,,2.0,,42.1,
bass_K_BUF,Tyler Bass,K,BUF,7.0,200.0,185.0,181.8,,,,,9.4,,45.1,,4.1,,,,,,,8.1,,,,8.4,,0.2
jones_WR_TB,Julio Jones,WR,TB,11.0,201.0,217.3,216.0,,0.0,,,,,,,,,,4.0,0.0,43.0,,,,520.0,,,,
hurst_TE_CIN,Hayden Hurst,TE,CIN,10.0,201.7,219.7,208.6,,0.0,,1.0,,,,,,,,4.1,0.7,43.5,,,0.0,454.3,,,,
watkins_WR_GB,Sammy Watkins,WR,GB,14.0,203.0,189.7,210.8,,0.0,,1.0,,,,,,,,3.0,7.0,42.4,,,0.0,569.6,,,,
jones_QB_NYG,Daniel Jones,QB,NYG,9.0,203.0,238.5,223.3,,3.0,2.7,4.5,,3741.4,,,,,20.1,,465.1,,,,14.5,,,,,
thomas_TE_WSH,Logan Thomas,TE,WSH,14.0,204.3,201.0,210.6,,0.0,,0.5,,,,,,,,5.1,3.5,47.6,,,0.0,507.2,,,,
chiefs_DST_KC,Chiefs,DST,KC,8.0,206.0,186.5,210.3,15.2,,,11.8,,,,23.4,,0.3,,,,,11.8,,,,2.0,,37.1,
hooper_TE_TEN,Austin Hooper,TE,TEN,6.0,206.3,215.5,202.0,,0.0,,1.0,,,,,,,,4.1,0.4,50.1,,,0.0,485.6,,,,
jones_WR_JAX,Marvin Jones Jr.,WR,JAX,11.0,206.7,200.0,211.8,,0.0,,1.0,,,,,,,,5.6,0.9,63.4,,,0.0,759.1,,,,
peoplesjones_WR_CLE,Donovan Peoples-Jones,WR,CLE,9.0,206.7,195.0,223.3,,0.0,,1.0,,,,,,,,3.3,0.3,41.6,,,0.0,665.5,,,,
ers_DST_SF,49ers,DST,SF,9.0,208.5,173.0,168.2,14.6,,,11.4,,,,21.4,,0.3,,,,,11.4,,,,1.8,,45.7,
slye_K_WSH,Joey Slye,K,WSH,14.0,211.0,227.0,233.0,,,,,8.1,,32.5,,4.7,,,,,,,7.7,,,,7.7,,0.2
evans_RB_CIN,Chris Evans,RB,CIN,10.0,212.0,245.0,236.0,,0.6,0.0,0.5,,,,,,,,0.8,114.4,13.5,,,,109.8,,,,
york_K_CLE,Cade York,K,CLE,9.0,213.0,247.0,212.7,,,,,6.0,,37.5,,3.7,,,,,,,8.0,,,,6.8,,0.2
gaskin_RB_MIA,Myles Gaskin,RB,MIA,11.0,213.3,206.0,216.0,,0.7,0.0,0.5,,,,,,,,0.1,144.0,9.5,,,,51.7,,,,
rams_DST_LAR,Rams,DST,LAR,7.0,214.5,176.5,168.8,15.2,,,9.8,,,,21.7,,0.3,,,,,9.8,,,,1.9,,43.0,
hubbard_RB_CAR,Chuba Hubbard,RB,CAR,13.0,215.0,203.8,207.2,,2.2,0.0,0.7,,,,,,,,0.4,264.2,14.7,,,,96.9,,,,
hopkins_K_LAC,Dustin Hopkins,K,LAC,8.0,215.0,193.7,220.3,,,,,7.9,,38.7,,3.5,,,,,,,8.8,,,,8.4,,0.7
mayfield_QB_CAR,Baker Mayfield,QB,CAR,13.0,215.3,221.0,217.0,,1.1,1.3,1.8,,3430.6,,,,,17.9,,143.3,,,,13.8,,,,,
jordan_TE_HOU,Brevin Jordan,TE,HOU,6.0,217.5,228.0,251.3,,0.0,,0.0,,,,,,,,3.1,0.5,39.7,,,0.0,399.6,,,,
haskins_RB_TEN,Hassan Haskins,RB,TEN,6.0,219.0,207.5,208.7,,1.0,,0.0,,,,,,,,0.0,203.0,8.0,,,,61.0,,,,
mariota_QB_ATL,Marcus Mariota,QB,ATL,14.0,220.3,262.0,250.3,,2.1,0.5,0.8,,2863.4,,,,,15.2,,332.1,,,,11.3,,,,,
bourne_WR_NE,Kendrick Bourne,WR,NE,10.0,221.0,242.0,241.3,,0.5,,0.5,,,,,,,,4.3,87.1,49.6,,,0.0,614.6,,,,
blankenship_K_IND,Rodrigo Blankenship,K,IND,14.0,221.0,221.3,204.5,,,,,8.6,,36.1,,3.1,,,,,,,9.7,,,,9.7,,0.2
succop_K_TB,Ryan Succop,K,TB,11.0,221.0,181.0,194.3,,,,,8.6,,47.7,,3.1,,,,,,,8.5,,,,9.1,,0.2
lutz_K_NO,Wil Lutz,K,NO,14.0,222.0,215.0,232.0,,,,,7.6,,36.6,,3.4,,,,,,,8.8,,,,9.0,,0.2
brissett_QB_CLE,Jacoby Brissett,QB,CLE,9.0,223.0,272.0,275.0,,1.2,0.8,1.3,,1968.1,,,,,12.2,,107.5,,,,6.6,,,,,
pickett_QB_PIT,Kenny Pickett,QB,PIT,9.0,225.0,217.3,255.3,,0.5,,1.0,,1789.0,,,,,10.0,,75.0,,,,7.5,,,,,
bell_WR_CLE,David Bell,WR,CLE,9.0,225.7,220.0,209.7,,0.0,,1.0,,,,,,,,2.5,6.5,32.5,,,,444.5,,,,
trubisky_QB_PIT,Mitch Trubisky,QB,PIT,9.0,227.7,262.5,260.5,,1.6,2.4,0.9,,2444.9,,,,,14.8,,187.8,,,,9.2,,,,,
prater_K_ARI,Matt Prater,K,ARI,13.0,227.7,184.3,203.2,,,,,8.6,,42.6,,4.9,,,,,,,8.0,,,,8.2,,0.6
callaway_WR_NO,Marquez Callaway,WR,NO,14.0,228.0,242.0,232.5,,0.0,,0.0,,,,,,,,2.6,20.2,23.6,,,,348.3,0.1,,,
uzomah_TE_NYJ,C.J. Uzomah,TE,NYJ,10.0,230.0,240.0,262.3,,0.0,,0.0,,,,,,,,2.9,0.4,45.8,,,0.0,444.8,,,,
johnson_RB_CLE,D'Ernest Johnson,RB,CLE,9.0,230.7,222.0,233.5,,1.6,,0.0,,,,,,,,0.2,224.9,8.6,,,,74.4,,,,
steelers_DST_PIT,Steelers,DST,PIT,9.0,231.0,207.3,197.0,15.1,,,10.9,,,,23.9,,0.3,,,,,10.9,,,,1.9,,47.5,
shenault_WR_JAX,Laviska Shenault Jr.,WR,JAX,11.0,232.7,241.0,237.0,,0.1,,0.5,,,,,,,,2.3,55.6,44.7,,,0.0,469.4,,,,
ingram_RB_ARI,Keaontay Ingram,RB,ARI,13.0,233.0,211.5,232.7,,0.5,,0.0,,,,,,,,0.0,94.0,3.0,,,,27.0,,,,
folk_K_NE,Nick Folk,K,NE,10.0,234.7,216.0,211.0,,,,,7.8,,38.7,,4.3,,,,,,,8.9,,,,8.5,,0.3
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,9.0,235.7,249.5,257.5,,0.0,0.3,0.0,,396.8,,,,,2.1,,3.0,,,,1.8,,,,,
white_RB_NE,James White,RB,NE,10.0,236.3,225.3,243.0,,1.2,0.6,0.0,,,,,,,,1.8,179.8,46.3,,,,400.1,,,,
vaughn_RB_TB,Ke'Shawn Vaughn,RB,TB,11.0,238.3,247.0,230.5,,3.0,,1.0,,,,,,,,0.0,258.5,5.5,,,,33.0,,,,
joseph_K_MIN,Greg Joseph,K,MIN,7.0,240.0,225.5,231.3,,,,,7.9,,35.8,,5.2,,,,,,,8.5,,,,11.1,,0.2
collins_WR_HOU,Nico Collins,WR,HOU,6.0,240.0,266.0,247.0,,0.0,,1.0,,,,,,,,3.2,0.4,51.7,,,0.0,683.7,,,,
davis_RB_BAL,Mike Davis,RB,BAL,10.0,240.7,244.0,234.7,,1.2,0.4,0.2,,,,,,,,0.2,198.3,10.8,,,,63.2,,,,
koo_K_ATL,Younghoe Koo,K,ATL,14.0,241.3,222.8,228.6,,,,,8.2,,36.2,,4.7,,,,,,,8.0,,,,9.2,,0.2
vikings_DST_MIN,Vikings,DST,MIN,7.0,243.0,202.0,221.5,14.8,,,10.2,,,,24.1,,0.3,,,,,10.2,,,,2.3,,43.8,
sealsjones_TE_NYG,Ricky Seals-Jones,TE,NYG,9.0,245.0,287.0,292.0,,0.0,,0.0,,,,,,,,2.0,0.3,23.2,,,,215.8,,,,
ravens_DST_BAL,Ravens,DST,BAL,10.0,247.0,211.8,204.8,15.2,,,10.6,,,,21.3,,0.4,,,,,10.6,,,,1.9,,38.3,
mcbride_TE_ARI,Trey McBride,TE,ARI,13.0,247.3,233.0,253.5,,0.0,,1.0,,,,,,,,2.0,0.0,25.0,,,,244.5,,,,
trautman_TE_NO,Adam Trautman,TE,NO,14.0,249.3,254.5,276.7,,0.0,,1.0,,,,,,,,2.6,0.5,33.9,,,0.0,341.2,,,,
robinson_WR_NYG,Wan'Dale Robinson,WR,NYG,9.0,250.0,229.0,261.0,,0.0,,,,,,,,,,3.0,48.0,51.0,,,,580.0,,,,
browns_DST_CLE,Browns,DST,CLE,9.0,250.0,215.3,226.8,15.4,,,9.3,,,,22.2,,0.3,,,,,9.3,,,,2.2,,42.9,
packers_DST_GB,Packers,DST,GB,14.0,250.5,202.0,214.4,18.4,,,10.1,,,,20.9,,0.3,,,,,10.1,,,,1.9,,42.4,
perine_RB_CIN,Samaje Perine,RB,CIN,10.0,250.5,234.7,241.3,,2.0,,1.0,,,,,,,,1.0,352.0,17.5,,,,125.5,,,,
green_WR_ARI,A.J. Green,WR,ARI,13.0,252.0,263.0,260.5,,0.0,,0.0,,,,,,,,3.3,0.5,41.8,,,0.0,615.1,,,,
aliecox_TE_IND,Mo Alie-Cox,TE,IND,14.0,252.0,254.5,252.5,,0.0,,0.0,,,,,,,,3.5,0.5,32.9,,,0.0,399.6,,,,
benjamin_RB_ARI,Eno Benjamin,RB,ARI,13.0,252.7,289.0,276.7,,1.3,0.0,0.3,,,,,,,,0.3,201.5,10.2,,,,79.5,,,,
sermon_RB_SF,Trey Sermon,RB,SF,9.0,253.0,216.3,250.3,,0.0,,,,,,,,,,0.0,39.0,2.0,,,,12.0,,,,
willis_QB_TEN,Malik Willis,QB,TEN,6.0,254.0,308.0,310.0,,0.0,,0.0,,183.5,,,,,1.5,,20.0,,,,1.0,,,,,
shepard_WR_NYG,Sterling Shepard,WR,NYG,9.0,254.3,259.0,265.0,,0.1,,0.5,,,,,,,,3.1,21.6,64.0,,,0.0,650.3,,,,
wilson_RB_SF,Jeff Wilson Jr.,RB,SF,9.0,255.0,245.0,221.3,,0.9,0.0,0.3,,,,,,,,0.6,101.3,6.0,,,,46.5,,,,
gould_K_SF,Robbie Gould,K,SF,9.0,255.0,242.8,250.4,,,,,7.6,,41.8,,4.6,,,,,,,9.4,,,,7.5,,0.6
mcmanus_K_DEN,Brandon McManus,K,DEN,9.0,255.3,211.7,221.6,,,,,7.5,,40.8,,4.9,,,,,,,8.6,,,,7.8,,0.2
badie_RB_BAL,Tyler Badie,RB,BAL,10.0,255.5,236.5,250.0,,0.5,,1.0,,,,,,,,0.0,130.0,3.0,,,,24.0,,,,
boswell_K_PIT,Chris Boswell,K,PIT,9.0,257.5,241.7,247.8,,,,,8.1,,35.1,,5.1,,,,,,,9.0,,,,8.6,,0.2
mckinnon_RB_KC,Jerick McKinnon,RB,KC,8.0,258.5,259.0,241.0,,2.6,0.1,0.6,,,,,,,,2.6,438.2,46.8,,,0.0,402.5,,,,
pringle_WR_CHI,Byron Pringle,WR,CHI,14.0,259.3,297.5,277.3,,0.0,,,,,,,,,,3.3,0.5,41.8,,,0.0,515.7,,,,
campbell_WR_IND,Parris Campbell,WR,IND,14.0,260.7,279.5,271.3,,0.1,,0.0,,,,,,,,3.2,9.7,45.9,,,0.0,592.0,,,,
sims_WR_WSH,Cam Sims,WR,WSH,14.0,261.0,313.0,314.0,,0.0,,,,,,,,,,0.8,1.0,11.8,,,,168.1,,,,
duvernay_WR_BAL,Devin Duvernay,WR,BAL,10.0,261.5,215.0,226.0,,0.0,,0.0,,,,,,,,2.5,45.3,38.8,,,0.0,441.3,1.0,,,
titans_DST_TEN,Titans,DST,TEN,6.0,262.0,235.7,245.2,14.7,,,9.4,,,,22.9,,0.3,,,,,9.4,,,,1.8,,42.7,
breida_RB_NYG,Matt Breida,RB,NYG,9.0,262.0,244.5,238.5,,1.5,,2.0,,,,,,,,1.2,326.1,15.3,,,,117.3,,,,
darden_WR_TB,Jaelon Darden,WR,TB,11.0,263.0,317.0,316.0,,0.0,,,,,,,,,,0.1,2.1,1.5,,,,26.6,0.1,,,
hamler_WR_DEN,KJ Hamler,WR,DEN,9.0,263.5,260.5,258.5,,0.1,,0.5,,,,,,,,2.2,18.9,28.1,,,,370.4,,,,
rudolph_TE_TB,Kyle Rudolph,TE,TB,11.0,264.0,278.5,269.5,,0.0,,,,,,,,,,4.0,0.0,33.0,,,,315.0,,,,
harry_WR_CHI,N'Keal Harry,WR,CHI,14.0,264.0,319.0,319.0,,0.0,,,,,,,,,,0.7,0.5,7.4,,,,99.1,,,,
ridder_QB_ATL,Desmond Ridder,QB,ATL,14.0,264.0,286.0,287.0,,0.5,,0.0,,957.0,,,,,5.0,,91.5,,,,4.0,,,,,
sanders_K_MIA,Jason Sanders,K,MIA,11.0,264.5,243.7,254.7,,,,,7.5,,38.4,,3.6,,,,,,,8.1,,,,8.3,,0.2
williams_RB_ATL,Damien Williams,RB,ATL,14.0,265.5,213.0,252.0,,2.7,,1.1,,,,,,,,1.3,330.0,23.8,,,,183.4,,,,
lock_QB_SEA,Drew Lock,QB,SEA,11.0,266.3,346.0,346.0,,1.5,0.8,0.9,,1862.9,,,,,10.2,,118.2,,,,7.2,,,,,
scott_RB_PHI,Boston Scott,RB,PHI,7.0,268.0,266.0,256.8,,3.1,,0.2,,,,,,,,0.1,265.0,7.0,,,,57.0,,,,
funk_RB_LAR,Jake Funk,RB,LAR,7.0,268.0,323.0,326.0,,0.8,0.0,0.1,,,,,,,,0.1,79.2,3.6,,,,27.3,,,,
hilliard_RB_TEN,Dontrell Hilliard,RB,TEN,6.0,268.5,251.0,265.0,,2.0,,0.8,,,,,,,,0.6,292.3,30.1,,,,208.5,,,,
bengals_DST_CIN,Bengals,DST,CIN,10.0,269.0,230.0,245.7,16.0,,,9.9,,,,22.8,,0.3,,,,,9.9,,,,1.9,,41.2,
goodwin_WR_SEA,Marquise Goodwin,WR,SEA,11.0,269.0,326.0,327.0,,0.0,,,,,,,,,,0.0,0.0,4.0,,,,59.0,,,,
marshall_WR_CAR,Terrace Marshall Jr.,WR,CAR,13.0,269.5,238.0,261.3,,0.0,,0.0,,,,,,,,1.8,3.4,33.4,,,0.0,393.3,,,,
wilson_WR_MIA,Cedrick Wilson Jr.,WR,MIA,11.0,269.7,240.0,263.5,,0.0,,1.0,,,,,,,,3.4,3.4,44.7,,,,536.0,,,,
pacheco_RB_KC,Isaih Pacheco,RB,KC,,273.0,-1.0,-1.0,,0.5,,0.0,,,,,,,,0.0,90.5,3.5,,,,30.0,,,,
mckenzie_WR_BUF,Isaiah McKenzie,WR,BUF,7.0,274.0,251.0,262.3,,1.2,,0.1,,,,,,,,1.7,84.5,25.3,,,,264.4,0.2,,,
woods_TE_IND,Jelani Woods,TE,IND,14.0,274.5,310.5,323.5,,0.0,,1.0,,,,,,,,2.5,0.0,25.0,,,,255.5,,,,
otton_TE_TB,Cade Otton,TE,TB,11.0,275.0,267.5,269.3,,0.0,,1.0,,,,,,,,2.0,0.0,24.0,,,,242.0,,,,
darnold_QB_CAR,Sam Darnold,QB,CAR,13.0,275.5,364.0,361.0,,0.4,0.7,0.3,,605.2,,,,,2.7,,34.5,,,,2.2,,,,,
cephus_WR_DET,Quintez Cephus,WR,DET,6.0,276.0,-1.0,285.0,,0.0,,0.0,,,,,,,,2.5,0.0,19.5,,,,266.5,,,,
johnson_RB_BUF,Duke Johnson Jr.,RB,BUF,7.0,276.0,290.0,298.0,,2.5,,1.0,,,,,,,,0.5,243.0,11.0,,,,104.5,,,,
dulcich_TE_DEN,Greg Dulcich,TE,DEN,9.0,276.7,334.0,315.5,,0.0,,0.0,,,,,,,,1.0,0.0,14.0,,,,141.5,,,,
shakir_WR_BUF,Khalil Shakir,WR,BUF,7.0,278.0,384.0,383.0,,0.0,,,,,,,,,,0.0,12.0,4.0,,,,43.0,,,,
agholor_WR_NE,Nelson Agholor,WR,NE,10.0,279.0,333.0,332.0,,0.0,,0.0,,,,,,,,2.6,18.7,28.0,,,,367.7,,,,
jones_WR_CHI,Velus Jones Jr.,WR,CHI,14.0,279.0,284.0,286.3,,0.0,,,,,,,,,,3.0,25.0,50.0,,,,611.0,,,,
cobb_WR_GB,Randall Cobb,WR,GB,14.0,280.3,287.5,263.0,,0.0,,1.0,,,,,,,,5.4,6.1,47.8,,,0.0,606.6,,,,
eagles_DST_PHI,Eagles,DST,PHI,7.0,280.5,245.3,245.8,13.8,,,9.8,,,,22.2,,0.3,,,,,9.8,,,,1.6,,39.9,
strong_RB_NE,Pierre Strong Jr.,RB,NE,10.0,281.0,282.0,275.5,,0.5,,0.0,,,,,,,,0.0,100.5,4.0,,,,31.5,,,,
thornton_WR_NE,Tyquan Thornton,WR,NE,10.0,281.0,259.5,282.5,,0.0,,,,,,,,,,1.0,0.0,17.0,,,,205.0,,,,
williams_RB_LAR,Kyren Williams,RB,LAR,7.0,281.0,337.0,313.5,,1.0,,,,,,,,,,0.0,67.0,2.0,,,,15.0,,,,
elliott_K_PHI,Jake Elliott,K,PHI,7.0,282.0,291.0,248.8,,,,,7.2,,29.9,,3.9,,,,,,,9.1,,,,9.9,,0.3
corral_QB_CAR,Matt Corral,QB,CAR,,283.0,-1.0,-1.0,,0.0,,0.0,,126.5,,,,,1.0,,4.0,,,,1.0,,,,,
pascal_WR_PHI,Zach Pascal,WR,PHI,7.0,283.0,332.0,335.0,,0.0,,0.0,,,,,,,,1.3,6.8,9.9,,,,140.5,,,,
edwards_WR_ATL,Bryan Edwards,WR,ATL,14.0,283.3,301.5,298.0,,0.0,,0.0,,,,,,,,2.7,1.3,37.1,,,0.0,560.4,,,,
burkhead_RB_HOU,Rex Burkhead,RB,HOU,6.0,284.0,285.0,261.8,,3.1,,1.0,,,,,,,,1.4,404.0,31.4,,,,255.4,,,,
cardinals_DST_ARI,Cardinals,DST,ARI,13.0,285.0,300.0,293.0,14.5,,,12.3,,,,23.4,,0.3,,,,,12.3,,,,1.9,,38.2,
zuerlein_K_NYJ,Greg Zuerlein,K,NYJ,10.0,285.0,234.5,341.0,,,,,6.5,,29.8,,3.7,,,,,,,7.4,,,,8.2,,0.2
berrios_WR_NYJ,Braxton Berrios,WR,NYJ,10.0,286.0,360.0,324.0,,1.5,,0.5,,,,,,,,2.3,66.8,43.4,,,,437.7,0.1,,,
rodgers_WR_GB,Amari Rodgers,WR,GB,14.0,286.7,283.5,250.0,,0.0,,0.5,,,,,,,,1.8,10.1,23.0,,,,318.6,0.1,,,
parham_TE_LAC,Donald Parham,TE,LAC,,287.0,-1.0,-1.0,,0.0,,0.0,,,,,,,,2.4,0.3,21.1,,,,206.2,,,,
smith_TE_NE,Jonnu Smith,TE,NE,10.0,287.5,286.0,291.0,,0.5,,0.0,,,,,,,,1.7,42.3,24.2,,,,258.3,,,,
watkins_WR_PHI,Quez Watkins,WR,PHI,7.0,287.5,348.0,318.0,,0.0,,,,,,,,,,1.8,1.2,26.8,,,0.0,378.9,,,,
washington_WR_DAL,James Washington,WR,DAL,9.0,288.5,266.0,270.0,,0.0,,0.0,,,,,,,,5.1,4.7,40.3,,,0.0,632.6,,,,
commanders_DST_WSH,Commanders,DST,WSH,14.0,289.0,275.3,240.4,13.0,,,9.0,,,,23.2,,,,,,,9.0,,,,2.0,,41.0,
conklin_TE_NYJ,Tyler Conklin,TE,NYJ,10.0,290.0,322.0,295.5,,0.0,,0.0,,,,,,,,1.5,0.3,31.1,,,,298.1,,,,
guyton_WR_LAC,Jalen Guyton,WR,LAC,8.0,290.5,254.0,259.0,,0.0,,0.0,,,,,,,,2.2,35.6,20.2,,,,272.8,0.1,,,
crosby_K_GB,Mason Crosby,K,GB,14.0,291.0,251.3,272.3,,,,,7.9,,45.4,,4.0,,,,,,,8.1,,,,9.1,,0.5
bellinger_TE_NYG,Daniel Bellinger,TE,NYG,9.0,293.5,382.0,339.5,,0.0,,,,,,,,,,2.0,0.0,24.0,,,,246.0,,,,
doubs_WR_GB,Romeo Doubs,WR,GB,14.0,293.7,308.5,321.0,,0.0,,,,,,,,,,2.0,0.0,18.0,,,,213.0,,,,
smith_WR_NO,Tre'Quan Smith,WR,NO,14.0,296.0,350.0,350.0,,0.0,,,,,,,,,,0.9,0.4,9.6,,,,89.5,,,,
jennings_WR_SF,Jauan Jennings,WR,SF,9.0,298.0,302.0,304.0,,0.0,,,,,,,,,,2.4,0.4,29.4,,,,376.9,,,,
bernard_RB_TB,Giovani Bernard,RB,TB,11.0,298.0,352.0,300.5,,1.2,,0.3,,,,,,,,0.4,156.9,15.7,,,,123.6,,,,
howard_TE_BUF,O.J. Howard,TE,BUF,7.0,299.0,232.5,291.0,,0.0,,0.0,,,,,,,,1.9,0.4,21.1,,,,239.2,,,,
