key,name,pos,team,pass_tds,pass_yds,pass_ints,rush_tds,rush_yds,receptions,reception_tds,reception_yds,two_pts,fumbles,kick_0_19,kick_20_29,kick_30_39,kick_40_49,kick_50,kick_extra_points,df_points_allowed_per_game,df_sacks,df_safeties,df_fumbles,df_tds,df_ints
jackson_QB_BAL,Lamar Jackson,QB,BAL,26.07,3638.12,11.89,5.94,1076.23,,,,0.34,1.87,,,,,,,,,,,,
mahomes_QB_KC,Patrick Mahomes,QB,KC,32.28,4616.32,13.08,3.11,408.39,,,,1.05,0.44,,,,,,,,,,,,
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,,,0.01,7.4,999.21,92.82,4.86,796.4,0.47,0.45,,,,,,,,,,,,
thomas_WR_NO,Michael Thomas,WR,NO,,,0.01,0.01,5.64,127.52,9.61,1560.57,,0.01,,,,,,,,,,,,
watson_QB_HOU,Deshaun Watson,QB,HOU,26.58,4053.33,9.98,3.79,532.44,,,,1.88,0.52,,,,,,,,,,,,
wilson_QB_SEA,Russell Wilson,QB,SEA,28.86,3886.85,8,2.47,397.26,,,,0.97,1.17,,,,,,,,,,,,
ryan_QB_ATL,Matt Ryan,QB,ATL,28.96,4671.96,12.77,1.67,150.91,,,,3,1.36,,,,,,,,,,,,
prescott_QB_DAL,Dak Prescott,QB,DAL,29.4,4468.93,13.03,2.17,192.84,,,,1.44,0.56,,,,,,,,,,,,
adams_WR_GB,Davante Adams,WR,GB,,,0.01,,0.74,109.2,9.01,1369.19,,,,,,,,,,,,,,
rodgers_QB_GB,Aaron Rodgers,QB,GB,29.04,4144.73,9,1.57,144.83,,,,3.14,0.83,,,,,,,,,,,,
murray_QB_ARI,Kyler Murray,QB,ARI,23.86,3850.45,12.27,3.58,446.03,,,,2.19,1.73,,,,,,,,,,,,
jones_WR_ATL,Julio Jones,WR,ATL,,,0.01,0.05,8,98.75,7.93,1406.24,,,,,,,,,,,,,,
minshew_QB_JAX,Gardner Minshew,QB,JAX,25.51,3927.75,14.24,2.32,455.24,,,,1.86,2.93,,,,,,,,,,,,
allen_QB_BUF,Josh Allen,QB,BUF,19.33,3477.17,12.6,4.66,655.02,,,,2.19,1.72,,,,,,,,,,,,
brees_QB_NO,Drew Brees,QB,NO,28.62,4550.14,10.73,0.69,5.12,,,,0.51,0.42,,,,,,,,,,,,
newton_QB_NE,Cam Newton,QB,NE,24.78,3989.21,14.44,2.52,313.62,,,,2,0.86,,,,,,,,,,,,
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,,,0.01,8.91,1219.74,50.32,2.21,409.42,,1.26,,,,,,,,,,,,
tannehill_QB_TEN,Ryan Tannehill,QB,TEN,25.78,3724.59,11.24,2.6,283.37,,,,1.44,1.6,,,,,,,,,,,,
mayfield_QB_CLE,Baker Mayfield,QB,CLE,26.92,4054.21,14.77,1.72,193.82,,,,2.13,0.78,,,,,,,,,,,,
wentz_QB_PHI,Carson Wentz,QB,PHI,26.15,3980.93,12.73,1.75,207.12,,,,2.7,1.36,,,,,,,,,,,,
kamara_RB_NO,Alvin Kamara,RB,NO,,,0.01,6.01,854.39,79.12,2.23,554.86,1.36,0.46,,,,,,,,,,,0.09,
brady_QB_TB,Tom Brady,QB,TB,27.88,4269.83,10.55,1.11,23.22,,,,0.5,0.71,,,,,,,,,,,,
goff_QB_LAR,Jared Goff,QB,LAR,27.49,4236.34,14.73,1.26,108.54,,,,0.94,1.18,,,,,,,,,,,,
barkley_RB_NYG,Saquon Barkley,RB,NYG,,,0.01,7.05,1188.25,49.5,2.19,431.29,0.48,,,,,,,,,,,,,
