key,name,pos,team,bye,std,half_ppr,ppr
williams_RB_CIN,Pooka Williams Jr.,RB,CIN,10,260.0,265.0,265.0
mims_WR_NYJ,Denzel Mims,WR,NYJ,6,263.0,264.0,256.7
arnold_TE_CAR,Dan Arnold,TE,CAR,13,265.0,255.0,259.0
gallman_RB_ATL,Wayne Gallman Jr.,RB,ATL,6,266.0,286.0,263.0
benjamin_RB_ARI,Eno Benjamin,RB,ARI,12,267.0,284.0,287.0
wilson_RB_SF,Jeff Wilson Jr.,RB,SF,6,268.0,243.0,251.0
macginnis_K_LAR,Austin MacGinnis,K,LAR,11,269.0,288.0,253.0
mullens_QB_CLE,Nick Mullens,QB,CLE,13,271.0,263.0,268.0
jackson_WR_LAR,DeSean Jackson,WR,LAR,11,274.0,277.0,275.7
phillips_RB_HOU,,,,,275.0,,
freeman_RB_CAR,Royce Freeman,RB,CAR,13,277.0,266.0,251.0
aliecox_TE_IND,Mo Alie-Cox,TE,IND,14,282.0,287.0,280.0
coutee_WR_IND,Keke Coutee,WR,IND,14,284.0,280.0,271.0
cowboys_DST_DAL,Cowboys,DST,DAL,7,287.0,222.5,245.0
richard_RB_LV,Jalen Richard,RB,LV,8,288.0,291.0,289.0
zaccheaus_WR_ATL,Olamide Zaccheaus,WR,ATL,6,289.0,297.0,304.0
goff_QB_DET,Jared Goff,QB,DET,9,290.0,201.5,239.8
bridgewater_QB_DEN,Teddy Bridgewater,QB,DEN,11,292.0,210.0,253.3
texans_DST_HOU,Texans,DST,HOU,10,293.0,333.0,329.0
fulgham_WR_PHI,Travis Fulgham,WR,PHI,14,294.0,298.0,299.0
vaughn_RB_TB,Ke'Shawn Vaughn,RB,TB,9,295.0,307.0,307.0
boone_RB_DEN,Mike Boone,RB,DEN,11,296.0,293.0,281.0
perine_RB_CIN,Samaje Perine,RB,CIN,10,298.0,302.0,271.5
rountree_RB_LAC,Larry Rountree III,RB,LAC,7,299.0,301.0,269.5
garoppolo_QB_SF,Jimmy Garoppolo,QB,SF,6,302.0,303.0,261.0
renfrow_WR_LV,Hunter Renfrow,WR,LV,8,305.0,300.0,271.3
cephus_WR_DET,Quintez Cephus,WR,DET,9,307.0,309.0,306.0
reynolds_WR_TEN,Josh Reynolds,WR,TEN,13,310.0,321.0,322.0
ballage_RB_PIT,Kalen Ballage,RB,PIT,7,311.0,317.0,316.0
patrick_WR_DEN,Tim Patrick,WR,DEN,11,312.0,319.0,318.0
gano_K_NYG,Graham Gano,K,NYG,10,313.0,327.0,226.8
giants_DST_NYG,Giants,DST,NYG,10,314.0,265.0,269.3
santos_K_CHI,Cairo Santos,K,CHI,10,315.0,329.0,246.0
boswell_K_PIT,Chris Boswell,K,PIT,7,316.0,257.0,247.3
eagles_DST_PHI,Eagles,DST,PHI,14,317.0,286.5,286.0
harris_WR_NO,Deonte Harris,WR,NO,6,318.0,325.0,323.0
miller_WR_HOU,Anthony Miller,WR,HOU,10,319.0,311.0,273.0
higgins_WR_CLE,Rashard Higgins,WR,CLE,13,320.0,330.0,312.0
abdullah_RB_MIN,Ameer Abdullah,RB,MIN,7,321.0,335.0,338.0
parkey_K_CLE,Cody Parkey,K,CLE,13,322.0,339.0,310.0
fairbairn_K_HOU,Ka'imi Fairbairn,K,HOU,10,325.0,340.0,276.5
pascal_WR_IND,Zach Pascal,WR,IND,14,326.0,347.0,350.0
hamler_WR_DEN,KJ Hamler,WR,DEN,11,327.0,288.0,279.0
wilson_WR_MIA,Albert Wilson,WR,MIA,14,328.0,362.0,370.0
rodgers_WR_GB,Amari Rodgers,WR,GB,13,329.0,289.0,263.3
elliott_K_PHI,Jake Elliott,K,PHI,14,331.0,348.0,289.0
uzomah_TE_CIN,C.J. Uzomah,TE,CIN,10,332.0,331.0,307.0
jets_DST_NYJ,Jets,DST,NYJ,6,333.0,344.0,314.5
lambo_K_JAX,Josh Lambo,K,JAX,7,335.0,353.0,280.0
anderson_TE_LAC,Stephen Anderson,TE,LAC,7,336.0,352.0,354.0
falcons_DST_ATL,Falcons,DST,ATL,6,337.0,346.0,314.0
goodwin_WR_CHI,Marquise Goodwin,WR,CHI,10,339.0,351.0,353.0
parham_TE_LAC,Donald Parham Jr.,TE,LAC,7,340.0,361.0,363.0
mariota_QB_LV,Marcus Mariota,QB,LV,8,341.0,356.0,355.0
gandygolden_WR_WSH,Antonio Gandy-Golden,WR,WSH,9,342.0,364.0,365.0
jaguars_DST_JAX,Jaguars,DST,JAX,7,343.0,349.0,295.0
mccann_K_TEN,Tucker McCann,K,TEN,13,344.0,359.0,356.0
folk_K_NE,Nick Folk,K,NE,14,345.0,258.0,301.5
brown_WR_WSH,Dyami Brown,WR,WSH,9,346.0,336.0,290.5
jefferson_WR_LAR,Van Jefferson,WR,LAR,11,347.0,296.0,291.0
hopkins_K_WSH,Dustin Hopkins,K,WSH,9,348.0,275.0,283.7
washington_WR_PIT,James Washington,WR,PIT,7,349.0,366.0,368.0
borregales_K_TB,Jose Borregales,K,TB,9,350.0,354.0,361.0
bourne_WR_NE,Kendrick Bourne,WR,NE,14,351.0,355.0,305.5
harry_WR_NE,N'Keal Harry,WR,NE,14,352.0,370.0,373.0
conley_WR_HOU,Chris Conley,WR,HOU,10,353.0,338.0,310.0
atwell_WR_LAR,Tutu Atwell,WR,LAR,11,354.0,371.0,372.0
cole_WR_NYJ,Keelan Cole Sr.,WR,NYJ,6,356.0,358.0,349.0
sims_WR_WSH,Cam Sims,WR,WSH,9,357.0,374.0,374.0
guyton_WR_LAC,Jalen Guyton,WR,LAC,7,358.0,373.0,371.0
smith_WR_CAR,Shi Smith,WR,CAR,13,359.0,375.0,376.0
lions_DST_DET,Lions,DST,DET,9,360.0,367.0,319.5
