#,bye,graph,high,low,name,overall,pick,pos,ppr,std.dev,team,team_count,timesdrafted,adp,key
1,11,,1.01,1.06,Saquon Barkley,1.9,1.02,RB,True,1.0,NYG,8,144,1,saquon_barkley_RB
2,8,,1.01,1.08,Ezekiel Elliott,3.2,1.03,RB,True,1.3,DAL,8,149,2,ezekiel_elliott_RB
3,7,,1.01,1.07,Christian McCaffrey,3.5,1.04,RB,True,1.3,CAR,8,110,3,christian_mccaffrey_RB
4,9,,1.01,1.09,Alvin Kamara,4.1,1.04,RB,True,1.8,NO,8,132,4,alvin_kamara_RB
5,12,,1.02,1.12,David Johnson,6.2,1.06,RB,True,1.8,ARI,8,121,5,david_johnson_RB
6,12,,1.04,1.12,Melvin Gordon,6.6,1.07,RB,True,1.5,LAC,8,114,6,melvin_gordon_RB
7,10,,1.03,1.12,DeAndre Hopkins,7.1,1.07,WR,True,1.7,HOU,8,124,7,deandre_hopkins_WR
8,11,,1.04,2.01,Davante Adams,7.5,1.08,WR,True,1.3,GB,8,179,8,davante_adams_WR
9,4,,1.01,2.04,LeVeon Bell,9.1,2.01,RB,True,2.2,NYJ,8,120,9,leveon_bell_RB
10,9,,1.01,2.02,Michael Thomas,9.5,2.01,WR,True,1.7,NO,8,151,10,michael_thomas_WR
11,9,,1.01,2.04,Julio Jones,10.5,2.02,WR,True,2.1,ATL,8,228,11,julio_jones_WR
12,9,,1.08,2.04,Joe Mixon,11.2,2.03,RB,True,1.9,CIN,8,107,12,joe_mixon_RB
13,7,,1.09,2.08,Odell Beckham Jr,13.1,2.05,WR,True,2.0,CLE,8,119,13,odell_beckham_jr_WR
14,7,,1.08,2.08,James Conner,14.0,2.06,RB,True,2.5,PIT,8,91,14,james_conner_RB
15,7,,1.09,2.08,JuJu Smith-Schuster,14.4,2.06,WR,True,2.3,PIT,8,144,15,juju_smithschuster_WR
16,12,,1.01,2.09,Travis Kelce,14.6,2.07,TE,True,3.4,KC,8,128,16,travis_kelce_TE
17,9,,1.08,3.01,Todd Gurley,17.3,3.01,RB,True,3.9,LAR,8,168,17,todd_gurley_RB
18,12,,1.04,2.12,Dalvin Cook,17.7,3.02,RB,True,3.8,MIN,8,73,18,dalvin_cook_RB
19,6,,1.10,2.12,Antonio Brown,17.8,3.02,WR,True,2.5,OAK,8,147,19,antonio_brown_WR
20,7,,1.12,3.02,Mike Evans,19.6,3.04,WR,True,2.7,TB,8,138,20,mike_evans_WR
21,12,,1.12,3.03,Damien Williams,20.9,3.05,RB,True,2.7,KC,8,122,21,damien_williams_RB
22,7,,1.12,3.05,Nick Chubb,21.8,3.06,RB,True,3.0,CLE,8,112,22,nick_chubb_RB
23,12,,2.01,3.05,Adam Thielen,22.3,3.06,WR,True,3.3,MIN,8,124,23,adam_thielen_WR
24,6,,2.02,3.08,T.Y. Hilton,23.7,3.08,WR,True,3.0,IND,8,163,24,ty_hilton_WR
25,10,,1.12,3.07,Leonard Fournette,24.6,4.01,RB,True,3.0,JAX,8,114,25,leonard_fournette_RB
26,12,,2.04,3.06,Keenan Allen,24.7,4.01,WR,True,2.9,LAC,8,104,26,keenan_allen_WR
27,10,,1.10,3.12,Zach Ertz,26.1,4.02,TE,True,3.5,PHI,8,178,27,zach_ertz_TE
28,12,,1.01,4.03,Pat Mahomes,26.9,4.03,QB,True,7.5,KC,8,142,28,pat_mahomes_QB
29,8,,2.08,3.09,Amari Cooper,27.3,4.03,WR,True,2.7,DAL,8,124,29,amari_cooper_WR
30,9,,2.05,4.04,Devonta Freeman,28.7,4.05,RB,True,5.1,ATL,8,114,30,devonta_freeman_RB
31,11,,2.08,4.04,Aaron Jones,28.9,4.05,RB,True,4.7,GB,8,110,31,aaron_jones_RB
32,4,,2.07,4.03,George Kittle,29.5,4.06,TE,True,4.3,SF,8,169,32,george_kittle_TE
33,9,,2.08,4.02,A.J. Green,29.7,4.06,WR,True,3.0,CIN,8,90,33,aj_green_WR
34,6,,2.08,4.06,Marlon Mack,31.4,4.07,RB,True,4.6,IND,8,143,34,marlon_mack_RB
35,6,,2.12,4.09,Josh Jacobs,34.8,5.03,RB,True,4.2,OAK,8,64,35,josh_jacobs_RB
36,12,,2.06,4.10,Stefon Diggs,35.6,5.04,WR,True,3.9,MIN,8,176,36,stefon_diggs_WR
37,11,,1.10,5.12,Derrick Henry,36.7,5.05,RB,True,6.2,TEN,8,214,37,derrick_henry_RB
38,10,,3.04,4.12,Julian Edelman,37.3,5.05,WR,True,3.8,NE,8,164,38,julian_edelman_WR
39,5,,3.01,5.06,Kerryon Johnson,37.5,5.06,RB,True,4.2,DET,8,125,39,kerryon_johnson_RB
40,12,,2.09,5.04,Tyreek Hill,38.8,5.07,WR,True,4.4,KC,8,136,40,tyreek_hill_WR
41,9,,3.04,5.07,Brandin Cooks,39.6,5.08,WR,True,3.9,LAR,8,127,41,brandin_cooks_WR
42,6,,2.01,5.04,Andrew Luck,41.5,6.01,QB,True,6.8,IND,8,137,42,andrew_luck_QB
43,6,,3.04,5.08,David Montgomery,42.0,6.02,RB,True,5.2,CHI,8,78,43,david_montgomery_RB
44,5,,3.05,6.03,Kenny Golladay,43.6,6.04,WR,True,5.1,DET,8,128,44,kenny_golladay_WR
45,10,,2.08,5.12,Phillip Lindsay,44.2,6.04,RB,True,6.0,DEN,8,214,45,phillip_lindsay_RB
46,9,,3.08,5.11,Robert Woods,44.5,6.04,WR,True,4.7,LAR,8,84,46,robert_woods_WR
47,11,,2.05,6.02,Aaron Rodgers,45.2,6.05,QB,True,7.7,GB,8,106,47,aaron_rodgers_QB
48,7,,3.10,5.09,O.J. Howard,48.1,6.08,TE,True,4.7,TB,8,58,48,oj_howard_TE
49,8,,3.05,6.02,Mark Ingram,49.0,7.01,RB,True,6.2,BAL,8,161,49,mark_ingram_RB
50,9,,3.12,6.02,Cooper Kupp,49.3,7.01,WR,True,6.3,LAR,8,74,50,cooper_kupp_WR
51,10,,2.09,5.11,Deshaun Watson,49.8,7.02,QB,True,5.7,HOU,8,116,51,deshaun_watson_QB
52,9,,4.04,6.04,Calvin Ridley,51.2,7.03,WR,True,6.0,ATL,8,100,52,calvin_ridley_WR
53,5,,4.02,6.04,Kenyan Drake,52.0,7.04,RB,True,6.5,MIA,8,101,53,kenyan_drake_RB
54,10,,3.10,6.08,Sony Michel,53.4,7.05,RB,True,6.0,NE,8,213,54,sony_michel_RB
55,11,,4.05,6.10,Tyler Lockett,54.7,7.07,WR,True,5.7,SEA,8,122,55,tyler_lockett_WR
56,7,,3.05,7.03,Baker Mayfield,54.9,7.07,QB,True,8.3,CLE,8,56,56,baker_mayfield_QB
57,11,,1.11,8.06,Evan Engram,55.4,7.07,TE,True,11.4,NYG,8,86,57,evan_engram_TE
58,12,,3.06,7.12,Hunter Henry,55.4,7.07,TE,True,7.9,LAC,8,45,58,hunter_henry_TE
59,11,,4.03,6.09,Chris Carson,56.8,8.01,RB,True,6.4,SEA,8,162,59,chris_carson_RB
60,7,,4.03,6.12,Chris Godwin,56.9,8.01,WR,True,6.7,TB,8,86,60,chris_godwin_WR
61,7,,3.07,6.12,Jarvis Landry,58.6,8.03,WR,True,7.6,CLE,8,133,61,jarvis_landry_WR
62,12,,4.08,7.05,Mike Williams,60.4,8.04,WR,True,6.8,LAC,8,159,62,mike_williams_WR
63,10,,4.09,6.11,James White,60.8,8.05,RB,True,6.0,NE,8,67,63,james_white_RB
64,6,,4.05,7.06,Tarik Cohen,61.2,8.05,RB,True,7.2,CHI,8,107,64,tarik_cohen_RB
65,12,,4.09,7.05,Sammy Watkins,61.5,8.05,WR,True,6.6,KC,8,154,65,sammy_watkins_WR
66,9,,3.12,7.12,Matt Ryan,62.5,8.06,QB,True,8.9,ATL,8,78,66,matt_ryan_QB
67,9,,3.04,8.01,Drew Brees,63.6,8.08,QB,True,9.1,NO,8,111,67,drew_brees_QB
68,7,,5.04,7.06,D.J. Moore,66.5,9.02,WR,True,6.8,CAR,8,113,68,dj_moore_WR
69,6,,4.02,9.01,Eric Ebron,66.7,9.03,TE,True,12.0,IND,8,109,69,eric_ebron_TE
70,9,,5.01,7.06,Tyler Boyd,67.2,9.03,WR,True,6.4,CIN,8,142,70,tyler_boyd_WR
71,4,,5.04,7.10,Tevin Coleman,68.7,9.05,RB,True,6.2,SF,8,73,71,tevin_coleman_RB
72,10,,4.05,7.09,Derrius Guice,70.1,9.06,RB,True,7.5,WAS,8,62,72,derrius_guice_RB
73,12,,5.01,8.05,Darrell Henderson,70.4,9.06,RB,True,6.1,FA,8,87,73,darrell_henderson_RB
74,10,,4.10,7.09,Alshon Jeffery,71.0,9.07,WR,True,6.0,PHI,8,134,74,alshon_jeffery_WR
75,10,,3.04,8.06,Carson Wentz,72.3,9.08,QB,True,9.2,PHI,8,133,75,carson_wentz_QB
76,4,,5.01,7.10,Robby Anderson,73.2,10.01,WR,True,5.9,NYJ,8,57,76,robby_anderson_WR
77,6,,5.03,8.06,Bears,74.0,10.02,DST,True,6.4,CHI,8,155,77,bears_DST
78,4,,5.04,8.06,Dante Pettis,74.0,10.02,WR,True,8.0,SF,8,54,78,dante_pettis_WR
79,11,,4.01,8.08,Russell Wilson,75.6,10.04,QB,True,9.1,SEA,8,145,79,russell_wilson_QB
80,10,,5.07,8.07,Lamar Miller,76.6,10.05,RB,True,6.9,HOU,8,94,80,lamar_miller_RB
81,9,,5.07,8.11,Jared Cook,77.0,10.05,TE,True,10.6,NO,8,153,81,jared_cook_TE
82,11,,5.10,8.07,Rashaad Penny,77.2,10.05,RB,True,6.4,SEA,8,99,82,rashaad_penny_RB
83,6,,6.01,8.01,Allen Robinson,77.4,10.05,WR,True,5.5,CHI,8,32,83,allen_robinson_WR
84,12,,6.07,8.06,Christian Kirk,78.2,10.06,WR,True,4.5,ARI,8,90,84,christian_kirk_WR
85,10,,5.09,8.05,Will Fuller,79.0,10.07,WR,True,6.1,HOU,8,40,85,will_fuller_WR
86,9,,4.03,8.12,Latavius Murray,81.7,11.02,RB,True,9.0,NO,8,95,86,latavius_murray_RB
87,7,,3.12,11.06,Kareem Hunt,83.5,11.04,RB,True,9.2,CLE,8,199,87,kareem_hunt_RB
88,12,,4.08,8.11,Kyler Murray,83.8,11.04,QB,True,9.4,FA,8,83,88,kyler_murray_QB
89,11,,3.03,10.05,Sterling Shepard,86.1,11.06,WR,True,11.4,NYG,8,69,89,sterling_shepard_WR
90,10,,6.06,10.03,N'Keal Harry,86.7,11.07,WR,True,6.6,NE,8,57,90,nkeal_harry_WR
91,7,,5.10,10.12,Vance McDonald,86.7,11.07,TE,True,14.2,PIT,8,167,91,vance_mcdonald_TE
92,12,,6.09,9.01,Miles Sanders,87.0,11.07,RB,True,6.5,FA,8,61,92,miles_sanders_RB
93,7,,5.05,10.12,Cam Newton,89.0,12.01,QB,True,9.2,CAR,8,95,93,cam_newton_QB
94,9,,7.01,9.09,Rams,89.2,12.01,DST,True,5.6,LAR,8,119,94,rams_DST
95,11,,5.12,10.02,Geronimo Allison,91.5,12.04,WR,True,9.0,GB,8,39,95,geronimo_allison_WR
96,9,,5.04,10.10,Jared Goff,93.3,12.05,QB,True,12.1,LAR,8,96,96,jared_goff_QB
97,12,,6.04,10.10,Larry Fitzgerald,93.6,12.06,WR,True,9.7,ARI,8,70,97,larry_fitzgerald_WR
98,7,,6.01,10.12,David Njoku,94.1,12.06,TE,True,14.2,CLE,8,133,98,david_njoku_TE
99,7,,6.06,10.11,Ronald Jones II,94.3,12.06,RB,True,11.8,TB,8,88,99,ronald_jones_ii_RB
100,11,,7.08,10.04,D.K. Metcalf,94.3,12.06,WR,True,8.8,SEA,8,50,100,dk_metcalf_WR
101,7,,5.09,10.09,Greg Olsen,94.5,12.07,TE,True,17.6,CAR,8,17,101,greg_olsen_TE
102,10,,7.01,9.11,Jaguars,95.8,12.08,DST,True,6.8,JAX,8,152,102,jaguars_DST
103,10,,6.09,10.12,Jordan Howard,96.5,12.08,RB,True,12.3,PHI,8,108,103,jordan_howard_RB
104,10,,5.12,10.12,Tom Brady,98.2,13.02,QB,True,16.1,NE,8,62,104,tom_brady_QB
105,11,,4.07,11.05,Golden Tate,98.4,13.02,WR,True,13.1,NYG,8,78,105,golden_tate_WR
106,5,,8.02,10.11,Marvin Jones,98.7,13.03,WR,True,9.5,DET,8,52,106,marvin_jones_WR
107,12,,5.04,9.12,Chargers,99.5,13.04,DST,True,8.4,LAC,8,59,107,chargers_DST
108,9,,6.05,10.03,Greg Zuerlein,101.2,13.05,K,True,7.2,LAR,8,241,108,greg_zuerlein_K
109,12,,9.01,10.09,Alexander Mattison,102.0,13.06,RB,True,5.7,MIN,8,11,109,alexander_mattison_RB
110,10,,6.10,10.09,Emmanuel Sanders,102.0,13.06,WR,True,14.5,DEN,8,8,110,emmanuel_sanders_WR
111,8,,7.01,10.07,Ravens,102.5,13.07,DST,True,7.2,BAL,8,77,111,ravens_DST
112,10,,7.03,10.12,Adrian Peterson,102.5,13.07,RB,True,13.9,WAS,8,11,112,adrian_peterson_RB
113,7,,7.12,10.11,Ben Roethlisberger,103.1,13.07,QB,True,8.5,PIT,8,30,113,ben_roethlisberger_QB
114,8,,7.10,10.08,Justin Tucker,103.6,13.08,K,True,6.9,BAL,8,116,114,justin_tucker_K
115,9,,7.08,10.12,Austin Hooper,103.8,13.08,TE,True,12.1,ATL,8,31,115,austin_hooper_TE
116,6,,6.12,10.12,LeSean McCoy,104.2,13.08,RB,True,10.6,BUF,8,77,116,lesean_mccoy_RB
117,7,,6.09,10.12,Jameis Winston,104.4,13.08,QB,True,11.9,TB,8,45,117,jameis_winston_QB
118,11,,7.11,10.12,Corey Davis,104.4,13.08,WR,True,9.0,TEN,8,63,118,corey_davis_WR
119,12,,5.04,10.12,Kirk Cousins,104.5,14.01,QB,True,23.0,MIN,8,8,119,kirk_cousins_QB
120,11,,7.02,10.12,Marquez Valdes-Scantling,104.8,14.01,WR,True,10.3,GB,8,35,120,marquez_valdesscantling_WR
121,10,,1.04,11.06,Dede Westbrook,105.2,14.01,WR,True,19.7,JAX,8,40,121,dede_westbrook_WR
122,12,,5.08,10.12,Philip Rivers,105.7,14.02,QB,True,12.9,LAC,8,101,122,philip_rivers_QB
123,12,,7.04,10.11,Mecole Hardman,105.7,14.02,WR,True,9.9,KC,8,61,123,mecole_hardman_WR
124,12,,7.07,11.09,Austin Ekeler,105.9,14.02,RB,True,10.9,LAC,8,41,124,austin_ekeler_RB
125,7,,8.09,10.12,Jaylen Samuels,106.3,14.02,RB,True,9.4,PIT,8,20,125,jaylen_samuels_RB
126,10,,5.03,10.12,Royce Freeman,106.4,14.02,RB,True,11.8,DEN,8,71,126,royce_freeman_RB
127,12,,8.09,10.12,Carlos Hyde,106.5,14.03,RB,True,11.2,KC,8,11,127,carlos_hyde_RB
128,11,,6.06,11.04,Delanie Walker,106.6,14.03,TE,True,17.9,TEN,8,10,128,delanie_walker_TE
129,10,,8.12,10.11,DeSean Jackson,106.7,14.03,WR,True,7.9,PHI,8,15,129,desean_jackson_WR
130,8,,7.08,10.12,Dak Prescott,106.9,14.03,QB,True,12.0,DAL,8,19,130,dak_prescott_QB
131,12,,6.08,10.10,Harrison Butker,107.0,14.03,K,True,6.7,KC,8,125,131,harrison_butker_K
132,12,,8.07,10.12,Vikings,108.0,14.04,DST,True,5.6,MIN,8,49,132,vikings_DST
133,7,,7.09,10.12,Browns,108.1,14.04,DST,True,8.5,CLE,8,39,133,browns_DST
134,10,,8.06,10.12,Keke Coutee,108.8,14.05,WR,True,8.1,HOU,8,26,134,keke_coutee_WR
135,8,,8.05,10.12,Cowboys,109.0,14.05,DST,True,8.3,DAL,8,41,135,cowboys_DST
136,4,,8.05,10.12,Jerick McKinnon,110.4,14.06,RB,True,9.4,SF,8,18,136,jerick_mckinnon_RB
137,10,,8.04,10.11,Eagles,110.6,14.07,DST,True,9.2,PHI,8,9,137,eagles_DST
138,10,,8.09,14.08,Donta Foreman,110.8,14.07,RB,True,13.0,HOU,8,28,138,donta_foreman_RB
139,10,,8.03,10.12,Courtland Sutton,111.2,14.07,WR,True,7.8,DEN,8,47,139,courtland_sutton_WR
140,6,,5.04,10.12,Adam Vinatieri,111.3,14.07,K,True,19.3,IND,8,12,140,adam_vinatieri_K
141,9,,8.08,10.10,Wil Lutz,111.3,14.07,K,True,4.8,NO,8,52,141,wil_lutz_K
142,10,,7.05,10.11,Broncos,112.5,14.08,DST,True,9.0,DEN,8,23,142,broncos_DST
143,10,,9.10,10.11,Kaimi Fairbairn,112.5,14.08,K,True,2.9,HOU,8,33,143,kaimi_fairbairn_K
144,5,,7.01,11.08,T.J. Hockenson,112.8,15.01,TE,True,10.7,DET,8,74,144,tj_hockenson_TE
145,10,,8.08,10.12,Stephen Gostkowski,113.3,15.01,K,True,6.8,NE,8,55,145,stephen_gostkowski_K
146,10,,8.12,10.12,Texans,113.3,15.01,DST,True,6.0,HOU,8,27,146,texans_DST
147,4,,9.08,10.12,Robbie Gould,115.6,15.04,K,True,5.1,SF,8,8,147,robbie_gould_K
148,12,,9.09,11.12,Damien Harris,117.1,15.05,RB,True,8.0,FA,8,8,148,damien_harris_RB
149,11,,10.04,11.01,Mason Crosby,117.8,15.06,K,True,2.8,GB,8,14,149,mason_crosby_K
150,9,,10.07,10.12,Giorgio Tavecchio,118.0,15.06,K,True,1.8,ATL,8,12,150,giorgio_tavecchio_K
151,10,,10.08,14.01,Jake Elliott,123.7,16.04,K,True,12.7,PHI,8,9,151,jake_elliott_K
1,11,,1.01,1.04,Saquon Barkley,1.9,1.02,RB,False,0.9,NYG,8,167,1,saquon_barkley_RB
2,8,,1.01,1.04,Ezekiel Elliott,2.1,1.02,RB,False,0.9,DAL,8,89,2,ezekiel_elliott_RB
3,9,,1.01,1.06,Alvin Kamara,3.7,1.04,RB,False,1.1,NO,8,84,3,alvin_kamara_RB
4,7,,1.01,1.06,Christian McCaffrey,3.7,1.04,RB,False,1.0,CAR,8,75,4,christian_mccaffrey_RB
5,12,,1.02,1.08,Melvin Gordon,5.7,1.06,RB,False,1.4,LAC,8,67,5,melvin_gordon_RB
6,12,,1.04,1.08,David Johnson,5.9,1.06,RB,False,1.2,ARI,8,72,6,david_johnson_RB
7,10,,1.03,2.01,DeAndre Hopkins,7.7,1.08,WR,False,1.6,HOU,8,123,7,deandre_hopkins_WR
8,4,,1.04,1.12,LeVeon Bell,8.1,1.08,RB,False,1.6,NYJ,8,61,8,leveon_bell_RB
9,11,,1.04,2.03,Davante Adams,9.1,2.01,WR,False,2.1,GB,8,116,9,davante_adams_WR
10,9,,1.08,2.03,Joe Mixon,10.8,2.03,RB,False,1.9,CIN,8,45,10,joe_mixon_RB
11,7,,1.07,2.04,James Conner,11.1,2.03,RB,False,2.1,PIT,8,64,11,james_conner_RB
12,9,,1.02,2.06,Julio Jones,11.9,2.04,WR,False,2.4,ATL,8,102,12,julio_jones_WR
13,9,,1.01,2.09,Todd Gurley,11.9,2.04,RB,False,4.0,LAR,8,104,13,todd_gurley_RB
14,7,,1.03,2.08,Odell Beckham Jr,13.4,2.05,WR,False,2.8,CLE,8,167,14,odell_beckham_jr_WR
15,9,,1.07,2.08,Michael Thomas,13.5,2.06,WR,False,2.5,NO,8,103,15,michael_thomas_WR
16,12,,1.04,3.02,Dalvin Cook,14.5,2.06,RB,False,4.3,MIN,8,51,16,dalvin_cook_RB
17,12,,1.09,2.12,Travis Kelce,17.0,3.01,TE,False,2.9,KC,8,146,17,travis_kelce_TE
18,7,,1.10,3.02,JuJu Smith-Schuster,17.4,3.01,WR,False,2.9,PIT,8,93,18,juju_smithschuster_WR
19,7,,1.01,2.12,Nick Chubb,18.8,3.03,RB,False,3.5,CLE,8,63,19,nick_chubb_RB
20,12,,1.10,3.04,Damien Williams,19.5,3.04,RB,False,4.4,KC,8,65,20,damien_williams_RB
21,6,,2.01,3.02,Antonio Brown,19.9,3.04,WR,False,2.4,OAK,8,126,21,antonio_brown_WR
22,7,,2.03,3.03,Mike Evans,20.9,3.05,WR,False,2.7,TB,8,94,22,mike_evans_WR
23,12,,1.04,4.01,Pat Mahomes,22.8,3.07,QB,False,5.3,KC,8,176,23,pat_mahomes_QB
24,10,,1.12,3.09,Leonard Fournette,23.9,3.08,RB,False,3.4,JAX,8,89,24,leonard_fournette_RB
25,6,,2.06,3.07,Marlon Mack,24.8,4.01,RB,False,2.9,IND,8,72,25,marlon_mack_RB
26,6,,2.05,3.08,T.Y. Hilton,25.4,4.01,WR,False,3.0,IND,8,64,26,ty_hilton_WR
27,11,,2.05,3.11,Derrick Henry,25.8,4.02,RB,False,3.9,TEN,8,137,27,derrick_henry_RB
28,9,,2.01,3.10,A.J. Green,27.7,4.04,WR,False,3.6,CIN,8,74,28,aj_green_WR
29,12,,2.05,4.01,Adam Thielen,28.1,4.04,WR,False,3.7,MIN,8,106,29,adam_thielen_WR
30,10,,2.05,4.03,Zach Ertz,29.8,4.06,TE,False,4.9,PHI,8,107,30,zach_ertz_TE
31,9,,2.01,4.09,Devonta Freeman,30.3,4.06,RB,False,5.4,ATL,8,73,31,devonta_freeman_RB
32,12,,3.02,4.03,Keenan Allen,31.6,4.08,WR,False,2.9,LAC,8,83,32,keenan_allen_WR
33,11,,2.07,5.07,Aaron Jones,32.6,5.01,RB,False,6.4,GB,8,70,33,aaron_jones_RB
34,8,,2.06,4.06,Amari Cooper,32.7,5.01,WR,False,4.1,DAL,8,69,34,amari_cooper_WR
35,4,,2.10,4.06,George Kittle,34.1,5.02,TE,False,3.6,SF,8,132,35,george_kittle_TE
36,12,,3.05,4.11,Stefon Diggs,37.0,5.05,WR,False,3.4,MIN,8,118,36,stefon_diggs_WR
37,6,,1.01,5.04,Andrew Luck,38.1,5.06,QB,False,8.8,IND,8,66,37,andrew_luck_QB
38,6,,2.01,5.08,Josh Jacobs,38.5,5.06,RB,False,8.1,OAK,8,134,38,josh_jacobs_RB
39,10,,2.11,6.04,Sony Michel,38.7,5.07,RB,False,8.3,NE,8,119,39,sony_michel_RB
40,8,,3.01,5.06,Mark Ingram,39.8,5.08,RB,False,5.6,BAL,8,123,40,mark_ingram_RB
41,5,,3.01,6.04,Kerryon Johnson,42.5,6.02,RB,False,6.7,DET,8,110,41,kerryon_johnson_RB
42,10,,3.09,5.02,Julian Edelman,42.6,6.03,WR,False,4.2,NE,8,48,42,julian_edelman_WR
43,9,,3.09,5.06,Brandin Cooks,42.7,6.03,WR,False,4.0,LAR,8,93,43,brandin_cooks_WR
44,11,,2.08,5.08,Aaron Rodgers,43.6,6.04,QB,False,5.5,GB,8,66,44,aaron_rodgers_QB
45,10,,3.02,5.12,Phillip Lindsay,44.8,6.05,RB,False,7.2,DEN,8,107,45,phillip_lindsay_RB
46,12,,2.05,6.02,Tyreek Hill,45.4,6.05,WR,False,7.2,KC,8,84,46,tyreek_hill_WR
47,5,,3.09,6.01,Kenny Golladay,46.5,6.06,WR,False,4.9,DET,8,44,47,kenny_golladay_WR
48,9,,4.03,5.12,Robert Woods,47.1,6.07,WR,False,4.9,LAR,8,42,48,robert_woods_WR
49,10,,2.12,6.03,Deshaun Watson,49.3,7.01,QB,False,6.6,HOU,8,94,49,deshaun_watson_QB
50,11,,3.09,6.03,Chris Carson,49.4,7.01,RB,False,7.4,SEA,8,93,50,chris_carson_RB
51,9,,3.01,6.08,Cooper Kupp,51.2,7.03,WR,False,7.6,LAR,8,52,51,cooper_kupp_WR
52,12,,4.02,7.01,Mike Williams,51.8,7.04,WR,False,7.0,LAC,8,150,52,mike_williams_WR
53,7,,4.01,8.04,O.J. Howard,53.3,7.05,TE,False,10.2,TB,8,33,53,oj_howard_TE
54,7,,3.08,6.07,Baker Mayfield,53.8,7.06,QB,False,6.7,CLE,8,54,54,baker_mayfield_QB
55,5,,4.04,6.07,Kenyan Drake,54.7,7.07,RB,False,6.6,MIA,8,121,55,kenyan_drake_RB
56,12,,4.03,7.01,Sammy Watkins,55.9,7.08,WR,False,7.6,KC,8,157,56,sammy_watkins_WR
57,6,,3.08,10.06,David Montgomery,57.1,8.01,RB,False,14.2,CHI,8,181,57,david_montgomery_RB
58,6,,4.05,7.07,Tarik Cohen,58.5,8.03,RB,False,8.8,CHI,8,44,58,tarik_cohen_RB
59,6,,3.12,8.04,Eric Ebron,59.0,8.03,TE,False,12.5,IND,8,68,59,eric_ebron_TE
60,7,,5.01,6.10,Chris Godwin,59.2,8.03,WR,False,6.5,TB,8,44,60,chris_godwin_WR
61,10,,3.12,6.12,Derrius Guice,59.3,8.03,RB,False,6.8,WAS,8,78,61,derrius_guice_RB
62,9,,4.04,7.05,Drew Brees,59.5,8.03,QB,False,9.2,NO,8,49,62,drew_brees_QB
63,9,,4.09,7.07,Matt Ryan,61.0,8.05,QB,False,7.5,ATL,8,66,63,matt_ryan_QB
64,11,,2.06,7.02,Tyler Lockett,61.2,8.05,WR,False,8.0,SEA,8,175,64,tyler_lockett_WR
65,9,,4.04,7.03,Calvin Ridley,61.3,8.05,WR,False,6.5,ATL,8,150,65,calvin_ridley_WR
66,7,,5.01,7.10,Jarvis Landry,64.0,8.08,WR,False,7.0,CLE,8,73,66,jarvis_landry_WR
67,11,,5.04,8.03,Evan Engram,66.0,9.02,TE,False,10.7,NYG,8,54,67,evan_engram_TE
68,4,,5.06,7.09,Tevin Coleman,67.0,9.03,RB,False,6.4,SF,8,85,68,tevin_coleman_RB
69,10,,4.12,8.04,Lamar Miller,67.1,9.03,RB,False,7.1,HOU,8,41,69,lamar_miller_RB
70,10,,5.03,7.06,Alshon Jeffery,67.2,9.03,WR,False,5.8,PHI,8,75,70,alshon_jeffery_WR
71,11,,4.06,7.09,Russell Wilson,69.3,9.05,QB,False,8.0,SEA,8,81,71,russell_wilson_QB
72,12,,4.10,8.06,Hunter Henry,69.5,9.05,TE,False,11.2,LAC,8,41,72,hunter_henry_TE
73,10,,5.01,8.09,Jordan Howard,71.4,9.07,RB,False,10.1,PHI,8,38,73,jordan_howard_RB
74,9,,5.01,7.12,Tyler Boyd,72.0,9.08,WR,False,5.9,CIN,8,50,74,tyler_boyd_WR
75,6,,1.04,8.02,Bears,73.0,10.01,DST,False,10.0,CHI,8,103,75,bears_DST
76,4,,6.03,7.12,Robby Anderson,73.9,10.02,WR,False,4.8,NYJ,8,82,76,robby_anderson_WR
77,11,,5.07,7.12,Rashaad Penny,74.2,10.02,RB,False,6.1,SEA,8,86,77,rashaad_penny_RB
78,7,,5.03,7.11,D.J. Moore,74.3,10.02,WR,False,5.7,CAR,8,44,78,dj_moore_WR
79,10,,4.12,7.12,Will Fuller,76.0,10.04,WR,False,6.2,HOU,8,46,79,will_fuller_WR
80,10,,5.09,8.11,Carson Wentz,76.4,10.04,QB,False,8.3,PHI,8,73,80,carson_wentz_QB
81,9,,4.11,9.08,Jared Cook,78.2,10.06,TE,False,11.1,NO,8,132,81,jared_cook_TE
82,10,,6.01,8.09,James White,79.4,10.07,RB,False,6.6,NE,8,51,82,james_white_RB
83,6,,5.08,9.03,Allen Robinson,79.5,10.07,WR,False,7.2,CHI,8,52,83,allen_robinson_WR
84,12,,4.02,10.09,Darrell Henderson,79.9,10.08,RB,False,14.6,FA,8,66,84,darrell_henderson_RB
85,12,,4.09,9.06,Philip Rivers,80.9,11.01,QB,False,10.7,LAC,8,41,85,philip_rivers_QB
86,7,,4.07,10.12,Kareem Hunt,81.6,11.02,RB,False,11.6,CLE,8,106,86,kareem_hunt_RB
87,4,,6.05,8.10,Dante Pettis,82.3,11.02,WR,False,5.8,SF,8,39,87,dante_pettis_WR
88,12,,6.11,8.12,Christian Kirk,83.5,11.04,WR,False,5.1,ARI,8,34,88,christian_kirk_WR
89,9,,5.04,10.07,Latavius Murray,85.5,11.06,RB,False,11.3,NO,8,60,89,latavius_murray_RB
