#,bye,graph,high,low,name,overall,pick,pos,ppr,std.dev,team,team_count,timesdrafted,adp,key
142,6,,9.08,13.06,Tyrell Williams,138.5,10.13,WR,True,8.4,OAK,14,56,142,tyrell_williams_WR
143,6,,10.05,13.12,Anthony Miller,138.6,10.13,WR,True,9.1,CHI,14,63,143,anthony_miller_WR
144,4,,10.05,14.02,Jimmy Garoppolo,138.9,10.13,QB,True,7.5,SF,14,99,144,jimmy_garoppolo_QB
145,12,,10.02,14.02,Justice Hill,139.1,10.13,RB,True,10.9,FA,14,81,145,justice_hill_RB
146,7,,7.09,15.02,Greg Olsen,140.0,10.14,TE,True,20.0,CAR,14,153,146,greg_olsen_TE
147,12,,10.10,13.07,Vikings,140.1,10.14,DST,True,6.1,MIN,14,35,147,vikings_DST
148,10,,10.05,14.04,Daesean Hamilton,142.4,11.02,WR,True,10.3,DEN,14,62,148,daesean_hamilton_WR
149,11,,11.03,14.12,Dion Lewis,143.1,11.03,RB,True,10.2,TEN,14,118,149,dion_lewis_RB
150,6,,11.03,14.02,Josh Allen,143.6,11.04,QB,True,7.4,BUF,14,67,150,josh_allen_QB
151,8,,11.02,14.02,Cowboys,143.7,11.04,DST,True,9.1,DAL,14,32,151,cowboys_DST
152,6,,9.04,14.03,Devin Funchess,144.0,11.04,WR,True,11.3,IND,14,62,152,devin_funchess_WR
153,12,,10.08,14.06,Marquise Brown,145.9,11.06,WR,True,10.6,FA,14,63,153,marquise_brown_WR
154,12,,11.02,14.09,Kirk Cousins,147.9,11.08,QB,True,6.8,MIN,14,95,154,kirk_cousins_QB
155,10,,11.12,14.05,Texans,148.3,11.08,DST,True,7.3,HOU,14,38,155,texans_DST
156,9,,9.08,15.08,Greg Zuerlein,148.7,11.09,K,True,13.0,LAR,14,188,156,greg_zuerlein_K
157,6,,11.02,15.01,Mitch Trubisky,150.2,11.10,QB,True,9.8,CHI,14,95,157,mitch_trubisky_QB
158,4,,10.04,15.03,Matt Breida,150.4,11.10,RB,True,11.6,SF,14,111,158,matt_breida_RB
159,8,,10.10,14.12,Lamar Jackson,152.6,11.13,QB,True,7.7,BAL,14,81,159,lamar_jackson_QB
160,5,,10.07,15.01,DeVante Parker,152.9,11.13,WR,True,10.1,MIA,14,82,160,devante_parker_WR
161,12,,9.09,16.09,Kyle Rudolph,153.4,11.13,TE,True,17.8,MIN,14,121,161,kyle_rudolph_TE
162,11,,8.06,17.01,Jimmy Graham,155.0,12.01,TE,True,18.6,GB,14,167,162,jimmy_graham_TE
163,12,,10.04,15.05,Deebo Samuel,155.4,12.01,WR,True,13.2,FA,14,26,163,deebo_samuel_WR
164,10,,9.04,16.02,Broncos,155.4,12.01,DST,True,12.5,DEN,14,50,164,broncos_DST
165,12,,12.02,15.03,Andy Isabella,156.0,12.02,WR,True,8.9,ARI,14,27,165,andy_isabella_WR
166,5,,11.10,16.02,Kalen Ballage,157.1,12.03,RB,True,10.6,MIA,14,115,166,kalen_ballage_RB
167,8,,10.05,15.06,Justin Tucker,161.1,12.07,K,True,10.1,BAL,14,102,167,justin_tucker_K
168,10,,11.07,17.01,Chris Thompson,161.8,12.08,RB,True,13.9,WAS,14,110,168,chris_thompson_RB
169,6,,13.02,16.04,Derek Carr,162.3,12.08,QB,True,7.9,OAK,14,42,169,derek_carr_QB
170,9,,12.05,15.12,Tre'Quan Smith,162.6,12.09,WR,True,9.7,NO,14,56,170,trequan_smith_WR
171,10,,11.12,17.07,Eagles,164.2,12.10,DST,True,14.3,PHI,14,37,171,eagles_DST
172,12,,9.06,16.03,Harrison Butker,165.3,12.11,K,True,15.8,KC,14,69,172,harrison_butker_K
173,6,,12.09,17.11,Robert Foster,167.8,12.14,WR,True,16.0,BUF,14,43,173,robert_foster_WR
174,12,,6.04,18.01,Noah Fant,168.4,12.14,TE,True,22.3,FA,14,112,174,noah_fant_TE
175,6,,8.04,17.10,Trey Burton,169.2,13.01,TE,True,20.0,CHI,14,162,175,trey_burton_TE
176,5,,9.01,18.01,CJ Anderson,170.1,13.02,RB,True,20.0,DET,14,93,176,cj_anderson_RB
177,8,,12.04,17.11,Michael Gallup,170.6,13.03,WR,True,13.6,DAL,14,53,177,michael_gallup_WR
178,12,,11.11,18.05,Darwin Thompson,171.5,13.04,RB,True,20.9,KC,14,44,178,darwin_thompson_RB
179,10,,11.06,17.12,Ryquell Armstead,172.7,13.05,RB,True,16.0,JAX,14,122,179,ryquell_armstead_RB
180,9,,13.02,16.05,Wil Lutz,174.6,13.07,K,True,6.7,NO,14,55,180,wil_lutz_K
181,5,,13.10,17.09,Matthew Stafford,174.7,13.07,QB,True,10.1,DET,14,75,181,matthew_stafford_QB
182,4,,8.04,18.01,Chris Herndon IV,176.8,13.09,TE,True,21.2,NYJ,14,93,182,chris_herndon_iv_TE
183,10,,14.01,16.05,Kaimi Fairbairn,177.4,13.09,K,True,6.1,HOU,14,37,183,kaimi_fairbairn_K
184,9,,12.11,18.03,Malcolm Brown,177.5,13.09,RB,True,13.9,LAR,14,70,184,malcolm_brown_RB
185,11,,11.05,18.03,Jamaal Williams,179.6,13.12,RB,True,14.8,GB,14,133,185,jamaal_williams_RB
186,4,,13.10,17.11,Marquise Goodwin,180.1,13.12,WR,True,13.5,SF,14,66,186,marquise_goodwin_WR
187,6,,7.04,18.05,TJ Yeldon,180.2,13.12,RB,True,47.9,BUF,14,9,187,tj_yeldon_RB
188,10,,6.09,18.02,Demaryius Thomas,180.4,13.12,WR,True,22.7,NE,14,55,188,demaryius_thomas_WR
189,10,,14.06,16.06,Stephen Gostkowski,180.5,13.13,K,True,4.7,NE,14,72,189,stephen_gostkowski_K
190,4,,12.10,18.06,Sam Darnold,180.7,13.13,QB,True,14.2,NYJ,14,92,190,sam_darnold_QB
191,5,,13.09,17.08,Kenny Stills,181.1,13.13,WR,True,12.1,MIA,14,44,191,kenny_stills_WR
192,10,,3.05,18.06,Nelson Agholor,181.3,13.13,WR,True,47.3,PHI,14,16,192,nelson_agholor_WR
193,10,,13.03,18.06,Nick Foles,182.4,13.14,QB,True,15.7,JAX,14,57,193,nick_foles_QB
194,8,,12.10,17.07,Randall Cobb,182.9,14.01,WR,True,13.0,DAL,14,46,194,randall_cobb_WR
195,6,,11.03,18.04,Jack Doyle,183.5,14.02,TE,True,16.7,IND,14,38,195,jack_doyle_TE
196,6,,9.09,18.06,John Brown,184.1,14.02,WR,True,19.5,BUF,14,61,196,john_brown_WR
197,10,,10.07,18.06,Jordan Reed,184.3,14.02,TE,True,15.4,WAS,14,114,197,jordan_reed_TE
198,6,,11.07,18.06,Mike Davis,184.7,14.03,RB,True,18.4,CHI,14,66,198,mike_davis_RB
199,6,,13.01,18.01,Adam Vinatieri,185.9,14.04,K,True,12.6,IND,14,26,199,adam_vinatieri_K
200,5,,13.12,18.04,Albert Wilson,186.6,14.05,WR,True,14.9,MIA,14,25,200,albert_wilson_WR
201,9,,13.09,18.06,Saints,187.1,14.05,DST,True,15.7,NO,14,58,201,saints_DST
202,10,,13.08,18.06,Patriots,187.4,14.05,DST,True,13.5,NE,14,56,202,patriots_DST
203,9,,15.12,18.05,Giorgio Tavecchio,187.7,14.06,K,True,6.4,ATL,14,27,203,giorgio_tavecchio_K
204,8,,13.09,18.06,Mark Andrews,187.8,14.06,TE,True,16.1,BAL,14,28,204,mark_andrews_TE
205,9,,12.05,18.06,Giovani Bernard,188.0,14.06,RB,True,20.4,CIN,14,17,205,giovani_bernard_RB
206,10,,13.05,19.03,Dallas Goedert,190.1,14.08,TE,True,15.0,PHI,14,47,206,dallas_goedert_TE
207,11,,15.05,18.01,Seahawks,190.3,14.08,DST,True,10.6,SEA,14,12,207,seahawks_DST
208,4,,13.10,18.02,Robbie Gould,190.7,14.09,K,True,11.9,SF,14,29,208,robbie_gould_K
209,10,,16.01,18.06,Jake Elliott,191.3,14.09,K,True,9.0,PHI,14,41,209,jake_elliott_K
210,7,,5.09,18.06,Duke Johnson,192.1,14.10,RB,True,23.8,CLE,14,55,210,duke_johnson_RB
211,9,,15.01,18.04,John Ross,192.1,14.10,WR,True,14.5,CIN,14,9,211,john_ross_WR
212,12,,11.06,18.03,Michael Badgley,192.6,14.11,K,True,14.6,LAC,14,32,212,michael_badgley_K
213,6,,14.07,18.06,Bills,192.9,14.11,DST,True,11.6,BUF,14,99,213,bills_DST
214,8,,11.05,18.06,Gus Edwards,193.4,14.11,RB,True,21.8,BAL,14,23,214,gus_edwards_RB
215,7,,15.06,18.05,Steelers,193.8,14.12,DST,True,10.6,PIT,14,22,215,steelers_DST
216,12,,13.11,18.06,Chase Edmonds,193.9,14.12,RB,True,18.1,ARI,14,18,216,chase_edmonds_RB
217,6,,14.04,18.06,Colts,194.5,14.13,DST,True,12.6,IND,14,136,217,colts_DST
218,4,,13.08,18.06,Jets,194.6,14.13,DST,True,14.3,NYJ,14,19,218,jets_DST
219,10,,14.10,18.08,Joe Flacco,194.7,14.13,QB,True,16.0,DEN,14,9,219,joe_flacco_QB
220,6,,15.04,18.05,Cole Beasley,194.9,14.13,WR,True,10.8,BUF,14,12,220,cole_beasley_WR
221,12,,16.03,17.08,Cardinals,195.2,14.13,DST,True,4.5,ARI,14,13,221,cardinals_DST
222,11,,14.12,18.06,Mason Crosby,195.9,14.14,K,True,10.4,GB,14,28,222,mason_crosby_K
223,7,,15.04,18.03,Panthers,195.9,14.14,DST,True,10.5,CAR,14,10,223,panthers_DST
224,4,,13.06,18.06,Quincy Enunwa,196.6,15.01,WR,True,14.4,NYJ,14,25,224,quincy_enunwa_WR
225,9,,15.01,18.06,Ted Ginn Jr,197.7,15.02,WR,True,15.1,NO,14,15,225,ted_ginn_jr_WR
226,11,,15.09,18.06,Packers,197.8,15.02,DST,True,10.9,GB,14,10,226,packers_DST
227,8,,16.08,18.06,Brett Maher,199.6,15.04,K,True,6.3,DAL,14,33,227,brett_maher_K
228,5,,16.03,18.06,Matt Prater,200.2,15.04,K,True,5.7,DET,14,42,228,matt_prater_K
229,12,,16.08,18.06,Dan Bailey,200.5,15.04,K,True,6.1,MIN,14,31,229,dan_bailey_K
230,11,,16.03,18.06,Aldrick Rosas,202.2,15.06,K,True,7.2,NYG,14,23,230,aldrick_rosas_K
231,4,,16.06,18.06,49ers,204.9,15.09,DST,True,7.1,SF,14,14,231,ers_DST
1,11,,1.01,1.04,Saquon Barkley,2.0,1.02,RB,False,0.8,NYG,14,101,1,saquon_barkley_RB
2,8,,1.01,1.04,Ezekiel Elliott,2.1,1.02,RB,False,0.9,DAL,14,37,2,ezekiel_elliott_RB
3,9,,1.01,1.07,Alvin Kamara,3.2,1.03,RB,False,1.5,NO,14,79,3,alvin_kamara_RB
4,7,,1.01,1.07,Christian McCaffrey,3.6,1.04,RB,False,1.4,CAR,14,54,4,christian_mccaffrey_RB
5,12,,1.04,1.09,David Johnson,5.8,1.06,RB,False,1.2,ARI,14,48,5,david_johnson_RB
6,12,,1.01,1.09,Melvin Gordon,5.9,1.06,RB,False,1.6,LAC,14,55,6,melvin_gordon_RB
7,4,,1.04,1.11,LeVeon Bell,7.6,1.08,RB,False,1.6,NYJ,14,57,7,leveon_bell_RB
8,10,,1.05,1.12,DeAndre Hopkins,7.9,1.08,WR,False,1.5,HOU,14,75,8,deandre_hopkins_WR
9,11,,1.04,2.03,Davante Adams,8.6,1.09,WR,False,2.0,GB,14,55,9,davante_adams_WR
10,9,,1.06,2.03,Joe Mixon,10.8,1.11,RB,False,1.8,CIN,14,69,10,joe_mixon_RB
11,7,,1.07,2.03,James Conner,11.0,1.11,RB,False,2.1,PIT,14,62,11,james_conner_RB
12,9,,1.01,2.03,Julio Jones,11.3,1.11,WR,False,2.6,ATL,14,84,12,julio_jones_WR
13,9,,1.05,2.08,Todd Gurley,12.3,1.12,RB,False,3.3,LAR,14,55,13,todd_gurley_RB
14,9,,1.08,2.06,Michael Thomas,12.7,1.13,WR,False,1.7,NO,14,106,14,michael_thomas_WR
15,12,,1.06,2.09,Dalvin Cook,14.9,2.01,RB,False,2.4,MIN,14,72,15,dalvin_cook_RB
16,7,,1.08,2.08,Odell Beckham Jr,15.0,2.01,WR,False,2.4,CLE,14,78,16,odell_beckham_jr_WR
17,12,,1.07,2.11,Travis Kelce,16.3,2.02,TE,False,3.2,KC,14,107,17,travis_kelce_TE
18,7,,1.11,2.10,Nick Chubb,17.2,2.03,RB,False,2.1,CLE,14,74,18,nick_chubb_RB
19,7,,1.11,2.10,JuJu Smith-Schuster,17.3,2.03,WR,False,2.9,PIT,14,67,19,juju_smithschuster_WR
20,12,,2.02,3.02,Damien Williams,19.5,2.05,RB,False,2.7,KC,14,65,20,damien_williams_RB
21,6,,2.03,3.03,Antonio Brown,20.6,2.07,WR,False,2.8,OAK,14,79,21,antonio_brown_WR
22,7,,2.02,3.03,Mike Evans,20.8,2.07,WR,False,2.5,TB,14,71,22,mike_evans_WR
23,10,,2.03,3.12,Leonard Fournette,21.8,2.08,RB,False,3.2,JAX,14,69,23,leonard_fournette_RB
24,11,,1.01,3.07,Derrick Henry,22.1,2.08,RB,False,5.5,TEN,14,58,24,derrick_henry_RB
25,6,,2.04,3.04,Marlon Mack,22.4,2.08,RB,False,2.8,IND,14,61,25,marlon_mack_RB
26,12,,1.01,3.12,Pat Mahomes,23.3,2.09,QB,False,8.2,KC,14,50,26,pat_mahomes_QB
27,6,,2.02,3.04,T.Y. Hilton,25.3,2.11,WR,False,2.4,IND,14,63,27,ty_hilton_WR
28,12,,2.10,3.11,Adam Thielen,27.7,2.14,WR,False,2.3,MIN,14,73,28,adam_thielen_WR
29,9,,2.03,3.11,Devonta Freeman,28.1,2.14,RB,False,4.6,ATL,14,42,29,devonta_freeman_RB
30,9,,2.11,4.02,A.J. Green,28.4,2.14,WR,False,3.3,CIN,14,47,30,aj_green_WR
31,11,,2.06,4.01,Aaron Jones,28.7,3.01,RB,False,4.7,GB,14,66,31,aaron_jones_RB
32,12,,2.09,4.01,Keenan Allen,30.4,3.02,WR,False,3.4,LAC,14,66,32,keenan_allen_WR
33,8,,2.04,4.09,Amari Cooper,31.8,3.04,WR,False,4.8,DAL,14,104,33,amari_cooper_WR
34,6,,2.07,4.03,Josh Jacobs,31.9,3.04,RB,False,4.0,OAK,14,50,34,josh_jacobs_RB
35,4,,2.07,4.06,George Kittle,33.7,3.06,TE,False,5.3,SF,14,58,35,george_kittle_TE
36,10,,2.10,4.07,Zach Ertz,33.8,3.06,TE,False,4.3,PHI,14,47,36,zach_ertz_TE
37,5,,2.05,4.10,Kerryon Johnson,36.0,3.08,RB,False,4.3,DET,14,119,37,kerryon_johnson_RB
38,8,,2.10,5.01,Mark Ingram,36.5,3.08,RB,False,5.3,BAL,14,98,38,mark_ingram_RB
39,10,,3.04,4.10,Sony Michel,37.9,3.10,RB,False,4.5,NE,14,55,39,sony_michel_RB
40,12,,3.05,4.10,Stefon Diggs,38.7,3.11,WR,False,3.6,MIN,14,93,40,stefon_diggs_WR
41,10,,3.04,5.01,Phillip Lindsay,40.2,3.12,RB,False,4.2,DEN,14,74,41,phillip_lindsay_RB
42,10,,3.09,5.03,Julian Edelman,42.1,3.14,WR,False,3.2,NE,14,70,42,julian_edelman_WR
43,6,,1.03,5.02,Andrew Luck,42.3,3.14,QB,False,7.6,IND,14,38,43,andrew_luck_QB
44,9,,3.07,5.06,Brandin Cooks,43.0,4.01,WR,False,4.2,LAR,14,89,44,brandin_cooks_WR
45,11,,3.12,5.04,Chris Carson,43.1,4.01,RB,False,3.7,SEA,14,72,45,chris_carson_RB
46,5,,3.11,5.06,Kenny Golladay,45.7,4.04,WR,False,3.9,DET,14,82,46,kenny_golladay_WR
47,11,,1.02,5.08,Aaron Rodgers,46.0,4.04,QB,False,8.7,GB,14,37,47,aaron_rodgers_QB
48,6,,3.06,6.08,David Montgomery,46.1,4.04,RB,False,8.2,CHI,14,96,48,david_montgomery_RB
49,12,,3.08,5.06,Tyreek Hill,46.5,4.05,WR,False,4.2,KC,14,61,49,tyreek_hill_WR
50,5,,4.05,5.12,Kenyan Drake,47.5,4.05,RB,False,4.5,MIA,14,92,50,kenyan_drake_RB
51,9,,4.07,5.08,Robert Woods,48.8,4.07,WR,False,2.9,LAR,14,77,51,robert_woods_WR
52,9,,1.02,5.08,Cooper Kupp,49.0,4.07,WR,False,8.7,LAR,14,39,52,cooper_kupp_WR
53,12,,4.01,6.04,Mike Williams,51.4,4.09,WR,False,4.4,LAC,14,76,53,mike_williams_WR
54,10,,4.07,6.04,Derrius Guice,52.9,4.11,RB,False,5.3,WAS,14,50,54,derrius_guice_RB
55,7,,4.04,6.09,O.J. Howard,54.1,4.12,TE,False,6.1,TB,14,35,55,oj_howard_TE
56,10,,3.06,6.10,Deshaun Watson,55.2,4.13,QB,False,9.7,HOU,14,48,56,deshaun_watson_QB
57,7,,4.10,6.11,Chris Godwin,56.5,5.01,WR,False,5.0,TB,14,43,57,chris_godwin_WR
58,9,,4.05,6.06,Calvin Ridley,56.8,5.01,WR,False,6.1,ATL,14,56,58,calvin_ridley_WR
59,11,,4.10,6.11,Tyler Lockett,57.5,5.01,WR,False,6.1,SEA,14,75,59,tyler_lockett_WR
60,6,,4.04,6.10,Tarik Cohen,58.5,5.03,RB,False,6.4,CHI,14,55,60,tarik_cohen_RB
61,12,,4.12,7.01,Sammy Watkins,58.6,5.03,WR,False,5.8,KC,14,53,61,sammy_watkins_WR
62,7,,5.05,6.10,Baker Mayfield,59.0,5.03,QB,False,4.5,CLE,14,55,62,baker_mayfield_QB
63,9,,3.10,7.07,Matt Ryan,61.4,5.05,QB,False,12.0,ATL,14,36,63,matt_ryan_QB
64,12,,4.06,7.09,Hunter Henry,62.6,5.07,TE,False,6.6,LAC,14,45,64,hunter_henry_TE
65,6,,3.08,7.11,Eric Ebron,62.6,5.07,TE,False,9.2,IND,14,61,65,eric_ebron_TE
66,10,,4.10,6.10,Lamar Miller,63.8,5.08,RB,False,5.3,HOU,14,52,66,lamar_miller_RB
67,7,,4.12,7.03,Jarvis Landry,63.9,5.08,WR,False,4.8,CLE,14,68,67,jarvis_landry_WR
68,4,,3.11,7.06,Tevin Coleman,64.0,5.08,RB,False,6.9,SF,14,93,68,tevin_coleman_RB
69,10,,4.08,7.03,Alshon Jeffery,66.3,5.10,WR,False,5.6,PHI,14,68,69,alshon_jeffery_WR
70,11,,3.05,8.02,Rashaad Penny,67.8,5.12,RB,False,8.6,SEA,14,101,70,rashaad_penny_RB
71,9,,5.07,7.08,Tyler Boyd,68.7,5.13,WR,False,4.3,CIN,14,98,71,tyler_boyd_WR
72,11,,5.09,7.07,Evan Engram,69.5,5.14,TE,False,5.3,NYG,14,50,72,evan_engram_TE
73,10,,4.07,8.06,Jordan Howard,69.8,5.14,RB,False,8.7,PHI,14,54,73,jordan_howard_RB
74,9,,6.01,7.06,Drew Brees,70.3,5.14,QB,False,4.0,NO,14,44,74,drew_brees_QB
75,4,,5.07,7.12,Robby Anderson,72.2,6.02,WR,False,7.4,NYJ,14,69,75,robby_anderson_WR
76,10,,3.04,9.01,Carson Wentz,74.0,6.04,QB,False,13.9,PHI,14,58,76,carson_wentz_QB
77,7,,5.07,8.04,D.J. Moore,74.2,6.04,WR,False,6.3,CAR,14,66,77,dj_moore_WR
78,10,,4.11,8.04,James White,74.4,6.04,RB,False,7.2,NE,14,97,78,james_white_RB
79,10,,5.12,8.06,Will Fuller,75.3,6.05,WR,False,6.4,HOU,14,57,79,will_fuller_WR
80,12,,4.11,9.03,Darrell Henderson,75.4,6.05,RB,False,9.1,FA,14,72,80,darrell_henderson_RB
81,11,,6.05,8.07,Russell Wilson,75.6,6.06,QB,False,6.7,SEA,14,30,81,russell_wilson_QB
82,9,,6.06,7.12,Jared Cook,76.0,6.06,TE,False,4.2,NO,14,55,82,jared_cook_TE
83,9,,4.07,8.12,Latavius Murray,79.7,6.10,RB,False,8.3,NO,14,116,83,latavius_murray_RB
84,12,,6.09,8.07,Miles Sanders,80.3,6.10,RB,False,6.8,FA,14,37,84,miles_sanders_RB
85,7,,3.05,9.04,Kareem Hunt,81.1,6.11,RB,False,13.8,CLE,14,47,85,kareem_hunt_RB
86,6,,5.11,9.02,Allen Robinson,81.3,6.11,WR,False,7.7,CHI,14,74,86,allen_robinson_WR
87,7,,7.01,8.06,Vance McDonald,81.9,6.12,TE,False,4.6,PIT,14,20,87,vance_mcdonald_TE
88,7,,6.12,9.02,David Njoku,85.7,7.02,TE,False,5.4,CLE,14,49,88,david_njoku_TE
89,12,,6.11,9.02,Christian Kirk,85.9,7.02,WR,False,6.3,ARI,14,68,89,christian_kirk_WR
90,4,,6.11,9.12,Dante Pettis,87.9,7.04,WR,False,8.9,SF,14,71,90,dante_pettis_WR
91,12,,7.05,9.02,Philip Rivers,88.2,7.04,QB,False,5.3,LAC,14,31,91,philip_rivers_QB
92,11,,7.04,9.11,Sterling Shepard,90.5,7.07,WR,False,7.0,NYG,14,44,92,sterling_shepard_WR
93,10,,6.11,9.07,Royce Freeman,91.7,7.08,RB,False,6.1,DEN,14,82,93,royce_freeman_RB
94,6,,6.04,10.01,LeSean McCoy,91.8,7.08,RB,False,7.1,BUF,14,49,94,lesean_mccoy_RB
95,6,,7.12,10.11,Trey Burton,95.2,7.11,TE,False,10.0,CHI,14,33,95,trey_burton_TE
96,7,,5.08,10.07,Peyton Barber,96.1,7.12,RB,False,14.6,TB,14,57,96,peyton_barber_RB
97,11,,7.11,10.07,Corey Davis,96.3,7.12,WR,False,8.9,TEN,14,50,97,corey_davis_WR
98,6,,7.09,10.03,Bears,97.0,7.13,DST,False,7.2,CHI,14,89,98,bears_DST
99,11,,6.11,10.05,D.K. Metcalf,97.1,7.13,WR,False,7.8,SEA,14,42,99,dk_metcalf_WR
100,12,,7.05,11.10,Kyler Murray,97.4,7.13,QB,False,10.5,FA,14,42,100,kyler_murray_QB
101,10,,6.12,10.07,N'Keal Harry,97.6,7.14,WR,False,8.9,NE,14,46,101,nkeal_harry_WR
102,5,,8.05,10.02,Marvin Jones,98.2,7.14,WR,False,5.0,DET,14,82,102,marvin_jones_WR
103,9,,7.08,10.10,Jared Goff,99.1,8.01,QB,False,8.6,LAR,14,36,103,jared_goff_QB
104,7,,8.01,11.04,Cam Newton,100.3,8.02,QB,False,8.7,CAR,14,45,104,cam_newton_QB
105,7,,3.05,12.03,Ronald Jones II,100.4,8.02,RB,False,20.0,TB,14,99,105,ronald_jones_ii_RB
106,12,,8.07,10.09,Carlos Hyde,101.0,8.03,RB,False,5.9,KC,14,59,106,carlos_hyde_RB
107,10,,8.02,10.06,Courtland Sutton,102.1,8.04,WR,False,6.4,DEN,14,64,107,courtland_sutton_WR
108,4,,8.01,10.10,Jerick McKinnon,102.2,8.04,RB,False,7.3,SF,14,54,108,jerick_mckinnon_RB
109,12,,6.09,11.02,Larry Fitzgerald,104.1,8.06,WR,False,10.9,ARI,14,45,109,larry_fitzgerald_WR
110,12,,3.05,11.07,Austin Ekeler,104.5,8.07,RB,False,30.1,LAC,14,47,110,austin_ekeler_RB
111,11,,8.05,11.01,Geronimo Allison,105.1,8.07,WR,False,5.8,GB,14,69,111,geronimo_allison_WR
112,10,,7.11,11.03,Adrian Peterson,105.9,8.08,RB,False,9.8,WAS,14,69,112,adrian_peterson_RB
113,7,,9.02,11.03,Jaylen Samuels,106.1,8.08,RB,False,6.6,PIT,14,47,113,jaylen_samuels_RB
114,12,,8.06,11.06,Mecole Hardman,112.2,8.14,WR,False,8.6,KC,14,39,114,mecole_hardman_WR
115,10,,7.02,11.09,Tom Brady,113.0,9.01,QB,False,12.1,NE,14,42,115,tom_brady_QB
116,9,,8.10,11.06,Ito Smith,113.4,9.01,RB,False,7.2,ATL,14,43,116,ito_smith_RB
117,5,,7.09,12.06,T.J. Hockenson,114.1,9.02,TE,False,16.4,DET,14,19,117,tj_hockenson_TE
118,10,,8.12,11.07,Emmanuel Sanders,114.3,9.02,WR,False,7.6,DEN,14,49,118,emmanuel_sanders_WR
119,9,,9.08,11.07,Rams,116.1,9.04,DST,False,6.0,LAR,14,18,119,rams_DST
120,7,,8.12,11.11,Jameis Winston,117.3,9.05,QB,False,9.1,TB,14,70,120,jameis_winston_QB
121,10,,4.08,12.06,DeSean Jackson,118.3,9.06,WR,False,13.9,PHI,14,56,121,desean_jackson_WR
122,10,,10.05,11.07,Jaguars,118.6,9.07,DST,False,4.0,JAX,14,19,122,jaguars_DST
123,7,,8.01,12.01,Ben Roethlisberger,119.0,9.07,QB,False,9.9,PIT,14,58,123,ben_roethlisberger_QB
124,10,,9.03,11.11,Donta Foreman,119.1,9.07,RB,False,7.9,HOU,14,49,124,donta_foreman_RB
125,11,,8.03,14.02,Delanie Walker,119.7,9.08,TE,False,17.6,TEN,14,16,125,delanie_walker_TE
126,6,,9.08,12.04,Devin Funchess,121.1,9.09,WR,False,8.3,IND,14,33,126,devin_funchess_WR
127,7,,9.11,12.03,James Washington,121.4,9.09,WR,False,6.4,PIT,14,45,127,james_washington_WR
128,12,,10.01,11.12,Chargers,122.2,9.10,DST,False,5.2,LAC,14,30,128,chargers_DST
129,12,,9.01,12.11,Devin Singletary,124.0,9.12,RB,False,11.0,FA,14,31,129,devin_singletary_RB
130,4,,5.08,13.02,Matt Breida,124.5,9.13,RB,False,17.2,SF,14,41,130,matt_breida_RB
131,10,,9.04,12.04,Dede Westbrook,125.7,9.14,WR,False,7.5,JAX,14,27,131,dede_westbrook_WR
132,11,,8.05,12.06,Golden Tate,127.0,10.01,WR,False,8.0,NYG,14,50,132,golden_tate_WR
133,7,,8.06,13.06,Curtis Samuel,129.3,10.03,WR,False,8.9,CAR,14,79,133,curtis_samuel_WR
134,8,,9.05,12.08,Ravens,129.9,10.04,DST,False,9.6,BAL,14,14,134,ravens_DST
135,6,,9.04,13.04,Josh Allen,130.5,10.04,QB,False,8.6,BUF,14,68,135,josh_allen_QB
136,4,,10.04,13.04,Jimmy Garoppolo,132.1,10.06,QB,False,7.5,SF,14,58,136,jimmy_garoppolo_QB
137,12,,11.02,13.03,Vikings,134.1,10.08,DST,False,6.0,MIN,14,20,137,vikings_DST
138,10,,10.06,14.02,Keke Coutee,134.4,10.08,WR,False,8.8,HOU,14,36,138,keke_coutee_WR
139,8,,10.05,12.08,Willie Snead,134.6,10.09,WR,False,11.4,BAL,14,10,139,willie_snead_WR
140,6,,11.01,13.05,Anthony Miller,136.0,10.10,WR,False,8.9,CHI,14,24,140,anthony_miller_WR
141,6,,10.06,13.11,Mike Davis,136.3,10.10,RB,False,10.6,CHI,14,27,141,mike_davis_RB
142,12,,8.01,14.01,Kirk Cousins,137.0,10.11,QB,False,17.5,MIN,14,69,142,kirk_cousins_QB
143,7,,10.08,13.10,Browns,137.6,10.12,DST,False,8.5,CLE,14,14,143,browns_DST
144,8,,10.03,13.10,Lamar Jackson,137.8,10.12,QB,False,10.2,BAL,14,88,144,lamar_jackson_QB
145,12,,10.10,16.06,Alexander Mattison,138.3,10.12,RB,False,13.3,MIN,14,50,145,alexander_mattison_RB
146,8,,11.06,14.01,Dak Prescott,139.5,10.14,QB,False,8.4,DAL,14,42,146,dak_prescott_QB
147,6,,9.11,13.09,Parris Campbell,141.2,11.01,WR,False,12.8,IND,14,20,147,parris_campbell_WR
148,4,,10.11,13.11,Marquise Goodwin,142.4,11.02,WR,False,9.4,SF,14,29,148,marquise_goodwin_WR
149,10,,11.08,14.04,Texans,143.1,11.03,DST,False,10.1,HOU,14,19,149,texans_DST
150,7,,8.01,14.12,Greg Olsen,144.8,11.05,TE,False,18.8,CAR,14,82,150,greg_olsen_TE
151,11,,10.07,14.10,Dion Lewis,144.8,11.05,RB,False,13.8,TEN,14,35,151,dion_lewis_RB
