,name,pos,pts_ppr_cbs,pts_cbs,pts_nfl,pts_fox,pts_2018
487,gavin_escobar,TE,6.0,2.0,0.0,5.8,
488,james_o'shaughnessy,TE,6.0,2.0,23.0,,
489,daniel_brown,TE,6.0,2.0,1.26,19.9,
490,chris_manhertz,TE,6.0,2.0,4.78,,
491,antony_auclair,TE,6.0,2.0,5.32,,
492,clay_harbor,TE,6.0,2.0,,,
493,michael_roberts,TE,6.0,2.0,8.76,,
494,derek_carrier,TE,5.0,2.0,7.32,,
495,phillip_supernaw,TE,5.0,1.0,,,
496,khari_lee,TE,5.0,1.0,,,
497,niles_paul,TE,4.0,1.0,26.36,3.6,
498,lee_smith,TE,4.0,0.0,14.67,5.9,
499,lee_smith,TE,4.0,0.0,14.67,5.9,
500,darrell_daniels,TE,4.0,0.0,9.1,,
501,darrell_daniels,TE,4.0,0.0,9.1,,
502,levine_toilolo,TE,3.0,0.0,21.19,17.3,
503,levine_toilolo,TE,3.0,0.0,21.19,17.3,
504,jacob_hollister,TE,2.0,0.0,8.17,,
505,jacob_hollister,TE,2.0,0.0,8.17,,
506,troy_fumagalli,TE,2.0,0.0,0.0,,
507,troy_fumagalli,TE,2.0,0.0,0.0,,
508,logan_paulsen,TE,2.0,0.0,6.24,17.7,
509,logan_paulsen,TE,2.0,0.0,6.24,17.7,
510,ben_braunecker,TE,0.0,0.0,1.83,7.1,
511,stephen_gostkowski,K,152.0,156.0,131.59,136.6,
512,greg_zuerlein,K,147.0,152.0,117.68,102.7,
513,harrison_butker,K,146.0,150.0,112.68,,
514,robbie_gould,K,145.0,148.0,113.76,70.9,
515,chris_boswell,K,137.0,142.0,121.25,125.9,
516,jake_elliott,K,136.0,142.0,119.8,,
517,justin_tucker,K,135.0,140.0,114.93,126.2,
518,matt_bryant,K,134.0,140.0,122.98,125.7,
519,wil_lutz,K,132.0,137.0,124.15,115.9,
520,adam_vinatieri,K,128.0,134.0,108.66,118.4,
521,daniel_carlson,K,126.0,130.0,120.51,,
522,graham_gano,K,123.0,128.0,114.52,115.9,
523,matt_prater,K,123.0,125.0,111.37,111.4,
524,josh_lambo,K,120.0,123.0,117.55,99.3,
525,ryan_succop,K,119.0,121.0,109.68,110.4,
526,ka'imi_fairbairn,K,117.0,121.0,106.11,,
527,brett_maher,K,116.0,118.0,109.88,,
528,brandon_mcmanus,K,114.0,117.0,110.73,114.0,
529,phil_dawson,K,114.0,117.0,114.65,104.1,
530,mason_crosby,K,110.0,112.0,120.92,120.8,
531,dustin_hopkins,K,109.0,110.0,117.0,118.5,
532,sebastian_janikowski,K,106.0,109.0,108.76,117.3,
533,caleb_sturgis,K,104.0,108.0,120.62,103.6,
534,mike_nugent,K,103.0,104.0,110.12,91.8,
535,chandler_catanzaro,K,98.0,100.0,112.26,121.3,
536,aldrick_rosas,K,93.0,97.0,106.12,,
537,jason_sanders,K,93.0,95.0,113.87,,
538,zane_gonzalez,K,92.0,95.0,108.21,,
539,stephen_hauschka,K,90.0,94.0,99.97,,
540,randy_bullock,K,85.0,86.0,111.54,36.8,
541,cody_parkey,K,83.0,85.0,104.95,85.8,
542,jason_myers,K,39.0,40.0,103.44,100.4,
543,jaguars,DST,246.0,246.0,,,
544,titans,DST,224.0,224.0,,,
545,vikings,DST,220.0,220.0,,,
546,rams,DST,207.0,207.0,,,
547,ravens,DST,201.0,201.0,,,
548,chargers,DST,200.0,200.0,,,
549,eagles,DST,199.0,199.0,,,
550,steelers,DST,196.0,196.0,,,
551,broncos,DST,190.0,190.0,,,
552,packers,DST,190.0,190.0,,,
553,cowboys,DST,185.0,185.0,,,
554,falcons,DST,179.0,179.0,,,
555,patriots,DST,177.0,177.0,,,
556,seahawks,DST,176.0,176.0,,,
557,cardinals,DST,173.0,173.0,,,
558,bears,DST,163.0,163.0,,,
559,panthers,DST,161.0,161.0,,,
560,bills,DST,159.0,159.0,,,
561,redskins,DST,157.0,157.0,,,
562,texans,DST,153.0,153.0,,,
563,saints,DST,153.0,153.0,,,
564,chiefs,DST,150.0,150.0,,,
565,lions,DST,147.0,147.0,,,
566,raiders,DST,144.0,144.0,,,
567,buccaneers,DST,139.0,139.0,,,
568,49ers,DST,139.0,139.0,,,
569,dolphins,DST,138.0,138.0,,,
570,jets,DST,138.0,138.0,,,
571,colts,DST,136.0,136.0,,,
572,giants,DST,128.0,128.0,,,
573,bengals,DST,127.0,127.0,,,
574,david_fales,QB,,,9.31,,
575,sean_mannion,QB,,,8.16,,
576,brett_hundley,QB,,,8.01,,
577,joshua_dobbs,QB,,,6.4,,
578,robert_griffin,QB,,,6.18,,
579,kevin_hogan,QB,,,5.28,,
580,brandon_weeden,QB,,,4.38,,
581,blaine_gabbert,QB,,,4.13,79.7,
582,chad_kelly,QB,,,2.15,,
583,joe_webb,QB,,,1.29,,
584,nate_sudfeld,QB,,,0.75,,
585,austin_allen,QB,,,0.0,,
586,brandon_allen,QB,,,0.0,,
587,kyle_allen,QB,,,0.0,,
588,matt_barkley,QB,,,0.0,80.6,
589,jt_barrett,QB,,,0.0,,
590,kurt_benkert,QB,,,0.0,,
591,tim_boyle,QB,,,0.0,,
592,tyler_bray,QB,,,0.0,,
593,joe_callahan,QB,,,0.0,,
594,connor_cook,QB,,,0.0,,
595,jay_cutler,QB,,,0.0,75.0,
596,danny_etling,QB,,,0.0,,
597,luke_falk,QB,,,0.0,,
598,tyler_ferguson,QB,,,0.0,,
599,garrett_gilbert,QB,,,0.0,,
600,mike_glennon,QB,,,0.0,,
601,garrett_grayson,QB,,,0.0,,
602,christian_hackenberg,QB,,,0.0,,
603,jack_heneghan,QB,,,0.0,,
604,taysom_hill,QB,,,0.0,,
605,josh_johnson,QB,,,0.0,,
606,cardale_jones,QB,,,0.0,,
607,landry_jones,QB,,,0.0,27.9,
608,brad_kaaya,QB,,,0.0,,
609,colin_kaepernick,QB,,,0.0,203.5,
610,chad_kanoff,QB,,,0.0,,
611,chase_litton,QB,,,0.0,,
612,paxton_lynch,QB,,,0.0,,
613,ej_manuel,QB,,,0.0,16.0,
614,matt_mcgloin,QB,,,0.0,10.6,
615,alex_mcgough,QB,,,0.0,,
616,javorius_allen,RB,,,87.74,16.3,
617,jonathan_stewart,RB,,,54.92,133.8,
618,mike_boone,RB,,,32.6,,
619,detrez_newsome,RB,,,31.01,,
620,tj_logan,RB,,,30.52,,
621,tavon_austin,RB,,,27.51,,
622,ricky_ortiz,RB,,,11.63,,
623,de'anthony_thomas,RB,,,10.14,,
624,boston_scott,RB,,,9.01,,
625,tommy_bohanon,RB,,,8.02,,
626,roosevelt_nix,RB,,,7.93,,
627,cj_ham,RB,,,7.27,,
628,tre_madden,RB,,,4.68,,
629,alex_armah,RB,,,4.33,,
630,josh_adams,RB,,,0.0,,
631,lamar_atkins,RB,,,0.0,,
632,kenjon_barner,RB,,,0.0,5.9,
633,nick_bawden,RB,,,0.0,,
634,kapri_bibbs,RB,,,0.0,17.5,
635,reggie_bonnafon,RB,,,0.0,,
636,joel_bouagnon,RB,,,0.0,,
637,algernon_brown,RB,,,0.0,,
638,mack_brown,RB,,,0.0,,
639,travaris_cadet,RB,,,0.0,45.4,
640,tra_carson,RB,,,0.0,,
641,cethan_carter,RB,,,0.0,,
642,martez_carter,RB,,,0.0,,
643,jamaal_charles,RB,,,0.0,23.5,
644,jordan_chunn,RB,,,0.0,,
645,lavon_coleman,RB,,,0.0,,
646,tim_cook,RB,,,0.0,,
647,justin_crawford,RB,,,0.0,,
648,josh_ferguson,RB,,,0.0,41.1,
649,dimitri_flowers,RB,,,0.0,,
650,quinton_flowers,RB,,,0.0,,
651,jarvion_franklin,RB,,,0.0,,
652,aaron_green,RB,,,0.0,,
653,derrius_guice,RB,,,0.0,,
654,russell_hansbrough,RB,,,0.0,,
655,josh_harris,RB,,,0.0,,
656,de'angelo_henderson,RB,,,0.0,,
657,brian_hill,RB,,,0.0,,
658,bronson_hill,RB,,,0.0,,
659,khalid_hill,RB,,,0.0,,
660,dontrell_hilliard,RB,,,0.0,,
661,akeem_hunt,RB,,,0.0,,
662,justin_jackson,RB,,,0.0,,
663,malcolm_johnson,RB,,,0.0,7.2,
664,matt_jones,RB,,,0.0,89.0,
665,joe_kerridge,RB,,,0.0,,
666,zach_laskey,RB,,,0.0,,
667,terrence_magee,RB,,,0.0,,
668,anthony_manzo-lewis,RB,,,0.0,,
669,keith_marshall,RB,,,0.0,,
670,rishard_matthews,WR,,,93.66,89.6,
671,brandon_zylstra,WR,,,31.61,,
672,equanimeous_st,WR,,,31.31,,
673,seth_devalve,WR,,,30.36,,
674,trent_sherfield,WR,,,29.27,,
675,tim_patrick,WR,,,28.25,,
676,chad_hansen,WR,,,26.42,,
677,robert_foster,WR,,,22.95,,
678,david_moore,WR,,,21.71,,
679,russell_shepard,WR,,,20.85,57.7,
680,damion_ratley,WR,,,20.58,,
681,kaelin_clay,WR,,,17.03,,
682,dan_arnold,WR,,,16.27,,
683,janarion_grant,WR,,,13.52,,
684,amara_darboh,WR,,,10.93,,
685,stacy_coley,WR,,,10.16,,
686,deonte_thompson,WR,,,7.4,20.4,
687,darius_jennings,WR,,,7.16,,
688,bradley_marquez,WR,,,5.91,18.3,
689,rashad_greene,WR,,,4.55,,
690,deandre_carter,WR,,,3.99,,
691,matthew_slater,WR,,,1.24,15.0,
692,jaelon_acklin,WR,,,0.0,,
693,quincy_adeboyejo,WR,,,0.0,,
694,carlton_agudosi,WR,,,0.0,,
695,dres_anderson,WR,,,0.0,,
696,marcell_ateman,WR,,,0.0,,
697,demarcus_ayers,WR,,,0.0,6.2,
698,jeff_badet,WR,,,0.0,,
699,rasheed_bailey,WR,,,0.0,,
700,sergio_bailey,WR,,,0.0,,
701,chad_beebe,WR,,,0.0,,
702,kenny_bell,WR,,,0.0,,
703,braxton_berrios,WR,,,0.0,,
704,evan_berry,WR,,,0.0,,
705,jace_billingsley,WR,,,0.0,,
706,saeed_blacknall,WR,,,0.0,,
707,christian_blake,WR,,,0.0,,
708,cj_board,WR,,,0.0,,
709,victor_bolden,WR,,,0.0,,
710,daniel_braverman,WR,,,0.0,,
711,quan_bray,WR,,,0.0,5.0,
712,kj_brent,WR,,,0.0,,
713,kenny_britt,WR,,,0.0,119.9,
714,corey_brown,WR,,,0.0,27.5,
715,fred_brown,WR,,,0.0,,
716,marlon_brown,WR,,,0.0,,
717,dez_bryant,WR,,,0.0,134.9,
718,martavis_bryant,WR,,,0.0,,
719,marquis_bundy,WR,,,0.0,,
720,aaron_burbridge,WR,,,0.0,4.6,
721,deontay_burnett,WR,,,0.0,,
722,isaiah_burse,WR,,,0.0,10.7,
723,deante_burton,WR,,,0.0,,
724,brice_butler,WR,,,0.0,40.4,
725,dontez_byrd,WR,,,0.0,,
726,deon_cain,WR,,,0.0,,
727,michael_campanaro,WR,,,0.0,,
728,kd_cannon,WR,,,0.0,,
729,dylan_cantrell,WR,,,0.0,,
730,leonte_carroo,WR,,,0.0,28.9,
731,jehu_chesson,WR,,,0.0,,
732,detrich_clark,WR,,,0.0,,
733,michael_clark,WR,,,0.0,,
734,simmie_cobbs,WR,,,0.0,,
735,brandon_coleman,WR,,,0.0,50.3,
736,corey_coleman,WR,,,0.0,84.7,
737,river_cracraft,WR,,,0.0,,
738,montay_crockett,WR,,,0.0,,
739,jawill_davis,WR,,,0.0,,
740,rashard_davis,WR,,,0.0,,
741,robert_davis,WR,,,0.0,,
742,eric_decker,WR,,,0.0,26.0,
743,john_diarse,WR,,,0.0,,
744,gehrig_dieter,WR,,,0.0,,
745,austin_duke,WR,,,0.0,,
746,steven_dunbar,WR,,,0.0,,
747,malachi_dupre,WR,,,0.0,,
748,travin_dural,WR,,,0.0,,
749,malik_earl,WR,,,0.0,,
750,amba_etta-tawo,WR,,,0.0,,
751,shay_fields,WR,,,0.0,,
752,michael_floyd,WR,,,0.0,91.6,
753,dontez_ford,WR,,,0.0,,
754,isaiah_ford,WR,,,0.0,,
755,dj_foster,WR,,,0.0,,
756,bennie_fowler,WR,,,0.0,17.5,
757,mose_frazier,WR,,,0.0,,
758,tanner_gentry,WR,,,0.0,,
759,laquvionte_gonzalez,WR,,,0.0,,
760,cj_goodwin,WR,,,0.0,,
761,devin_gray,WR,,,0.0,,
762,cyril_grayson,WR,,,0.0,,
763,trey_griffey,WR,,,0.0,,
764,cobi_hamilton,WR,,,0.0,,
765,keon_hatcher,WR,,,0.0,,
766,jaylen_samuels,TE,,,44.03,,
767,richard_rodgers,TE,,,13.55,58.1,
768,jason_croom,TE,,,12.49,,
769,alan_cross,TE,,,11.37,,
770,geoff_swaim,TE,,,9.82,8.3,
771,sean_culkin,TE,,,9.41,,
772,gabe_holmes,TE,,,8.78,,
773,alex_ellis,TE,,,8.33,,
774,cole_wick,TE,,,7.26,3.2,
775,johnny_mundt,TE,,,7.01,,
776,ryan_hewitt,TE,,,3.45,,
777,clark_harris,TE,,,0.89,,
778,josh_perkins,TE,,,0.51,,
779,mo_alie-cox,TE,,,0.0,,
780,julian_allen,TE,,,0.0,,
781,jace_amaro,TE,,,0.0,13.9,
782,stephen_anderson,TE,,,0.0,7.2,
783,brandon_barnes,TE,,,0.0,,
784,gary_barnidge,TE,,,0.0,88.5,
785,marcus_baugh,TE,,,0.0,,
786,evan_baylis,TE,,,0.0,,
787,blake_bell,TE,,,0.0,2.9,
788,alec_bloom,TE,,,0.0,,
789,braedon_bowman,TE,,,0.0,,
790,billy_brown,TE,,,0.0,,
791,pharaoh_brown,TE,,,0.0,,
792,paul_butler,TE,,,0.0,,
793,emanuel_byrd,TE,,,0.0,,
794,devon_cajuste,TE,,,0.0,,
795,kyle_carter,TE,,,0.0,,
796,asante_cleveland,TE,,,0.0,,
797,garrett_dickerson,TE,,,0.0,,
798,thomas_duarte,TE,,,0.0,,
799,ross_dwelley,TE,,,0.0,,
800,donnie_ernsberger,TE,,,0.0,,
801,matt_flanagan,TE,,,0.0,,
802,coby_fleener,TE,,,0.0,99.2,
803,jordan_franks,TE,,,0.0,,
804,manasseh_garner,TE,,,0.0,,
805,deandre_goolsby,TE,,,0.0,,
806,alex_gray,TE,,,0.0,,
807,brandon_greene,TE,,,0.0,,
808,garrett_griffin,TE,,,0.0,,
809,david_grinnage,TE,,,0.0,,
810,temarrick_hemingway,TE,,,0.0,,
811,hunter_henry,TE,,,0.0,78.2,
812,cole_hikutini,TE,,,0.0,,
813,michael_hoomanawanui,TE,,,0.0,,
814,tyler_hoppes,TE,,,0.0,,
815,tanner_hudson,TE,,,0.0,,
816,cole_hunt,TE,,,0.0,,
817,ryan_izzo,TE,,,0.0,,
818,ben_johnson,TE,,,0.0,,
819,nick_keizer,TE,,,0.0,,
820,henry_krieger-coble,TE,,,0.0,,
821,matt_lacosse,TE,,,0.0,,
822,roberto_aguayo,K,,,0.0,104.3,
823,mike_badgley,K,,,0.0,,
824,dan_bailey,K,,,0.0,127.0,
825,taylor_bertolet,K,,,0.0,,
826,jon_brown,K,,,0.0,,
827,sam_ficken,K,,,0.0,,
828,kai_forbath,K,,,0.0,51.4,
829,garrett_hartley,K,,,0.0,,
830,marshall_koehn,K,,,0.0,,
831,younghoe_koo,K,,,0.0,,
832,david_marvin,K,,,0.0,,
833,matt_mccrane,K,,,0.0,,
834,trevor_moore,K,,,0.0,,
835,eddy_pineiro,K,,,0.0,,
836,nick_rose,K,,,0.0,,
837,cairo_santos,K,,,0.0,117.3,
838,giorgio_tavecchio,K,,,0.0,,
839,blair_walsh,K,,,0.0,64.1,
840,jacksonville_jaguars_def,DST,,,113.27,,
841,new_england_patriots_def,DST,,,112.81,,
842,minnesota_vikings_def,DST,,,112.46,,
843,denver_broncos_def,DST,,,109.23,,
844,miami_dolphins_def,DST,,,108.91,,
845,green_bay_packers_def,DST,,,107.61,,
846,arizona_cardinals_def,DST,,,107.51,,
847,chicago_bears_def____view_videos,DST,,,107.47,,
848,los_angeles_rams_def____view_videos,DST,,,107.23,,
849,cincinnati_bengals_def,DST,,,107.1,,
850,buffalo_bills_def,DST,,,106.77,,
851,baltimore_ravens_def,DST,,,106.3,,
852,philadelphia_eagles_def,DST,,,106.19,,
853,los_angeles_chargers_def,DST,,,105.86,,
854,detroit_lions_def____view_videos,DST,,,104.11,,
855,dallas_cowboys_def,DST,,,103.2,,
856,new_york_jets_def,DST,,,103.15,,
857,atlanta_falcons_def,DST,,,102.93,,
858,carolina_panthers_def,DST,,,102.55,,
859,new_york_giants_def,DST,,,102.53,,
860,tennessee_titans_def,DST,,,102.2,,
861,houston_texans_def____view_videos,DST,,,101.74,,
862,washington_redskins_def,DST,,,101.28,,
863,seattle_seahawks_def,DST,,,100.66,,
864,new_orleans_saints_def,DST,,,100.23,,
865,pittsburgh_steelers_def,DST,,,100.12,,
866,cleveland_browns_def,DST,,,99.49,,
867,kansas_city_chiefs_def,DST,,,97.63,,
868,indianapolis_colts_def,DST,,,97.44,,
869,oakland_raiders_def,DST,,,97.21,,
870,san_francisco_49ers_def,DST,,,97.17,,
871,tampa_bay_buccaneers_def,DST,,,96.68,,
872,carson_palmer,QB,,,,260.7,
873,matt_moore,QB,,,,44.7,
874,bryce_petty,QB,,,,42.5,
875,tom_savage,QB,,,,26.9,
876,drew_stanton,QB,,,,18.8,
877,scott_tolzien,QB,,,,16.5,
878,demarco_murray,RB,,,,238.4,
879,jerick_mckinnon,RB,,,,173.4,
880,rashad_jennings,RB,,,,172.4,
881,matt_forte,RB,,,,172.1,
882,terrance_west,RB,,,,150.8,
883,ryan_mathews,RB,,,,137.8,
884,thomas_rawls,RB,,,,118.3,
885,deangelo_williams,RB,,,,110.7,
886,duke_johnson_jr,RB,,,,105.7,
887,matt_asiata,RB,,,,98.0,
888,charcandrick_west,RB,,,,76.1,
889,jeremy_langford,RB,,,,75.3,
890,shaun_draughn,RB,,,,65.2,
891,tim_hightower,RB,,,,63.2,
892,dwayne_washington,RB,,,,62.0,
893,justin_forsett,RB,,,,60.7,
894,james_starks,RB,,,,60.5,
895,charles_sims,RB,,,,58.6,
896,paul_perkins,RB,,,,58.5,
897,mike_tolbert,RB,,,,46.0,
898,arian_foster,RB,,,,41.4,
899,zach_zenner,RB,,,,40.3,
900,fozzy_whittaker,RB,,,,39.2,
901,kenneth_farrow,RB,,,,37.6,
902,dujuan_harris,RB,,,,37.5,
903,ka'deem_carey,RB,,,,27.7,
904,shane_vereen,RB,,,,26.4,
905,don_jackson,RB,,,,19.8,
906,bobby_rainey,RB,,,,19.3,
907,aaron_ripkowski,RB,,,,16.4,
908,reggie_bush,RB,,,,16.1,
909,denard_robinson,RB,,,,16.1,
910,chris_johnson,RB,,,,15.8,
911,jonathan_grimes,RB,,,,15.7,
912,ronnie_hillman,RB,,,,15.1,
913,knile_davis,RB,,,,11.9,
914,danny_woodhead,RB,,,,11.5,
915,antone_smith,RB,,,,9.6,
916,brandon_wilds,RB,,,,9.2,
917,terron_ward,RB,,,,9.1,
918,jonathan_williams,RB,,,,8.7,
919,stepfan_taylor,RB,,,,8.2,
920,dexter_mccluster,RB,,,,7.0,
921,marcel_reece,RB,,,,5.4,
922,juwan_thompson,RB,,,,4.5,
923,bishop_sankey,RB,,,,4.4,
924,khiry_robinson,RB,,,,3.9,
925,cedric_peerman,RB,,,,3.8,
926,brandon_burks,RB,,,,3.6,
927,jordan_todman,RB,,,,2.9,
928,john_kuhn,RB,,,,2.2,
929,odell_beckham_jr,WR,,,,196.6,
930,marvin_jones_jr,WR,,,,143.0,
931,jordan_matthews,WR,,,,139.5,
932,jeremy_maclin,WR,,,,126.7,
933,dontrelle_inman,WR,,,,126.2,
934,terrelle_pryor_sr,WR,,,,125.8,
935,anquan_boldin,WR,,,,114.9,
936,will_fuller_v,WR,,,,107.4,
937,steve_smith_sr,WR,,,,96.0,
938,ted_ginn_jr,WR,,,,87.6,
939,ty_montgomery,WR,,,,83.9,
940,marqise_lee,WR,,,,81.6,
941,kamar_aiken,WR,,,,79.5,
942,victor_cruz,WR,,,,76.1,
943,brian_quick,WR,,,,75.0,
944,andrew_hawkins,WR,,,,73.5,
945,breshad_perriman,WR,,,,69.4,
946,quinton_patton,WR,,,,67.0,
947,kendall_wright,WR,,,,61.8,
948,charles_johnson,WR,,,,53.0,
949,jordan_norwood,WR,,,,51.8,
950,eddie_royal,WR,,,,47.2,
951,dorial_green-beckham,WR,,,,44.4,
952,ricardo_louis,WR,,,,43.9,
953,rod_streater,WR,,,,37.7,
954,malcolm_mitchell,WR,,,,37.4,
955,braxton_miller,WR,,,,35.7,
956,vincent_jackson,WR,,,,35.1,
957,jalin_marshall,WR,,,,33.1,
958,james_wright,WR,,,,29.9,
959,andre_johnson,WR,,,,28.5,
960,marquess_wilson,WR,,,,26.9,
961,keith_mumphery,WR,,,,25.2,
962,jaelen_strong,WR,,,,20.4,
963,daniel_brown,WR,,,,19.9,
964,walt_powell,WR,,,,18.2,
965,cecil_shorts_iii,WR,,,,17.4,
966,bryan_walters,WR,,,,17.1,
967,griff_whalen,WR,,,,17.0,
968,aldrick_robinson,WR,,,,15.5,
969,greg_salas,WR,,,,15.1,
970,rashad_greene_sr,WR,,,,13.9,
971,neal_sterling,WR,,,,12.4,
972,darren_waller,WR,,,,11.8,
973,josh_huff,WR,,,,10.5,
974,brandon_tate,WR,,,,10.1,
975,jared_abbrederis,WR,,,,8.9,
976,jeremy_butler,WR,,,,8.7,
977,roger_lewis,WR,,,,8.6,
978,bryce_treggs,WR,,,,8.5,
979,devin_street,WR,,,,8.3,
980,paul_turner,WR,,,,8.0,
981,chris_harper,WR,,,,8.0,
982,donteea_dye,WR,,,,7.5,
983,tavarres_king,WR,,,,5.4,
984,percy_harvin,WR,,,,5.4,
985,lucky_whitehead,WR,,,,5.2,
986,byron_marshall,WR,,,,4.8,
987,brenton_bersin,WR,,,,4.2,
988,rashad_ross,WR,,,,3.7,
989,johnny_holton,WR,,,,3.6,
990,devin_hester,WR,,,,2.0,
991,jason_witten,TE,,,,91.5,
992,martellus_bennett,TE,,,,89.2,
993,dennis_pitta,TE,,,,87.2,
994,clive_walford,TE,,,,81.2,
995,will_tye,TE,,,,65.4,
996,julius_thomas,TE,,,,59.6,
997,zach_miller,TE,,,,51.6,
998,cj_fiedorowicz,TE,,,,48.0,
999,jacob_tamme,TE,,,,42.5,
1000,larry_donnell,TE,,,,33.4,
1001,ladarius_green,TE,,,,28.3,
1002,crockett_gillmore,TE,,,,25.7,
1003,john_phillips,TE,,,,18.1,
1004,jordan_cameron,TE,,,,13.2,
1005,nick_o'leary,TE,,,,13.1,
1006,mycole_pruitt,TE,,,,12.9,
1007,brandon_myers,TE,,,,12.9,
1008,brent_celek,TE,,,,12.5,
1009,brandon_bostick,TE,,,,10.6,
1010,kellen_davis,TE,,,,10.4,
1011,brandon_pettigrew,TE,,,,10.3,
1012,sean_mcgrath,TE,,,,10.1,
1013,randall_telfer,TE,,,,6.6,
1014,david_johnson,TE,,,,6.1,
1015,anthony_fasano,TE,,,,4.7,
1016,justin_perillo,TE,,,,2.7,
1017,matt_lengel,TE,,,,2.1,
1018,steven_hauschka,K,,,,127.6,
1019,nick_novak,K,,,,118.4,
1020,nick_folk,K,,,,112.5,
1021,connor_barth,K,,,,109.6,
1022,andrew_franks,K,,,,109.4,
1023,dan_carpenter,K,,,,107.9,
1024,josh_brown,K,,,,38.2,
1025,patrick_murray,K,,,,19.5,
1026,denver,DST,,,,118.6,
1027,new_england,DST,,,,108.4,
1028,kansas_city,DST,,,,105.1,
1029,oakland,DST,,,,104.7,
1030,minnesota,DST,,,,104.5,
1031,philadelphia,DST,,,,99.7,
1032,baltimore,DST,,,,98.5,
1033,carolina,DST,,,,97.1,
1034,green_bay,DST,,,,95.9,
1035,houston,DST,,,,95.8,
1036,los_angeles,DST,,,,94.6,
1037,los_angeles,DST,,,,75.0,
1038,cincinnati,DST,,,,90.4,
1039,seattle,DST,,,,90.3,
1040,dallas,DST,,,,89.8,
1041,tennessee,DST,,,,89.7,
1042,washington,DST,,,,89.6,
1043,arizona,DST,,,,87.8,
1044,pittsburgh,DST,,,,87.5,
1045,atlanta,DST,,,,87.1,
1046,detroit,DST,,,,86.9,
1047,buffalo,DST,,,,85.8,
1048,tampa_bay,DST,,,,85.1,
1049,miami,DST,,,,84.8,
1050,indianapolis,DST,,,,79.7,
1051,new_york,DST,,,,78.6,
1052,new_york,DST,,,,72.0,
1053,chicago,DST,,,,74.8,
1054,jacksonville,DST,,,,68.8,
1055,new_orleans,DST,,,,63.2,
1056,san_francisco,DST,,,,57.3,
1057,cleveland,DST,,,,56.7,
