name,pos,pts,pts_ppr,year
adrian_peterson,RB,307.0,347.4,2012
doug_martin,RB,263.0,311.6,2012
arian_foster,RB,262.0,302.1,2012
marshawn_lynch,RB,247.0,269.6,2012
alfred_morris,RB,241.0,252.0,2012
calvin_johnson,WR,220.0,342.4,2012
brandon_marshall,WR,217.0,334.6,2012
drew_brees,QB,346.0,345.6,2012
aaron_rodgers,QB,344.0,344.6,2012
ray_rice,RB,222.0,283.1,2012
tom_brady,QB,340.0,340.3,2012
dez_bryant,WR,208.0,299.7,2012
aj_green,WR,203.0,299.8,2012
cj_spiller,RB,212.0,255.3,2012
demaryius_thomas,WR,197.0,291.4,2012
jamaal_charles,RB,205.0,239.5,2012
trent_richardson,RB,204.0,254.7,2012
cam_newton,QB,323.0,323.5,2012
vincent_jackson,WR,188.0,260.4,2012
stevan_ridley,RB,199.0,205.4,2012
andre_johnson,WR,186.0,295.8,2012
robert_griffin,QB,318.0,317.5,2012
frank_gore,RB,197.0,224.8,2012
eric_decker,WR,184.0,269.4,2012
julio_jones,WR,183.0,261.8,2012
peyton_manning,QB,311.0,311.0,2012
roddy_white,WR,177.0,269.1,2012
jimmy_graham,TE,152.0,237.2,2012
matt_ryan,QB,305.0,304.9,2012
wes_welker,WR,171.0,289.4,2012
marques_colston,WR,171.0,254.4,2012
victor_cruz,WR,169.0,255.2,2012
rob_gronkowski,TE,143.0,198.0,2012
matt_forte,RB,177.0,221.4,2012
michael_crabtree,WR,165.0,250.3,2012
tony_gonzalez,TE,141.0,234.0,2012
chris_johnson,RB,176.0,211.5,2012
reggie_wayne,WR,163.0,269.0,2012
james_jones,WR,162.0,226.4,2012
reggie_bush,RB,172.0,206.8,2012
shonn_greene,RB,167.0,186.4,2012
mike_williams,WR,155.0,217.7,2012
heath_miller,TE,132.0,202.6,2012
steven_jackson,RB,163.0,200.6,2012
tony_romo,QB,279.0,279.9,2012
russell_wilson,QB,278.0,277.6,2012
michael_turner,RB,157.0,175.8,2012
jason_witten,TE,122.0,231.9,2012
andrew_luck,QB,276.0,276.5,2012
ahmad_bradshaw,RB,156.0,179.0,2012
matthew_stafford,QB,276.0,276.6,2012
randall_cobb,RB,155.0,240.6,2012
steve_smith,WR,142.0,215.1,2012
lance_moore,WR,140.0,205.1,2012
benjarvus_green-ellis,RB,152.0,173.8,2012
steve_johnson,WR,139.0,217.6,2012
cecil_shorts,WR,138.0,192.5,2012
mikel_leshoure,RB,149.0,183.2,2012
greg_olsen,TE,114.0,183.3,2012
torrey_smith,WR,134.0,183.4,2012
lesean_mccoy,RB,145.0,199.3,2012
dennis_pitta,TE,109.0,169.9,2012
ty_hilton,WR,131.0,187.0,2012
mike_wallace,WR,130.0,194.3,2012
owen_daniels,TE,108.0,169.6,2012
darren_sproles,RB,141.0,216.1,2012
miles_austin,WR,128.0,194.3,2012
kyle_rudolph,TE,105.0,158.3,2012
brandon_myers,TE,105.0,183.6,2012
jeremy_maclin,WR,126.0,194.7,2012
jermaine_gresham,TE,102.0,165.7,2012
justin_blackmon,WR,121.0,184.8,2012
jordy_nelson,WR,119.0,167.5,2012
andy_dalton,QB,251.0,250.8,2012
tyler_clutts,,,,2012
deangelo_williams,RB,130.0,143.4,2012
antonio_gates,TE,96.0,144.8,2012
richie_brockel,,,,2012
josh_freeman,QB,249.0,248.5,2012
joe_flacco,QB,235.0,234.9,2012
eli_manning,QB,233.0,232.9,2012
sam_bradford,QB,230.0,230.5,2012
matt_schaub,QB,225.0,225.8,2012
carson_palmer,QB,224.0,224.3,2012
ben_roethlisberger,QB,224.0,223.8,2012
ryan_fitzpatrick,QB,214.0,213.7,2012
philip_rivers,QB,208.0,208.2,2012
christian_ponder,QB,193.0,194.2,2012
jay_cutler,QB,185.0,184.6,2012
ryan_tannehill,QB,183.0,182.9,2012
colin_kaepernick,QB,174.0,174.1,2012
brandon_weeden,QB,166.0,165.6,2012
michael_vick,QB,152.0,151.7,2012
jake_locker,QB,132.0,132.1,2012
alex_smith,QB,123.0,122.7,2012
anquan_boldin,WR,118.0,183.4,2012
sidney_rice,WR,118.0,168.4,2012
mark_sanchez,QB,118.0,118.1,2012
danny_woodhead,RB,117.0,156.7,2012
denarius_moore,WR,116.0,166.6,2012
golden_tate,WR,116.0,160.7,2012
vick_ballard,RB,115.0,131.6,2012
brandon_lloyd,WR,115.0,189.1,2012
chad_henne,QB,113.0,114.2,2012
willis_mcgahee,RB,113.0,139.2,2012
brian_hartline,WR,112.0,186.3,2012
malcom_floyd,WR,111.0,167.4,2012
darren_mcfadden,RB,111.0,152.5,2012
demarco_murray,RB,111.0,146.4,2012
josh_gordon,WR,109.0,158.5,2012
andre_roberts,WR,109.0,172.8,2012
danario_alexander,WR,108.0,144.8,2012
antonio_brown,WR,105.0,171.1,2012
santana_moss,WR,105.0,145.7,2012
joique_bell,RB,104.0,155.9,2012
larry_fitzgerald,WR,104.0,174.8,2012
brandon_gibson,WR,99.0,150.1,2012
percy_harvin,WR,99.0,167.3,2012
nate_washington,WR,99.0,144.6,2012
ryan_mathews,RB,98.0,136.9,2012
donnie_avery,WR,97.0,157.0,2012
andre_brown,RB,97.0,109.1,2012
dwayne_bowe,WR,96.0,155.1,2012
brandon_lafell,WR,95.0,139.2,2012
pierre_thomas,RB,95.0,133.7,2012
blaine_gabbert,QB,94.0,94.1,2012
martellus_bennett,TE,93.0,147.6,2012
mark_ingram,RB,93.0,99.1,2012
darrius_heyward-bey,WR,92.0,133.2,2012
felix_jones,RB,92.0,117.4,2012
scott_chandler,TE,91.0,134.1,2012
chris_givens,WR,91.0,133.0,2012
jeremy_kerley,WR,91.0,153.2,2012
knowshon_moreno,RB,91.0,112.2,2012
greg_little,WR,90.0,143.2,2012
pierre_garcon,WR,88.0,132.2,2012
jacquizz_rodgers,RB,88.0,141.4,2012
