key,name,pos,team,bye,std,half_ppr,ppr
barkley_RB_NYG,Saquon Barkley,RB,NYG,11,1.0,1.0,1.0
kamara_RB_NO,Alvin Kamara,RB,NO,9,2.3,2.3,2.8
mccaffrey_RB_CAR,Christian McCaffrey,RB,CAR,7,2.8,2.7,2.2
elliott_RB_DAL,Ezekiel Elliott,RB,DAL,8,4.0,4.3,4.0
hopkins_WR_HOU,DeAndre Hopkins,WR,HOU,10,5.5,5.3,5.0
johnson_RB_ARI,David Johnson,RB,ARI,12,6.5,5.3,7.0
conner_RB_PIT,James Conner,RB,PIT,7,7.5,9.3,10.4
bell_RB_NYJ,Le'Veon Bell,RB,NYJ,4,8.0,7.3,7.6
adams_WR_GB,Davante Adams,WR,GB,11,9.3,7.7,7.0
chubb_RB_CLE,Nick Chubb,RB,CLE,7,11.5,12.0,18.0
gurley_RB_LAR,Todd Gurley,RB,LAR,9,11.5,15.0,14.0
mahomes_QB_KC,Patrick Mahomes,QB,KC,12,12.8,20.0,20.8
jones_WR_ATL,Julio Jones,WR,ATL,9,12.8,11.0,10.6
thomas_WR_NO,Michael Thomas,WR,NO,9,12.8,11.3,10.8
hill_WR_KC,Tyreek Hill,WR,KC,12,16.0,17.0,17.0
mixon_RB_CIN,Joe Mixon,RB,CIN,9,16.5,16.7,17.2
cook_RB_MIN,Dalvin Cook,RB,MIN,12,16.8,16.7,18.0
beckham_WR_CLE,Odell Beckham Jr.,WR,CLE,7,16.8,13.3,12.2
smithschuster_WR_PIT,JuJu Smith-Schuster,WR,PIT,7,17.8,16.7,14.6
kelce_TE_KC,Travis Kelce,TE,KC,12,18.5,17.0,14.4
evans_WR_TB,Mike Evans,WR,TB,7,22.0,21.3,21.2
fournette_RB_JAX,Leonard Fournette,RB,JAX,10,22.8,28.7,25.6
brown_WR_OAK,Antonio Brown,WR,OAK,6,23.3,22.0,20.0
williams_RB_KC,Damien Williams,RB,KC,12,23.5,24.0,25.2
thielen_WR_MIN,Adam Thielen,WR,MIN,12,25.5,25.0,24.2
johnson_RB_DET,Kerryon Johnson,RB,DET,5,27.3,30.3,28.2
allen_WR_LAC,Keenan Allen,WR,LAC,12,27.3,24.7,24.6
jones_RB_GB,Aaron Jones,RB,GB,11,28.5,30.3,32.0
kittle_TE_SF,George Kittle,TE,SF,4,31.8,26.0,29.8
ertz_TE_PHI,Zach Ertz,TE,PHI,10,32.5,30.0,26.6
freeman_RB_ATL,Devonta Freeman,RB,ATL,9,32.5,31.0,30.8
cooper_WR_DAL,Amari Cooper,WR,DAL,8,32.5,32.7,33.0
jacobs_RB_OAK,Josh Jacobs,RB,OAK,6,33.8,37.0,32.4
diggs_WR_MIN,Stefon Diggs,WR,MIN,12,34.0,34.7,33.6
carson_RB_SEA,Chris Carson,RB,SEA,11,34.3,42.0,38.6
henry_RB_TEN,Derrick Henry,RB,TEN,11,37.8,37.3,37.4
gordon_RB_LAC,Melvin Gordon,RB,LAC,12,38.0,35.3,36.0
mack_RB_IND,Marlon Mack,RB,IND,6,38.5,36.7,38.0
cooks_WR_LAR,Brandin Cooks,WR,LAR,9,39.3,39.3,38.0
watson_QB_HOU,Deshaun Watson,QB,HOU,10,39.8,46.0,44.2
hilton_WR_IND,T.Y. Hilton,WR,IND,6,41.0,38.0,34.2
montgomery_RB_CHI,David Montgomery,RB,CHI,6,41.8,44.7,45.8
edelman_WR_NE,Julian Edelman,WR,NE,10,42.8,41.0,38.0
woods_WR_LAR,Robert Woods,WR,LAR,9,42.8,40.3,41.8
ingram_RB_BAL,Mark Ingram,RB,BAL,8,43.8,44.7,46.0
michel_RB_NE,Sony Michel,RB,NE,10,46.0,49.3,46.4
rodgers_QB_GB,Aaron Rodgers,QB,GB,11,46.3,52.3,54.2
golladay_WR_DET,Kenny Golladay,WR,DET,5,48.3,44.7,43.4
godwin_WR_TB,Chris Godwin,WR,TB,7,48.5,44.7,49.0
lockett_WR_SEA,Tyler Lockett,WR,SEA,11,48.8,50.0,47.0
kupp_WR_LAR,Cooper Kupp,WR,LAR,9,49.5,51.3,48.0
lindsay_RB_DEN,Phillip Lindsay,RB,DEN,10,51.5,52.0,51.8
ridley_WR_ATL,Calvin Ridley,WR,ATL,9,54.3,57.7,55.6
coleman_RB_SF,Tevin Coleman,RB,SF,4,56.5,62.0,63.6
howard_TE_TB,O.J. Howard,TE,TB,7,56.8,54.0,57.0
