key,name,pos,team,bye,std,half_ppr,ppr
jefferson_WR_MIN,Justin Jefferson,WR,MIN,13,1.0,1.0,1.0
mccaffrey_RB_SF,Christian McCaffrey,RB,SF,9,2.0,2.3,3.0
chase_WR_CIN,Ja'Marr Chase,WR,CIN,7,3.0,2.7,2.0
ekeler_RB_LAC,Austin Ekeler,RB,LAC,5,4.5,5.3,7.5
kelce_TE_KC,Travis Kelce,TE,KC,10,5.0,5.3,6.0
kupp_WR_LAR,Cooper Kupp,WR,LAR,10,6.0,5.3,4.5
hill_WR_MIA,Tyreek Hill,WR,MIA,10,6.5,6.0,4.5
barkley_RB_NYG,Saquon Barkley,RB,NYG,13,8.0,10.7,17.0
robinson_RB_ATL,Bijan Robinson,RB,ATL,11,9.0,9.3,10.0
taylor_RB_IND,Jonathan Taylor,RB,IND,11,10.0,12.7,17.5
diggs_WR_BUF,Stefon Diggs,WR,BUF,13,11.5,10.3,7.5
lamb_WR_DAL,CeeDee Lamb,WR,DAL,7,12.0,11.7,11.0
brown_WR_PHI,A.J. Brown,WR,PHI,10,14.0,12.3,9.0
adams_WR_LV,Davante Adams,WR,LV,13,15.0,14.3,13.0
chubb_RB_CLE,Nick Chubb,RB,CLE,5,16.0,16.3,16.5
jacobs_RB_LV,Josh Jacobs,RB,LV,13,17.0,20.7,28.0
allen_QB_BUF,Josh Allen,QB,BUF,13,17.0,21.3,28.5
brown_WR_DET,Amon-Ra St. Brown,WR,DET,9,18.0,16.0,13.0
mahomes_QB_KC,Patrick Mahomes II,QB,KC,10,18.0,20.0,22.5
henry_RB_TEN,Derrick Henry,RB,TEN,7,20.0,21.7,24.5
wilson_WR_NYJ,Garrett Wilson,WR,NYJ,7,20.5,18.3,13.0
pollard_RB_DAL,Tony Pollard,RB,DAL,7,22.0,21.7,21.5
hurts_QB_PHI,Jalen Hurts,QB,PHI,10,22.5,22.7,24.0
waddle_WR_MIA,Jaylen Waddle,WR,MIA,10,23.0,20.3,15.0
stevenson_RB_NE,Rhamondre Stevenson,RB,NE,11,25.5,25.7,26.0
harris_RB_PIT,Najee Harris,RB,PIT,6,25.5,30.3,38.5
smith_WR_PHI,DeVonta Smith,WR,PHI,10,27.5,24.7,19.5
hall_RB_NYJ,Breece Hall,RB,NYJ,7,28.5,29.3,31.0
higgins_WR_CIN,Tee Higgins,WR,CIN,7,30.0,27.3,22.5
etienne_RB_JAX,Travis Etienne Jr.,RB,JAX,9,30.5,35.3,41.5
walker_RB_SEA,Kenneth Walker III,RB,SEA,5,31.0,39.3,54.5
burrow_QB_CIN,Joe Burrow,QB,CIN,7,31.5,37.0,46.5
olave_WR_NO,Chris Olave,WR,NO,11,31.5,27.7,19.5
andrews_TE_BAL,Mark Andrews,TE,BAL,13,34.0,33.3,31.0
metcalf_WR_SEA,DK Metcalf,WR,SEA,5,35.0,32.3,28.0
gibbs_RB_DET,Jahmyr Gibbs,RB,DET,9,37.5,37.3,39.0
samuel_WR_SF,Deebo Samuel,WR,SF,9,38.0,36.7,33.5
jackson_QB_BAL,Lamar Jackson,QB,BAL,13,40.5,38.7,35.0
hockenson_TE_MIN,T.J. Hockenson,TE,MIN,13,41.0,44.0,51.0
cooper_WR_CLE,Amari Cooper,WR,CLE,5,41.5,39.7,35.0
allen_WR_LAC,Keenan Allen,WR,LAC,5,43.5,38.7,32.5
jones_RB_GB,Aaron Jones,RB,GB,6,43.5,47.0,54.0
fields_QB_CHI,Justin Fields,QB,CHI,13,43.5,46.0,50.0
herbert_QB_LAC,Justin Herbert,QB,LAC,5,44.0,48.3,56.0
mixon_RB_CIN,Joe Mixon,RB,CIN,7,45.5,46.7,49.5
pierce_RB_HOU,Dameon Pierce,RB,HOU,7,47.5,56.3,70.5
mclaurin_WR_WSH,Terry McLaurin,WR,WSH,14,49.5,47.7,44.0
dobbins_RB_BAL,J.K. Dobbins,RB,BAL,13,51.0,54.0,58.5
ridley_WR_JAX,Calvin Ridley,WR,JAX,9,53.0,46.3,32.5
sanders_RB_CAR,Miles Sanders,RB,CAR,7,53.5,58.7,66.0
moore_WR_CHI,DJ Moore,WR,CHI,13,53.5,51.0,46.5
lawrence_QB_JAX,Trevor Lawrence,QB,JAX,9,55.5,59.3,66.5
kittle_TE_SF,George Kittle,TE,SF,9,56.5,59.3,62.5
akers_RB_LAR,Cam Akers,RB,LAR,10,57.0,61.3,70.5
pittman_WR_IND,Michael Pittman Jr.,WR,IND,11,57.5,58.7,61.0
jeudy_WR_DEN,Jerry Jeudy,WR,DEN,9,57.5,51.0,39.0
swift_RB_PHI,D'Andre Swift,RB,PHI,10,57.5,64.3,77.5
godwin_WR_TB,Chris Godwin,WR,TB,5,59.0,56.7,54.0
london_WR_ATL,Drake London,WR,ATL,11,61.0,55.0,43.0
williams_WR_LAC,Mike Williams,WR,LAC,5,61.0,56.3,46.5
white_RB_TB,Rachaad White,RB,TB,5,61.5,68.0,83.5
watson_WR_GB,Christian Watson,WR,GB,6,61.5,54.7,40.0
kirk_WR_JAX,Christian Kirk,WR,JAX,9,62.5,55.7,45.0
pitts_TE_ATL,Kyle Pitts,TE,ATL,11,67.5,69.0,71.0
conner_RB_ARI,James Conner,RB,ARI,14,68.0,73.3,86.0
lockett_WR_SEA,Tyler Lockett,WR,SEA,5,71.0,68.0,63.5
goedert_TE_PHI,Dallas Goedert,TE,PHI,10,71.0,73.0,76.0
watson_QB_CLE,Deshaun Watson,QB,CLE,5,72.5,76.0,82.5
pacheco_RB_KC,Isiah Pacheco,RB,KC,10,72.5,78.0,85.0
evans_WR_TB,Mike Evans,WR,TB,5,74.0,70.3,65.5
aiyuk_WR_SF,Brandon Aiyuk,WR,SF,9,74.0,67.7,53.0
williams_RB_DEN,Javonte Williams,RB,DEN,9,74.0,81.3,95.0
johnson_WR_PIT,Diontae Johnson,WR,PIT,6,74.5,67.3,58.5
montgomery_RB_DET,David Montgomery,RB,DET,9,74.5,78.0,84.5
waller_TE_NYG,Darren Waller,TE,NYG,13,75.5,77.7,81.0
pickens_WR_PIT,George Pickens,WR,PIT,6,76.0,75.0,74.5
prescott_QB_DAL,Dak Prescott,QB,DAL,7,76.0,83.7,101.0
mattison_RB_MIN,Alexander Mattison,RB,MIN,13,77.0,71.0,58.5
cook_RB_BUF,James Cook,RB,BUF,13,79.0,83.7,94.0
brown_WR_ARI,Marquise Brown,WR,ARI,14,80.0,72.7,58.5
burks_WR_TEN,Treylon Burks,WR,TEN,7,85.0,78.0,66.5
dillon_RB_GB,AJ Dillon,RB,GB,6,87.0,90.7,100.0
jones_QB_NYG,Daniel Jones,QB,NYG,13,88.0,94.7,110.0
cousins_QB_MIN,Kirk Cousins,QB,MIN,13,89.5,94.0,107.0
robinson_RB_WSH,Brian Robinson Jr.,RB,WSH,14,90.0,98.0,112.0
kamara_RB_NO,Alvin Kamara,RB,NO,11,90.5,98.7,107.0
smithnjigba_WR_SEA,Jaxon Smith-Njigba,WR,SEA,5,91.0,82.7,64.0
tagovailoa_QB_MIA,Tua Tagovailoa,QB,MIA,10,91.0,94.7,96.5
toney_WR_KC,Kadarius Toney,WR,KC,10,91.5,84.7,72.0
engram_TE_JAX,Evan Engram,TE,JAX,9,91.5,92.7,96.0
addison_WR_MIN,Jordan Addison,WR,MIN,13,93.5,87.7,74.0
dotson_WR_WSH,Jahan Dotson,WR,WSH,14,94.0,85.3,71.0
sutton_WR_DEN,Courtland Sutton,WR,DEN,9,94.5,93.0,91.5
freiermuth_TE_PIT,Pat Freiermuth,TE,PIT,6,96.0,101.3,109.5
williams_RB_NO,Jamaal Williams,RB,NO,11,96.5,108.0,128.5
goff_QB_DET,Jared Goff,QB,DET,9,97.0,106.0,126.5
cooks_WR_DAL,Brandin Cooks,WR,DAL,7,98.5,92.3,81.5
davis_WR_BUF,Gabe Davis,WR,BUF,13,99.0,91.0,76.5
smith_QB_SEA,Geno Smith,QB,SEA,5,99.5,104.0,113.5
herbert_RB_CHI,Khalil Herbert,RB,CHI,13,99.5,108.7,124.5
gibson_RB_WSH,Antonio Gibson,RB,WSH,14,101.5,99.0,97.5
rodgers_QB_NYJ,Aaron Rodgers,QB,NYJ,7,101.5,109.3,122.5
perine_RB_DEN,Samaje Perine,RB,DEN,9,104.0,102.7,102.5
njoku_TE_CLE,David Njoku,TE,CLE,5,106.0,105.3,105.0
charbonnet_RB_SEA,Zach Charbonnet,RB,SEA,5,106.5,106.3,103.0
smithschuster_WR_NE,JuJu Smith-Schuster,WR,NE,11,107.5,108.7,109.5
wilson_QB_DEN,Russell Wilson,QB,DEN,9,108.0,114.7,131.0
penny_RB_PHI,Rashaad Penny,RB,PHI,10,111.0,113.0,117.0
achane_RB_MIA,De'Von Achane,RB,MIA,10,112.5,115.3,119.5
thomas_WR_NO,Michael Thomas,WR,NO,11,113.0,106.0,92.0
williams_WR_DET,Jameson Williams,WR,DET,9,115.0,112.3,101.5
richardson_QB_IND,Anthony Richardson,QB,IND,11,115.0,109.0,97.5
harris_RB_BUF,Damien Harris,RB,BUF,13,116.0,113.7,112.5
moore_WR_CLE,Elijah Moore,WR,CLE,5,117.0,106.7,86.5
bateman_WR_BAL,Rashod Bateman,WR,BAL,13,118.0,107.7,88.0
schultz_TE_HOU,Dalton Schultz,TE,HOU,7,118.0,121.7,133.0
johnston_WR_LAC,Quentin Johnston,WR,LAC,5,118.5,105.3,79.0
carr_QB_NO,Derek Carr,QB,NO,11,119.5,128.0,144.5
okonkwo_TE_TEN,Chigoziem Okonkwo,TE,TEN,7,120.5,126.0,133.5
beckham_WR_BAL,Odell Beckham Jr.,WR,BAL,13,122.0,116.3,109.0
allgeier_RB_ATL,Tyler Allgeier,RB,ATL,11,124.0,133.3,150.5
mitchell_RB_SF,Elijah Mitchell,RB,SF,9,125.0,124.3,123.5
kmet_TE_CHI,Cole Kmet,TE,CHI,13,126.5,135.7,149.5
stafford_QB_LAR,Matthew Stafford,QB,LAR,10,129.0,136.0,152.0
