key,name,pos,team,bye,std,half_ppr,ppr
abanikanda_RB_GB,Israel Abanikanda,RB,GB,5,,,696.0
achane_RB_MIA,De'Von Achane,RB,MIA,12,13.5,13.3,13.0
adams_WR_LAR,Davante Adams,WR,LAR,8,42.5,43.3,39.5
addison_WR_MIN,Jordan Addison,WR,MIN,6,82.5,89.0,92.0
adkins_TE_DEN,Nate Adkins,TE,DEN,12,,,466.0
agnew_WR_ATL,Jamal Agnew,WR,ATL,5,,,576.0
aiyuk_WR_SF,Brandon Aiyuk,WR,SF,14,117.0,139.3,135.7
ajou_WR_IND,Ajou Ajou,WR,IND,11,,,779.0
akers_RB_NO,Cam Akers,RB,NO,11,,,404.0
ali_RB_BAL,Rasheen Ali,RB,BAL,7,,,459.0
aliecox_TE_IND,Mo Alie-Cox,TE,IND,11,,,417.3
all_TE_CIN,Erick All Jr.,TE,CIN,10,,,727.0
allen_QB_BUF,Josh Allen,QB,BUF,7,22.5,22.3,21.2
allen_QB_DET,Kyle Allen,QB,DET,8,,,457.5
allen_QB_TEN,Brandon Allen,QB,TEN,10,,,451.5
allen_RB_JAX,LeQuint Allen Jr.,RB,JAX,8,,,617.5
allen_RB_NYJ,Braelon Allen,RB,NYJ,9,147.0,144.7,155.2
allen_TE_LAR,Davis Allen,TE,LAR,8,,,508.0
allen_WR_LAC,Keenan Allen,WR,LAC,12,156.0,152.7,154.2
allen_WR_WSH,Kazmeir Allen,WR,WSH,12,,,536.5
allgeier_RB_ATL,Tyler Allgeier,RB,ATL,5,149.0,167.7,168.0
andrews_TE_BAL,Mark Andrews,TE,BAL,7,87.5,76.7,74.7
arroyo_TE_SEA,Elijah Arroyo,TE,SEA,8,223.5,193.3,220.3
atwell_WR_LAR,Tutu Atwell,WR,LAR,8,297.5,305.0,304.0
aubrey_K_DAL,Brandon Aubrey,K,DAL,10,193.5,124.7,112.0
austin_WR_NO,Kevin Austin Jr.,WR,NO,11,,,676.0
austin_WR_PIT,Calvin Austin III,WR,PIT,5,280.5,292.5,252.0
ayomanor_WR_TEN,Elic Ayomanor,WR,TEN,10,267.0,262.5,260.5
bachman_WR_LV,Alex Bachman,WR,LV,8,,,607.0
badger_WR_KC,Elijhah Badger,WR,KC,10,,,785.0
badie_RB_DEN,Tyler Badie,RB,DEN,12,,,514.0
bagent_QB_CHI,Tyson Bagent,QB,CHI,5,,,550.0
bailey_RB_CAR,Emani Bailey,RB,CAR,14,,,739.0
baker_WR_GB,Kawaan Baker,WR,GB,5,,,808.0
baker_WR_NE,Javon Baker,WR,NE,14,,,545.0
bandy_WR_DEN,Michael Bandy,WR,DEN,12,,,815.0
banks_WR_BAL,Jahmal Banks,WR,BAL,7,,,762.0
barkley_RB_PHI,Saquon Barkley,RB,PHI,9,3.0,3.0,3.3
barner_TE_SEA,AJ Barner,TE,SEA,8,,,345.0
bartholomew_TE_MIN,Gavin Bartholomew,TE,MIN,6,,,545.5
bass_K_BUF,Tyler Bass,K,BUF,7,243.0,216.3,183.8
bateman_WR_BAL,Rashod Bateman,WR,BAL,7,170.0,176.3,172.0
bates_K_DET,Jake Bates,K,DET,8,209.0,143.7,132.5
bates_TE_WSH,John Bates,TE,WSH,12,,,497.5
bean_QB_IND,Jason Bean,QB,IND,11,,,748.0
bears_DST_CHI,Bears,DST,CHI,5,263.0,228.0,213.8
bech_WR_LV,Jack Bech,WR,LV,8,159.0,177.7,204.0
beck_TE_NYJ,Andrew Beck,TE,NYJ,9,,,801.0
bell_WR_CLE,David Bell,WR,CLE,9,,,636.0
bell_WR_DET,Ronnie Bell,WR,DET,8,,322.0,530.0
bellinger_TE_NYG,Daniel Bellinger,TE,NYG,14,,,391.5
bengals_DST_CIN,Bengals,DST,CIN,10,283.0,250.0,229.0
bennett_QB_LAR,Stetson Bennett IV,QB,LAR,8,,,498.5
benson_RB_ARI,Trey Benson,RB,ARI,8,137.0,150.7,161.7
bentley_RB_IND,Ulysses Bentley IV,RB,IND,11,,,894.0
berrios_WR_HOU,Braxton Berrios,WR,HOU,6,,,433.5
bigsby_RB_JAX,Tank Bigsby,RB,JAX,8,120.5,114.7,139.3
bills_DST_BUF,Bills,DST,BUF,7,207.5,197.0,138.5
blackshear_RB_CAR,Raheem Blackshear,RB,CAR,14,,,521.0
blair_WR_ATL,Chris Blair,WR,ATL,5,,,634.0
blue_RB_DAL,Jaydon Blue,RB,DAL,10,125.0,135.7,139.7
bobo_WR_SEA,Jake Bobo,WR,SEA,8,,,356.7
bolden_WR_MIN,Silas Bolden,WR,MIN,6,,,604.0
bond_WR_CLE,Isaiah Bond,WR,CLE,9,320.0,320.0,379.3
boone_RB_MIA,Mike Boone,RB,MIA,12,,,792.0
borregales_K_NE,Andy Borregales,K,NE,14,,,285.0
boswell_K_PIT,Chris Boswell,K,PIT,5,248.5,163.7,156.0
bourne_WR_NE,Kendrick Bourne,WR,NE,14,,,433.0
boutte_WR_NE,Kayshon Boutte,WR,NE,14,283.0,287.0,323.2
bowers_TE_LV,Brock Bowers,TE,LV,8,17.5,19.7,19.0
bowman_TE_JAX,Shawn Bowman,TE,JAX,8,,,853.0
boykin_WR_CHI,Miles Boykin,WR,CHI,5,,,597.0
bradley_QB_SF,Carter Bradley,QB,SF,14,,,750.0
brayboy_WR_JAX,Chandler Brayboy,WR,JAX,8,,,898.0
bridgewater_QB_TB,Teddy Bridgewater,QB,TB,9,,,465.0
brightwell_RB_CIN,Gary Brightwell,RB,CIN,10,,,647.0
briningstool_TE_KC,Jake Briningstool,TE,KC,10,,,784.0
brissett_QB_ARI,Jacoby Brissett,QB,ARI,8,,,483.0
broncos_DST_DEN,Broncos,DST,DEN,12,159.5,131.7,107.8
brooks_RB_CAR,Jonathon Brooks,RB,CAR,14,,,726.0
brooks_RB_CIN,Tahj Brooks,RB,CIN,10,231.5,216.5,287.8
brooks_RB_GB,Chris Brooks,RB,GB,5,,,429.0
brooks_RB_HOU,British Brooks,RB,HOU,6,,,852.0
brooks_WR_DAL,Jalen Brooks,WR,DAL,10,,,523.0
brooks_WR_WSH,Ja'Corey Brooks,WR,WSH,12,,,528.5
brosmer_QB_MIN,Max Brosmer,QB,MIN,6,,,599.0
brown_RB_CHI,Brittain Brown,RB,CHI,5,,,553.0
brown_RB_CIN,Chase Brown,RB,CIN,10,22.5,23.0,25.5
brown_TE_MIA,Pharaoh Brown,TE,MIA,12,,,580.0
brown_WR_DET,Amon-Ra St. Brown,WR,DET,8,9.0,9.0,9.8
brown_WR_JAX,Dyami Brown,WR,JAX,8,260.0,267.0,280.5
brown_WR_KC,Marquise Brown,WR,KC,10,154.5,171.7,168.0
brown_WR_PHI,A.J. Brown,WR,PHI,9,22.0,21.7,19.5
brown_WR_WSH,Noah Brown,WR,WSH,12,293.0,293.0,383.5
browning_QB_CIN,Jake Browning,QB,CIN,10,,,401.0
brownlee_WR_KC,Jason Brownlee,WR,KC,10,,,362.0
browns_DST_CLE,Browns,DST,CLE,9,286.0,257.0,232.5
bryant_TE_HOU,Harrison Bryant,TE,HOU,6,,,502.0
bryant_WR_DEN,Pat Bryant,WR,DEN,12,214.0,228.5,274.8
buccaneers_DST_TB,Buccaneers,DST,TB,9,242.0,223.0,201.6
burden_WR_CHI,Luther Burden III,WR,CHI,5,141.0,153.0,171.2
burgess_WR_CIN,Cole Burgess,WR,CIN,10,,,744.0
burrow_QB_CIN,Joe Burrow,QB,CIN,10,38.0,38.0,34.5
burton_RB_DEN,Michael Burton,RB,DEN,12,,,460.5
burton_WR_CIN,Jermaine Burton,WR,CIN,10,329.0,329.0,434.0
butker_K_KC,Harrison Butker,K,KC,10,222.0,188.0,174.3
cager_WR_WSH,Lawrence Cager,WR,WSH,12,,,633.0
calcaterra_TE_PHI,Grant Calcaterra,TE,PHI,9,,,312.0
camper_WR_JAX,Cam Camper,WR,JAX,8,,,899.0
cannella_TE_CLE,Sal Cannella,TE,CLE,9,,,816.0
cardinals_DST_ARI,Cardinals,DST,ARI,8,250.0,236.5,211.2
carlson_K_LV,Daniel Carlson,K,LV,8,304.0,243.7,218.6
carter_RB_ARI,Michael Carter,RB,ARI,8,,,520.5
carter_WR_CLE,DeAndre Carter,WR,CLE,9,,,567.0
castles_TE_LAR,McCallan Castles,TE,LAR,8,,,839.0
cephus_WR_HOU,Quintez Cephus,WR,HOU,6,,,559.0
